"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Denver Broncos","DST","DEN","2016",8,8,"ppr",1,4,3,0,0,1,0,0,1,21,21,"38.8%"
"2","Carolina Panthers","DST","CAR","2016",8,8,"ppr",2,8,1,1,2,1,0,0,1,19,19,"14.1%"
"3","Los Angeles Chargers","DST","LAC","2016",8,8,"ppr",3,1,1,2,2,1,0,0,1,13,13,"30.2%"
"4","Kansas City Chiefs","DST","KC","2016",8,8,"ppr",4,6,1,1,1,0,0,0,1,11,11,"47.9%"
"5","Seattle Seahawks","DST","SEA","2016",8,8,"ppr",5,2,0,1,1,1,0,0,1,10,10,"20.5%"
"6","Chicago Bears","DST","CHI","2016",8,8,"ppr",6,5,0,0,1,0,0,0,1,9,9,"2.2%"
"7","Washington Commanders","DST","WAS","2016",8,8,"ppr",7,3,1,1,1,0,0,0,1,7,7,"54.8%"
"8","Detroit Lions","DST","DET","2016",8,8,"ppr",8,3,1,0,0,0,0,0,1,6,6,"2.5%"
"9","Dallas Cowboys","DST","DAL","2016",8,8,"ppr",9,3,0,1,1,0,0,0,1,5,5,"90.0%"
"10","Houston Texans","DST","HOU","2016",8,8,"ppr",10,1,0,0,0,0,0,0,1,5,5,"0.8%"
"11","Tennessee Titans","DST","TEN","2016",8,8,"ppr",11,2,0,1,0,0,0,0,1,4,4,"26.3%"
"12","New York Jets","DST","NYJ","2016",8,8,"ppr",12,1,2,0,0,0,0,0,1,4,4,"21.1%"
"13","New Orleans Saints","DST","NO","2016",8,8,"ppr",13,1,1,0,0,0,0,0,1,4,4,"65.3%"
"14","Tampa Bay Buccaneers","DST","TB","2016",8,8,"ppr",14,2,0,1,1,0,0,0,1,3,3,"81.2%"
"15","Philadelphia Eagles","DST","PHI","2016",8,8,"ppr",15,2,1,0,0,0,0,0,1,3,3,"58.2%"
"16","Arizona Cardinals","DST","ARI","2016",8,8,"ppr",16,1,0,1,1,0,0,0,1,3,3,"12.3%"
"17","Cincinnati Bengals","DST","CIN","2016",8,8,"ppr",17,1,1,0,0,0,0,0,1,3,3,"31.6%"
"18","Atlanta Falcons","DST","ATL","2016",8,8,"ppr",18,3,0,0,1,0,0,0,1,2,2,"1.7%"
"19","Minnesota Vikings","DST","MIN","2016",8,8,"ppr",19,1,0,0,0,0,0,0,1,2,2,"23.7%"
"20","New England Patriots","DST","NE","2016",8,8,"ppr",20,2,0,0,0,0,0,0,1,2,2,"54.0%"
"21","Indianapolis Colts","DST","IND","2016",8,8,"ppr",21,3,0,0,0,0,0,0,1,2,2,"52.4%"
"22","Las Vegas Raiders","DST","LV","2016",8,8,"ppr",22,2,0,0,2,0,0,0,1,2,2,"14.2%"
"23","Green Bay Packers","DST","GB","2016",8,8,"ppr",23,2,0,0,0,0,0,0,1,1,1,"80.7%"
"24","Cleveland Browns","DST","CLE","2016",8,8,"ppr",24,2,0,0,0,0,0,0,1,1,1,"37.2%"
"25","Buffalo Bills","DST","BUF","2016",8,8,"ppr",25,5,0,0,0,0,0,0,1,1,1,"99.0%"
"26","Jacksonville Jaguars","DST","JAC","2016",8,8,"ppr",26,0,0,0,0,0,0,0,1,-4,-4,"3.8%"
