"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Zach Miller","TE","FA","2016",3,3,"ppr","1","8","9","78","9.8","26","1","2","0","0","0","0","1","27.8","27.8","0.0%"
"2","Coby Fleener","TE","FA","2016",3,3,"ppr","2","7","11","109","15.6","36","3","1","0","0","0","0","1","23.9","23.9","0.0%"
"3","Cameron Brate","TE","TB","2016",3,3,"ppr","3","5","10","46","9.2","20","1","2","0","0","0","0","1","21.6","21.6","1.6%"
"4","Travis Kelce","TE","KC","2016",3,3,"ppr","4","6","7","89","14.8","42","1","1","0","0","0","0","1","20.9","20.9","100.0%"
"5","Kyle Rudolph","TE","TB","2016",3,3,"ppr","5","7","10","70","10.0","18","0","1","0","0","0","0","1","20.0","20.0","0.6%"
"6","Jimmy Graham","TE","FA","2016",3,3,"ppr","6","6","9","100","16.7","40","1","1","0","0","0","1","1","20.0","20.0","0.0%"
"7","Gary Barnidge","TE","FA","2016",3,3,"ppr","7","5","6","66","13.2","26","2","0","0","0","0","0","1","13.6","13.6","0.1%"
"8","Ryan Griffin","TE","CHI","2016",3,3,"ppr","8","8","10","52","6.5","11","0","0","0","0","0","0","1","13.2","13.2","0.0%"
"9","Jack Doyle","TE","FA","2016",3,3,"ppr","9","6","6","65","10.8","16","0","0","0","0","0","0","1","12.5","12.5","2.0%"
"10","Greg Olsen","TE","FA","2016",3,3,"ppr","10","6","10","64","10.7","18","0","0","0","0","0","0","1","12.4","12.4","7.0%"
"11","Eric Ebron","TE","FA","2016",3,3,"ppr","11","5","8","69","13.8","21","2","0","0","0","0","0","1","11.9","11.9","0.0%"
"12","Hunter Henry","TE","NE","2016",3,3,"ppr","12","5","5","72","14.4","33","1","0","0","0","0","1","1","10.2","10.2","38.7%"
"13","Dennis Pitta","TE","FA","2016",3,3,"ppr","13","6","8","42","7.0","13","0","0","0","0","0","0","1","10.2","10.2","0.0%"
"14","Jordan Reed","TE","FA","2016",3,3,"ppr","14","4","7","56","14.0","24","1","0","0","0","0","0","1","9.6","9.6","19.0%"
"15","Brent Celek","TE","FA","2016",3,3,"ppr","15","3","4","61","20.3","24","2","0","0","0","0","0","1","9.1","9.1","0.0%"
"16","Jace Amaro","TE","FA","2016",3,3,"ppr","16","3","4","59","19.7","26","1","0","0","0","0","0","1","8.9","8.9","0.2%"
