"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Aaron Rodgers","QB","GB","2019",7,7,"ppr","1","25","31","80.6","429","13.8","5","0","1","2","6","1","0","1","43.8","43.8","75.1%"
"2","Matthew Stafford","QB","LAR","2019",7,7,"ppr","2","30","45","66.7","364","8.1","4","1","2","0","0","0","0","1","29.6","29.6","29.7%"
"3","Kirk Cousins","QB","MIN","2019",7,7,"ppr","3","24","34","70.6","338","9.9","4","0","0","4","-3","0","0","1","29.2","29.2","87.8%"
"4","Jacoby Brissett","QB","CLE","2019",7,7,"ppr","4","26","39","66.7","326","8.4","4","0","1","5","6","0","1","1","27.6","27.6","4.8%"
"5","Jared Goff","QB","DET","2019",7,7,"ppr","5","22","37","59.5","268","7.2","2","0","0","3","3","1","0","1","25.0","25.0","60.4%"
"6","Lamar Jackson","QB","BAL","2019",7,7,"ppr","6","9","20","45.0","143","7.2","0","0","1","14","116","1","0","1","23.3","23.3","96.8%"
"7","Dak Prescott","QB","DAL","2019",7,7,"ppr","7","21","27","77.8","239","8.9","1","1","3","5","30","1","0","1","21.6","21.6","93.5%"
"8","Ryan Fitzpatrick","QB","FA","2019",7,7,"ppr","8","23","35","65.7","282","8.1","1","1","0","6","13","1","0","1","21.6","21.6","0.0%"
"9","Josh Allen","QB","BUF","2019",7,7,"ppr","9","16","26","61.5","202","7.8","2","0","2","4","32","0","0","1","21.3","21.3","100.0%"
"10","Andy Dalton","QB","NO","2019",7,7,"ppr","10","22","43","51.2","276","6.4","1","3","2","4","33","1","0","1","21.3","21.3","12.2%"
"11","Philip Rivers","QB","FA","2019",7,7,"ppr","11","24","38","63.2","329","8.7","2","0","1","0","0","0","0","1","21.2","21.2","20.6%"
"12","Gardner Minshew II","QB","PHI","2019",7,7,"ppr","12","15","32","46.9","255","8.0","1","0","2","9","48","0","0","1","21.0","21.0","0.2%"
"13","Ryan Tannehill","QB","TEN","2019",7,7,"ppr","13","23","29","79.3","312","10.8","2","1","2","5","7","0","0","1","20.2","20.2","28.5%"
"14","Mitch Trubisky","QB","PIT","2019",7,7,"ppr","14","34","54","63.0","251","4.6","2","0","2","0","0","0","0","1","20.0","20.0","0.8%"
"15","Teddy Bridgewater","QB","MIA","2019",7,7,"ppr","15","23","38","60.5","281","7.4","2","0","1","4","7","0","0","1","19.9","19.9","0.6%"
"16","Deshaun Watson","QB","CLE","2019",7,7,"ppr","16","23","34","67.6","308","9.1","1","2","3","3","32","0","0","1","17.5","17.5","75.7%"
"17","Derek Carr","QB","LV","2019",7,7,"ppr","17","22","28","78.6","293","10.5","2","1","0","2","0","0","1","1","16.7","16.7","64.3%"
"18","Russell Wilson","QB","DEN","2019",7,7,"ppr","18","20","41","48.8","241","5.9","1","1","1","3","27","0","0","1","15.3","15.3","43.7%"
"19","Tom Brady","QB","TB","2019",7,7,"ppr","19","31","45","68.9","249","5.5","1","1","0","0","0","0","0","1","13.0","13.0","86.0%"
"20","Daniel Jones","QB","NYG","2019",7,7,"ppr","20","22","35","62.9","223","6.4","1","1","8","4","35","0","2","1","11.4","11.4","58.2%"
"21","Taysom Hill","QB","NO","2019",7,7,"ppr","21","0","0","0","0","0","0","0","0","2","21","0","0","1","9.5","9.5","45.3%"
"22","Matt Moore","QB","FA","2019",7,7,"ppr","22","10","19","52.6","117","6.2","1","0","1","1","-1","0","0","1","8.6","8.6","0.0%"
"23","Carson Wentz","QB","WAS","2019",7,7,"ppr","23","16","26","61.5","191","7.3","1","1","3","4","12","0","2","1","7.8","7.8","6.5%"
"24","Patrick Mahomes II","QB","KC","2019",7,7,"ppr","24","10","11","90.9","76","6.9","1","0","0","1","2","0","0","1","7.2","7.2","100.0%"
"25","Jimmy Garoppolo","QB","SF","2019",7,7,"ppr","25","12","21","57.1","151","7.2","0","1","2","4","20","0","0","1","7.0","7.0","16.2%"
"26","Kyler Murray","QB","ARI","2019",7,7,"ppr","26","14","21","66.7","104","5.0","0","0","2","10","28","0","0","1","7.0","7.0","62.1%"
"27","Joe Flacco","QB","NYJ","2019",7,7,"ppr","27","21","34","61.8","213","6.3","0","0","8","0","0","0","1","1","6.5","6.5","0.3%"
"28","Matt Schaub","QB","FA","2019",7,7,"ppr","28","6","6","100.0","65","10.8","1","0","0","1","-1","0","0","1","6.5","6.5","0.0%"
"29","Mike Glennon","QB","FA","2019",7,7,"ppr","29","2","3","66.7","36","12.0","1","0","0","0","0","0","0","1","5.4","5.4","1.0%"
"30","Matt Ryan","QB","IND","2019",7,7,"ppr","30","16","27","59.3","159","5.9","0","1","5","1","2","0","1","1","3.6","3.6","10.6%"
"31","Case Keenum","QB","BUF","2019",7,7,"ppr","31","9","12","75.0","77","6.4","0","0","3","0","0","0","0","1","3.1","3.1","0.4%"
"32","Blake Bortles","QB","FA","2019",7,7,"ppr","32","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"33","Jarrett Stidham","QB","LV","2019",7,7,"ppr","33","0","0","0","0","0","0","0","0","2","-2","0","0","1","-0.2","-0.2","0.0%"
"34","Tim Boyle","QB","CHI","2019",7,7,"ppr","34","0","0","0","0","0","0","0","0","3","-3","0","0","1","-0.3","-0.3","0.0%"
"35","Sam Darnold","QB","CAR","2019",7,7,"ppr","35","11","32","34.4","86","2.7","0","4","1","2","-1","0","1","1","-2.7","-2.7","3.9%"
