"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Washington Commanders","DST","WAS","2017",3,3,"ppr",1,4,2,1,1,0,0,0,1,14,14,"54.8%"
"2","New York Jets","DST","NYJ","2017",3,3,"ppr",2,3,2,0,0,0,0,0,1,14,14,"21.1%"
"3","Cincinnati Bengals","DST","CIN","2017",3,3,"ppr",3,6,1,0,0,1,0,0,1,14,14,"31.6%"
"4","New Orleans Saints","DST","NO","2017",3,3,"ppr",4,4,3,0,2,0,0,0,1,14,14,"65.3%"
"5","Detroit Lions","DST","DET","2017",3,3,"ppr",5,2,3,0,0,1,0,0,1,13,13,"2.5%"
"6","Jacksonville Jaguars","DST","JAC","2017",3,3,"ppr",6,2,2,1,1,0,0,0,1,12,12,"3.8%"
"7","Kansas City Chiefs","DST","KC","2017",3,3,"ppr",7,2,3,0,0,0,0,0,1,12,12,"47.9%"
"8","Chicago Bears","DST","CHI","2017",3,3,"ppr",8,3,0,2,1,0,0,0,1,9,9,"2.2%"
"9","Minnesota Vikings","DST","MIN","2017",3,3,"ppr",9,2,3,0,0,0,0,0,1,9,9,"23.7%"
"10","Houston Texans","DST","HOU","2017",3,3,"ppr",10,5,0,1,4,1,0,0,1,9,9,"0.8%"
"11","Buffalo Bills","DST","BUF","2017",3,3,"ppr",11,3,2,0,1,0,0,0,1,8,8,"99.0%"
"12","Dallas Cowboys","DST","DAL","2017",3,3,"ppr",12,6,0,0,0,0,0,0,1,7,7,"90.0%"
"13","Pittsburgh Steelers","DST","PIT","2017",3,3,"ppr",13,2,1,1,2,0,0,0,1,6,6,"53.2%"
"14","New England Patriots","DST","NE","2017",3,3,"ppr",14,2,2,0,1,0,0,0,1,6,6,"54.0%"
"15","Miami Dolphins","DST","MIA","2017",3,3,"ppr",15,2,0,1,2,0,0,0,1,6,6,"25.9%"
"16","Indianapolis Colts","DST","IND","2017",3,3,"ppr",16,1,3,0,0,0,0,0,1,6,6,"52.4%"
"17","Green Bay Packers","DST","GB","2017",3,3,"ppr",17,3,0,1,0,0,0,0,1,6,6,"80.7%"
"18","Las Vegas Raiders","DST","LV","2017",3,3,"ppr",18,1,0,2,1,0,0,0,1,5,5,"14.2%"
"19","Los Angeles Chargers","DST","LAC","2017",3,3,"ppr",19,5,0,0,1,0,0,0,1,5,5,"30.2%"
"20","New York Giants","DST","NYG","2017",3,3,"ppr",20,3,0,1,1,0,0,0,1,5,5,"6.2%"
"21","Los Angeles Rams","DST","LAR","2017",3,3,"ppr",21,4,1,1,1,0,0,0,1,4,4,"34.3%"
"22","Philadelphia Eagles","DST","PHI","2017",3,3,"ppr",22,0,2,0,0,0,0,0,1,4,4,"58.2%"
"23","Denver Broncos","DST","DEN","2017",3,3,"ppr",23,4,0,0,0,0,0,0,1,4,4,"38.8%"
"24","Cleveland Browns","DST","CLE","2017",3,3,"ppr",24,3,0,1,1,0,0,0,1,4,4,"37.2%"
"25","Atlanta Falcons","DST","ATL","2017",3,3,"ppr",25,2,0,0,0,0,0,0,1,3,3,"1.7%"
"26","Tennessee Titans","DST","TEN","2017",3,3,"ppr",26,1,0,0,0,0,0,0,1,1,1,"26.3%"
"27","Carolina Panthers","DST","CAR","2017",3,3,"ppr",27,1,0,0,0,0,0,0,1,0,0,"14.1%"
"28","San Francisco 49ers","DST","SF","2017",3,3,"ppr",28,0,0,2,1,0,0,0,1,0,0,"95.5%"
"29","Arizona Cardinals","DST","ARI","2017",3,3,"ppr",29,1,0,0,0,0,0,0,1,0,0,"12.3%"
"30","Seattle Seahawks","DST","SEA","2017",3,3,"ppr",30,0,0,0,0,0,0,0,1,-1,-1,"20.5%"
"31","Tampa Bay Buccaneers","DST","TB","2017",3,3,"ppr",31,0,0,0,0,0,0,0,1,-1,-1,"81.2%"
"32","Baltimore Ravens","DST","BAL","2017",3,3,"ppr",32,0,0,0,0,0,0,0,1,-4,-4,"89.6%"
