"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Michael Badgley","K","DET","2020",8,8,"ppr",1,3,3,100,52,0,0,1,1,1,3,3,1,15,15,"27.0%"
"2","Ryan Succop","K","TB","2020",8,8,"ppr",2,4,4,100,43,0,0,2,2,0,1,1,1,15,15,"34.3%"
"3","Cairo Santos","K","CHI","2020",8,8,"ppr",3,3,3,100,51,0,1,0,1,1,2,2,1,14,14,"13.3%"
"4","Wil Lutz","K","NO","2020",8,8,"ppr",4,4,5,80,39,0,1,3,0,0,2,2,1,14,14,"8.0%"
"5","Greg Zuerlein","K","NYJ","2020",8,8,"ppr",5,3,4,75,59,0,0,0,2,1,0,0,1,13,13,"15.9%"
"6","Younghoe Koo","K","ATL","2020",8,8,"ppr",6,4,4,100,37,0,2,2,0,0,1,2,1,13,13,"46.2%"
"7","Sergio Castillo","K","NYJ","2020",8,8,"ppr",7,3,4,75,55,0,0,1,1,1,0,0,1,12,12,"0.0%"
"8","Daniel Carlson","K","LV","2020",8,8,"ppr",8,3,4,75,33,0,2,1,0,0,1,1,1,10,10,"96.6%"
"9","Justin Tucker","K","BAL","2020",8,8,"ppr",9,1,1,100,51,0,0,0,0,1,3,3,1,8,8,"99.0%"
"10","Nick Folk","K","NE","2020",8,8,"ppr",10,2,2,100,43,0,0,1,1,0,1,1,1,8,8,"75.5%"
"11","Jason Myers","K","SEA","2020",8,8,"ppr",11,1,1,100,48,0,0,0,1,0,4,5,1,8,8,"55.6%"
"12","Cody Parkey","K","FA","2020",8,8,"ppr",12,2,3,66.7,41,0,0,1,1,0,0,0,1,7,7,"0.0%"
"13","Randy Bullock","K","TEN","2020",8,8,"ppr",13,1,1,100,33,0,0,1,0,0,4,4,1,7,7,"1.5%"
"14","Brandon McManus","K","DEN","2020",8,8,"ppr",14,1,1,100,35,0,0,1,0,0,4,4,1,7,7,"36.0%"
"15","Tyler Bass","K","BUF","2020",8,8,"ppr",15,1,1,100,28,0,1,0,0,0,3,3,1,6,6,"94.4%"
"16","Harrison Butker","K","KC","2020",8,8,"ppr",16,0,0,0,0,0,0,0,0,0,5,5,1,5,5,"91.8%"
"17","Joey Slye","K","WAS","2020",8,8,"ppr",17,1,1,100,39,0,0,1,0,0,2,2,1,5,5,"2.0%"
"18","Graham Gano","K","NYG","2020",8,8,"ppr",18,1,1,100,33,0,0,1,0,0,2,2,1,5,5,"61.0%"
"19","Kai Forbath","K","LAR","2020",8,8,"ppr",19,1,2,50,23,0,1,0,0,0,2,2,1,5,5,"3.0%"
"20","Chris Boswell","K","PIT","2020",8,8,"ppr",20,0,0,0,0,0,0,0,0,0,4,4,1,4,4,"14.1%"
"21","Jason Sanders","K","MIA","2020",8,8,"ppr",21,0,0,0,0,0,0,0,0,0,4,4,1,4,4,"13.2%"
"22","Dan Bailey","K","FA","2020",8,8,"ppr",22,0,0,0,0,0,0,0,0,0,4,4,1,4,4,"0.0%"
"23","Robbie Gould","K","SF","2020",8,8,"ppr",23,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"42.9%"
"24","Rodrigo Blankenship","K","FA","2020",8,8,"ppr",24,0,0,0,0,0,0,0,0,0,3,5,1,3,3,"0.7%"
"25","Matt Prater","K","ARI","2020",8,8,"ppr",25,0,1,0,0,0,0,0,0,0,3,3,1,3,3,"14.9%"
"26","Mason Crosby","K","GB","2020",8,8,"ppr",26,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"3.2%"
"27","Stephen Gostkowski","K","FA","2020",8,8,"ppr",27,0,1,0,0,0,0,0,0,0,2,2,1,2,2,"0.0%"
"28","Jake Elliott","K","PHI","2020",8,8,"ppr",28,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"27.9%"
"29","Ty Long","K","FA","2020",8,8,"ppr",29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.7%"
