"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Jalen Hurts","QB","PHI","2022",13,13,"ppr","1","29","39","74.4","380","9.7","3","0","2","5","12","1","0","1","34.4","34.4","99.9%"
"2","Joe Burrow","QB","CIN","2022",13,13,"ppr","2","25","31","80.6","286","9.2","2","0","1","11","46","1","0","1","30.0","30.0","99.4%"
"3","Geno Smith","QB","SEA","2022",13,13,"ppr","3","28","39","71.8","367","9.4","3","1","4","2","3","0","1","1","24.0","24.0","87.0%"
"4","Jared Goff","QB","DET","2022",13,13,"ppr","4","31","41","75.6","340","8.3","2","0","2","0","0","0","0","1","21.6","21.6","60.4%"
"5","Justin Fields","QB","CHI","2022",13,13,"ppr","5","20","25","80.0","254","10.2","0","2","0","6","71","1","0","1","21.3","21.3","95.3%"
"6","Patrick Mahomes II","QB","KC","2022",13,13,"ppr","6","16","27","59.3","223","8.3","1","0","2","2","9","1","0","1","19.8","19.8","100.0%"
"7","Mike White","QB","NYJ","2022",13,13,"ppr","7","31","57","54.4","369","6.5","0","2","1","3","7","1","0","1","19.5","19.5","19.9%"
"8","Tom Brady","QB","TB","2022",13,13,"ppr","8","36","54","66.7","281","5.2","2","1","1","1","-1","0","0","1","18.1","18.1","86.0%"
"9","Justin Herbert","QB","LAC","2022",13,13,"ppr","9","28","47","59.6","335","7.1","1","0","5","5","7","0","0","1","18.1","18.1","98.8%"
"10","Dak Prescott","QB","DAL","2022",13,13,"ppr","10","20","30","66.7","170","5.7","3","1","1","0","0","0","0","1","17.8","17.8","93.5%"
"11","Taylor Heinicke","QB","WAS","2022",13,13,"ppr","11","27","41","65.9","275","6.7","2","0","5","2","6","0","1","1","17.6","17.6","14.0%"
"12","Daniel Jones","QB","NYG","2022",13,13,"ppr","12","25","31","80.6","200","6.5","1","0","4","12","71","0","1","1","17.1","17.1","58.2%"
"13","Derek Carr","QB","LV","2022",13,13,"ppr","13","16","30","53.3","250","8.3","2","1","0","0","0","0","0","1","17.0","17.0","64.3%"
"14","Josh Allen","QB","BUF","2022",13,13,"ppr","14","22","33","66.7","223","6.8","2","0","2","8","20","0","1","1","16.9","16.9","100.0%"
"15","Tyler Huntley","QB","BAL","2022",13,13,"ppr","15","27","32","84.4","187","5.8","0","1","2","10","41","1","0","1","16.6","16.6","22.0%"
"16","Trevor Lawrence","QB","JAC","2022",13,13,"ppr","16","17","31","54.8","179","5.8","1","0","2","4","32","0","0","1","16.4","16.4","75.8%"
"17","Tua Tagovailoa","QB","MIA","2022",13,13,"ppr","17","18","33","54.5","295","8.9","2","2","3","0","0","0","1","1","15.8","15.8","94.7%"
"18","Brock Purdy","QB","SF","2022",13,13,"ppr","18","25","37","67.6","210","5.7","2","1","3","4","-1","0","0","1","15.3","15.3","21.3%"
"19","Aaron Rodgers","QB","GB","2022",13,13,"ppr","19","18","31","58.1","182","5.9","1","0","0","3","4","0","0","1","13.7","13.7","75.1%"
"20","Andy Dalton","QB","NO","2022",13,13,"ppr","20","20","28","71.4","229","8.2","1","0","2","1","1","0","0","1","13.3","13.3","12.2%"
"21","Kenny Pickett","QB","PIT","2022",13,13,"ppr","21","16","28","57.1","197","7.0","1","0","0","7","14","0","0","1","13.3","13.3","10.2%"
"22","Ryan Tannehill","QB","TEN","2022",13,13,"ppr","22","14","22","63.6","141","6.4","1","0","6","3","34","0","0","1","13.0","13.0","28.5%"
"23","Mac Jones","QB","NE","2022",13,13,"ppr","23","22","36","61.1","195","5.4","1","0","1","3","7","0","0","1","12.5","12.5","14.1%"
"24","Matt Ryan","QB","IND","2022",13,13,"ppr","24","21","37","56.8","233","6.3","2","3","3","3","-2","0","1","1","12.1","12.1","10.6%"
"25","Kirk Cousins","QB","MIN","2022",13,13,"ppr","25","21","35","60.0","173","4.9","1","0","2","3","9","0","0","1","11.8","11.8","87.8%"
"26","Marcus Mariota","QB","ATL","2022",13,13,"ppr","26","13","24","54.2","167","7.0","1","1","1","3","17","0","0","1","11.4","11.4","19.4%"
"27","Russell Wilson","QB","DEN","2022",13,13,"ppr","27","17","22","77.3","189","8.6","0","0","2","2","21","0","0","1","9.7","9.7","43.7%"
"28","Kyle Allen","QB","HOU","2022",13,13,"ppr","28","20","39","51.3","201","5.2","1","2","0","2","1","0","1","1","8.1","8.1","0.7%"
"29","John Wolford","QB","LAR","2022",13,13,"ppr","29","14","26","53.8","178","6.8","0","2","4","5","29","0","0","1","8.0","8.0","0.8%"
"30","Deshaun Watson","QB","CLE","2022",13,13,"ppr","30","12","22","54.5","131","6.0","0","1","1","7","21","0","0","1","6.3","6.3","75.7%"
"31","Jimmy Garoppolo","QB","SF","2022",13,13,"ppr","31","2","4","50.0","56","14.0","0","0","1","0","0","0","0","1","2.2","2.2","16.2%"
"32","Malik Willis","QB","TEN","2022",13,13,"ppr","32","2","4","50.0","16","4.0","0","0","0","1","8","0","0","1","1.4","1.4","0.9%"
"33","Lamar Jackson","QB","BAL","2022",13,13,"ppr","33","3","4","75.0","11","2.8","0","0","2","1","9","0","0","1","1.3","1.3","96.8%"
"34","Bryce Perkins","QB","LAR","2022",13,13,"ppr","34","0","0","0","0","0","0","0","0","1","5","0","0","1","0.5","0.5","0.6%"
"35","Gardner Minshew II","QB","PHI","2022",13,13,"ppr","35","1","2","50.0","11","5.5","0","0","0","0","0","0","0","1","0.4","0.4","0.2%"
"36","C.J. Beathard","QB","JAC","2022",13,13,"ppr","36","2","3","66.7","6","2.0","0","0","0","0","0","0","0","1","0.2","0.2","0.1%"
"37","Jarrett Stidham","QB","LV","2022",13,13,"ppr","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"38","Ian Book","QB","PHI","2022",13,13,"ppr","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"39","Will Grier","QB","DAL","2022",13,13,"ppr","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"40","Drew Lock","QB","SEA","2022",13,13,"ppr","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"41","Easton Stick","QB","LAC","2022",13,13,"ppr","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"42","Shane Buechele","QB","KC","2022",13,13,"ppr","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"43","Kellen Mond","QB","CLE","2022",13,13,"ppr","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"44","Jake Fromm","QB","WAS","2022",13,13,"ppr","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"45","Jake Luton","QB","NO","2022",13,13,"ppr","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"46","Jordan Love","QB","GB","2022",13,13,"ppr","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"47","Jacob Eason","QB","SF","2022",13,13,"ppr","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"48","David Blough","QB","ARI","2022",13,13,"ppr","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"49","John Lovett","QB","MIA","2022",13,13,"ppr","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"50","Jake Browning","QB","CIN","2022",13,13,"ppr","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"51","Trace McSorley","QB","ARI","2022",13,13,"ppr","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"52","Desmond Ridder","QB","ATL","2022",13,13,"ppr","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.2%"
"53","Feleipe Franks","QB","ATL","2022",13,13,"ppr","53","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"54","Trey Lance","QB","SF","2022",13,13,"ppr","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.3%"
"55","Kyler Murray","QB","ARI","2022",13,13,"ppr","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62.1%"
"56","Chris Streveler","QB","NYJ","2022",13,13,"ppr","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Brett Rypien","QB","DEN","2022",13,13,"ppr","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"58","Kyle Trask","QB","TB","2022",13,13,"ppr","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"59","Sam Ehlinger","QB","IND","2022",13,13,"ppr","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"60","Case Cookus","QB","LAR","2022",13,13,"ppr","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","E.J. Perry","QB","JAC","2022",13,13,"ppr","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Anthony Brown","QB","BAL","2022",13,13,"ppr","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Bailey Zappe","QB","NE","2022",13,13,"ppr","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"64","Jarrett Guarantano","QB","DEN","2022",13,13,"ppr","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Chris Oladokun","QB","KC","2022",13,13,"ppr","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Davis Cheek","QB","CAR","2022",13,13,"ppr","66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Stone Smartt","QB","LAC","2022",13,13,"ppr","67","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"68","Davis Mills","QB","HOU","2022",13,13,"ppr","68","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.4%"
"69","Chase Garbers","QB","LV","2022",13,13,"ppr","69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Zach Wilson","QB","NYJ","2022",13,13,"ppr","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.7%"
"71","Matt Corral","QB","CAR","2022",13,13,"ppr","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"72","Carson Strong","QB","ARI","2022",13,13,"ppr","72","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Sam Howell","QB","WAS","2022",13,13,"ppr","73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"74","Blaine Gabbert","QB","TB","2022",13,13,"ppr","74","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Erik Ainge","QB","NYJ","2022",13,13,"ppr","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Hunter Cantwell","QB","BAL","2022",13,13,"ppr","76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","Tyrod Taylor","QB","NYG","2022",13,13,"ppr","77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"78","Case Keenum","QB","BUF","2022",13,13,"ppr","78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"79","Ben Chappell","QB","WAS","2022",13,13,"ppr","79","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Adam Froman","QB","ATL","2022",13,13,"ppr","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"81","Nick Foles","QB","IND","2022",13,13,"ppr","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Chase Daniel","QB","LAC","2022",13,13,"ppr","82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"83","Joe Flacco","QB","NYJ","2022",13,13,"ppr","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"84","Brett Ratliff","QB","TEN","2022",13,13,"ppr","84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","Brian Brohm","QB","BUF","2022",13,13,"ppr","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"86","Brian Hoyer","QB","NE","2022",13,13,"ppr","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"87","Chad Henne","QB","KC","2022",13,13,"ppr","87","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"88","Colt McCoy","QB","ARI","2022",13,13,"ppr","88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3%"
"89","Matthew Stafford","QB","LAR","2022",13,13,"ppr","89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.7%"
"90","Josh Johnson","QB","SF","2022",13,13,"ppr","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Keith Null","QB","CAR","2022",13,13,"ppr","91","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Joshua Dobbs","QB","DET","2022",13,13,"ppr","92","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","Mitch Trubisky","QB","PIT","2022",13,13,"ppr","93","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"94","Nathan Peterman","QB","CHI","2022",13,13,"ppr","94","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"95","Davis Webb","QB","NYG","2022",13,13,"ppr","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Cooper Rush","QB","DAL","2022",13,13,"ppr","96","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5%"
"97","Nick Mullens","QB","MIN","2022",13,13,"ppr","97","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","PJ Walker","QB","CAR","2022",13,13,"ppr","98","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"99","Kevin Hogan","QB","TEN","2022",13,13,"ppr","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Jacoby Brissett","QB","CLE","2022",13,13,"ppr","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.8%"
"101","Brandon Allen","QB","CIN","2022",13,13,"ppr","101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"102","Danny Etling","QB","GB","2022",13,13,"ppr","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Tim Boyle","QB","CHI","2022",13,13,"ppr","103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Taysom Hill","QB","NO","2022",13,13,"ppr","104","1","1","100.0","21","21.0","0","0","0","3","10","0","0","1","0.0","0.0","45.3%"
"105","Mason Rudolph","QB","PIT","2022",13,13,"ppr","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"106","Sam Darnold","QB","CAR","2022",13,13,"ppr","106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.9%"
"107","Baker Mayfield","QB","LAR","2022",13,13,"ppr","107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.6%"
"108","Logan Woodside","QB","ATL","2022",13,13,"ppr","108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
