"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Graham Gano","K","NYG","2021",2,2,"ppr",1,5,5,100,55,0,1,1,1,2,2,2,1,22,22,"61.0%"
"2","Daniel Carlson","K","LV","2021",2,2,"ppr",2,4,4,100,46,0,0,1,3,0,2,2,1,17,17,"96.6%"
"3","Randy Bullock","K","TEN","2021",2,2,"ppr",3,4,5,80,36,0,1,3,0,0,3,3,1,15,15,"1.5%"
"4","Nick Folk","K","NE","2021",2,2,"ppr",4,4,4,100,49,0,1,1,2,0,1,2,1,15,15,"75.5%"
"5","Dustin Hopkins","K","LAC","2021",2,2,"ppr",5,3,3,100,49,0,0,1,2,0,3,3,1,14,14,"2.7%"
"6","Brandon McManus","K","DEN","2021",2,2,"ppr",6,3,3,100,46,0,0,1,2,0,2,2,1,13,13,"36.0%"
"7","Greg Joseph","K","MIN","2021",2,2,"ppr",7,2,3,66.7,52,0,0,0,0,2,3,4,1,13,13,"28.3%"
"8","Rodrigo Blankenship","K","FA","2021",2,2,"ppr",8,3,3,100,48,0,0,1,2,0,1,1,1,12,12,"0.7%"
"9","Matt Prater","K","ARI","2021",2,2,"ppr",9,2,2,100,62,0,1,0,0,1,4,4,1,12,12,"14.9%"
"10","Tristan Vizcaino","K","NE","2021",2,2,"ppr",10,3,4,75,46,0,1,1,1,0,0,0,1,10,10,"0.1%"
"11","Greg Zuerlein","K","NYJ","2021",2,2,"ppr",11,2,2,100,56,0,0,1,0,1,2,2,1,10,10,"15.9%"
"12","Matt Gay","K","LAR","2021",2,2,"ppr",12,2,2,100,38,0,0,2,0,0,3,3,1,9,9,"41.5%"
"13","Zane Gonzalez","K","CAR","2021",2,2,"ppr",13,2,3,66.7,42,0,1,0,1,0,2,3,1,9,9,"0.1%"
"14","Cairo Santos","K","CHI","2021",2,2,"ppr",14,2,2,100,28,0,2,0,0,0,2,2,1,8,8,"13.3%"
"15","Evan McPherson","K","CIN","2021",2,2,"ppr",15,1,1,100,53,0,0,0,0,1,2,2,1,7,7,"86.6%"
"16","Chris Boswell","K","PIT","2021",2,2,"ppr",16,1,1,100,56,0,0,0,0,1,2,2,1,7,7,"14.1%"
"17","Justin Tucker","K","BAL","2021",2,2,"ppr",17,1,1,100,43,0,0,0,1,0,3,3,1,7,7,"99.0%"
"18","Chase McLaughlin","K","IND","2021",2,2,"ppr",18,1,1,100,30,0,0,1,0,0,4,4,1,7,7,"4.0%"
"19","Ryan Succop","K","TB","2021",2,2,"ppr",19,0,0,0,0,0,0,0,0,0,6,7,1,6,6,"34.3%"
"20","Austin Seibert","K","FA","2021",2,2,"ppr",20,1,1,100,43,0,0,0,1,0,2,2,1,6,6,"0.3%"
"21","Robbie Gould","K","SF","2021",2,2,"ppr",21,1,1,100,46,0,0,0,1,0,2,2,1,6,6,"42.9%"
"22","Jason Myers","K","SEA","2021",2,2,"ppr",22,1,1,100,31,0,0,1,0,0,3,4,1,6,6,"55.6%"
"23","Matt Ammendola","K","FA","2021",2,2,"ppr",23,2,3,66.7,35,0,1,1,0,0,0,0,1,6,6,"0.1%"
"24","Harrison Butker","K","KC","2021",2,2,"ppr",24,0,0,0,0,0,0,0,0,0,5,5,1,5,5,"91.8%"
"25","Tyler Bass","K","BUF","2021",2,2,"ppr",25,0,1,0,0,0,0,0,0,0,5,5,1,5,5,"94.4%"
"26","Younghoe Koo","K","ATL","2021",2,2,"ppr",26,1,1,100,36,0,0,1,0,0,2,2,1,5,5,"46.2%"
"27","Mason Crosby","K","GB","2021",2,2,"ppr",27,0,0,0,0,0,0,0,0,0,5,5,1,5,5,"3.2%"
"28","Jake Elliott","K","PHI","2021",2,2,"ppr",28,1,2,50,45,0,0,0,1,0,0,0,1,4,4,"27.9%"
"29","Joey Slye","K","WAS","2021",2,2,"ppr",29,0,1,0,0,0,0,0,0,0,3,3,1,3,3,"2.0%"
"30","Aldrick Rosas","K","FA","2021",2,2,"ppr",30,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"0.0%"
"31","Josh Lambo","K","FA","2021",2,2,"ppr",31,0,2,0,0,0,0,0,0,0,1,1,1,1,1,"0.0%"
"32","Cameron Nizialek","K","FA","2021",2,2,"ppr",32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.0%"
"33","Jason Sanders","K","MIA","2021",2,2,"ppr",33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"13.2%"
"34","Michael Palardy","K","NE","2021",2,2,"ppr",34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
"35","Ty Long","K","FA","2021",2,2,"ppr",35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.7%"
