"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Ka'imi Fairbairn","K","HOU","2018",13,13,"ppr",1,5,5,100,53,0,0,2,2,1,2,2,1,21,21,"2.0%"
"2","Jason Myers","K","SEA","2018",13,13,"ppr",2,5,5,100,54,0,0,3,1,1,1,1,1,19,19,"55.6%"
"3","Justin Tucker","K","BAL","2018",13,13,"ppr",3,4,4,100,47,0,1,0,3,0,2,2,1,17,17,"99.0%"
"4","Aldrick Rosas","K","FA","2018",13,13,"ppr",4,3,3,100,57,0,0,1,1,1,3,3,1,15,15,"0.0%"
"5","Greg Zuerlein","K","NYJ","2018",13,13,"ppr",5,3,3,100,48,0,1,0,2,0,3,3,1,14,14,"15.9%"
"6","Daniel Carlson","K","LV","2018",13,13,"ppr",6,2,2,100,50,0,0,0,1,1,3,3,1,12,12,"96.6%"
"7","Harrison Butker","K","KC","2018",13,13,"ppr",7,2,2,100,50,0,1,0,0,1,4,5,1,12,12,"91.8%"
"8","Matt Prater","K","ARI","2018",13,13,"ppr",8,3,3,100,35,0,2,1,0,0,1,1,1,10,10,"14.9%"
"9","Zane Gonzalez","K","CAR","2018",13,13,"ppr",9,2,2,100,44,0,0,0,2,0,2,2,1,10,10,"0.1%"
"10","Jake Elliott","K","PHI","2018",13,13,"ppr",10,2,2,100,46,0,0,0,2,0,2,2,1,10,10,"27.9%"
"11","Cody Parkey","K","FA","2018",13,13,"ppr",11,2,2,100,36,0,1,1,0,0,3,3,1,9,9,"0.0%"
"12","Dustin Hopkins","K","LAC","2018",13,13,"ppr",12,2,2,100,47,0,0,0,2,0,1,1,1,9,9,"2.7%"
"13","Ryan Succop","K","TB","2018",13,13,"ppr",13,2,2,100,33,0,1,1,0,0,2,3,1,8,8,"34.3%"
"14","Brett Maher","K","DAL","2018",13,13,"ppr",14,2,2,100,46,0,1,0,1,0,1,1,1,8,8,"75.1%"
"15","Sebastian Janikowski","K","FA","2018",13,13,"ppr",15,1,1,100,40,0,0,0,1,0,4,6,1,8,8,"20.0%"
"16","Chris Boswell","K","PIT","2018",13,13,"ppr",16,1,1,100,48,0,0,0,1,0,3,4,1,7,7,"14.1%"
"17","Josh Lambo","K","FA","2018",13,13,"ppr",17,2,2,100,37,0,0,2,0,0,0,0,1,6,6,"0.0%"
"18","Cairo Santos","K","CHI","2018",13,13,"ppr",18,1,1,100,35,0,0,1,0,0,3,3,1,6,6,"13.3%"
"19","Brandon McManus","K","DEN","2018",13,13,"ppr",19,1,2,50,29,0,1,0,0,0,3,3,1,6,6,"36.0%"
"20","Stephen Gostkowski","K","FA","2018",13,13,"ppr",20,1,2,50,20,0,1,0,0,0,3,3,1,6,6,"0.0%"
"21","Michael Badgley","K","DET","2018",13,13,"ppr",21,1,2,50,29,0,1,0,0,0,2,2,1,5,5,"27.0%"
"22","Matt Bryant","K","FA","2018",13,13,"ppr",22,1,1,100,44,0,0,0,1,0,1,1,1,5,5,"1.1%"
"23","Robbie Gould","K","SF","2018",13,13,"ppr",23,1,1,100,45,0,0,0,1,0,1,1,1,5,5,"42.9%"
"24","Graham Gano","K","NYG","2018",13,13,"ppr",24,1,1,100,37,0,0,1,0,0,2,2,1,5,5,"61.0%"
"25","Mason Crosby","K","GB","2018",13,13,"ppr",25,1,2,50,32,0,0,1,0,0,2,2,1,5,5,"3.2%"
"26","Wil Lutz","K","NO","2018",13,13,"ppr",26,1,1,100,33,0,0,1,0,0,1,1,1,4,4,"8.0%"
"27","Randy Bullock","K","TEN","2018",13,13,"ppr",27,1,1,100,35,0,0,1,0,0,1,1,1,4,4,"1.5%"
"28","Dan Bailey","K","FA","2018",13,13,"ppr",28,1,2,50,39,0,0,1,0,0,1,1,1,4,4,"0.0%"
"29","Jason Sanders","K","MIA","2018",13,13,"ppr",29,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"13.2%"
"30","Stephen Hauschka","K","FA","2018",13,13,"ppr",30,1,2,50,32,0,0,1,0,0,0,1,1,3,3,"0.0%"
"31","Greg Joseph","K","MIN","2018",13,13,"ppr",31,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"28.3%"
"32","Adam Vinatieri","K","FA","2018",13,13,"ppr",32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.2%"
"33","Michael Palardy","K","NE","2018",13,13,"ppr",33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
