"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Green Bay Packers","DST","GB","2018",4,4,"ppr",1,7,2,1,1,0,0,0,1,23,23,"80.7%"
"2","Chicago Bears","DST","CHI","2018",4,4,"ppr",2,4,3,0,1,0,0,0,1,14,14,"2.2%"
"3","Houston Texans","DST","HOU","2018",4,4,"ppr",3,4,0,2,2,1,0,0,1,13,13,"0.8%"
"4","Las Vegas Raiders","DST","LV","2018",4,4,"ppr",4,2,2,2,2,1,0,0,1,12,12,"14.2%"
"5","New England Patriots","DST","NE","2018",4,4,"ppr",5,2,1,1,0,0,0,0,1,10,10,"54.0%"
"6","Jacksonville Jaguars","DST","JAC","2018",4,4,"ppr",6,3,0,0,0,0,1,0,1,9,9,"3.8%"
"7","New Orleans Saints","DST","NO","2018",4,4,"ppr",7,3,0,2,2,0,0,0,1,8,8,"65.3%"
"8","Indianapolis Colts","DST","IND","2018",4,4,"ppr",8,7,1,0,0,0,0,0,1,8,8,"52.4%"
"9","San Francisco 49ers","DST","SF","2018",4,4,"ppr",9,1,1,0,1,1,0,0,1,8,8,"95.5%"
"10","New York Jets","DST","NYJ","2018",4,4,"ppr",10,2,1,2,2,0,0,0,1,7,7,"21.1%"
"11","Tennessee Titans","DST","TEN","2018",4,4,"ppr",11,4,0,1,3,0,0,0,1,6,6,"26.3%"
"12","Buffalo Bills","DST","BUF","2018",4,4,"ppr",12,2,1,1,3,0,0,0,1,6,6,"99.0%"
"13","Kansas City Chiefs","DST","KC","2018",4,4,"ppr",13,4,1,0,0,0,0,0,1,6,6,"47.9%"
"14","Baltimore Ravens","DST","BAL","2018",4,4,"ppr",14,1,1,1,1,0,0,0,1,6,6,"89.6%"
"15","Philadelphia Eagles","DST","PHI","2018",4,4,"ppr",15,3,1,0,0,0,0,0,1,5,5,"58.2%"
"16","Los Angeles Rams","DST","LAR","2018",4,4,"ppr",16,4,0,1,1,0,0,0,1,5,5,"34.3%"
"17","Los Angeles Chargers","DST","LAC","2018",4,4,"ppr",17,1,2,0,0,0,0,0,1,5,5,"30.2%"
"18","Seattle Seahawks","DST","SEA","2018",4,4,"ppr",18,1,0,1,1,0,0,0,1,4,4,"20.5%"
"19","Pittsburgh Steelers","DST","PIT","2018",4,4,"ppr",19,2,0,1,1,0,0,0,1,4,4,"53.2%"
"20","Detroit Lions","DST","DET","2018",4,4,"ppr",20,3,0,0,2,0,0,0,1,3,3,"2.5%"
"21","Dallas Cowboys","DST","DAL","2018",4,4,"ppr",21,3,0,0,0,0,0,0,1,3,3,"90.0%"
"22","Cleveland Browns","DST","CLE","2018",4,4,"ppr",22,3,2,0,0,0,0,0,1,3,3,"37.2%"
"23","Arizona Cardinals","DST","ARI","2018",4,4,"ppr",23,2,0,0,2,0,0,0,1,3,3,"12.3%"
"24","Atlanta Falcons","DST","ATL","2018",4,4,"ppr",24,3,1,0,0,0,0,0,1,2,2,"1.7%"
"25","Denver Broncos","DST","DEN","2018",4,4,"ppr",25,1,0,0,0,0,0,0,1,1,1,"38.8%"
"26","Miami Dolphins","DST","MIA","2018",4,4,"ppr",26,0,2,0,0,0,0,0,1,0,0,"25.9%"
"27","New York Giants","DST","NYG","2018",4,4,"ppr",27,1,0,0,0,0,0,0,1,0,0,"6.2%"
"28","Cincinnati Bengals","DST","CIN","2018",4,4,"ppr",28,3,0,0,0,0,0,0,1,-1,-1,"31.6%"
"29","Minnesota Vikings","DST","MIN","2018",4,4,"ppr",29,1,0,0,1,0,0,0,1,-3,-3,"23.7%"
"30","Tampa Bay Buccaneers","DST","TB","2018",4,4,"ppr",30,1,0,0,0,0,0,0,1,-3,-3,"81.2%"
