"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","A.J. Brown","WR","PHI","2022",8,8,"ppr","1","6","10","156","26.0","43","7","3","0","0","0","0","1","39.6","39.6","99.9%"
"2","DeAndre Hopkins","WR","ARI","2022",8,8,"ppr","2","12","13","159","13.3","33","3","1","0","0","0","0","1","33.9","33.9","98.4%"
"3","Tyreek Hill","WR","MIA","2022",8,8,"ppr","3","12","14","188","15.7","42","6","0","1","7","0","0","1","31.5","31.5","100.0%"
"4","Jaylen Waddle","WR","MIA","2022",8,8,"ppr","4","8","9","106","13.3","29","1","2","0","0","0","0","1","30.6","30.6","99.3%"
"5","DJ Moore","WR","CAR","2022",8,8,"ppr","5","6","11","152","25.3","62","6","1","1","3","0","0","1","27.5","27.5","91.8%"
"6","Rondale Moore","WR","ARI","2022",8,8,"ppr","6","7","8","92","13.1","38","3","1","2","12","0","0","1","23.4","23.4","37.5%"
"7","Amari Cooper","WR","CLE","2022",8,8,"ppr","7","5","7","131","26.2","53","6","1","0","0","0","0","1","23.1","23.1","96.2%"
"8","Cooper Kupp","WR","LAR","2022",8,8,"ppr","8","8","12","79","9.9","23","2","1","2","10","0","0","1","22.9","22.9","82.7%"
"9","Stefon Diggs","WR","BUF","2022",8,8,"ppr","9","6","8","108","18.0","53","5","1","0","0","0","0","1","22.8","22.8","100.0%"
"10","Jakobi Meyers","WR","NE","2022",8,8,"ppr","10","9","13","60","6.7","16","0","1","0","0","0","0","1","21.0","21.0","69.3%"
"11","Brandon Aiyuk","WR","SF","2022",8,8,"ppr","11","6","6","81","13.5","34","2","1","0","0","0","0","1","20.1","20.1","91.7%"
"12","CeeDee Lamb","WR","DAL","2022",8,8,"ppr","12","5","7","77","15.4","22","2","1","1","1","0","0","1","18.8","18.8","99.9%"
"13","Jerry Jeudy","WR","DEN","2022",8,8,"ppr","13","6","7","63","10.5","25","1","1","0","0","0","0","1","18.3","18.3","89.9%"
"14","Mike Evans","WR","TB","2022",8,8,"ppr","14","6","11","123","20.5","51","6","0","0","0","0","0","1","18.3","18.3","98.6%"
"15","DK Metcalf","WR","SEA","2022",8,8,"ppr","15","6","10","55","9.2","15","0","1","0","0","0","0","1","17.5","17.5","97.8%"
"16","Garrett Wilson","WR","NYJ","2022",8,8,"ppr","16","6","7","115","19.2","54","5","0","0","0","0","0","1","17.5","17.5","90.6%"
"17","Terry McLaurin","WR","WAS","2022",8,8,"ppr","17","6","8","113","18.8","42","5","0","1","-7","0","0","1","16.6","16.6","98.1%"
"18","Devin Duvernay","WR","BAL","2022",8,8,"ppr","18","4","4","31","7.8","13","0","0","2","33","1","0","1","16.4","16.4","36.9%"
"19","Romeo Doubs","WR","GB","2022",8,8,"ppr","19","4","7","62","15.5","26","1","1","0","0","0","0","1","16.2","16.2","15.1%"
"20","Justin Jefferson","WR","MIN","2022",8,8,"ppr","20","6","8","98","16.3","29","2","0","0","0","0","0","1","15.8","15.8","100.0%"
"21","Damiere Byrd","WR","ATL","2022",8,8,"ppr","21","3","6","67","22.3","47","3","1","0","0","0","0","1","15.7","15.7","0.1%"
"22","Tyler Lockett","WR","SEA","2022",8,8,"ppr","22","5","8","63","12.6","33","2","1","0","0","0","1","1","15.3","15.3","94.8%"
"23","Tee Higgins","WR","CIN","2022",8,8,"ppr","23","3","6","49","16.3","41","3","1","0","0","0","0","1","13.9","13.9","99.1%"
"24","Amon-Ra St. Brown","WR","DET","2022",8,8,"ppr","24","7","10","69","9.9","21","1","0","0","0","0","0","1","13.9","13.9","99.2%"
"25","Zach Pascal","WR","PHI","2022",8,8,"ppr","25","2","2","57","28.5","34","3","1","0","0","0","0","1","13.7","13.7","0.1%"
"26","Chris Godwin","WR","TB","2022",8,8,"ppr","26","6","11","75","12.5","44","3","0","0","0","0","0","1","13.5","13.5","96.0%"
"27","Mack Hollins","WR","LV","2022",8,8,"ppr","27","7","8","64","9.1","14","0","0","0","0","0","0","1","13.4","13.4","24.5%"
"28","Tyler Boyd","WR","CIN","2022",8,8,"ppr","28","3","5","38","12.7","14","0","1","0","0","0","0","1","12.8","12.8","74.0%"
"29","Terrace Marshall Jr.","WR","CAR","2022",8,8,"ppr","29","4","9","87","21.8","39","3","0","0","0","0","0","1","12.7","12.7","7.1%"
"30","Adam Thielen","WR","MIN","2022",8,8,"ppr","30","6","7","67","11.2","18","0","0","0","0","0","0","1","12.7","12.7","90.7%"
"31","Chase Claypool","WR","CHI","2022",8,8,"ppr","31","4","6","45","11.3","25","1","0","0","0","0","0","1","12.5","12.5","47.7%"
"32","Demarcus Robinson","WR","BAL","2022",8,8,"ppr","32","6","8","64","10.7","16","0","0","0","0","0","0","1","12.4","12.4","11.1%"
"33","Michael Pittman Jr.","WR","IND","2022",8,8,"ppr","33","7","9","53","7.6","16","0","0","0","0","0","0","1","12.3","12.3","97.0%"
"34","Donovan Peoples-Jones","WR","CLE","2022",8,8,"ppr","34","4","4","81","20.3","37","3","0","0","0","0","0","1","12.1","12.1","57.2%"
"35","Darnell Mooney","WR","CHI","2022",8,8,"ppr","35","5","5","70","14.0","36","2","0","0","0","0","0","1","12.0","12.0","36.9%"
"36","Darius Slayton","WR","NYG","2022",8,8,"ppr","36","5","6","66","13.2","21","1","0","0","0","0","0","1","11.6","11.6","52.9%"
"37","Brandin Cooks","WR","HOU","2022",8,8,"ppr","37","4","6","73","18.3","44","4","0","0","0","0","0","1","11.3","11.3","64.4%"
"38","Curtis Samuel","WR","WAS","2022",8,8,"ppr","38","3","4","50","16.7","20","1","0","4","29","0","0","1","10.9","10.9","61.9%"
"39","Samori Toure","WR","GB","2022",8,8,"ppr","39","1","4","37","37.0","37","2","1","0","0","0","0","1","10.7","10.7","0.1%"
"40","Kalif Raymond","WR","DET","2022",8,8,"ppr","40","3","4","76","25.3","43","4","0","0","0","0","0","1","10.6","10.6","2.8%"
"41","Allen Robinson II","WR","LAR","2022",8,8,"ppr","41","5","7","54","10.8","23","1","0","0","0","0","0","1","10.4","10.4","36.3%"
"42","N'Keal Harry","WR","CHI","2022",8,8,"ppr","42","2","2","24","12.0","17","0","1","0","0","0","0","1","10.4","10.4","0.1%"
"43","Chris Olave","WR","NO","2022",8,8,"ppr","43","5","7","52","10.4","14","0","0","0","0","0","0","1","10.2","10.2","93.4%"
"44","Julio Jones","WR","TB","2022",8,8,"ppr","44","2","4","21","10.5","13","0","1","1","0","0","0","1","10.1","10.1","18.9%"
"45","Denzel Mims","WR","NYJ","2022",8,8,"ppr","45","2","3","76","38.0","63","4","0","0","0","0","0","1","9.6","9.6","0.1%"
"46","Alec Pierce","WR","IND","2022",8,8,"ppr","46","3","5","65","21.7","47","3","0","0","0","0","0","1","9.5","9.5","12.0%"
"47","Parris Campbell","WR","IND","2022",8,8,"ppr","47","2","2","43","21.5","38","2","0","1","28","0","0","1","9.1","9.1","36.4%"
"48","Michael Gallup","WR","DAL","2022",8,8,"ppr","48","4","6","49","12.3","17","0","0","0","0","0","0","1","8.9","8.9","65.8%"
"49","K.J. Osborn","WR","MIN","2022",8,8,"ppr","49","2","5","8","4.0","5","0","1","0","0","0","0","1","8.8","8.8","3.3%"
"50","Diontae Johnson","WR","PIT","2022",8,8,"ppr","50","5","9","35","7.0","14","0","0","0","0","0","0","1","8.5","8.5","85.3%"
"51","K.J. Hamler","WR","DEN","2022",8,8,"ppr","51","2","3","52","26.0","47","3","0","1","9","0","0","1","8.1","8.1","0.9%"
"52","Isaiah McKenzie","WR","BUF","2022",8,8,"ppr","52","1","1","8","8.0","8","0","0","2","2","1","0","1","8.0","8.0","32.2%"
"53","Laviska Shenault Jr.","WR","CAR","2022",8,8,"ppr","53","5","6","26","5.2","13","0","0","0","0","0","0","1","7.6","7.6","0.8%"
"54","Marquise Goodwin","WR","SEA","2022",8,8,"ppr","54","4","5","33","8.3","16","0","0","0","0","0","0","1","7.3","7.3","2.0%"
"55","DeVonta Smith","WR","PHI","2022",8,8,"ppr","55","5","8","23","4.6","14","0","0","0","0","0","0","1","7.3","7.3","93.5%"
"56","Drake London","WR","ATL","2022",8,8,"ppr","56","4","5","31","7.8","17","0","0","0","0","0","0","1","7.1","7.1","66.2%"
