"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Derrick Henry","RB","TEN","2019",17,17,"ppr","1","32","211","6.6","53","5","3","0","0","0","0","0","0","1","39.1","39.1","100.0%"
"2","Boston Scott","RB","PHI","2019",17,17,"ppr","2","19","54","2.8","15","0","3","4","6","84","21.0","0","0","1","35.8","35.8","1.3%"
"3","Damien Williams","RB","FA","2019",17,17,"ppr","3","12","124","10.3","84","4","2","4","7","30","7.5","0","0","1","31.4","31.4","1.1%"
"4","Joe Mixon","RB","CIN","2019",17,17,"ppr","4","26","162","6.2","41","5","2","1","1","14","14.0","0","0","1","30.6","30.6","99.9%"
"5","Ezekiel Elliott","RB","DAL","2019",17,17,"ppr","5","18","122","6.8","33","2","1","3","5","2","0.7","1","0","1","27.4","27.4","97.0%"
"6","Melvin Gordon III","RB","KC","2019",17,17,"ppr","6","14","46","3.3","15","0","1","6","7","76","12.7","0","0","1","24.2","24.2","29.3%"
"7","Mike Boone","RB","DEN","2019",17,17,"ppr","7","17","148","8.7","59","7","1","2","3","12","6.0","0","0","1","24.0","24.0","5.3%"
"8","Christian McCaffrey","RB","SF","2019",17,17,"ppr","8","9","26","2.9","10","0","1","7","10","72","10.3","0","0","1","22.8","22.8","100.0%"
"9","DeAndre Washington","RB","FA","2019",17,17,"ppr","9","17","77","4.5","36","2","0","8","9","55","6.9","0","0","1","21.2","21.2","11.0%"
"10","Saquon Barkley","RB","NYG","2019",17,17,"ppr","10","17","92","5.4","68","4","1","3","4","25","8.3","0","0","1","20.7","20.7","100.0%"
"11","Raheem Mostert","RB","MIA","2019",17,17,"ppr","11","10","57","5.7","17","0","2","1","2","16","16.0","0","0","1","20.3","20.3","81.2%"
"12","Marlon Mack","RB","DEN","2019",17,17,"ppr","12","15","77","5.1","20","1","2","0","1","0","0","0","0","1","19.7","19.7","5.3%"
"13","Alvin Kamara","RB","NO","2019",17,17,"ppr","13","8","39","4.9","15","0","2","2","3","18","9.0","0","0","1","19.7","19.7","99.3%"
"14","Ryquell Armstead","RB","FA","2019",17,17,"ppr","14","10","33","3.3","9","0","0","5","9","52","10.4","1","0","1","19.5","19.5","0.0%"
"15","Austin Ekeler","RB","LAC","2019",17,17,"ppr","15","9","46","5.1","22","1","0","9","11","43","4.8","0","0","1","17.9","17.9","100.0%"
"16","Kenyan Drake","RB","BAL","2019",17,17,"ppr","16","12","60","5.0","24","1","1","3","4","23","7.7","0","0","1","17.3","17.3","26.8%"
"17","David Montgomery","RB","CHI","2019",17,17,"ppr","17","23","113","4.9","14","0","1","0","0","0","0","0","0","1","17.3","17.3","95.6%"
"18","Duke Johnson Jr.","RB","BUF","2019",17,17,"ppr","18","4","12","3.0","8","0","1","5","6","45","9.0","0","0","1","16.7","16.7","0.0%"
"19","Aaron Jones","RB","GB","2019",17,17,"ppr","19","25","100","4.0","14","0","0","2","6","43","21.5","0","0","1","16.3","16.3","99.6%"
"20","Tarik Cohen","RB","FA","2019",17,17,"ppr","20","4","20","5.0","19","0","0","9","10","44","4.9","0","0","1","15.4","15.4","0.0%"
"21","Benny Snell Jr.","RB","PIT","2019",17,17,"ppr","21","18","91","5.1","19","0","1","0","0","0","0","0","0","1","15.1","15.1","1.4%"
"22","Travis Homer","RB","SEA","2019",17,17,"ppr","22","10","62","6.2","13","0","0","5","5","30","6.0","0","0","1","14.2","14.2","22.6%"
"23","Sony Michel","RB","LAC","2019",17,17,"ppr","23","18","74","4.1","9","0","1","0","0","0","0","0","0","1","13.4","13.4","2.2%"
"24","Le'Veon Bell","RB","FA","2019",17,17,"ppr","24","16","41","2.6","12","0","0","5","5","36","7.2","0","0","1","12.7","12.7","0.1%"
"25","Gus Edwards","RB","BAL","2019",17,17,"ppr","25","21","130","6.2","38","2","0","1","1","2","2.0","0","1","1","12.2","12.2","39.7%"
"26","Justice Hill","RB","BAL","2019",17,17,"ppr","26","10","39","3.9","13","0","1","1","2","10","10.0","0","0","1","11.9","11.9","0.8%"
"27","Ronald Jones II","RB","KC","2019",17,17,"ppr","27","11","106","9.6","33","3","0","2","2","10","5.0","0","1","1","11.6","11.6","2.5%"
"28","Kerryon Johnson","RB","FA","2019",17,17,"ppr","28","11","53","4.8","20","1","1","0","0","0","0","0","0","1","11.3","11.3","0.0%"
"29","Patrick Laird","RB","TB","2019",17,17,"ppr","29","11","21","1.9","4","0","0","4","5","48","12.0","0","0","1","10.9","10.9","0.0%"
"30","Todd Gurley II","RB","FA","2019",17,17,"ppr","30","20","68","3.4","14","0","0","2","2","21","10.5","0","0","1","10.9","10.9","0.1%"
"31","James White","RB","FA","2019",17,17,"ppr","31","2","4","2.0","7","0","0","3","3","33","11.0","1","1","1","10.7","10.7","0.1%"
"32","Malcolm Brown","RB","LAR","2019",17,17,"ppr","32","9","26","2.9","15","0","1","1","1","6","6.0","0","0","1","10.2","10.2","0.1%"
"33","Marshawn Lynch","RB","FA","2019",17,17,"ppr","33","12","34","2.8","15","0","1","0","0","0","0","0","0","1","9.4","9.4","0.3%"
"34","Devonta Freeman","RB","FA","2019",17,17,"ppr","34","18","58","3.2","12","0","0","2","4","15","7.5","0","0","1","9.3","9.3","0.0%"
"35","Nyheim Hines","RB","BUF","2019",17,17,"ppr","35","7","34","4.9","15","0","0","3","5","22","7.3","0","0","1","8.6","8.6","29.1%"
"36","Latavius Murray","RB","DEN","2019",17,17,"ppr","36","17","61","3.6","13","0","0","1","1","14","14.0","0","0","1","8.5","8.5","75.6%"
"37","Miles Sanders","RB","PHI","2019",17,17,"ppr","37","9","52","5.8","21","1","0","3","5","-1","-0.3","0","0","1","8.1","8.1","96.5%"
"38","Devine Ozigbo","RB","DEN","2019",17,17,"ppr","38","9","27","3.0","9","0","0","3","5","23","7.7","0","0","1","8.0","8.0","0.0%"
"39","Jalen Richard","RB","FA","2019",17,17,"ppr","39","3","20","6.7","9","0","0","2","2","39","19.5","0","0","1","7.9","7.9","1.0%"
"40","Tony Pollard","RB","DAL","2019",17,17,"ppr","40","14","60","4.3","11","0","0","1","2","5","5.0","0","0","1","7.5","7.5","96.8%"
"41","Frank Gore","RB","FA","2019",17,17,"ppr","41","6","26","4.3","12","0","0","3","4","16","5.3","0","0","1","7.2","7.2","12.1%"
"42","T.J. Yeldon","RB","FA","2019",17,17,"ppr","42","7","18","2.6","12","0","0","3","4","24","8.0","0","0","1","7.2","7.2","0.0%"
"43","Adrian Peterson","RB","FA","2019",17,17,"ppr","43","13","78","6.0","32","2","0","1","4","0","0.0","0","1","1","6.8","6.8","2.1%"
"44","Ameer Abdullah","RB","LV","2019",17,17,"ppr","44","6","22","3.7","11","0","0","3","4","14","4.7","0","0","1","6.6","6.6","3.4%"
"45","Kareem Hunt","RB","CLE","2019",17,17,"ppr","45","3","4","1.3","5","0","0","3","4","32","10.7","0","0","1","6.6","6.6","76.3%"
"46","Ty Johnson","RB","NYJ","2019",17,17,"ppr","46","3","65","21.7","40","3","0","0","2","0","0","0","0","1","6.5","6.5","3.4%"
"47","Rex Burkhead","RB","HOU","2019",17,17,"ppr","47","6","48","8.0","14","0","0","1","1","6","6.0","0","0","1","6.4","6.4","12.7%"
"48","Reggie Bonnafon","RB","FA","2019",17,17,"ppr","48","2","3","1.5","2","0","0","2","2","39","19.5","0","0","1","6.2","6.2","0.0%"
"49","Taiwan Jones","RB","BUF","2019",17,17,"ppr","49","9","40","4.4","11","0","0","1","1","9","9.0","0","0","1","5.9","5.9","0.0%"
"50","Kyle Juszczyk","RB","SF","2019",17,17,"ppr","50","0","0","0","0","0","0","1","1","49","49.0","0","0","1","5.9","5.9","0.4%"
