"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Alvin Kamara","RB","NO","2018",4,4,"ppr","1","19","134","7.1","49","3","3","5","9","47","9.4","0","0","1","41.1","41.1","99.3%"
"2","Ezekiel Elliott","RB","DAL","2018",4,4,"ppr","2","25","152","6.1","41","3","0","4","4","88","22.0","1","0","1","34.0","34.0","97.0%"
"3","James White","RB","FA","2018",4,4,"ppr","3","8","44","5.5","22","1","1","8","10","68","8.5","1","0","1","31.2","31.2","0.1%"
"4","Melvin Gordon III","RB","KC","2018",4,4,"ppr","4","15","104","6.9","34","2","0","7","10","55","7.9","1","0","1","30.9","30.9","29.3%"
"5","Tarik Cohen","RB","FA","2018",4,4,"ppr","5","13","53","4.1","19","0","0","7","8","121","17.3","1","0","1","30.4","30.4","0.0%"
"6","Mike Davis","RB","FA","2018",4,4,"ppr","6","21","101","4.8","20","1","2","4","4","23","5.8","0","0","1","28.4","28.4","1.0%"
"7","Nyheim Hines","RB","BUF","2018",4,4,"ppr","7","4","10","2.5","7","0","0","9","11","63","7.0","2","0","1","28.3","28.3","29.1%"
"8","Kareem Hunt","RB","CLE","2018",4,4,"ppr","8","19","121","6.4","45","3","1","3","4","54","18.0","0","0","1","26.5","26.5","76.3%"
"9","Giovani Bernard","RB","TB","2018",4,4,"ppr","9","15","69","4.6","14","0","2","4","4","27","6.8","0","0","1","25.6","25.6","0.2%"
"10","Todd Gurley II","RB","FA","2018",4,4,"ppr","10","17","83","4.9","10","0","0","4","6","73","18.3","1","0","1","25.6","25.6","0.1%"
"11","T.J. Yeldon","RB","FA","2018",4,4,"ppr","11","18","52","2.9","10","0","1","3","3","48","16.0","1","1","1","23.0","23.0","0.0%"
"12","Nick Chubb","RB","CLE","2018",4,4,"ppr","12","3","105","35.0","63","7","2","0","0","0","0","0","0","1","22.5","22.5","99.9%"
"13","Saquon Barkley","RB","NYG","2018",4,4,"ppr","13","10","44","4.4","28","1","1","6","8","56","9.3","0","0","1","22.0","22.0","100.0%"
"14","Marshawn Lynch","RB","FA","2018",4,4,"ppr","14","20","130","6.5","52","4","0","3","5","27","9.0","0","0","1","18.7","18.7","0.3%"
"15","David Johnson","RB","NO","2018",4,4,"ppr","15","22","71","3.2","21","1","1","3","4","41","13.7","0","1","1","18.2","18.2","0.1%"
"16","Sony Michel","RB","LAC","2018",4,4,"ppr","16","25","112","4.5","23","1","1","0","0","0","0","0","0","1","17.2","17.2","2.2%"
"17","Phillip Lindsay","RB","FA","2018",4,4,"ppr","17","12","69","5.8","19","0","1","2","2","10","5.0","0","0","1","15.9","15.9","0.4%"
"18","Dion Lewis","RB","FA","2018",4,4,"ppr","18","4","0","0.0","2","0","0","9","9","66","7.3","0","0","1","15.6","15.6","2.0%"
"19","Aaron Jones","RB","GB","2018",4,4,"ppr","19","11","65","5.9","30","2","1","1","1","17","17.0","0","0","1","15.2","15.2","99.6%"
"20","Carlos Hyde","RB","FA","2018",4,4,"ppr","20","22","82","3.7","16","0","1","0","1","0","0","0","0","1","14.2","14.2","0.0%"
"21","Ito Smith","RB","FA","2018",4,4,"ppr","21","7","35","5.0","13","0","1","3","3","13","4.3","0","0","1","13.8","13.8","0.0%"
"22","Frank Gore","RB","FA","2018",4,4,"ppr","22","11","41","3.7","14","0","0","2","3","16","8.0","1","0","1","13.7","13.7","12.1%"
"23","Duke Johnson Jr.","RB","BUF","2018",4,4,"ppr","23","2","11","5.5","8","0","0","4","6","45","11.3","0","0","1","13.6","13.6","0.0%"
"24","Austin Ekeler","RB","LAC","2018",4,4,"ppr","24","8","25","3.1","11","0","0","2","3","31","15.5","1","0","1","13.6","13.6","100.0%"
