"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Daniel Jones","QB","NYG","2019",8,8,"ppr","1","28","41","68.3","322","7.9","4","0","3","4","13","0","1","1","28.2","28.2","58.2%"
"2","Deshaun Watson","QB","CLE","2019",8,8,"ppr","2","27","39","69.2","279","7.2","3","0","3","10","46","0","0","1","27.8","27.8","75.7%"
"3","Aaron Rodgers","QB","GB","2019",8,8,"ppr","3","23","33","69.7","305","9.2","3","0","5","6","29","0","0","1","27.1","27.1","75.1%"
"4","Drew Brees","QB","FA","2019",8,8,"ppr","4","34","43","79.1","373","8.7","3","1","0","0","0","0","0","1","25.9","25.9","35.7%"
"5","Matthew Stafford","QB","LAR","2019",8,8,"ppr","5","25","32","78.1","342","10.7","3","1","4","2","-3","0","0","1","24.4","24.4","29.7%"
"6","Gardner Minshew II","QB","PHI","2019",8,8,"ppr","6","22","34","64.7","279","8.2","3","0","2","8","28","0","1","1","24.0","24.0","0.2%"
"7","Derek Carr","QB","LV","2019",8,8,"ppr","7","18","30","60.0","285","9.5","3","0","0","0","0","0","0","1","23.4","23.4","64.3%"
"8","Jared Goff","QB","DET","2019",8,8,"ppr","8","17","31","54.8","372","12.0","2","0","0","0","0","0","0","1","22.9","22.9","60.4%"
"9","Matt Schaub","QB","FA","2019",8,8,"ppr","9","39","52","75.0","460","8.8","1","1","2","0","0","0","1","1","21.4","21.4","0.0%"
"10","Jameis Winston","QB","NO","2019",8,8,"ppr","10","21","43","48.8","301","7.0","2","2","3","8","53","0","2","1","21.3","21.3","5.6%"
"11","Ryan Tannehill","QB","TEN","2019",8,8,"ppr","11","21","33","63.6","193","5.8","3","0","3","4","-3","0","0","1","19.4","19.4","28.5%"
"12","Matt Moore","QB","FA","2019",8,8,"ppr","12","24","36","66.7","267","7.4","2","0","2","1","3","0","0","1","19.0","19.0","0.0%"
"13","Tom Brady","QB","TB","2019",8,8,"ppr","13","20","36","55.6","259","7.2","2","0","3","0","0","0","0","1","18.4","18.4","86.0%"
"14","Andy Dalton","QB","NO","2019",8,8,"ppr","14","32","52","61.5","329","6.3","1","0","5","1","4","0","0","1","18.2","18.2","12.2%"
"15","Josh Allen","QB","BUF","2019",8,8,"ppr","15","16","34","47.1","169","5.0","2","0","4","8","45","0","1","1","17.3","17.3","100.0%"
"16","Mason Rudolph","QB","PIT","2019",8,8,"ppr","16","20","36","55.6","251","7.0","2","1","2","0","0","0","0","1","17.0","17.0","0.1%"
"17","Russell Wilson","QB","DEN","2019",8,8,"ppr","17","14","20","70.0","182","9.1","2","0","2","4","4","0","0","1","15.7","15.7","43.7%"
"18","Sam Darnold","QB","CAR","2019",8,8,"ppr","18","21","30","70.0","218","7.3","2","3","8","1","-1","0","0","1","15.6","15.6","3.9%"
"19","Taysom Hill","QB","NO","2019",8,8,"ppr","19","0","0","0","0","0","0","0","0","0","0","0","0","1","15.3","15.3","45.3%"
"20","Carson Wentz","QB","WAS","2019",8,8,"ppr","20","17","24","70.8","172","7.2","1","0","3","8","35","0","0","1","14.4","14.4","6.5%"
"21","Jimmy Garoppolo","QB","SF","2019",8,8,"ppr","21","18","22","81.8","175","8.0","2","1","3","0","0","0","0","1","14.0","14.0","16.2%"
"22","Ryan Fitzpatrick","QB","FA","2019",8,8,"ppr","22","21","34","61.8","190","5.6","2","2","4","5","17","0","1","1","13.3","13.3","0.0%"
"23","Baker Mayfield","QB","LAR","2019",8,8,"ppr","23","20","31","64.5","194","6.3","1","1","5","1","18","0","0","1","12.6","12.6","6.6%"
"24","Kirk Cousins","QB","MIN","2019",8,8,"ppr","24","23","26","88.5","285","11.0","0","0","3","2","2","0","0","1","11.6","11.6","87.8%"
"25","Philip Rivers","QB","FA","2019",8,8,"ppr","25","19","29","65.5","201","6.9","1","1","1","0","0","0","0","1","11.0","11.0","20.6%"
"26","Kyler Murray","QB","ARI","2019",8,8,"ppr","26","19","33","57.6","220","6.7","0","0","3","2","13","0","0","1","10.1","10.1","62.1%"
"27","Jacoby Brissett","QB","CLE","2019",8,8,"ppr","27","15","25","60.0","202","8.1","0","0","4","6","34","0","1","1","9.5","9.5","4.8%"
"28","Mitch Trubisky","QB","PIT","2019",8,8,"ppr","28","23","35","65.7","253","7.2","0","1","4","4","10","0","1","1","8.1","8.1","0.8%"
"29","Joe Flacco","QB","NYJ","2019",8,8,"ppr","29","20","32","62.5","174","5.4","0","0","3","1","9","0","0","1","7.9","7.9","0.3%"
"30","Kyle Allen","QB","HOU","2019",8,8,"ppr","30","19","37","51.4","158","4.3","0","3","7","0","0","0","0","1","3.3","3.3","0.7%"
"31","Case Keenum","QB","BUF","2019",8,8,"ppr","31","12","16","75.0","130","8.1","0","0","2","0","0","0","1","1","3.2","3.2","0.4%"
"32","Dwayne Haskins","QB","FA","2019",8,8,"ppr","32","3","5","60.0","33","6.6","0","1","2","0","0","0","0","1","0.3","0.3","0.1%"
"33","Brett Hundley","QB","BAL","2019",8,8,"ppr","33","0","1","0.0","0","0.0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"34","Teddy Bridgewater","QB","MIA","2019",8,8,"ppr","34","0","0","0","0","0","0","0","0","2","-2","0","0","1","-0.2","-0.2","0.6%"
"35","Nick Mullens","QB","MIN","2019",8,8,"ppr","35","0","0","0","0","0","0","0","0","3","-3","0","0","1","-0.3","-0.3","0.0%"
