"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Greg Zuerlein","K","NYJ","2017",12,12,"ppr",1,4,5,80,50,0,1,0,2,1,2,2,1,18,18,"15.9%"
"2","Phil Dawson","K","FA","2017",12,12,"ppr",2,4,4,100,57,0,0,1,2,1,1,1,1,17,17,"0.1%"
"3","Justin Tucker","K","BAL","2017",12,12,"ppr",3,3,3,100,53,0,0,1,1,1,2,2,1,14,14,"99.0%"
"4","Stephen Hauschka","K","FA","2017",12,12,"ppr",4,3,4,75,56,0,0,1,1,1,1,1,1,13,13,"0.0%"
"5","Randy Bullock","K","TEN","2017",12,12,"ppr",5,3,3,100,49,0,1,1,1,0,3,3,1,13,13,"1.5%"
"6","Matt Prater","K","ARI","2017",12,12,"ppr",6,3,3,100,50,0,0,2,0,1,2,2,1,13,13,"14.9%"
"7","Adam Vinatieri","K","FA","2017",12,12,"ppr",7,3,3,100,42,0,2,0,1,0,1,1,1,11,11,"0.2%"
"8","Matt Bryant","K","FA","2017",12,12,"ppr",8,2,2,100,49,0,0,1,1,0,4,4,1,11,11,"1.1%"
"9","Graham Gano","K","NYG","2017",12,12,"ppr",9,3,3,100,45,0,0,1,2,0,0,1,1,11,11,"61.0%"
"10","Zane Gonzalez","K","CAR","2017",12,12,"ppr",10,3,4,75,39,0,2,1,0,0,1,1,1,10,10,"0.1%"
"11","Ka'imi Fairbairn","K","HOU","2017",12,12,"ppr",11,3,3,100,37,0,1,2,0,0,1,1,1,10,10,"2.0%"
"12","Wil Lutz","K","NO","2017",12,12,"ppr",12,2,2,100,50,0,1,0,0,1,2,2,1,10,10,"8.0%"
"13","Chandler Catanzaro","K","FA","2017",12,12,"ppr",13,2,2,100,31,1,0,1,0,0,3,3,1,9,9,"0.0%"
"14","Ryan Succop","K","TB","2017",12,12,"ppr",14,2,2,100,45,0,1,0,1,0,2,2,1,9,9,"34.3%"
"15","Nick Rose","K","FA","2017",12,12,"ppr",15,2,2,100,33,0,1,1,0,0,2,2,1,8,8,"0.0%"
"16","Jake Elliott","K","PHI","2017",12,12,"ppr",16,1,1,100,45,0,0,0,1,0,4,4,1,8,8,"27.9%"
"17","Patrick Murray","K","FA","2017",12,12,"ppr",17,2,2,100,36,0,1,1,0,0,2,2,1,8,8,"1.0%"
"18","Robbie Gould","K","SF","2017",12,12,"ppr",18,2,2,100,42,0,0,1,1,0,1,1,1,8,8,"42.9%"
"19","Josh Lambo","K","FA","2017",12,12,"ppr",19,1,1,100,43,0,0,0,1,0,3,3,1,7,7,"0.0%"
"20","Chris Boswell","K","PIT","2017",12,12,"ppr",20,1,1,100,53,0,0,0,0,1,2,3,1,7,7,"14.1%"
"21","Kai Forbath","K","LAR","2017",12,12,"ppr",21,1,2,50,36,0,0,1,0,0,3,4,1,6,6,"3.0%"
"22","Blair Walsh","K","FA","2017",12,12,"ppr",22,1,2,50,34,0,0,1,0,0,3,3,1,6,6,"0.1%"
"23","Harrison Butker","K","KC","2017",12,12,"ppr",23,1,1,100,45,0,0,0,1,0,1,1,1,5,5,"91.8%"
"24","Cody Parkey","K","FA","2017",12,12,"ppr",24,1,1,100,28,0,1,0,0,0,2,2,1,5,5,"0.0%"
"25","Stephen Gostkowski","K","FA","2017",12,12,"ppr",25,0,0,0,0,0,0,0,0,0,5,5,1,5,5,"0.0%"
"26","Aldrick Rosas","K","FA","2017",12,12,"ppr",26,1,1,100,30,0,0,1,0,0,1,1,1,4,4,"0.0%"
"27","Mason Crosby","K","GB","2017",12,12,"ppr",27,0,1,0,0,0,0,0,0,0,4,4,1,4,4,"3.2%"
"28","Cairo Santos","K","CHI","2017",12,12,"ppr",28,1,2,50,38,0,0,1,0,0,0,0,1,3,3,"13.3%"
"29","Giorgio Tavecchio","K","FA","2017",12,12,"ppr",29,0,1,0,0,0,0,0,0,0,3,3,1,3,3,"1.0%"
"30","Nick Novak","K","FA","2017",12,12,"ppr",30,1,2,50,22,0,1,0,0,0,0,1,1,3,3,"0.1%"
"31","Brandon McManus","K","DEN","2017",12,12,"ppr",31,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"36.0%"
"32","Michael Palardy","K","NE","2017",12,12,"ppr",32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
"33","Dan Bailey","K","FA","2017",12,12,"ppr",33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.0%"
