"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Los Angeles Rams","DST","LAR","2021",6,6,"ppr",1,4,3,1,2,0,0,0,1,16,16,"34.3%"
"2","Indianapolis Colts","DST","IND","2021",6,6,"ppr",2,2,2,1,1,0,0,0,1,15,15,"52.4%"
"3","Las Vegas Raiders","DST","LV","2021",6,6,"ppr",3,5,3,1,1,0,0,0,1,13,13,"14.2%"
"4","Dallas Cowboys","DST","DAL","2021",6,6,"ppr",4,2,1,1,1,1,0,0,1,13,13,"90.0%"
"5","Arizona Cardinals","DST","ARI","2021",6,6,"ppr",5,5,1,2,2,0,0,0,1,12,12,"12.3%"
"6","Baltimore Ravens","DST","BAL","2021",6,6,"ppr",6,2,1,0,0,0,0,0,1,11,11,"89.6%"
"7","Minnesota Vikings","DST","MIN","2021",6,6,"ppr",7,4,1,2,2,0,0,0,1,10,10,"23.7%"
"8","Carolina Panthers","DST","CAR","2021",6,6,"ppr",8,0,0,1,2,0,0,1,1,9,9,"14.1%"
"9","Pittsburgh Steelers","DST","PIT","2021",6,6,"ppr",9,5,0,1,3,0,0,0,1,8,8,"53.2%"
"10","Kansas City Chiefs","DST","KC","2021",6,6,"ppr",10,0,1,1,1,0,0,0,1,8,8,"47.9%"
"11","Washington Commanders","DST","WAS","2021",6,6,"ppr",11,3,2,1,1,0,0,0,1,8,8,"54.8%"
"12","Green Bay Packers","DST","GB","2021",6,6,"ppr",12,4,1,0,0,0,0,0,1,7,7,"80.7%"
"13","Cincinnati Bengals","DST","CIN","2021",6,6,"ppr",13,1,1,0,0,0,0,0,1,7,7,"31.6%"
"14","Los Angeles Chargers","DST","LAC","2021",6,6,"ppr",14,3,2,0,1,0,0,0,1,6,6,"30.2%"
"15","Tennessee Titans","DST","TEN","2021",6,6,"ppr",15,3,1,0,1,0,0,0,1,4,4,"26.3%"
"16","Tampa Bay Buccaneers","DST","TB","2021",6,6,"ppr",16,2,1,0,0,0,0,0,1,4,4,"81.2%"
"17","Miami Dolphins","DST","MIA","2021",6,6,"ppr",17,2,0,1,1,0,0,0,1,4,4,"25.9%"
"18","New England Patriots","DST","NE","2021",6,6,"ppr",18,0,1,1,1,0,0,0,1,3,3,"54.0%"
"19","Chicago Bears","DST","CHI","2021",6,6,"ppr",19,3,0,0,0,0,0,0,1,3,3,"2.2%"
"20","Seattle Seahawks","DST","SEA","2021",6,6,"ppr",20,1,0,1,1,0,0,0,1,3,3,"20.5%"
"21","Jacksonville Jaguars","DST","JAC","2021",6,6,"ppr",21,0,1,0,1,0,0,0,1,3,3,"3.8%"
"22","Detroit Lions","DST","DET","2021",6,6,"ppr",22,2,1,0,1,0,0,0,1,3,3,"2.5%"
"23","New York Giants","DST","NYG","2021",6,6,"ppr",23,2,2,0,0,0,0,0,1,2,2,"6.2%"
"24","Houston Texans","DST","HOU","2021",6,6,"ppr",24,2,0,0,0,0,0,0,1,1,1,"0.8%"
"25","Philadelphia Eagles","DST","PHI","2021",6,6,"ppr",25,0,1,0,0,0,0,0,1,1,1,"58.2%"
"26","Denver Broncos","DST","DEN","2021",6,6,"ppr",26,2,0,0,0,0,0,0,1,1,1,"38.8%"
"27","Buffalo Bills","DST","BUF","2021",6,6,"ppr",27,0,1,0,0,0,0,0,1,1,1,"99.0%"
"28","Cleveland Browns","DST","CLE","2021",6,6,"ppr",28,2,0,0,2,0,0,0,1,-2,-2,"37.2%"
