"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","New York Giants","DST","NYG","2016",7,7,"ppr",1,3,4,0,2,1,0,0,1,21,21,"6.2%"
"2","Philadelphia Eagles","DST","PHI","2016",7,7,"ppr",2,6,1,3,4,0,0,1,1,18,18,"58.2%"
"3","Baltimore Ravens","DST","BAL","2016",7,7,"ppr",3,5,0,2,1,1,0,0,1,16,16,"89.6%"
"4","Seattle Seahawks","DST","SEA","2016",7,7,"ppr",4,4,0,0,1,0,0,0,1,13,13,"20.5%"
"5","Atlanta Falcons","DST","ATL","2016",7,7,"ppr",5,4,1,1,1,1,0,0,1,13,13,"1.7%"
"6","New York Jets","DST","NYJ","2016",7,7,"ppr",6,2,2,1,0,0,0,0,1,12,12,"21.1%"
"7","Green Bay Packers","DST","GB","2016",7,7,"ppr",7,1,2,0,0,0,0,0,1,12,12,"80.7%"
"8","Tampa Bay Buccaneers","DST","TB","2016",7,7,"ppr",8,4,1,2,3,0,0,0,1,11,11,"81.2%"
"9","Chicago Bears","DST","CHI","2016",7,7,"ppr",9,2,0,1,1,1,0,0,1,11,11,"2.2%"
"10","Kansas City Chiefs","DST","KC","2016",7,7,"ppr",10,1,1,1,2,1,0,0,1,11,11,"47.9%"
"11","Indianapolis Colts","DST","IND","2016",7,7,"ppr",11,3,0,1,1,1,0,0,1,11,11,"52.4%"
"12","Denver Broncos","DST","DEN","2016",7,7,"ppr",12,1,0,2,2,0,0,0,1,9,9,"38.8%"
"13","Las Vegas Raiders","DST","LV","2016",7,7,"ppr",13,1,2,1,1,0,0,0,1,8,8,"14.2%"
"14","Minnesota Vikings","DST","MIN","2016",7,7,"ppr",14,0,2,2,1,0,0,0,1,8,8,"23.7%"
"15","Arizona Cardinals","DST","ARI","2016",7,7,"ppr",15,1,0,0,2,0,0,0,1,8,8,"12.3%"
"16","Cincinnati Bengals","DST","CIN","2016",7,7,"ppr",16,2,2,0,0,0,0,0,1,7,7,"31.6%"
"17","Detroit Lions","DST","DET","2016",7,7,"ppr",17,2,0,2,3,0,0,0,1,7,7,"2.5%"
"18","Los Angeles Rams","DST","LAR","2016",7,7,"ppr",18,0,0,1,1,0,0,0,1,6,6,"34.3%"
"19","Los Angeles Chargers","DST","LAC","2016",7,7,"ppr",19,3,1,0,0,0,0,0,1,5,5,"30.2%"
"20","Pittsburgh Steelers","DST","PIT","2016",7,7,"ppr",20,0,0,2,1,0,0,0,1,4,4,"53.2%"
"21","Miami Dolphins","DST","MIA","2016",7,7,"ppr",21,4,0,0,0,0,0,0,1,4,4,"25.9%"
"22","Washington Commanders","DST","WAS","2016",7,7,"ppr",22,3,0,0,1,0,0,0,1,4,4,"54.8%"
"23","Cleveland Browns","DST","CLE","2016",7,7,"ppr",23,3,0,1,0,0,0,0,1,4,4,"37.2%"
"24","New England Patriots","DST","NE","2016",7,7,"ppr",24,0,1,0,1,0,0,0,1,3,3,"54.0%"
"25","San Francisco 49ers","DST","SF","2016",7,7,"ppr",25,2,1,0,0,0,0,0,1,3,3,"95.5%"
"26","Tennessee Titans","DST","TEN","2016",7,7,"ppr",26,2,0,0,0,0,0,0,1,1,1,"26.3%"
"27","New Orleans Saints","DST","NO","2016",7,7,"ppr",27,0,0,0,0,0,0,0,1,0,0,"65.3%"
"28","Houston Texans","DST","HOU","2016",7,7,"ppr",28,0,0,0,0,0,0,0,1,0,0,"0.8%"
"29","Buffalo Bills","DST","BUF","2016",7,7,"ppr",29,1,0,0,0,0,0,0,1,0,0,"99.0%"
"30","Jacksonville Jaguars","DST","JAC","2016",7,7,"ppr",30,0,0,0,0,0,0,0,1,-1,-1,"3.8%"
