"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Cody Parkey","K","FA","2018",9,9,"ppr",1,2,2,100,45,0,1,0,1,0,5,5,1,12,12,"0.0%"
"2","Wil Lutz","K","NO","2018",9,9,"ppr",2,1,1,100,54,0,0,0,0,1,6,6,1,11,11,"8.0%"
"3","Greg Zuerlein","K","NYJ","2018",9,9,"ppr",3,2,3,66.7,56,0,0,1,0,1,3,3,1,11,11,"15.9%"
"4","Justin Tucker","K","BAL","2018",9,9,"ppr",4,3,3,100,37,0,2,1,0,0,1,1,1,10,10,"99.0%"
"5","Robbie Gould","K","SF","2018",9,9,"ppr",5,2,2,100,39,0,1,1,0,0,4,4,1,10,10,"42.9%"
"6","Matt Prater","K","ARI","2018",9,9,"ppr",6,3,3,100,37,0,0,3,0,0,0,0,1,9,9,"14.9%"
"7","Jason Myers","K","SEA","2018",9,9,"ppr",7,2,3,66.7,56,0,0,0,1,1,0,0,1,9,9,"55.6%"
"8","Ka'imi Fairbairn","K","HOU","2018",9,9,"ppr",8,2,2,100,46,0,0,1,1,0,1,2,1,8,8,"2.0%"
"9","Jason Sanders","K","MIA","2018",9,9,"ppr",9,2,2,100,43,0,1,0,1,0,1,1,1,8,8,"13.2%"
"10","Giorgio Tavecchio","K","FA","2018",9,9,"ppr",10,1,1,100,27,0,1,0,0,0,5,5,1,8,8,"1.0%"
"11","Stephen Gostkowski","K","FA","2018",9,9,"ppr",11,1,1,100,28,0,1,0,0,0,4,4,1,7,7,"0.0%"
"12","Harrison Butker","K","KC","2018",9,9,"ppr",12,1,1,100,39,0,0,1,0,0,4,5,1,7,7,"91.8%"
"13","Dan Bailey","K","FA","2018",9,9,"ppr",13,1,1,100,39,0,0,1,0,0,3,3,1,6,6,"0.0%"
"14","Sebastian Janikowski","K","FA","2018",9,9,"ppr",14,1,2,50,44,0,0,0,1,0,2,2,1,6,6,"20.0%"
"15","Graham Gano","K","NYG","2018",9,9,"ppr",15,0,0,0,0,0,0,0,0,0,6,6,1,6,6,"61.0%"
"16","Brandon McManus","K","DEN","2018",9,9,"ppr",16,1,3,33.3,44,0,0,0,1,0,2,2,1,6,6,"36.0%"
"17","Greg Joseph","K","MIN","2018",9,9,"ppr",17,1,1,100,51,0,0,0,0,1,0,0,1,5,5,"28.3%"
"18","Chris Boswell","K","PIT","2018",9,9,"ppr",18,1,1,100,29,0,1,0,0,0,2,3,1,5,5,"14.1%"
"19","Mason Crosby","K","GB","2018",9,9,"ppr",19,1,1,100,29,0,1,0,0,0,2,2,1,5,5,"3.2%"
"20","Ryan Succop","K","TB","2018",9,9,"ppr",20,0,1,0,0,0,0,0,0,0,4,4,1,4,4,"34.3%"
"21","Chandler Catanzaro","K","FA","2018",9,9,"ppr",21,0,0,0,0,0,0,0,0,0,4,4,1,4,4,"0.0%"
"22","Stephen Hauschka","K","FA","2018",9,9,"ppr",22,1,1,100,41,0,0,0,1,0,0,0,1,4,4,"0.0%"
"23","Daniel Carlson","K","LV","2018",9,9,"ppr",23,1,2,50,37,0,0,1,0,0,0,0,1,3,3,"96.6%"
"24","Brett Maher","K","DAL","2018",9,9,"ppr",24,0,1,0,0,0,0,0,0,0,2,2,1,2,2,"75.1%"
"25","Dustin Hopkins","K","LAC","2018",9,9,"ppr",25,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"2.7%"
"26","Caleb Sturgis","K","FA","2018",9,9,"ppr",26,0,1,0,0,0,0,0,0,0,1,3,1,1,1,"0.0%"
"27","Michael Palardy","K","NE","2018",9,9,"ppr",27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
