"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Chicago Bears","DST","CHI","2018",2,2,"ppr",1,6,1,1,3,1,0,0,1,17,17,"2.2%"
"2","Miami Dolphins","DST","MIA","2018",2,2,"ppr",2,3,2,1,2,0,0,0,1,13,13,"25.9%"
"3","Los Angeles Rams","DST","LAR","2018",2,2,"ppr",3,1,1,0,0,0,0,0,1,13,13,"34.3%"
"4","Dallas Cowboys","DST","DAL","2018",2,2,"ppr",4,6,0,1,1,0,0,0,1,12,12,"90.0%"
"5","Cincinnati Bengals","DST","CIN","2018",2,2,"ppr",5,4,2,1,1,0,0,0,1,10,10,"31.6%"
"6","Los Angeles Chargers","DST","LAC","2018",2,2,"ppr",6,5,2,0,0,0,0,0,1,10,10,"30.2%"
"7","Green Bay Packers","DST","GB","2018",2,2,"ppr",7,2,1,0,0,0,0,0,1,10,10,"80.7%"
"8","Indianapolis Colts","DST","IND","2018",2,2,"ppr",8,3,0,1,1,0,0,0,1,9,9,"52.4%"
"9","New York Jets","DST","NYJ","2018",2,2,"ppr",9,4,0,2,2,0,0,0,1,9,9,"21.1%"
"10","Tennessee Titans","DST","TEN","2018",2,2,"ppr",10,4,1,0,1,0,0,0,1,7,7,"26.3%"
"11","Tampa Bay Buccaneers","DST","TB","2018",2,2,"ppr",11,3,0,2,1,0,0,0,1,7,7,"81.2%"
"12","Cleveland Browns","DST","CLE","2018",2,2,"ppr",12,3,0,2,2,0,0,0,1,7,7,"37.2%"
"13","Seattle Seahawks","DST","SEA","2018",2,2,"ppr",13,2,2,0,0,0,0,0,1,7,7,"20.5%"
"14","New Orleans Saints","DST","NO","2018",2,2,"ppr",14,3,1,0,2,0,0,0,1,6,6,"65.3%"
"15","Philadelphia Eagles","DST","PHI","2018",2,2,"ppr",15,2,1,1,1,0,0,0,1,6,6,"58.2%"
"16","Washington Commanders","DST","WAS","2018",2,2,"ppr",16,1,2,0,0,0,0,0,1,5,5,"54.8%"
"17","Jacksonville Jaguars","DST","JAC","2018",2,2,"ppr",17,2,0,1,1,0,0,0,1,5,5,"3.8%"
"18","Detroit Lions","DST","DET","2018",2,2,"ppr",18,6,0,0,0,0,0,0,1,5,5,"2.5%"
"19","Atlanta Falcons","DST","ATL","2018",2,2,"ppr",19,2,1,0,0,0,0,0,1,4,4,"1.7%"
"20","Minnesota Vikings","DST","MIN","2018",2,2,"ppr",20,4,0,0,0,0,0,0,1,4,4,"23.7%"
"21","Las Vegas Raiders","DST","LV","2018",2,2,"ppr",21,1,1,0,0,0,0,0,1,4,4,"14.2%"
"22","San Francisco 49ers","DST","SF","2018",2,2,"ppr",22,2,0,1,1,0,0,0,1,4,4,"95.5%"
"23","New England Patriots","DST","NE","2018",2,2,"ppr",23,0,1,1,2,0,0,0,1,3,3,"54.0%"
"24","Denver Broncos","DST","DEN","2018",2,2,"ppr",24,1,0,0,0,0,0,0,1,3,3,"38.8%"
"25","Arizona Cardinals","DST","ARI","2018",2,2,"ppr",25,2,1,0,0,0,0,0,1,3,3,"12.3%"
"26","Houston Texans","DST","HOU","2018",2,2,"ppr",26,1,0,0,1,0,0,0,1,2,2,"0.8%"
"27","New York Giants","DST","NYG","2018",2,2,"ppr",27,0,0,0,0,0,0,0,1,1,1,"6.2%"
"28","Pittsburgh Steelers","DST","PIT","2018",2,2,"ppr",28,1,0,1,1,0,1,0,1,1,1,"53.2%"
"29","Carolina Panthers","DST","CAR","2018",2,2,"ppr",29,0,1,0,2,0,0,0,1,1,1,"14.1%"
"30","Buffalo Bills","DST","BUF","2018",2,2,"ppr",30,2,0,0,1,0,0,0,1,1,1,"99.0%"
"31","Baltimore Ravens","DST","BAL","2018",2,2,"ppr",31,0,0,0,0,0,0,0,1,-1,-1,"89.6%"
"32","Kansas City Chiefs","DST","KC","2018",2,2,"ppr",32,1,0,0,0,0,0,0,1,-3,-3,"47.9%"
