"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Kansas City Chiefs","DST","KC","2017",17,17,"ppr",1,5,2,1,1,1,0,0,1,18,18,"47.9%"
"2","Dallas Cowboys","DST","DAL","2017",17,17,"ppr",2,3,1,1,1,0,0,0,1,17,17,"90.0%"
"3","Tennessee Titans","DST","TEN","2017",17,17,"ppr",3,2,2,2,2,0,0,0,1,17,17,"26.3%"
"4","Detroit Lions","DST","DET","2017",17,17,"ppr",4,4,2,2,1,0,0,0,1,16,16,"2.5%"
"5","New England Patriots","DST","NE","2017",17,17,"ppr",5,4,0,0,1,0,1,0,1,13,13,"54.0%"
"6","Jacksonville Jaguars","DST","JAC","2017",17,17,"ppr",6,3,0,1,0,1,0,0,1,13,13,"3.8%"
"7","New York Giants","DST","NYG","2017",17,17,"ppr",7,3,3,0,0,0,0,0,1,13,13,"6.2%"
"8","Denver Broncos","DST","DEN","2017",17,17,"ppr",8,2,1,1,0,1,0,0,1,12,12,"38.8%"
"9","Atlanta Falcons","DST","ATL","2017",17,17,"ppr",9,2,3,0,0,0,0,0,1,12,12,"1.7%"
"10","San Francisco 49ers","DST","SF","2017",17,17,"ppr",10,3,0,2,3,0,0,0,1,11,11,"95.5%"
"11","Philadelphia Eagles","DST","PHI","2017",17,17,"ppr",11,1,0,1,0,0,0,0,1,10,10,"58.2%"
"12","Los Angeles Chargers","DST","LAC","2017",17,17,"ppr",12,2,1,1,1,1,0,0,1,10,10,"30.2%"
"13","Pittsburgh Steelers","DST","PIT","2017",17,17,"ppr",13,6,1,1,1,0,0,1,1,10,10,"53.2%"
"14","Indianapolis Colts","DST","IND","2017",17,17,"ppr",14,2,1,0,0,0,1,0,1,10,10,"52.4%"
"15","Tampa Bay Buccaneers","DST","TB","2017",17,17,"ppr",15,2,0,1,0,1,0,0,1,10,10,"81.2%"
"16","Cincinnati Bengals","DST","CIN","2017",17,17,"ppr",16,1,1,0,0,1,0,0,1,9,9,"31.6%"
"17","New Orleans Saints","DST","NO","2017",17,17,"ppr",17,2,3,0,0,0,0,1,1,8,8,"65.3%"
"18","Minnesota Vikings","DST","MIN","2017",17,17,"ppr",18,1,0,0,0,0,1,0,1,7,7,"23.7%"
"19","Cleveland Browns","DST","CLE","2017",17,17,"ppr",19,3,1,1,1,0,0,0,1,6,6,"37.2%"
"20","Washington Commanders","DST","WAS","2017",17,17,"ppr",20,2,1,0,2,0,0,0,1,6,6,"54.8%"
"21","Los Angeles Rams","DST","LAR","2017",17,17,"ppr",21,0,2,1,1,0,0,0,1,5,5,"34.3%"
"22","Miami Dolphins","DST","MIA","2017",17,17,"ppr",22,4,0,0,0,0,0,0,1,4,4,"25.9%"
"23","Buffalo Bills","DST","BUF","2017",17,17,"ppr",23,1,1,0,1,0,0,0,1,4,4,"99.0%"
"24","Seattle Seahawks","DST","SEA","2017",17,17,"ppr",24,1,1,0,1,0,0,1,1,3,3,"20.5%"
"25","Baltimore Ravens","DST","BAL","2017",17,17,"ppr",25,1,0,1,1,0,0,0,1,3,3,"89.6%"
"26","Arizona Cardinals","DST","ARI","2017",17,17,"ppr",26,3,0,0,2,0,0,0,1,3,3,"12.3%"
"27","Las Vegas Raiders","DST","LV","2017",17,17,"ppr",27,1,0,0,2,0,0,0,1,2,2,"14.2%"
"28","New York Jets","DST","NYJ","2017",17,17,"ppr",28,2,0,0,0,0,0,0,1,2,2,"21.1%"
"29","Chicago Bears","DST","CHI","2017",17,17,"ppr",29,2,0,0,0,0,0,1,1,2,2,"2.2%"
"30","Houston Texans","DST","HOU","2017",17,17,"ppr",30,1,0,0,0,0,0,0,1,1,1,"0.8%"
"31","Carolina Panthers","DST","CAR","2017",17,17,"ppr",31,1,0,0,1,0,0,0,1,1,1,"14.1%"
"32","Green Bay Packers","DST","GB","2017",17,17,"ppr",32,2,0,0,0,0,0,0,1,-2,-2,"80.7%"
