"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Arizona Cardinals","DST","ARI","2017",16,16,"ppr",1,2,2,1,2,1,0,0,1,24,24,"12.3%"
"2","Philadelphia Eagles","DST","PHI","2017",16,16,"ppr",2,1,2,3,3,1,0,0,1,21,21,"58.2%"
"3","Seattle Seahawks","DST","SEA","2017",16,16,"ppr",3,4,2,1,1,1,0,0,1,20,20,"20.5%"
"4","Pittsburgh Steelers","DST","PIT","2017",16,16,"ppr",4,7,1,1,3,0,0,0,1,18,18,"53.2%"
"5","Minnesota Vikings","DST","MIN","2017",16,16,"ppr",5,1,2,0,0,0,0,0,1,15,15,"23.7%"
"6","Washington Commanders","DST","WAS","2017",16,16,"ppr",6,4,1,2,2,0,0,0,1,14,14,"54.8%"
"7","Chicago Bears","DST","CHI","2017",16,16,"ppr",7,1,2,1,1,0,0,0,1,14,14,"2.2%"
"8","New Orleans Saints","DST","NO","2017",16,16,"ppr",8,5,1,1,1,0,0,0,1,13,13,"65.3%"
"9","Los Angeles Chargers","DST","LAC","2017",16,16,"ppr",9,3,1,2,2,0,0,0,1,13,13,"30.2%"
"10","Carolina Panthers","DST","CAR","2017",16,16,"ppr",10,6,0,3,2,0,0,1,1,13,13,"14.1%"
"11","San Francisco 49ers","DST","SF","2017",16,16,"ppr",11,1,3,0,0,1,0,0,1,12,12,"95.5%"
"12","Las Vegas Raiders","DST","LV","2017",16,16,"ppr",12,2,1,1,1,0,0,0,1,10,10,"14.2%"
"13","New England Patriots","DST","NE","2017",16,16,"ppr",13,6,0,0,1,0,0,0,1,10,10,"54.0%"
"14","Tennessee Titans","DST","TEN","2017",16,16,"ppr",14,1,0,1,1,1,0,0,1,9,9,"26.3%"
"15","Kansas City Chiefs","DST","KC","2017",16,16,"ppr",15,0,0,2,2,0,0,0,1,8,8,"47.9%"
"16","Cleveland Browns","DST","CLE","2017",16,16,"ppr",16,5,0,0,0,0,0,0,1,7,7,"37.2%"
"17","New York Giants","DST","NYG","2017",16,16,"ppr",17,2,2,0,1,0,0,0,1,7,7,"6.2%"
"18","Buffalo Bills","DST","BUF","2017",16,16,"ppr",18,2,1,0,0,1,0,0,1,6,6,"99.0%"
"19","Tampa Bay Buccaneers","DST","TB","2017",16,16,"ppr",19,2,1,0,0,0,0,0,1,5,5,"81.2%"
"20","Cincinnati Bengals","DST","CIN","2017",16,16,"ppr",20,2,1,0,0,0,0,0,1,5,5,"31.6%"
"21","Detroit Lions","DST","DET","2017",16,16,"ppr",21,3,1,0,0,0,0,0,1,5,5,"2.5%"
"22","Baltimore Ravens","DST","BAL","2017",16,16,"ppr",22,2,0,0,0,0,0,0,1,4,4,"89.6%"
"23","Green Bay Packers","DST","GB","2017",16,16,"ppr",23,3,0,0,0,0,0,0,1,4,4,"80.7%"
"24","Los Angeles Rams","DST","LAR","2017",16,16,"ppr",24,1,1,0,1,0,0,0,1,4,4,"34.3%"
"25","Denver Broncos","DST","DEN","2017",16,16,"ppr",25,0,1,1,1,0,0,0,1,4,4,"38.8%"
"26","Dallas Cowboys","DST","DAL","2017",16,16,"ppr",26,3,0,0,0,0,0,0,1,4,4,"90.0%"
"27","Atlanta Falcons","DST","ATL","2017",16,16,"ppr",27,1,1,0,0,0,0,0,1,3,3,"1.7%"
"28","Jacksonville Jaguars","DST","JAC","2017",16,16,"ppr",28,1,1,0,0,0,0,0,1,2,2,"3.8%"
"29","Indianapolis Colts","DST","IND","2017",16,16,"ppr",29,1,0,0,1,0,0,0,1,2,2,"52.4%"
"30","New York Jets","DST","NYJ","2017",16,16,"ppr",30,0,0,0,0,0,0,0,1,1,1,"21.1%"
"31","Miami Dolphins","DST","MIA","2017",16,16,"ppr",31,1,0,0,0,0,0,0,1,0,0,"25.9%"
"32","Houston Texans","DST","HOU","2017",16,16,"ppr",32,0,0,0,0,0,0,0,1,-1,-1,"0.8%"
