"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","C.J. Uzomah","TE","NYJ","2021",7,7,"ppr","1","3","3","91","30.3","55","6","2","0","0","0","0","1","24.1","24.1","0.3%"
"2","Kyle Pitts","TE","ATL","2021",7,7,"ppr","2","7","8","163","23.3","39","6","0","0","0","0","0","1","23.3","23.3","41.3%"
"3","Mike Gesicki","TE","MIA","2021",7,7,"ppr","3","7","8","85","12.1","27","1","1","0","0","0","0","1","21.5","21.5","37.4%"
"4","Foster Moreau","TE","LV","2021",7,7,"ppr","4","6","6","60","10.0","21","1","1","0","0","0","0","1","18.0","18.0","29.1%"
"5","Robert Tonyan","TE","GB","2021",7,7,"ppr","5","4","5","63","15.8","25","2","1","0","0","0","0","1","16.3","16.3","25.9%"
"6","Zach Ertz","TE","ARI","2021",7,7,"ppr","6","3","5","66","22.0","47","3","1","1","4","0","0","1","16.0","16.0","32.6%"
"7","Travis Kelce","TE","KC","2021",7,7,"ppr","7","7","12","65","9.3","24","1","0","0","0","0","0","1","13.5","13.5","100.0%"
"8","Dallas Goedert","TE","PHI","2021",7,7,"ppr","8","3","5","70","23.3","25","3","0","0","0","0","0","1","12.0","12.0","88.2%"
"9","Mo Alie-Cox","TE","IND","2021",7,7,"ppr","9","3","3","25","8.3","11","0","1","0","0","0","0","1","11.5","11.5","2.0%"
"10","Ricky Seals-Jones","TE","FA","2021",7,7,"ppr","10","6","7","51","8.5","14","0","0","0","0","0","0","1","11.1","11.1","0.0%"
"11","T.J. Hockenson","TE","MIN","2021",7,7,"ppr","11","6","9","48","8.0","21","1","0","0","0","0","0","1","10.8","10.8","98.5%"
"12","MyCole Pruitt","TE","ATL","2021",7,7,"ppr","12","2","3","27","13.5","22","1","1","0","0","0","0","1","10.7","10.7","0.1%"
"13","Evan Engram","TE","JAC","2021",7,7,"ppr","13","6","8","44","7.3","18","0","0","0","0","0","0","1","10.4","10.4","68.5%"
"14","Hunter Henry","TE","NE","2021",7,7,"ppr","14","2","4","23","11.5","22","1","1","0","0","0","0","1","10.3","10.3","38.7%"
"15","Tyler Higbee","TE","LAR","2021",7,7,"ppr","15","5","8","46","9.2","16","0","0","0","0","0","0","1","9.6","9.6","71.9%"
"16","Cole Kmet","TE","CHI","2021",7,7,"ppr","16","5","6","43","8.6","22","1","0","0","0","0","0","1","9.3","9.3","69.3%"
"17","Noah Fant","TE","SEA","2021",7,7,"ppr","17","5","7","39","7.8","9","0","0","0","0","0","0","1","8.9","8.9","30.3%"
"18","Mark Andrews","TE","BAL","2021",7,7,"ppr","18","3","7","48","16.0","24","2","0","0","0","0","0","1","7.8","7.8","99.9%"
"19","Jonnu Smith","TE","NE","2021",7,7,"ppr","19","2","5","52","26.0","28","2","0","1","5","0","0","1","7.7","7.7","1.1%"
"20","Durham Smythe","TE","MIA","2021",7,7,"ppr","20","3","4","37","12.3","18","0","0","0","0","0","0","1","6.7","6.7","0.1%"
"21","Hayden Hurst","TE","CIN","2021",7,7,"ppr","21","3","4","35","11.7","15","0","0","0","0","0","0","1","6.5","6.5","38.8%"
"22","Adam Shaheen","TE","MIA","2021",7,7,"ppr","22","4","5","23","5.8","7","0","0","0","0","0","0","1","6.3","6.3","0.0%"
"23","Austin Hooper","TE","TEN","2021",7,7,"ppr","23","2","3","42","21.0","34","2","0","0","0","0","0","1","6.2","6.2","13.8%"
