"Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","TTL","AVG"
"Levine Toilolo","TE","DET","1","0","0","2","1","bye","0","1","0","1","1","0","6","2","4","1","4","24","1.5"
"Dalton Schultz","TE","DAL","0","-","-","-","-","-","3","bye","0","2","0","1","2","3","4","0","2","17","1.5"
"Damion Ratley","WR","CLE","-","0","0","-","-","8","3","4","4","0","bye","0","1","0","0","0","0","20","1.5"
"Justin Jackson","RB","LAC","-","-","-","0","0","1","1","bye","0","0","0","0","1","2","4","10","0","19","1.5"
"Darren Waller","TE","OAK","-","-","-","-","-","-","-","-","-","-","-","-","-","0","1","2","3","6","1.5"
"Justin Hardy","WR","ATL","0","0","0","1","0","7","2","bye","0","1","0","2","0","4","3","0","2","22","1.4"
"Logan Thomas","TE","BUF","2","1","-","-","0","1","0","0","8","1","bye","1","-","2","-","1","0","17","1.4"
"Vyncint Smith","WR","HOU","2","0","2","-","-","-","-","0","0","bye","-","-","-","-","-","1","5","10","1.4"
"Royce Freeman","RB","DEN","0","1","1","0","4","0","0","-","-","bye","1","0","0","1","1","1","10","20","1.4"
"Chase Edmonds","RB","ARI","4","5","0","0","1","0","3","2","bye","0","0","0","2","0","2","2","2","23","1.4"
"Luke Willson","TE","DET","1","1","3","2","0","bye","2","4","2","-","1","1","2","0","0","0","-","19","1.4"
"J.J. Nelson","WR","ARI","0","1","1","1","0","2","4","1","bye","1","1","0","0","7","0","-","-","19","1.4"
"Maxx Williams","TE","BAL","3","3","1","5","2","0","0","-","-","bye","-","0","0","1","2","0","0","17","1.3"
"Luke Stocker","TE","TEN","2","2","2","0","1","0","2","bye","2","0","3","1","0","1","2","1","2","21","1.3"
"Javon Wims","WR","CHI","-","-","-","1","bye","-","-","0","0","-","-","-","-","-","-","-","4","5","1.3"
"Chad Beebe","WR","MIN","-","-","-","-","-","-","-","-","3","bye","1","-","-","-","-","0","-","4","1.3"
"Tyler Kroft","TE","CIN","1","2","1","1","1","-","-","-","bye","-","-","-","-","-","-","-","-","6","1.2"
"Joshua Perkins","TE","PHI","0","6","4","0","0","0","0","1","bye","0","-","-","-","-","-","-","-","11","1.2"
"Marvin Hall","WR","ATL","0","1","1","1","3","0","3","bye","1","1","0","2","0","1","3","1","1","19","1.2"
"Carlos Hyde","RB","JAC","2","1","2","1","3","0","-","2","bye","0","0","0","1","1","-","0","3","16","1.1"
"James Develin","RB","NE","4","1","1","1","0","2","1","2","2","0","bye","0","1","0","2","0","1","18","1.1"
"Alfred Morris","RB","SF","0","2","0","3","4","0","1","0","0","1","bye","-","-","1","-","-","1","13","1.1"
"Jordan Wilkins","RB","IND","3","2","2","1","2","0","1","0","bye","0","0","3","1","0","1","0","1","17","1.1"
"Frank Gore","RB","MIA","0","1","0","3","0","1","1","2","1","3","bye","2","1","1","0","-","-","16","1.1"
"Derrick Henry","RB","TEN","1","0","1","2","1","1","2","bye","2","0","0","3","2","0","1","1","1","18","1.1"
"Andre Roberts","WR","NYJ","0","0","0","0","2","0","6","1","0","0","bye","0","1","0","4","0","4","18","1.1"
"Richie James Jr.","WR","SF","-","0","-","-","1","0","0","0","3","0","bye","2","2","0","0","1","5","14","1.1"
"Blake Bell","TE","JAC","-","-","-","-","-","-","0","2","bye","3","0","1","0","2","1","1","1","11","1.1"
"Taquan Mizzell","RB","CHI","-","-","-","-","bye","-","-","-","2","0","0","3","2","0","1","2","0","10","1.1"
"Austin Carr","WR","NO","2","1","2","0","2","bye","0","1","0","2","2","1","0","0","-","-","1","14","1.0"
"C.J. Ham","RB","MIN","2","0","6","2","1","1","0","0","0","bye","0","1","2","0","0","0","-","15","1.0"
"Derrick Willies","WR","CLE","0","0","0","0","5","-","-","-","-","-","bye","-","-","-","-","-","-","5","1.0"
"Ronald Jones II","RB","TB","-","-","-","2","bye","3","1","1","-","-","-","-","0","0","2","0","0","9","1.0"
"Tyrone Swoopes","TE","SEA","-","-","-","-","-","1","bye","-","-","-","-","-","-","-","-","-","-","1","1.0"
"Cameron Batson","WR","TEN","-","-","-","-","-","0","1","bye","3","3","1","1","2","0","0","0","0","11","1.0"
"Noah Brown","WR","DAL","-","-","-","-","-","-","-","bye","-","0","0","2","1","0","2","2","1","8","1.0"
"Corey Coleman","WR","NYG","-","-","-","-","-","-","-","-","bye","1","1","1","0","2","2","1","0","8","1.0"
"Adam Shaheen","TE","CHI","-","-","-","-","bye","-","-","-","-","-","0","-","2","0","2","2","0","6","1.0"
"Johnny Holton","WR","OAK","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","1","1.0"
"Isaiah Ford","WR","MIA","-","-","-","-","-","-","-","-","-","-","bye","-","1","-","-","-","-","1","1.0"
"Darvin Kidsy","WR","WAS","-","-","-","bye","-","-","-","-","-","-","-","-","-","-","-","0","2","2","1.0"
"Allen Lazard","WR","GB","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","1","1","1.0"
"Chris Lacy","WR","DET","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","-","1","1","1.0"
"Rashaad Penny","RB","SEA","5","2","0","0","0","2","bye","0","3","0","0","0","0","0","-","-","0","12","0.9"
"Eric Tomlinson","TE","NYJ","1","2","2","0","3","0","2","0","2","1","bye","0","0","0","1","0","-","14","0.9"
"Kevin White","WR","CHI","0","0","0","0","bye","0","2","3","-","-","-","0","-","-","-","-","3","8","0.9"
"Kalen Ballage","RB","MIA","-","-","-","0","0","-","0","0","2","1","bye","2","0","0","1","4","1","11","0.9"
"Dontrell Hilliard","RB","CLE","-","-","-","-","-","0","0","1","1","1","bye","0","4","2","0","1","0","10","0.9"
"Darren Fells","TE","CLE","1","2","0","2","1","0","0","1","0","0","bye","1","0","0","0","3","1","12","0.8"
"Raheem Mostert","RB","SF","0","0","1","0","1","0","4","1","0","-","bye","-","-","-","-","-","-","7","0.8"
"Rod Smith","RB","DAL","1","0","0","1","0","0","0","bye","2","1","2","0","0","2","0","0","3","12","0.8"
"Derek Carrier","TE","OAK","3","1","0","0","1","0","-","0","2","3","0","0","0","2","0","0","0","12","0.8"
"Josh Adams","RB","PHI","0","0","0","0","0","0","0","1","bye","0","6","1","0","0","1","1","3","13","0.8"
"Sony Michel","RB","NE","-","2","3","0","1","1","1","-","-","0","bye","2","1","0","0","0","0","11","0.8"
"Nick O'Leary","TE","MIA","-","-","-","-","0","4","3","0","0","1","bye","0","1","0","1","0","0","10","0.8"
"Samaje Perine","RB","WAS","-","-","-","bye","-","1","0","-","3","0","-","-","-","-","-","-","0","4","0.8"
"Gehrig Dieter","WR","KC","-","-","-","-","-","-","-","-","-","-","-","bye","1","0","-","0","2","3","0.8"
"John Kelly Jr.","RB","LAR","-","-","-","-","-","-","-","-","-","-","-","bye","-","0","0","1","2","3","0.8"
"Lee Smith","TE","OAK","0","0","0","4","0","0","-","0","0","0","2","2","1","1","1","0","0","11","0.7"
"Russell Gage","WR","ATL","0","-","0","0","0","1","0","bye","0","0","0","0","1","0","4","2","2","10","0.7"
"Durham Smythe","TE","MIA","0","0","0","1","1","0","0","1","0","-","bye","2","0","0","0","2","4","11","0.7"
"T.J. Logan","RB","ARI","-","0","-","-","-","-","-","0","bye","2","0","1","0","0","4","0","0","7","0.7"
"MyCole Pruitt","TE","TEN","-","0","0","0","0","0","0","bye","0","0","1","1","1","1","2","3","2","11","0.7"
"Victor Bolden Jr.","WR","BUF","-","-","-","-","4","0","0","0","-","-","bye","-","-","-","-","0","0","4","0.7"
"Eric Saubert","TE","ATL","1","0","0","0","2","0","1","bye","0","2","0","0","0","3","0","0","0","9","0.6"
"Logan Paulsen","TE","ATL","0","1","1","1","0","0","0","bye","0","2","2","1","0","-","0","0","1","9","0.6"
"Anthony Sherman","RB","KC","1","0","1","0","1","1","0","1","0","1","0","bye","0","1","0","0","2","9","0.6"
"Andy Janovich","RB","DEN","0","1","0","1","0","0","0","0","1","bye","2","0","2","0","0","1","2","10","0.6"
"Malcolm Brown","RB","LAR","2","1","1","0","0","0","1","0","1","1","0","bye","0","-","-","-","-","7","0.6"
"Josh Malone","WR","CIN","0","1","3","0","0","0","-","0","bye","-","-","-","-","-","-","0","1","5","0.6"
"C.J. Prosise","RB","SEA","0","3","-","0","-","-","bye","0","-","0","-","-","-","-","-","-","-","3","0.6"
"Jeremy Sprinkle","TE","WAS","0","0","0","bye","0","0","1","0","0","1","1","0","0","0","3","3","0","9","0.6"
"Jacob Hollister","TE","NE","-","3","-","-","0","0","-","-","-","2","bye","0","0","0","-","0","-","5","0.6"
"Elijhaa Penny","RB","NYG","-","-","0","0","0","0","0","0","bye","2","2","1","1","1","0","1","1","9","0.6"
"Ray-Ray McCloud","WR","BUF","-","-","1","0","1","1","-","1","1","0","bye","-","-","0","0","-","1","6","0.6"
"Garrett Celek","TE","SF","0","2","1","1","0","0","1","0","0","0","bye","0","0","1","2","0","-","8","0.5"
"Seth DeValve","TE","CLE","0","-","-","-","1","0","0","2","1","0","bye","0","2","0","0","1","0","7","0.5"
"Antony Auclair","TE","TB","0","0","0","1","bye","1","3","0","0","0","0","1","0","1","0","0","1","8","0.5"
"Jordan Franks","TE","CIN","-","-","-","-","-","-","-","1","bye","0","1","0","1","0","-","-","-","3","0.5"
"Malik Turner","WR","SEA","-","-","-","-","-","-","bye","-","0","-","0","2","1","0","0","-","-","3","0.5"
"Darrel Williams","RB","KC","-","-","-","-","-","-","-","-","-","0","-","bye","0","1","2","0","0","3","0.5"
"Tommylee Lewis","WR","NO","0","0","-","-","-","bye","-","-","-","-","-","1","-","1","0","0","1","3","0.4"
"Tyler Ervin","RB","HOU","1","0","0","0","1","0","1","1","0","bye","-","-","-","-","-","-","-","4","0.4"
"Tyler Conklin","TE","MIN","1","0","1","0","0","0","0","0","0","bye","0","0","0","2","3","0","0","7","0.4"
"Dwayne Harris","WR","OAK","0","-","2","0","0","1","-","0","1","1","0","0","1","0","0","0","0","6","0.4"
"Keith Smith","RB","OAK","0","3","1","0","0","0","-","1","0","0","0","0","0","0","1","1","0","7","0.4"
"Roosevelt Nix","RB","PIT","0","1","0","0","0","1","bye","0","0","2","0","0","0","0","0","1","1","6","0.4"
"Taysom Hill","TE","NO","0","0","0","1","0","bye","0","1","1","1","1","0","0","0","1","0","1","7","0.4"
"Robert Tonyan","TE","GB","0","0","0","0","0","0","bye","1","0","0","1","0","1","0","0","1","2","6","0.4"
"Mike Boone","RB","MIN","-","-","1","1","0","0","1","0","0","bye","-","-","-","-","-","-","0","3","0.4"
"Ameer Abdullah","RB","MIN","-","-","-","-","0","-","1","1","-","bye","1","1","0","0","0","0","0","4","0.4"
"Danny Vitale","RB","GB","-","-","-","-","-","-","bye","-","-","-","-","-","0","0","0","2","0","2","0.4"
"Patrick DiMarco","RB","BUF","0","1","0","0","0","0","0","1","0","0","bye","0","1","1","0","0","0","4","0.3"
"Taiwan Jones","RB","BUF","0","0","0","1","1","0","-","-","-","-","bye","-","-","-","-","-","-","2","0.3"
"Jonathan Williams","RB","NO","0","0","1","-","-","bye","-","-","-","-","-","-","-","-","-","-","-","1","0.3"
"Damiere Byrd","WR","CAR","0","-","-","bye","0","-","1","1","0","0","0","0","-","-","-","-","-","2","0.3"
"Chris Manhertz","TE","CAR","0","0","0","bye","0","2","0","0","0","0","0","1","0","0","2","0","0","5","0.3"
"Darius Jackson","RB","DAL","0","0","-","-","-","-","-","bye","-","-","-","-","-","-","-","0","1","1","0.3"
"Marcedes Lewis","TE","GB","0","1","0","0","0","0","bye","0","1","1","0","1","0","0","0","0","0","4","0.3"
"Ben Braunecker","TE","CHI","0","0","0","0","bye","1","0","0","-","1","1","0","1","0","0","1","0","5","0.3"
"Justin Watson","WR","TB","-","-","-","0","bye","0","0","1","0","0","0","0","1","0","0","-","1","3","0.3"
"River Cracraft","WR","DEN","-","-","-","-","-","-","-","-","0","bye","0","0","0","0","0","0","2","2","0.3"
"Brandon Bolden","RB","MIA","0","0","0","0","0","0","0","0","0","0","bye","0","0","1","0","1","1","3","0.2"
"Darrell Daniels","TE","ARI","0","0","0","-","1","0","-","0","0","0","0","-","0","-","-","-","1","2","0.2"
"Brian Hill","RB","ATL","-","0","0","0","-","-","-","bye","-","0","0","0","-","0","0","1","1","2","0.2"
"KhaDarel Hodge","WR","LAR","-","-","0","0","1","0","0","0","0","0","1","bye","0","0","1","0","0","3","0.2"
"Gus Edwards","RB","BAL","-","-","-","-","-","0","0","1","0","bye","0","0","0","0","0","1","0","2","0.2"
"Ross Dwelley","TE","SF","-","-","-","-","-","0","0","0","1","0","bye","0","0","0","0","0","1","2","0.2"
"J.D. McKissic","RB","SEA","-","-","-","-","-","-","bye","-","-","-","-","-","1","0","0","0","0","1","0.2"
"Justin Hardee","WR","NO","0","0","0","1","0","bye","0","0","0","0","0","0","0","0","0","0","0","1","0.1"
"Derek Watt","RB","LAC","0","0","0","0","0","0","0","bye","0","0","0","0","0","1","0","0","0","1","0.1"
"Marcus Kemp","WR","KC","0","0","1","0","0","0","0","0","0","1","0","bye","0","0","0","0","0","2","0.1"
"Alex Armah Jr.","RB","CAR","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0.1"
"Michael Burton","RB","CHI","1","-","0","0","bye","-","-","-","0","0","-","-","0","0","-","0","-","1","0.1"
"Pharoh Cooper","WR","ARI","0","-","-","-","-","-","-","-","bye","-","0","-","1","0","0","0","0","1","0.1"
"Brandon Zylstra","WR","MIN","0","0","0","0","0","0","1","0","0","bye","0","0","0","0","0","0","1","2","0.1"
"Sean Culkin","TE","LAC","0","0","0","0","0","0","0","bye","0","0","0","1","0","-","-","-","0","1","0.1"
"Johnny Mundt","TE","LAR","0","0","0","0","0","0","0","-","-","-","-","bye","-","-","0","0","1","1","0.1"
"Kenjon Barner","RB","CAR","-","-","-","0","-","0","0","0","0","-","-","-","0","0","0","1","-","1","0.1"
"DeAndre Washington","RB","OAK","-","-","-","-","-","-","-","0","0","0","0","1","0","0","0","0","0","1","0.1"
"Richard Rodgers","TE","PHI","-","-","-","-","-","-","-","-","bye","-","0","0","0","0","0","1","0","1","0.1"
"Deante Burton","WR","HOU","0","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","0","0","0","0.0"
"Patrick Ricard","RB","BAL","0","0","0","0","0","-","0","0","0","bye","0","0","-","-","-","-","-","0","0.0"
"Jaydon Mickens","WR","JAC","0","0","0","0","0","0","-","-","bye","-","-","-","-","-","-","-","-","0","0.0"
"Matthew Slater","WR","NE","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","0.0"
"James Winchester","TE","KC","0","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0.0"
"Jamal Agnew","WR","DET","0","0","0","0","0","bye","-","-","-","-","-","-","-","-","-","0","-","0","0.0"
"Kyle Nelson","TE","SF","0","0","0","0","0","0","0","0","0","0","bye","0","0","-","-","-","-","0","0.0"
"Mason Schreck","TE","CIN","0","0","0","-","0","0","0","-","bye","-","-","-","-","-","-","-","-","0","0.0"
"Clark Harris","TE","CIN","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0.0"
"Senorise Perry","RB","MIA","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","0.0"
"Beau Brinkley","TE","TEN","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","0.0"
"Alex Ellis","TE","KC","0","0","-","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","0","0.0"
"Cam Sims","WR","WAS","0","-","-","bye","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0.0"
"Mike Thomas","WR","LAR","0","-","-","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","0","0.0"
"JoJo Natson","WR","LAR","-","0","0","-","-","0","0","0","0","0","0","bye","0","0","0","0","0","0","0.0"
"Daniel Brown","TE","CHI","-","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","-","0","0.0"
"Buddy Howell","RB","HOU","-","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0.0"
"Jeremy McNichols","RB","IND","-","-","-","0","-","-","-","-","bye","-","-","-","-","-","-","-","-","0","0.0"
"Dwayne Washington","RB","NO","-","-","-","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","0","0.0"
"Garrett Dickerson","TE","NYG","-","-","-","-","0","0","-","-","bye","-","-","-","0","-","-","0","-","0","0.0"
"Deon Yelder","TE","KC","-","-","-","-","-","-","-","0","0","0","-","bye","-","-","-","-","-","0","0.0"
"Trevor Davis","WR","GB","-","-","-","-","-","-","bye","-","-","-","0","0","-","-","-","-","-","0","0.0"
"Dare Ogunbowale","RB","TB","-","-","-","-","bye","-","-","-","-","-","0","0","-","-","-","-","-","0","0.0"
"Godwin Igwebuike","RB","SF","-","-","-","-","-","-","-","-","-","-","0","-","0","0","0","0","0","0","0.0"
"Temarrick Hemingway","TE","DEN","-","-","-","-","-","-","-","-","-","bye","-","-","0","0","0","0","0","0","0.0"
"Trey Edmunds","RB","PIT","-","-","-","-","-","-","bye","-","-","-","-","-","-","0","0","0","0","0","0.0"
"Daurice Fountain","WR","IND","-","-","-","-","-","-","-","-","bye","-","-","-","-","0","-","-","-","0","0.0"
"Boston Scott","RB","PHI","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","0","0","0","0.0"
"Steven Mitchell Jr.","WR","HOU","-","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","0","0","0.0"
""
""
