"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Joe Burrow","QB","CIN","2022",6,6,"ppr","1","28","37","75.7","300","8.1","3","0","3","4","25","1","0","1","32.5","32.5","99.4%"
"2","Matt Ryan","QB","IND","2022",6,6,"ppr","2","42","58","72.4","389","6.7","3","0","0","1","-4","0","0","1","27.2","27.2","10.6%"
"3","Josh Allen","QB","BUF","2022",6,6,"ppr","3","27","40","67.5","329","8.2","3","0","1","12","32","0","1","1","26.4","26.4","100.0%"
"4","Trevor Lawrence","QB","JAC","2022",6,6,"ppr","4","20","22","90.9","165","7.5","1","0","4","6","23","2","0","1","24.9","24.9","75.8%"
"5","Marcus Mariota","QB","ATL","2022",6,6,"ppr","5","13","14","92.9","129","9.2","2","0","2","6","50","1","0","1","24.2","24.2","19.4%"
"6","Patrick Mahomes II","QB","KC","2022",6,6,"ppr","6","25","40","62.5","338","8.5","2","2","3","4","21","0","0","1","21.6","21.6","100.0%"
"7","Teddy Bridgewater","QB","MIA","2022",6,6,"ppr","7","23","34","67.6","329","9.7","2","2","5","1","10","0","0","1","20.2","20.2","0.6%"
"8","Justin Fields","QB","CHI","2022",6,6,"ppr","8","14","27","51.9","190","7.0","1","1","5","12","88","0","0","1","19.4","19.4","95.3%"
"9","Jimmy Garoppolo","QB","SF","2022",6,6,"ppr","9","29","41","70.7","296","7.2","2","2","0","3","11","0","0","1","18.9","18.9","16.2%"
"10","Bailey Zappe","QB","NE","2022",6,6,"ppr","10","24","34","70.6","309","9.1","2","0","2","3","-4","0","1","1","18.4","18.4","0.3%"
"11","Lamar Jackson","QB","BAL","2022",6,6,"ppr","11","17","32","53.1","210","6.6","1","1","2","7","77","0","1","1","17.1","17.1","96.8%"
"12","Jalen Hurts","QB","PHI","2022",6,6,"ppr","12","15","25","60.0","155","6.2","2","0","4","9","27","0","0","1","16.9","16.9","99.9%"
"13","Kirk Cousins","QB","MIN","2022",6,6,"ppr","13","20","30","66.7","175","5.8","2","0","3","2","-5","0","0","1","16.5","16.5","87.8%"
"14","Kyler Murray","QB","ARI","2022",6,6,"ppr","14","23","37","62.2","222","6.0","0","1","6","10","100","0","1","1","15.9","15.9","62.1%"
"15","Russell Wilson","QB","DEN","2022",6,6,"ppr","15","15","28","53.6","188","6.7","1","0","4","4","23","0","0","1","13.8","13.8","43.7%"
"16","Tom Brady","QB","TB","2022",6,6,"ppr","16","25","40","62.5","243","6.1","1","0","2","1","0","0","0","1","13.7","13.7","86.0%"
"17","Daniel Jones","QB","NYG","2022",6,6,"ppr","17","19","27","70.4","173","6.4","2","0","4","6","6","0","1","1","13.5","13.5","58.2%"
"18","Matthew Stafford","QB","LAR","2022",6,6,"ppr","18","26","33","78.8","253","7.7","1","1","1","2","-3","0","0","1","12.8","12.8","29.7%"
"19","Geno Smith","QB","SEA","2022",6,6,"ppr","19","20","31","64.5","197","6.4","0","0","5","6","48","0","0","1","12.7","12.7","87.0%"
"20","Aaron Rodgers","QB","GB","2022",6,6,"ppr","20","26","41","63.4","246","6.0","1","0","4","1","0","0","1","1","11.8","11.8","75.1%"
"21","Jacoby Brissett","QB","CLE","2022",6,6,"ppr","21","21","45","46.7","266","5.9","1","2","4","1","0","0","1","1","10.6","10.6","4.8%"
"22","Andy Dalton","QB","NO","2022",6,6,"ppr","22","17","32","53.1","162","5.1","1","0","1","0","0","0","0","1","10.5","10.5","12.2%"
"23","Mitch Trubisky","QB","PIT","2022",6,6,"ppr","23","9","12","75.0","144","12.0","1","0","1","6","5","0","0","1","10.3","10.3","0.8%"
"24","Justin Herbert","QB","LAC","2022",6,6,"ppr","24","37","57","64.9","238","4.2","0","1","2","2","9","0","0","1","9.4","9.4","98.8%"
"25","Kenny Pickett","QB","PIT","2022",6,6,"ppr","25","11","18","61.1","67","3.7","1","0","1","2","16","0","0","1","8.3","8.3","10.2%"
"26","Cooper Rush","QB","DAL","2022",6,6,"ppr","26","18","38","47.4","181","4.8","1","3","0","0","0","0","0","1","8.2","8.2","0.5%"
"27","Zach Wilson","QB","NYJ","2022",6,6,"ppr","27","10","18","55.6","110","6.1","0","0","2","5","1","0","0","1","4.5","4.5","5.7%"
"28","Skylar Thompson","QB","MIA","2022",6,6,"ppr","28","7","13","53.8","89","6.8","0","0","1","1","9","0","0","1","4.5","4.5","0.1%"
"29","Carson Wentz","QB","WAS","2022",6,6,"ppr","29","12","22","54.5","99","4.5","0","0","3","2","2","0","0","1","4.2","4.2","6.5%"
"30","PJ Walker","QB","CAR","2022",6,6,"ppr","30","10","16","62.5","60","3.8","0","0","2","1","-1","0","0","1","2.3","2.3","0.7%"
"31","Jacob Eason","QB","SF","2022",6,6,"ppr","31","3","5","60.0","59","11.8","0","1","0","0","0","0","0","1","1.4","1.4","0.0%"
"32","Jordan Love","QB","GB","2022",6,6,"ppr","32","2","4","50.0","8","2.0","0","0","0","0","0","0","0","1","0.3","0.3","1.4%"
"33","Brett Rypien","QB","DEN","2022",6,6,"ppr","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"34","Ian Book","QB","PHI","2022",6,6,"ppr","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"35","Will Grier","QB","DAL","2022",6,6,"ppr","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"36","Drew Lock","QB","SEA","2022",6,6,"ppr","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"37","Mac Jones","QB","NE","2022",6,6,"ppr","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.1%"
"38","Trey Lance","QB","SF","2022",6,6,"ppr","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.3%"
"39","Kellen Mond","QB","CLE","2022",6,6,"ppr","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"40","Bryce Perkins","QB","LAR","2022",6,6,"ppr","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"41","Jake Luton","QB","NO","2022",6,6,"ppr","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"42","Shane Buechele","QB","KC","2022",6,6,"ppr","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"43","Tyler Huntley","QB","BAL","2022",6,6,"ppr","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.0%"
"44","John Lovett","QB","MIA","2022",6,6,"ppr","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"45","Jake Browning","QB","CIN","2022",6,6,"ppr","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"46","Jarrett Stidham","QB","LV","2022",6,6,"ppr","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"47","Gardner Minshew II","QB","PHI","2022",6,6,"ppr","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"48","Tua Tagovailoa","QB","MIA","2022",6,6,"ppr","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.7%"
"49","Jake Fromm","QB","WAS","2022",6,6,"ppr","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"50","Trace McSorley","QB","ARI","2022",6,6,"ppr","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"51","Desmond Ridder","QB","ATL","2022",6,6,"ppr","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.2%"
"52","Feleipe Franks","QB","ATL","2022",6,6,"ppr","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
