"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Graham Gano","K","NYG","2021",7,7,"ppr",1,3,3,100,53,0,0,0,2,1,2,2,1,15,15,"61.0%"
"2","Austin Seibert","K","FA","2021",7,7,"ppr",2,4,4,100,47,0,0,2,2,0,1,1,1,15,15,"0.3%"
"3","Nick Folk","K","NE","2021",7,7,"ppr",3,2,2,100,50,0,0,1,0,1,6,7,1,14,14,"75.5%"
"4","Evan McPherson","K","CIN","2021",7,7,"ppr",4,2,2,100,52,0,0,1,0,1,5,5,1,13,13,"86.6%"
"5","Younghoe Koo","K","ATL","2021",7,7,"ppr",5,3,3,100,36,0,0,3,0,0,3,3,1,12,12,"46.2%"
"6","Randy Bullock","K","TEN","2021",7,7,"ppr",6,2,2,100,51,0,0,1,0,1,3,3,1,11,11,"1.5%"
"7","Matt Gay","K","LAR","2021",7,7,"ppr",7,2,2,100,47,0,0,1,1,0,2,2,1,9,9,"41.5%"
"8","Daniel Carlson","K","LV","2021",7,7,"ppr",8,2,2,100,39,0,1,1,0,0,3,4,1,9,9,"96.6%"
"9","Joey Slye","K","WAS","2021",7,7,"ppr",9,2,2,100,56,0,0,1,0,1,0,1,1,8,8,"2.0%"
"10","Ryan Succop","K","TB","2021",7,7,"ppr",10,1,2,50,22,0,1,0,0,0,5,5,1,8,8,"34.3%"
"11","Brian Johnson","K","FA","2021",7,7,"ppr",11,2,2,100,33,0,1,1,0,0,1,1,1,7,7,"0.0%"
"12","Chase McLaughlin","K","IND","2021",7,7,"ppr",12,1,2,50,52,0,0,0,0,1,2,2,1,7,7,"4.0%"
"13","Michael Badgley","K","DET","2021",7,7,"ppr",13,1,1,100,42,0,0,0,1,0,3,3,1,7,7,"27.0%"
"14","Matt Prater","K","ARI","2021",7,7,"ppr",14,1,1,100,31,0,0,1,0,0,4,4,1,7,7,"14.9%"
"15","Justin Tucker","K","BAL","2021",7,7,"ppr",15,1,1,100,45,0,0,0,1,0,2,2,1,6,6,"99.0%"
"16","Mason Crosby","K","GB","2021",7,7,"ppr",16,1,2,50,39,0,0,1,0,0,3,3,1,6,6,"3.2%"
"17","Jason Myers","K","SEA","2021",7,7,"ppr",17,1,3,33.3,50,0,0,0,0,1,1,1,1,6,6,"55.6%"
"18","Chris Blewitt","K","FA","2021",7,7,"ppr",18,1,2,50,45,0,0,0,1,0,1,1,1,5,5,"0.0%"
"19","Ka'imi Fairbairn","K","HOU","2021",7,7,"ppr",19,1,1,100,53,0,0,0,0,1,0,0,1,5,5,"2.0%"
"20","Jason Sanders","K","MIA","2021",7,7,"ppr",20,0,1,0,0,0,0,0,0,0,4,4,1,4,4,"13.2%"
"21","Harrison Butker","K","KC","2021",7,7,"ppr",21,1,2,50,42,0,0,0,1,0,0,0,1,4,4,"91.8%"
"22","Zane Gonzalez","K","CAR","2021",7,7,"ppr",22,1,1,100,45,0,0,0,1,0,0,0,1,4,4,"0.1%"
"23","Cairo Santos","K","CHI","2021",7,7,"ppr",23,1,1,100,28,0,1,0,0,0,0,0,1,3,3,"13.3%"
"24","Brandon McManus","K","DEN","2021",7,7,"ppr",24,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"36.0%"
"25","Jake Elliott","K","PHI","2021",7,7,"ppr",25,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"27.9%"
"26","Matt Ammendola","K","FA","2021",7,7,"ppr",26,0,1,0,0,0,0,0,0,0,1,1,1,1,1,"0.1%"
"27","Michael Palardy","K","NE","2021",7,7,"ppr",27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
