"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Tyler Bass","K","BUF","2020",7,7,"ppr",1,6,8,75,53,0,1,1,3,1,0,0,1,23,23,"94.4%"
"2","Matt Prater","K","ARI","2020",7,7,"ppr",2,3,4,75,51,0,0,0,1,2,2,2,1,16,16,"14.9%"
"3","Zane Gonzalez","K","CAR","2020",7,7,"ppr",3,3,4,75,49,0,0,0,3,0,4,4,1,16,16,"0.1%"
"4","Harrison Butker","K","KC","2020",7,7,"ppr",4,3,3,100,40,0,1,1,1,0,4,5,1,14,14,"91.8%"
"5","Jason Myers","K","SEA","2020",7,7,"ppr",5,2,2,100,44,0,0,0,2,0,4,4,1,12,12,"55.6%"
"6","Wil Lutz","K","NO","2020",7,7,"ppr",6,2,2,100,43,0,0,0,2,0,3,3,1,11,11,"8.0%"
"7","Randy Bullock","K","TEN","2020",7,7,"ppr",7,2,2,100,37,0,1,1,0,0,4,4,1,10,10,"1.5%"
"8","Robbie Gould","K","SF","2020",7,7,"ppr",8,2,2,100,41,0,0,1,1,0,3,4,1,10,10,"42.9%"
"9","Chris Boswell","K","PIT","2020",7,7,"ppr",9,2,2,100,38,0,0,2,0,0,3,3,1,9,9,"14.1%"
"10","Michael Badgley","K","DET","2020",7,7,"ppr",10,2,3,66.7,35,0,0,2,0,0,3,4,1,9,9,"27.0%"
"11","Daniel Carlson","K","LV","2020",7,7,"ppr",11,2,2,100,42,0,0,1,1,0,2,2,1,9,9,"96.6%"
"12","Ryan Succop","K","TB","2020",7,7,"ppr",12,1,1,100,29,0,1,0,0,0,6,6,1,9,9,"34.3%"
"13","Ka'imi Fairbairn","K","HOU","2020",7,7,"ppr",13,2,3,66.7,38,0,1,1,0,0,2,2,1,8,8,"2.0%"
"14","Stephen Gostkowski","K","FA","2020",7,7,"ppr",14,1,2,50,51,0,0,0,0,1,3,3,1,8,8,"0.0%"
"15","Cody Parkey","K","FA","2020",7,7,"ppr",15,1,1,100,43,0,0,0,1,0,4,5,1,8,8,"0.0%"
"16","Nick Folk","K","NE","2020",7,7,"ppr",16,2,2,100,41,0,0,0,2,0,0,0,1,8,8,"75.5%"
"17","Joey Slye","K","WAS","2020",7,7,"ppr",17,1,2,50,43,0,0,0,1,0,3,3,1,7,7,"2.0%"
"18","Sam Sloman","K","FA","2020",7,7,"ppr",18,1,2,50,22,0,1,0,0,0,3,3,1,6,6,"0.0%"
"19","Brandon McManus","K","DEN","2020",7,7,"ppr",19,1,1,100,43,0,0,0,1,0,1,2,1,5,5,"36.0%"
"20","Cairo Santos","K","CHI","2020",7,7,"ppr",20,1,1,100,42,0,0,0,1,0,1,1,1,5,5,"13.3%"
"21","Mason Crosby","K","GB","2020",7,7,"ppr",21,0,0,0,0,0,0,0,0,0,5,5,1,5,5,"3.2%"
"22","Dustin Hopkins","K","LAC","2020",7,7,"ppr",22,1,2,50,30,0,0,1,0,0,2,2,1,5,5,"2.7%"
"23","Greg Zuerlein","K","NYJ","2020",7,7,"ppr",23,1,1,100,45,0,0,0,1,0,0,0,1,4,4,"15.9%"
"24","Sergio Castillo","K","NYJ","2020",7,7,"ppr",24,1,1,100,29,0,1,0,0,0,1,1,1,4,4,"0.0%"
"25","Jake Elliott","K","PHI","2020",7,7,"ppr",25,1,2,50,31,0,0,1,0,0,1,1,1,4,4,"27.9%"
"26","Graham Gano","K","NYG","2020",7,7,"ppr",26,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"61.0%"
"27","Younghoe Koo","K","ATL","2020",7,7,"ppr",27,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"46.2%"
"28","Josh Lambo","K","FA","2020",7,7,"ppr",28,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"0.0%"
"29","Ty Long","K","FA","2020",7,7,"ppr",29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.7%"
