"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Indianapolis Colts","DST","IND","2020",3,3,"ppr",1,2,3,0,0,2,1,0,1,26,26,"52.4%"
"2","Tampa Bay Buccaneers","DST","TB","2020",3,3,"ppr",2,6,2,0,1,0,1,0,1,18,18,"81.2%"
"3","New England Patriots","DST","NE","2020",3,3,"ppr",3,2,0,3,3,1,0,0,1,15,15,"54.0%"
"4","Cleveland Browns","DST","CLE","2020",3,3,"ppr",4,3,3,2,3,0,0,0,1,14,14,"37.2%"
"5","San Francisco 49ers","DST","SF","2020",3,3,"ppr",5,2,1,2,2,0,0,0,1,12,12,"95.5%"
"6","Miami Dolphins","DST","MIA","2020",3,3,"ppr",6,4,1,1,1,0,0,0,1,12,12,"25.9%"
"7","Seattle Seahawks","DST","SEA","2020",3,3,"ppr",7,2,2,1,1,0,1,0,1,11,11,"20.5%"
"8","Carolina Panthers","DST","CAR","2020",3,3,"ppr",8,2,1,3,2,0,0,0,1,11,11,"14.1%"
"9","Philadelphia Eagles","DST","PHI","2020",3,3,"ppr",9,8,0,0,0,0,0,0,1,8,8,"58.2%"
"10","Cincinnati Bengals","DST","CIN","2020",3,3,"ppr",10,3,2,0,1,0,0,0,1,7,7,"31.6%"
"11","Tennessee Titans","DST","TEN","2020",3,3,"ppr",11,2,2,1,1,0,0,0,1,7,7,"26.3%"
"12","Detroit Lions","DST","DET","2020",3,3,"ppr",12,1,3,0,0,0,0,0,1,7,7,"2.5%"
"13","Baltimore Ravens","DST","BAL","2020",3,3,"ppr",13,0,0,1,1,0,0,1,1,7,7,"89.6%"
"14","Kansas City Chiefs","DST","KC","2020",3,3,"ppr",14,4,0,1,3,0,0,0,1,7,7,"47.9%"
"15","Pittsburgh Steelers","DST","PIT","2020",3,3,"ppr",15,5,1,0,0,0,0,0,1,7,7,"53.2%"
"16","Buffalo Bills","DST","BUF","2020",3,3,"ppr",16,2,1,1,0,0,0,0,1,5,5,"99.0%"
"17","Atlanta Falcons","DST","ATL","2020",3,3,"ppr",17,2,2,0,2,0,0,0,1,5,5,"1.7%"
"18","Los Angeles Chargers","DST","LAC","2020",3,3,"ppr",18,2,0,0,0,0,0,0,1,4,4,"30.2%"
"19","Los Angeles Rams","DST","LAR","2020",3,3,"ppr",19,4,1,1,1,0,0,0,1,4,4,"34.3%"
"20","Arizona Cardinals","DST","ARI","2020",3,3,"ppr",20,4,0,0,0,0,0,0,1,4,4,"12.3%"
"21","Chicago Bears","DST","CHI","2020",3,3,"ppr",21,2,1,0,1,0,0,0,1,4,4,"2.2%"
"22","Las Vegas Raiders","DST","LV","2020",3,3,"ppr",22,2,1,0,0,0,0,0,1,3,3,"14.2%"
"23","Minnesota Vikings","DST","MIN","2020",3,3,"ppr",23,2,1,0,1,0,0,0,1,3,3,"23.7%"
"24","Green Bay Packers","DST","GB","2020",3,3,"ppr",24,2,0,1,2,0,0,0,1,3,3,"80.7%"
"25","Denver Broncos","DST","DEN","2020",3,3,"ppr",25,2,0,0,0,0,0,0,1,3,3,"38.8%"
"26","Houston Texans","DST","HOU","2020",3,3,"ppr",26,2,0,0,1,0,0,0,1,1,1,"0.8%"
"27","Washington Commanders","DST","WAS","2020",3,3,"ppr",27,2,0,0,0,0,0,0,1,1,1,"54.8%"
"28","New York Jets","DST","NYJ","2020",3,3,"ppr",28,0,0,0,0,0,0,0,1,0,0,"21.1%"
"29","Jacksonville Jaguars","DST","JAC","2020",3,3,"ppr",29,1,0,0,0,0,0,0,1,0,0,"3.8%"
"30","Dallas Cowboys","DST","DAL","2020",3,3,"ppr",30,4,0,0,1,0,0,0,1,0,0,"90.0%"
"31","New York Giants","DST","NYG","2020",3,3,"ppr",31,2,0,0,0,0,0,0,1,-2,-2,"6.2%"
"32","New Orleans Saints","DST","NO","2020",3,3,"ppr",32,1,0,0,0,0,0,0,1,-3,-3,"65.3%"
