"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Colin Kaepernick","QB","FA","2016",12,12,"ppr","1","29","46","63.0","296","6.4","3","1","2","10","113","0","0","1","33.1","33.1","0.1%"
"2","Drew Brees","QB","FA","2016",12,12,"ppr","2","28","36","77.8","310","8.6","4","0","2","1","1","1","1","1","32.5","32.5","35.7%"
"3","Kirk Cousins","QB","MIN","2016",12,12,"ppr","3","41","53","77.4","449","8.5","3","0","0","1","2","0","0","1","30.2","30.2","87.8%"
"4","Trevor Siemian","QB","CHI","2016",12,12,"ppr","4","20","34","58.8","368","10.8","3","0","5","5","23","0","0","1","29.0","29.0","0.1%"
"5","Ryan Tannehill","QB","TEN","2016",12,12,"ppr","5","20","30","66.7","285","9.5","3","0","2","6","34","0","0","1","26.8","26.8","28.5%"
"6","Aaron Rodgers","QB","GB","2016",12,12,"ppr","6","30","39","76.9","313","8.0","2","0","0","6","26","0","0","1","23.1","23.1","75.1%"
"7","Dak Prescott","QB","DAL","2016",12,12,"ppr","7","17","24","70.8","195","8.1","1","0","1","8","39","1","0","1","21.7","21.7","93.5%"
"8","Marcus Mariota","QB","ATL","2016",12,12,"ppr","8","15","23","65.2","226","9.8","2","0","0","4","46","0","0","1","21.6","21.6","19.4%"
"9","Blake Bortles","QB","FA","2016",12,12,"ppr","9","13","26","50.0","126","4.8","2","0","2","8","81","0","0","1","21.1","21.1","0.0%"
"10","Ben Roethlisberger","QB","FA","2016",12,12,"ppr","10","14","20","70.0","221","11.1","3","0","0","0","0","0","0","1","20.8","20.8","13.6%"
"11","Matt Barkley","QB","BUF","2016",12,12,"ppr","11","28","54","51.9","316","5.9","3","2","0","2","0","0","0","1","20.6","20.6","0.0%"
"12","Tyrod Taylor","QB","NYG","2016",12,12,"ppr","12","12","18","66.7","166","9.2","1","0","5","7","38","1","0","1","20.4","20.4","0.1%"
"13","Cam Newton","QB","FA","2016",12,12,"ppr","13","14","29","48.3","246","8.5","2","1","2","3","6","1","1","1","20.4","20.4","9.1%"
"14","Philip Rivers","QB","FA","2016",12,12,"ppr","14","22","30","73.3","242","8.1","3","1","1","0","0","0","0","1","19.7","19.7","20.6%"
"15","Eli Manning","QB","FA","2016",12,12,"ppr","15","15","27","55.6","194","7.2","3","0","1","2","-2","0","0","1","19.6","19.6","2.3%"
"16","Tom Brady","QB","TB","2016",12,12,"ppr","16","30","50","60.0","286","5.7","2","0","0","3","-4","0","0","1","19.0","19.0","86.0%"
"17","Matt Ryan","QB","IND","2016",12,12,"ppr","17","26","34","76.5","269","7.9","2","1","3","4","15","0","0","1","18.3","18.3","10.6%"
"18","Carson Palmer","QB","FA","2016",12,12,"ppr","18","25","45","55.6","289","6.4","2","1","2","1","0","0","0","1","17.6","17.6","5.6%"
"19","Carson Wentz","QB","WAS","2016",12,12,"ppr","19","24","36","66.7","254","7.1","0","1","4","4","33","1","0","1","17.5","17.5","6.5%"
"20","Derek Carr","QB","LV","2016",12,12,"ppr","20","26","38","68.4","315","8.3","2","1","1","5","-12","0","1","1","17.4","17.4","64.3%"
"21","Ryan Fitzpatrick","QB","FA","2016",12,12,"ppr","21","22","32","68.8","269","8.4","2","0","1","2","1","0","1","1","16.9","16.9","0.0%"
"22","Jared Goff","QB","DET","2016",12,12,"ppr","22","20","32","62.5","214","6.7","3","1","3","0","0","0","1","1","16.6","16.6","60.4%"
"23","Matthew Stafford","QB","LAR","2016",12,12,"ppr","23","23","40","57.5","232","5.8","1","0","2","4","30","0","0","1","16.3","16.3","29.7%"
"24","Jameis Winston","QB","NO","2016",12,12,"ppr","24","21","28","75.0","220","7.9","2","1","0","5","12","0","0","1","16.0","16.0","5.6%"
"25","Alex Smith","QB","FA","2016",12,12,"ppr","25","26","44","59.1","220","5.0","1","0","6","2","2","0","0","1","15.0","15.0","5.0%"
