"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Tyler Bass","K","BUF","2020",10,10,"ppr",1,3,3,100,58,0,0,0,0,3,3,3,1,18,18,"94.4%"
"2","Ryan Succop","K","TB","2020",10,10,"ppr",2,4,4,100,40,0,3,0,1,0,4,5,1,17,17,"34.3%"
"3","Zane Gonzalez","K","CAR","2020",10,10,"ppr",3,4,4,100,45,0,2,0,2,0,2,2,1,16,16,"0.1%"
"4","Matt Prater","K","ARI","2020",10,10,"ppr",4,3,3,100,59,0,0,1,0,2,3,3,1,16,16,"14.9%"
"5","Daniel Carlson","K","LV","2020",10,10,"ppr",5,3,3,100,52,0,2,0,0,1,4,4,1,15,15,"96.6%"
"6","Jason Sanders","K","MIA","2020",10,10,"ppr",6,3,4,75,50,0,0,1,1,1,2,2,1,14,14,"13.2%"
"7","Chris Boswell","K","PIT","2020",10,10,"ppr",7,3,3,100,45,0,0,1,2,0,3,3,1,14,14,"14.1%"
"8","Jason Myers","K","SEA","2020",10,10,"ppr",8,3,3,100,61,0,0,2,0,1,1,1,1,12,12,"55.6%"
"9","Rodrigo Blankenship","K","FA","2020",10,10,"ppr",9,2,2,100,43,0,1,0,1,0,4,4,1,11,11,"0.7%"
"10","Chase McLaughlin","K","IND","2020",10,10,"ppr",10,2,2,100,52,0,0,1,0,1,2,2,1,10,10,"4.0%"
"11","Wil Lutz","K","NO","2020",10,10,"ppr",11,2,2,100,49,0,1,0,1,0,3,3,1,10,10,"8.0%"
"12","Graham Gano","K","NYG","2020",10,10,"ppr",12,2,2,100,44,0,0,1,1,0,3,3,1,10,10,"61.0%"
"13","Dustin Hopkins","K","LAC","2020",10,10,"ppr",13,2,3,66.7,41,0,0,1,1,0,3,3,1,10,10,"2.7%"
"14","Dan Bailey","K","FA","2020",10,10,"ppr",14,2,2,100,43,0,0,1,1,0,1,1,1,8,8,"0.0%"
"15","Cairo Santos","K","CHI","2020",10,10,"ppr",15,2,2,100,42,0,1,0,1,0,1,1,1,8,8,"13.3%"
"16","Brandon McManus","K","DEN","2020",10,10,"ppr",16,2,2,100,50,0,0,1,0,1,0,0,1,8,8,"36.0%"
"17","Robbie Gould","K","SF","2020",10,10,"ppr",17,2,2,100,40,0,0,1,1,0,1,1,1,8,8,"42.9%"
"18","Stephen Gostkowski","K","FA","2020",10,10,"ppr",18,1,2,50,50,0,0,0,0,1,2,2,1,7,7,"0.0%"
"19","Mason Crosby","K","GB","2020",10,10,"ppr",19,1,1,100,39,0,0,1,0,0,3,3,1,6,6,"3.2%"
"20","Joey Slye","K","WAS","2020",10,10,"ppr",20,1,1,100,46,0,0,0,1,0,2,2,1,6,6,"2.0%"
"21","Cody Parkey","K","FA","2020",10,10,"ppr",21,1,1,100,41,0,0,0,1,0,1,1,1,5,5,"0.0%"
"22","Kai Forbath","K","LAR","2020",10,10,"ppr",22,1,1,100,23,0,1,0,0,0,2,3,1,5,5,"3.0%"
"23","Nick Folk","K","NE","2020",10,10,"ppr",23,1,1,100,20,0,1,0,0,0,2,3,1,5,5,"75.5%"
"24","Justin Tucker","K","BAL","2020",10,10,"ppr",24,1,1,100,24,0,1,0,0,0,2,2,1,5,5,"99.0%"
"25","Randy Bullock","K","TEN","2020",10,10,"ppr",25,1,1,100,37,0,0,1,0,0,1,1,1,4,4,"1.5%"
"26","Jake Elliott","K","PHI","2020",10,10,"ppr",26,1,1,100,40,0,0,0,1,0,0,0,1,4,4,"27.9%"
"27","Michael Badgley","K","DET","2020",10,10,"ppr",27,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"27.0%"
"28","Ka'imi Fairbairn","K","HOU","2020",10,10,"ppr",28,0,1,0,0,0,0,0,0,0,1,1,1,1,1,"2.0%"
"29","Ty Long","K","FA","2020",10,10,"ppr",29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.7%"
