"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Tyreek Hill","WR","MIA","2018",10,10,"ppr","1","7","10","117","16.7","38","4","2","1","20","0","0","1","32.7","32.7","100.0%"
"2","Allen Robinson II","WR","LAR","2018",10,10,"ppr","2","6","8","133","22.2","36","6","2","0","0","0","0","1","31.3","31.3","36.3%"
"3","Michael Thomas","WR","NO","2018",10,10,"ppr","3","8","8","70","8.8","17","0","2","0","0","0","0","1","27.0","27.0","26.7%"
"4","Brandin Cooks","WR","HOU","2018",10,10,"ppr","4","10","12","100","10.0","17","0","0","1","9","1","0","1","26.9","26.9","64.4%"
"5","Corey Davis","WR","NYJ","2018",10,10,"ppr","5","7","10","125","17.9","27","4","1","0","0","0","0","1","25.5","25.5","17.1%"
"6","Julio Jones","WR","TB","2018",10,10,"ppr","6","7","11","107","15.3","30","4","1","0","0","0","0","1","23.7","23.7","18.9%"
"7","Zay Jones","WR","JAC","2018",10,10,"ppr","7","8","11","93","11.6","33","2","1","0","0","0","0","1","23.3","23.3","61.7%"
"8","Odell Beckham Jr.","WR","FA","2018",10,10,"ppr","8","4","11","73","18.3","30","3","2","0","0","0","0","1","23.3","23.3","19.2%"
"9","Anthony Miller","WR","PIT","2018",10,10,"ppr","9","5","6","122","24.4","55","7","1","0","0","0","0","1","23.2","23.2","0.0%"
"10","Davante Adams","WR","LV","2018",10,10,"ppr","10","4","7","57","14.3","25","1","2","0","0","0","0","1","21.7","21.7","100.0%"
"11","Antonio Brown","WR","FA","2018",10,10,"ppr","11","6","6","96","16.0","53","6","1","0","0","0","0","1","21.6","21.6","0.2%"
"12","Kenny Golladay","WR","NYG","2018",10,10,"ppr","12","6","13","78","13.0","25","1","1","0","0","0","0","1","19.8","19.8","6.7%"
"13","Julian Edelman","WR","FA","2018",10,10,"ppr","13","9","12","104","11.6","30","3","0","0","0","0","0","1","19.6","19.6","12.1%"
"14","Tyler Lockett","WR","SEA","2018",10,10,"ppr","14","5","6","67","13.4","29","2","1","1","18","0","0","1","19.5","19.5","94.8%"
"15","JuJu Smith-Schuster","WR","KC","2018",10,10,"ppr","15","3","5","90","30.0","75","4","1","1","13","0","0","1","19.3","19.3","93.5%"
"16","Donte Moncrief","WR","FA","2018",10,10,"ppr","16","3","4","98","32.7","80","4","1","0","0","0","0","1","18.8","18.8","0.0%"
"17","Keenan Allen","WR","LAC","2018",10,10,"ppr","17","6","9","57","9.5","18","0","1","0","0","0","0","1","17.7","17.7","98.1%"
"18","Chris Godwin","WR","TB","2018",10,10,"ppr","18","7","7","103","14.7","20","1","0","0","0","0","0","1","17.3","17.3","96.0%"
"19","Robert Woods","WR","TEN","2018",10,10,"ppr","19","4","5","89","22.3","35","3","0","3","17","0","0","1","14.6","14.6","44.0%"
