"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Dan Bailey","K","FA","2019",5,5,"ppr",1,4,4,100,48,0,0,2,2,0,2,2,1,16,16,"0.0%"
"2","Justin Tucker","K","BAL","2019",5,5,"ppr",2,4,4,100,48,0,2,0,2,0,2,2,1,16,16,"99.0%"
"3","Zane Gonzalez","K","CAR","2019",5,5,"ppr",3,4,5,80,31,0,3,1,0,0,2,2,1,14,14,"0.1%"
"4","Adam Vinatieri","K","FA","2019",5,5,"ppr",4,4,4,100,32,0,1,3,0,0,1,1,1,13,13,"0.2%"
"5","Ka'imi Fairbairn","K","HOU","2019",5,5,"ppr",5,2,2,100,50,0,1,0,0,1,5,7,1,13,13,"2.0%"
"6","Chris Boswell","K","PIT","2019",5,5,"ppr",6,3,3,100,41,0,1,1,1,0,2,2,1,12,12,"14.1%"
"7","Greg Zuerlein","K","NYJ","2019",5,5,"ppr",7,3,4,75,47,0,0,2,1,0,2,2,1,12,12,"15.9%"
"8","Randy Bullock","K","TEN","2019",5,5,"ppr",8,3,3,100,48,0,2,0,1,0,2,2,1,12,12,"1.5%"
"9","Brandon McManus","K","DEN","2019",5,5,"ppr",9,2,3,66.7,46,0,0,0,2,0,2,2,1,10,10,"36.0%"
"10","Mason Crosby","K","GB","2019",5,5,"ppr",10,2,2,100,38,0,1,1,0,0,4,4,1,10,10,"3.2%"
"11","Josh Lambo","K","FA","2019",5,5,"ppr",11,2,2,100,38,0,0,2,0,0,3,3,1,9,9,"0.0%"
"12","Mike Nugent","K","FA","2019",5,5,"ppr",12,2,2,100,37,0,1,1,0,0,3,4,1,9,9,"1.0%"
"13","Chase McLaughlin","K","IND","2019",5,5,"ppr",13,2,3,66.7,45,0,0,1,1,0,1,1,1,8,8,"4.0%"
"14","Robbie Gould","K","SF","2019",5,5,"ppr",14,1,4,25,44,0,0,0,1,0,4,4,1,8,8,"42.9%"
"15","Harrison Butker","K","KC","2019",5,5,"ppr",15,2,2,100,36,0,1,1,0,0,1,1,1,7,7,"91.8%"
"16","Daniel Carlson","K","LV","2019",5,5,"ppr",16,1,1,100,41,0,0,0,1,0,3,3,1,7,7,"96.6%"
"17","Jake Elliott","K","PHI","2019",5,5,"ppr",17,1,1,100,28,0,1,0,0,0,4,4,1,7,7,"27.9%"
"18","Wil Lutz","K","NO","2019",5,5,"ppr",18,1,1,100,29,0,1,0,0,0,4,4,1,7,7,"8.0%"
"19","Matt Gay","K","LAR","2019",5,5,"ppr",19,1,1,100,42,0,0,0,1,0,3,3,1,7,7,"41.5%"
"20","Jason Myers","K","SEA","2019",5,5,"ppr",20,1,2,50,42,0,0,0,1,0,3,3,1,7,7,"55.6%"
"21","Brett Maher","K","DAL","2019",5,5,"ppr",21,1,3,33.3,36,0,0,1,0,0,3,3,1,6,6,"75.1%"
"22","Matt Bryant","K","FA","2019",5,5,"ppr",22,1,1,100,35,0,0,1,0,0,3,3,1,6,6,"1.1%"
"23","Joey Slye","K","WAS","2019",5,5,"ppr",23,0,2,0,0,0,0,0,0,0,4,5,1,4,4,"2.0%"
"24","Aldrick Rosas","K","FA","2019",5,5,"ppr",24,1,1,100,32,0,0,1,0,0,1,1,1,4,4,"0.0%"
"25","Austin Seibert","K","FA","2019",5,5,"ppr",25,1,1,100,30,0,0,1,0,0,0,0,1,3,3,"0.3%"
"26","Eddy Pineiro","K","CAR","2019",5,5,"ppr",26,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"2.2%"
"27","Stephen Hauschka","K","FA","2019",5,5,"ppr",27,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"0.0%"
"28","Cairo Santos","K","CHI","2019",5,5,"ppr",28,0,4,0,0,0,0,0,0,0,1,1,1,1,1,"13.3%"
"29","Dustin Hopkins","K","LAC","2019",5,5,"ppr",29,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"2.7%"
"30","Sam Ficken","K","DET","2019",5,5,"ppr",30,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"0.0%"
"31","Michael Palardy","K","NE","2019",5,5,"ppr",31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
"32","Ty Long","K","FA","2019",5,5,"ppr",32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.7%"
