"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Harrison Butker","K","KC","2019",10,10,"ppr",1,4,5,80,43,0,0,2,2,0,2,3,1,16,16,"91.8%"
"2","Younghoe Koo","K","ATL","2019",10,10,"ppr",2,4,4,100,48,0,0,3,1,0,2,2,1,15,15,"46.2%"
"3","Matt Gay","K","LAR","2019",10,10,"ppr",3,3,3,100,45,0,0,1,2,0,3,3,1,14,14,"41.5%"
"4","Jason Sanders","K","MIA","2019",10,10,"ppr",4,3,3,100,48,0,0,0,3,0,1,1,1,13,13,"13.2%"
"5","Chase McLaughlin","K","IND","2019",10,10,"ppr",5,3,4,75,47,0,0,1,2,0,1,1,1,12,12,"4.0%"
"6","Sam Ficken","K","DET","2019",10,10,"ppr",6,2,3,66.7,53,0,0,1,0,1,4,4,1,12,12,"0.0%"
"7","Zane Gonzalez","K","CAR","2019",10,10,"ppr",7,2,2,100,54,0,0,1,0,1,3,3,1,11,11,"0.1%"
"8","Jason Myers","K","SEA","2019",10,10,"ppr",8,2,2,100,46,0,0,0,2,0,3,3,1,11,11,"55.6%"
"9","Wil Lutz","K","NO","2019",10,10,"ppr",9,3,3,100,47,0,2,0,1,0,0,0,1,10,10,"8.0%"
"10","Daniel Carlson","K","LV","2019",10,10,"ppr",10,2,3,66.7,40,0,1,0,1,0,2,3,1,9,9,"96.6%"
"11","Matt Prater","K","ARI","2019",10,10,"ppr",11,2,2,100,54,0,1,0,0,1,1,1,1,9,9,"14.9%"
"12","Austin Seibert","K","FA","2019",10,10,"ppr",12,2,2,100,47,0,1,0,1,0,1,2,1,8,8,"0.3%"
"13","Randy Bullock","K","TEN","2019",10,10,"ppr",13,2,2,100,42,0,0,1,1,0,1,1,1,8,8,"1.5%"
"14","Dan Bailey","K","FA","2019",10,10,"ppr",14,2,2,100,27,0,2,0,0,0,2,2,1,8,8,"0.0%"
"15","Mason Crosby","K","GB","2019",10,10,"ppr",15,1,1,100,47,0,0,0,1,0,3,3,1,7,7,"3.2%"
"16","Justin Tucker","K","BAL","2019",10,10,"ppr",16,0,0,0,0,0,0,0,0,0,7,7,1,7,7,"99.0%"
"17","Michael Badgley","K","DET","2019",10,10,"ppr",17,1,1,100,27,0,1,0,0,0,3,3,1,6,6,"27.0%"
"18","Joey Slye","K","WAS","2019",10,10,"ppr",18,1,1,100,50,0,0,0,0,1,1,1,1,6,6,"2.0%"
"19","Brett Maher","K","DAL","2019",10,10,"ppr",19,1,2,50,23,0,1,0,0,0,3,3,1,6,6,"75.1%"
"20","Adam Vinatieri","K","FA","2019",10,10,"ppr",20,2,2,100,39,0,1,1,0,0,0,1,1,6,6,"0.2%"
"21","Chris Boswell","K","PIT","2019",10,10,"ppr",21,1,1,100,33,0,0,1,0,0,2,2,1,5,5,"14.1%"
"22","Greg Zuerlein","K","NYJ","2019",10,10,"ppr",22,1,2,50,30,0,0,1,0,0,1,1,1,4,4,"15.9%"
"23","Ryan Succop","K","TB","2019",10,10,"ppr",23,0,0,0,0,0,0,0,0,0,3,4,1,3,3,"34.3%"
"24","Eddy Pineiro","K","CAR","2019",10,10,"ppr",24,0,0,0,0,0,0,0,0,0,2,3,1,2,2,"2.2%"
"25","Stephen Hauschka","K","FA","2019",10,10,"ppr",25,0,2,0,0,0,0,0,0,0,2,2,1,2,2,"0.0%"
"26","Aldrick Rosas","K","FA","2019",10,10,"ppr",26,0,0,0,0,0,0,0,0,0,1,2,1,1,1,"0.0%"
"27","Michael Palardy","K","NE","2019",10,10,"ppr",27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
"28","Ty Long","K","FA","2019",10,10,"ppr",28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.7%"
