"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Matthew Wright","K","FA","2021",6,6,"ppr",1,3,3,100,54,0,0,0,1,2,2,2,1,16,16,"4.7%"
"2","Matt Prater","K","ARI","2021",6,6,"ppr",2,3,3,100,51,0,0,2,0,1,4,4,1,15,15,"14.9%"
"3","Tyler Bass","K","BUF","2021",6,6,"ppr",3,3,3,100,52,0,2,0,0,1,2,2,1,13,13,"94.4%"
"4","Chris Boswell","K","PIT","2021",6,6,"ppr",4,3,3,100,52,0,1,1,0,1,2,2,1,13,13,"14.1%"
"5","Greg Zuerlein","K","NYJ","2021",6,6,"ppr",5,3,4,75,49,0,0,1,2,0,2,2,1,13,13,"15.9%"
"6","Daniel Carlson","K","LV","2021",6,6,"ppr",6,2,3,66.7,50,0,0,1,0,1,4,4,1,12,12,"96.6%"
"7","Justin Tucker","K","BAL","2021",6,6,"ppr",7,2,2,100,52,0,0,1,0,1,4,4,1,12,12,"99.0%"
"8","Evan McPherson","K","CIN","2021",6,6,"ppr",8,2,2,100,40,0,0,1,1,0,4,4,1,11,11,"86.6%"
"9","Randy Bullock","K","TEN","2021",6,6,"ppr",9,2,2,100,43,0,0,1,1,0,4,4,1,11,11,"1.5%"
"10","Jason Myers","K","SEA","2021",6,6,"ppr",10,2,2,100,43,0,0,0,2,0,2,2,1,10,10,"55.6%"
"11","Greg Joseph","K","MIN","2021",6,6,"ppr",11,3,5,60,38,0,2,1,0,0,1,1,1,10,10,"28.3%"
"12","Dustin Hopkins","K","LAC","2021",6,6,"ppr",12,2,3,66.7,50,0,0,0,1,1,1,1,1,10,10,"2.7%"
"13","Harrison Butker","K","KC","2021",6,6,"ppr",13,1,1,100,52,0,0,0,0,1,4,4,1,9,9,"91.8%"
"14","Zane Gonzalez","K","CAR","2021",6,6,"ppr",14,2,2,100,47,0,1,0,1,0,2,2,1,9,9,"0.1%"
"15","Michael Badgley","K","DET","2021",6,6,"ppr",15,1,1,100,41,0,0,0,1,0,4,4,1,8,8,"27.0%"
"16","Jason Sanders","K","MIA","2021",6,6,"ppr",16,2,3,66.7,33,0,1,1,0,0,2,2,1,8,8,"13.2%"
"17","Matt Gay","K","LAR","2021",6,6,"ppr",17,1,1,100,32,0,0,1,0,0,5,5,1,8,8,"41.5%"
"18","Mason Crosby","K","GB","2021",6,6,"ppr",18,1,1,100,39,0,0,1,0,0,3,3,1,6,6,"3.2%"
"19","Brandon McManus","K","DEN","2021",6,6,"ppr",19,1,1,100,32,0,0,1,0,0,3,3,1,6,6,"36.0%"
"20","Ryan Succop","K","TB","2021",6,6,"ppr",20,0,0,0,0,0,0,0,0,0,4,4,1,4,4,"34.3%"
"21","Austin Seibert","K","FA","2021",6,6,"ppr",21,1,1,100,35,0,0,1,0,0,0,0,1,3,3,"0.3%"
"22","Nick Folk","K","NE","2021",6,6,"ppr",22,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"75.5%"
"23","Graham Gano","K","NYG","2021",6,6,"ppr",23,1,1,100,27,0,1,0,0,0,0,0,1,3,3,"61.0%"
"24","Ka'imi Fairbairn","K","HOU","2021",6,6,"ppr",24,1,1,100,31,0,0,1,0,0,0,0,1,3,3,"2.0%"
"25","Chase McLaughlin","K","IND","2021",6,6,"ppr",25,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"4.0%"
"26","Jake Elliott","K","PHI","2021",6,6,"ppr",26,0,1,0,0,0,0,0,0,0,2,2,1,2,2,"27.9%"
"27","Cairo Santos","K","CHI","2021",6,6,"ppr",27,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"13.3%"
"28","Tristan Vizcaino","K","NE","2021",6,6,"ppr",28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"0.1%"
"29","JJ Molson","K","FA","2021",6,6,"ppr",29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.0%"
"30","Ty Long","K","FA","2021",6,6,"ppr",30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.7%"
"31","Michael Palardy","K","NE","2021",6,6,"ppr",31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
