"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Melvin Gordon III","RB","KC","2016",9,9,"ppr","1","32","196","6.1","47","2","1","4","4","65","16.3","0","0","1","36.1","36.1","29.3%"
"2","Latavius Murray","RB","DEN","2016",9,9,"ppr","2","20","114","5.7","42","1","3","1","1","13","13.0","0","0","1","31.7","31.7","75.6%"
"3","Mark Ingram II","RB","NO","2016",9,9,"ppr","3","15","158","10.5","75","1","1","2","2","13","6.5","1","0","1","31.1","31.1","4.3%"
"4","DuJuan Harris","RB","FA","2016",9,9,"ppr","4","10","59","5.9","19","0","0","5","6","83","16.6","1","1","1","23.2","23.2","0.0%"
"5","Ezekiel Elliott","RB","DAL","2016",9,9,"ppr","5","18","92","5.1","15","0","2","1","1","5","5.0","0","0","1","22.7","22.7","97.0%"
"6","Jay Ajayi","RB","FA","2016",9,9,"ppr","6","24","111","4.6","20","2","1","3","4","19","6.3","0","0","1","22.0","22.0","7.0%"
"7","Frank Gore","RB","FA","2016",9,9,"ppr","7","19","60","3.2","11","0","2","2","2","11","5.5","0","0","1","21.1","21.1","12.1%"
"8","DeMarco Murray","RB","FA","2016",9,9,"ppr","8","14","51","3.6","13","0","1","7","7","29","4.1","0","0","1","21.0","21.0","0.1%"
"9","Tim Hightower","RB","FA","2016",9,9,"ppr","9","23","87","3.8","9","0","1","1","1","15","15.0","0","0","1","17.2","17.2","0.0%"
"10","Matt Forte","RB","FA","2016",9,9,"ppr","10","12","92","7.7","32","2","1","1","2","5","5.0","0","0","1","16.7","16.7","19.1%"
"11","LeSean McCoy","RB","FA","2016",9,9,"ppr","11","21","85","4.0","15","0","0","4","5","35","8.8","0","0","1","16.0","16.0","2.0%"
"12","T.J. Yeldon","RB","FA","2016",9,9,"ppr","12","7","33","4.7","16","0","0","5","6","32","6.4","1","1","1","15.5","15.5","0.0%"
"13","Kapri Bibbs","RB","FA","2016",9,9,"ppr","13","2","11","5.5","10","0","0","1","1","69","69.0","1","0","1","15.0","15.0","0.1%"
"14","Le'Veon Bell","RB","FA","2016",9,9,"ppr","14","14","32","2.3","13","0","0","6","9","38","6.3","0","0","1","13.0","13.0","0.1%"
"15","Devonta Freeman","RB","FA","2016",9,9,"ppr","15","17","77","4.5","20","1","0","2","2","28","14.0","0","0","1","12.5","12.5","0.0%"
"16","Ty Montgomery","RB","NE","2016",9,9,"ppr","16","7","53","7.6","24","1","0","3","3","38","12.7","0","0","1","12.1","12.1","0.5%"
"17","Mike Gillislee","RB","FA","2016",9,9,"ppr","17","8","32","4.0","9","0","1","2","2","4","2.0","0","0","1","11.6","11.6","0.0%"
"18","Todd Gurley II","RB","FA","2016",9,9,"ppr","18","12","48","4.0","18","0","0","4","5","26","6.5","0","0","1","11.4","11.4","0.1%"
"19","Isaiah Crowell","RB","FA","2016",9,9,"ppr","19","6","4","0.7","8","0","0","4","4","63","15.8","0","0","1","10.7","10.7","0.1%"
"20","Charcandrick West","RB","FA","2016",9,9,"ppr","20","13","39","3.0","14","0","0","3","4","35","11.7","0","0","1","10.4","10.4","0.0%"
"21","Darren Sproles","RB","FA","2016",9,9,"ppr","21","13","57","4.4","17","0","0","3","9","14","4.7","0","0","1","10.1","10.1","0.1%"
"22","Chris Ivory","RB","FA","2016",9,9,"ppr","22","18","107","5.9","42","1","0","1","2","0","0.0","0","1","1","9.7","9.7","0.0%"
"23","Peyton Barber","RB","FA","2016",9,9,"ppr","23","11","31","2.8","8","0","0","4","5","24","6.0","0","0","1","9.5","9.5","1.0%"
"24","Jalen Richard","RB","FA","2016",9,9,"ppr","24","8","62","7.8","28","1","0","2","3","10","5.0","0","0","1","9.2","9.2","1.0%"
"25","Benny Cunningham Jr.","RB","FA","2016",9,9,"ppr","25","3","10","3.3","4","0","0","5","6","32","6.4","0","0","1","9.2","9.2","0.0%"
"26","Bilal Powell","RB","FA","2016",9,9,"ppr","26","6","22","3.7","8","0","0","4","4","29","7.3","0","0","1","9.1","9.1","0.0%"
"27","Theo Riddick","RB","FA","2016",9,9,"ppr","27","14","70","5.0","42","1","0","1","3","6","6.0","0","0","1","8.6","8.6","0.0%"
"28","Ryan Mathews","RB","FA","2016",9,9,"ppr","28","5","15","3.0","8","0","1","1","1","0","0.0","0","0","1","8.5","8.5","0.0%"
"29","Paul Perkins","RB","FA","2016",9,9,"ppr","29","11","32","2.9","14","0","0","3","3","15","5.0","0","0","1","7.7","7.7","0.0%"
"30","Ronnie Hillman","RB","FA","2016",9,9,"ppr","30","7","30","4.3","14","0","0","1","1","32","32.0","0","0","1","7.2","7.2","0.0%"
"31","Patrick DiMarco","RB","FA","2016",9,9,"ppr","31","0","0","0","0","0","0","1","1","1","1.0","1","0","1","7.1","7.1","0.0%"
"32","Damien Williams","RB","FA","2016",9,9,"ppr","32","5","29","5.8","23","1","0","2","3","20","10.0","0","0","1","6.9","6.9","1.1%"
"33","Rashad Jennings","RB","FA","2016",9,9,"ppr","33","11","26","2.4","6","0","0","3","3","13","4.3","0","0","1","6.9","6.9","0.0%"
"34","Duke Johnson Jr.","RB","BUF","2016",9,9,"ppr","34","5","30","6.0","9","0","0","2","2","16","8.0","0","0","1","6.6","6.6","0.0%"
"35","Kenjon Barner","RB","FA","2016",9,9,"ppr","35","1","3","3.0","3","0","1","0","0","0","0","0","0","1","6.3","6.3","0.0%"
"36","Antone Smith","RB","FA","2016",9,9,"ppr","36","5","25","5.0","8","0","0","3","4","27","9.0","0","1","1","6.2","6.2","0.0%"
"37","Christine Michael","RB","FA","2016",9,9,"ppr","37","5","1","0.2","3","0","1","0","0","0","0","0","0","1","6.1","6.1","0.0%"
"38","Matt Asiata","RB","FA","2016",9,9,"ppr","38","9","27","3.0","8","0","0","2","2","14","7.0","0","0","1","6.1","6.1","0.0%"
"39","Alfred Morris","RB","FA","2016",9,9,"ppr","39","17","56","3.3","13","0","0","0","0","0","0","0","0","1","5.6","5.6","0.0%"
"40","Mike James","RB","FA","2016",9,9,"ppr","40","1","3","3.0","3","0","0","3","3","17","5.7","0","0","1","5.0","5.0","0.0%"
"41","DeAndre Washington","RB","FA","2016",9,9,"ppr","41","10","35","3.5","8","0","0","1","1","0","0.0","0","0","1","4.5","4.5","11.0%"
"42","Robert Turbin","RB","FA","2016",9,9,"ppr","42","2","10","5.0","7","0","0","2","3","13","6.5","0","0","1","4.3","4.3","0.0%"
"43","Reggie Bush","RB","FA","2016",9,9,"ppr","43","0","0","0","0","0","0","2","2","22","11.0","0","0","1","4.2","4.2","0.0%"
"44","Jonathan Stewart","RB","FA","2016",9,9,"ppr","44","15","42","2.8","17","0","0","0","0","0","0","0","0","1","4.2","4.2","0.0%"
"45","Devontae Booker","RB","FA","2016",9,9,"ppr","45","10","22","2.2","5","0","0","1","3","8","8.0","0","0","1","4.0","4.0","0.0%"
"46","Terrance West","RB","FA","2016",9,9,"ppr","46","15","21","1.4","9","0","0","1","3","6","6.0","0","0","1","3.7","3.7","0.0%"
"47","John Kuhn","RB","FA","2016",9,9,"ppr","47","2","5","2.5","3","0","0","2","2","9","4.5","0","0","1","3.4","3.4","0.0%"
"48","Kenneth Dixon","RB","FA","2016",9,9,"ppr","48","9","13","1.4","6","0","0","2","2","0","0.0","0","0","1","3.3","3.3","0.1%"
"49","Terron Ward","RB","FA","2016",9,9,"ppr","49","8","30","3.8","6","0","0","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"50","Kenneth Farrow","RB","FA","2016",9,9,"ppr","50","4","15","3.8","5","0","0","1","2","4","4.0","0","0","1","2.9","2.9","0.0%"
"51","Knile Davis","RB","FA","2016",9,9,"ppr","51","3","10","3.3","6","0","0","1","1","7","7.0","0","0","1","2.7","2.7","0.0%"
"52","Dwayne Washington","RB","NO","2016",9,9,"ppr","52","10","26","2.6","8","0","0","0","1","0","0","0","0","1","2.6","2.6","0.2%"
"53","Wendell Smallwood","RB","FA","2016",9,9,"ppr","53","2","25","12.5","19","0","0","0","0","0","0","0","0","1","2.5","2.5","0.0%"
"54","C.J. Prosise","RB","FA","2016",9,9,"ppr","54","3","9","3.0","4","0","0","1","1","6","6.0","0","0","1","2.5","2.5","0.0%"
"55","Josh Ferguson","RB","FA","2016",9,9,"ppr","55","0","0","0","0","0","0","1","1","9","9.0","0","0","1","1.9","1.9","0.0%"
"56","Aaron Ripkowski","RB","FA","2016",9,9,"ppr","56","2","4","2.0","2","0","0","1","1","3","3.0","0","0","1","1.7","1.7","0.0%"
"57","Kenyan Drake","RB","BAL","2016",9,9,"ppr","57","0","0","0","0","0","0","1","1","6","6.0","0","0","1","1.6","1.6","26.8%"
"58","Anthony Sherman","RB","FA","2016",9,9,"ppr","58","0","0","0","0","0","0","1","1","6","6.0","0","0","1","1.6","1.6","0.0%"
"59","Don Jackson","RB","FA","2016",9,9,"ppr","59","4","16","4.0","6","0","0","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"60","Antonio Andrews","RB","FA","2016",9,9,"ppr","60","2","15","7.5","9","0","0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"61","Travaris Cadet","RB","FA","2016",9,9,"ppr","61","0","0","0","0","0","0","1","1","4","4.0","0","0","1","1.4","1.4","0.0%"
"62","Fozzy Whittaker","RB","FA","2016",9,9,"ppr","62","1","0","0.0","0","0","0","1","1","1","1.0","0","0","1","1.1","1.1","0.0%"
"63","Mike Davis","RB","FA","2016",9,9,"ppr","63","2","11","5.5","7","0","0","1","1","9","9.0","0","1","1","1.0","1.0","1.0%"
"64","Jerick McKinnon","RB","KC","2016",9,9,"ppr","64","7","8","1.1","4","0","0","0","0","0","0","0","0","1","0.8","0.8","68.7%"
"65","Stevan Ridley","RB","FA","2016",9,9,"ppr","65","3","7","2.3","7","0","0","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"66","Jamize Olawale","RB","FA","2016",9,9,"ppr","66","1","4","4.0","4","0","0","0","1","0","0","0","0","1","0.4","0.4","0.0%"
"67","Jerome Felton","RB","FA","2016",9,9,"ppr","67","1","2","2.0","2","0","0","0","1","0","0","0","0","1","0.2","0.2","0.0%"
"68","Kyle Juszczyk","RB","SF","2016",9,9,"ppr","68","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.4%"
"69","Mike Tolbert","RB","FA","2016",9,9,"ppr","69","2","1","0.5","2","0","0","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"70","DeAngelo Williams","RB","FA","2016",9,9,"ppr","70","1","1","1.0","1","0","0","0","0","0","0","0","0","1","0.1","0.1","0.1%"
"71","Nick Bellore","RB","SEA","2016",9,9,"ppr","71","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"72","Shaun Draughn","RB","FA","2016",9,9,"ppr","72","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"73","Will Tukuafu","RB","FA","2016",9,9,"ppr","73","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"74","Taiwan Jones","RB","BUF","2016",9,9,"ppr","74","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"75","Jordan Todman","RB","FA","2016",9,9,"ppr","75","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"76","Chase Reynolds","RB","FA","2016",9,9,"ppr","76","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"77","Zach Line","RB","FA","2016",9,9,"ppr","77","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"78","Bobby Rainey","RB","FA","2016",9,9,"ppr","78","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"79","Lance Dunbar","RB","FA","2016",9,9,"ppr","79","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"80","Denard Robinson","RB","FA","2016",9,9,"ppr","80","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"81","Cordarrelle Patterson","RB","ATL","2016",9,9,"ppr","81","0","0","0","0","0","0","6","8","45","7.5","0","0","1","0.0","0.0","85.6%"
"82","Cory Harkey","RB","FA","2016",9,9,"ppr","82","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"83","C.J. Spiller","RB","FA","2016",9,9,"ppr","83","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"84","Danny Vitale","RB","FA","2016",9,9,"ppr","84","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"85","Derek Watt","RB","PIT","2016",9,9,"ppr","85","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"86","Andy Janovich","RB","FA","2016",9,9,"ppr","86","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"87","Juwan Thompson","RB","FA","2016",9,9,"ppr","87","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"88","Keith Smith","RB","ATL","2016",9,9,"ppr","88","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"89","Lorenzo Taliaferro","RB","FA","2016",9,9,"ppr","89","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"90","Taiwan Jones","RB","FA","2016",9,9,"ppr","90","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"91","Jonathan Williams","RB","WAS","2016",9,9,"ppr","91","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"92","Alex Collins","RB","FA","2016",9,9,"ppr","92","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","19.0%"
"93","George Atkinson III","RB","FA","2016",9,9,"ppr","93","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"94","Javorius Allen","RB","FA","2016",9,9,"ppr","94","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
