"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Tua Tagovailoa","QB","MIA","2022",8,8,"ppr","1","29","36","80.6","382","10.6","3","0","2","5","19","0","0","1","29.2","29.2","94.7%"
"2","Jalen Hurts","QB","PHI","2022",8,8,"ppr","2","19","28","67.9","285","10.2","4","0","3","2","10","0","0","1","28.4","28.4","99.9%"
"3","Kyler Murray","QB","ARI","2022",8,8,"ppr","3","31","44","70.5","326","7.4","3","2","4","6","36","0","0","1","26.6","26.6","62.1%"
"4","Dak Prescott","QB","DAL","2022",8,8,"ppr","4","21","27","77.8","250","9.3","2","1","1","5","34","1","0","1","26.4","26.4","93.5%"
"5","Justin Fields","QB","CHI","2022",8,8,"ppr","5","17","23","73.9","151","6.6","2","0","4","8","60","1","0","1","26.0","26.0","95.3%"
"6","Marcus Mariota","QB","ATL","2022",8,8,"ppr","6","20","28","71.4","253","9.0","3","2","2","6","43","0","0","1","24.4","24.4","19.4%"
"7","Kirk Cousins","QB","MIN","2022",8,8,"ppr","7","24","36","66.7","232","6.4","2","0","3","4","22","1","1","1","23.5","23.5","87.8%"
"8","Taylor Heinicke","QB","WAS","2022",8,8,"ppr","8","23","31","74.2","279","9.0","1","1","2","6","29","1","0","1","23.1","23.1","14.0%"
"9","Lamar Jackson","QB","BAL","2022",8,8,"ppr","9","27","38","71.1","238","6.3","2","0","3","9","43","0","0","1","21.8","21.8","96.8%"
"10","Jacoby Brissett","QB","CLE","2022",8,8,"ppr","10","17","22","77.3","278","12.6","1","0","2","6","12","1","1","1","20.3","20.3","4.8%"
"11","Josh Allen","QB","BUF","2022",8,8,"ppr","11","13","25","52.0","218","8.7","2","2","2","6","49","0","0","1","19.6","19.6","100.0%"
"12","Zach Wilson","QB","NYJ","2022",8,8,"ppr","12","20","41","48.8","355","8.7","2","3","2","1","2","0","0","1","19.4","19.4","5.7%"
"13","Geno Smith","QB","SEA","2022",8,8,"ppr","13","23","34","67.6","212","6.2","2","0","3","5","26","0","0","1","19.1","19.1","87.0%"
"14","Jared Goff","QB","DET","2022",8,8,"ppr","14","27","37","73.0","321","8.7","1","0","1","1","3","0","0","1","18.6","18.6","60.4%"
"15","PJ Walker","QB","CAR","2022",8,8,"ppr","15","19","36","52.8","317","8.8","1","1","1","1","20","0","0","1","17.7","17.7","0.7%"
"16","Jimmy Garoppolo","QB","SF","2022",8,8,"ppr","16","21","25","84.0","235","9.4","2","0","3","1","3","0","0","1","17.7","17.7","16.2%"
"17","Matthew Stafford","QB","LAR","2022",8,8,"ppr","17","22","33","66.7","187","5.7","1","0","2","2","-1","1","0","1","17.4","17.4","29.7%"
"18","Andy Dalton","QB","NO","2022",8,8,"ppr","18","22","30","73.3","229","7.6","2","0","0","0","0","0","0","1","17.2","17.2","12.2%"
"19","Tom Brady","QB","TB","2022",8,8,"ppr","19","26","44","59.1","325","7.4","1","0","3","1","1","0","0","1","17.1","17.1","86.0%"
"20","Aaron Rodgers","QB","GB","2022",8,8,"ppr","20","19","30","63.3","203","6.8","2","1","2","1","11","0","0","1","16.2","16.2","75.1%"
"21","Russell Wilson","QB","DEN","2022",8,8,"ppr","21","18","30","60.0","252","8.4","1","1","3","4","17","0","0","1","14.8","14.8","43.7%"
"22","Joe Burrow","QB","CIN","2022",8,8,"ppr","22","25","35","71.4","232","6.6","2","1","5","1","2","0","1","1","14.5","14.5","99.4%"
"23","Mac Jones","QB","NE","2022",8,8,"ppr","23","24","35","68.6","194","5.5","1","1","6","7","19","0","0","1","12.7","12.7","14.1%"
"24","Davis Mills","QB","HOU","2022",8,8,"ppr","24","17","29","58.6","152","5.2","1","1","3","3","8","0","0","1","9.9","9.9","3.4%"
"25","Daniel Jones","QB","NYG","2022",8,8,"ppr","25","17","31","54.8","176","5.7","0","0","5","6","20","0","0","1","9.0","9.0","58.2%"
"26","Trevor Lawrence","QB","JAC","2022",8,8,"ppr","26","18","31","58.1","133","4.3","1","2","2","3","15","0","0","1","8.8","8.8","75.8%"
"27","Kenny Pickett","QB","PIT","2022",8,8,"ppr","27","25","38","65.8","191","5.0","0","1","6","7","37","0","1","1","8.3","8.3","10.2%"
"28","Sam Ehlinger","QB","IND","2022",8,8,"ppr","28","17","23","73.9","201","8.7","0","0","2","6","15","0","1","1","7.5","7.5","0.9%"
"29","Jarrett Stidham","QB","LV","2022",8,8,"ppr","29","8","13","61.5","72","5.5","0","0","1","0","0","0","0","1","2.9","2.9","0.0%"
"30","Derek Carr","QB","LV","2022",8,8,"ppr","30","15","26","57.7","101","3.9","0","1","3","1","-1","0","0","1","2.9","2.9","64.3%"
"31","Malik Willis","QB","TEN","2022",8,8,"ppr","31","6","10","60.0","55","5.5","0","1","3","5","12","0","0","1","2.4","2.4","0.9%"
"32","Gardner Minshew II","QB","PHI","2022",8,8,"ppr","32","1","2","50.0","23","11.5","0","0","0","1","-1","0","0","1","0.8","0.8","0.2%"
"33","Trevor Siemian","QB","CHI","2022",8,8,"ppr","33","1","1","100.0","5","5.0","0","0","0","0","0","0","0","1","0.2","0.2","0.1%"
"34","Ian Book","QB","PHI","2022",8,8,"ppr","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"35","Jacob Eason","QB","SF","2022",8,8,"ppr","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"36","Jake Fromm","QB","WAS","2022",8,8,"ppr","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"37","Jordan Love","QB","GB","2022",8,8,"ppr","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"38","Tyler Huntley","QB","BAL","2022",8,8,"ppr","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.0%"
"39","Shane Buechele","QB","KC","2022",8,8,"ppr","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"40","Kellen Mond","QB","CLE","2022",8,8,"ppr","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"41","John Lovett","QB","MIA","2022",8,8,"ppr","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"42","Drew Lock","QB","SEA","2022",8,8,"ppr","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"43","Will Grier","QB","DAL","2022",8,8,"ppr","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"44","Brett Rypien","QB","DEN","2022",8,8,"ppr","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"45","David Blough","QB","ARI","2022",8,8,"ppr","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"46","Easton Stick","QB","LAC","2022",8,8,"ppr","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
