"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Amari Cooper","WR","CLE","2017",7,7,"ppr","1","11","19","210","19.1","45","4","2","0","0","0","0","1","44.0","44.0","96.2%"
"2","Kenny Stills","WR","FA","2017",7,7,"ppr","2","6","9","85","14.2","36","2","2","0","0","0","0","1","26.5","26.5","0.0%"
"3","Tyreek Hill","WR","MIA","2017",7,7,"ppr","3","6","8","125","20.8","64","2","1","2","7","0","0","1","25.2","25.2","100.0%"
"4","Julio Jones","WR","TB","2017",7,7,"ppr","4","9","13","99","11.0","16","0","1","0","0","0","0","1","24.9","24.9","18.9%"
"5","Doug Baldwin","WR","FA","2017",7,7,"ppr","5","9","12","92","10.2","32","2","1","0","0","0","0","1","24.2","24.2","0.0%"
"6","Jarvis Landry","WR","NO","2017",7,7,"ppr","6","7","11","93","13.3","29","1","1","0","0","0","0","1","22.3","22.3","21.3%"
"7","Mike Evans","WR","TB","2017",7,7,"ppr","7","7","10","88","12.6","23","1","1","0","0","0","0","1","21.8","21.8","98.6%"
"8","Ted Ginn Jr.","WR","FA","2017",7,7,"ppr","8","7","7","141","20.1","47","2","0","0","0","0","0","1","21.1","21.1","0.0%"
"9","Dez Bryant","WR","FA","2017",7,7,"ppr","9","7","10","63","9.0","27","1","1","0","0","0","0","1","19.3","19.3","2.6%"
"10","Antonio Brown","WR","FA","2017",7,7,"ppr","10","4","10","65","16.3","23","1","1","0","0","0","0","1","16.5","16.5","0.2%"
"11","Brandin Cooks","WR","HOU","2017",7,7,"ppr","11","4","5","65","16.3","27","1","1","0","0","0","0","1","16.5","16.5","64.4%"
"12","Michael Thomas","WR","NO","2017",7,7,"ppr","12","7","11","82","11.7","21","2","0","0","0","0","0","1","15.2","15.2","26.7%"
"13","Allen Hurns","WR","FA","2017",7,7,"ppr","13","5","8","101","20.2","50","2","0","0","0","0","0","1","15.1","15.1","0.0%"
"14","Cooper Kupp","WR","LAR","2017",7,7,"ppr","14","4","10","51","12.8","18","0","1","0","0","0","0","1","15.1","15.1","82.7%"
"15","Deonte Thompson","WR","FA","2017",7,7,"ppr","15","4","4","107","26.8","44","3","0","1","0","0","0","1","14.7","14.7","0.0%"
"16","Nelson Agholor","WR","NE","2017",7,7,"ppr","16","4","5","45","11.3","14","0","1","0","0","0","0","1","14.5","14.5","3.8%"
"17","Paul Richardson Jr.","WR","FA","2017",7,7,"ppr","17","2","2","61","30.5","38","2","1","0","0","0","0","1","14.1","14.1","0.0%"
"18","Mack Hollins","WR","LV","2017",7,7,"ppr","18","1","1","64","64.0","64","1","1","0","0","0","0","1","13.4","13.4","24.5%"
"19","Albert Wilson","WR","LV","2017",7,7,"ppr","19","1","2","63","63.0","63","1","1","0","0","0","0","1","13.3","13.3","0.0%"
"20","Brandon LaFell","WR","FA","2017",7,7,"ppr","20","4","7","28","7.0","9","0","1","0","0","0","0","1","12.8","12.8","0.0%"
"21","Mohamed Sanu Sr.","WR","FA","2017",7,7,"ppr","21","6","10","65","10.8","19","0","0","0","0","0","0","1","12.5","12.5","0.0%"
