"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Derek Carr","QB","LV","2020",13,13,"ppr","1","28","47","59.6","381","8.1","3","1","2","2","5","1","0","1","32.7","32.7","64.3%"
"2","Josh Allen","QB","BUF","2020",13,13,"ppr","2","32","40","80.0","375","9.4","4","0","1","6","11","0","1","1","30.1","30.1","100.0%"
"3","Baker Mayfield","QB","LAR","2020",13,13,"ppr","3","25","33","75.8","334","10.1","4","0","0","4","5","0","1","1","29.5","29.5","6.6%"
"4","Ryan Tannehill","QB","TEN","2020",13,13,"ppr","4","29","45","64.4","389","8.6","3","1","3","0","0","0","0","1","28.6","28.6","28.5%"
"5","Matthew Stafford","QB","LAR","2020",13,13,"ppr","5","27","42","64.3","402","9.6","3","1","2","2","0","0","0","1","27.1","27.1","29.7%"
"6","Lamar Jackson","QB","BAL","2020",13,13,"ppr","6","12","17","70.6","107","6.3","2","1","0","13","94","1","0","1","26.7","26.7","96.8%"
"7","Jared Goff","QB","DET","2020",13,13,"ppr","7","37","47","78.7","351","7.5","1","0","1","4","1","1","0","1","24.1","24.1","60.4%"
"8","Cam Newton","QB","FA","2020",13,13,"ppr","8","12","19","63.2","69","3.6","1","0","1","14","48","2","0","1","23.6","23.6","9.1%"
"9","Taysom Hill","QB","NO","2020",13,13,"ppr","9","27","37","73.0","232","6.3","2","0","2","14","83","0","1","1","23.6","23.6","45.3%"
"10","Aaron Rodgers","QB","GB","2020",13,13,"ppr","10","25","34","73.5","295","8.7","3","0","2","4","-3","0","0","1","23.5","23.5","75.1%"
"11","Nick Mullens","QB","MIN","2020",13,13,"ppr","11","26","39","66.7","316","8.1","3","2","0","0","0","0","0","1","22.6","22.6","0.0%"
"12","Kirk Cousins","QB","MIN","2020",13,13,"ppr","12","28","43","65.1","305","7.1","3","1","4","3","12","0","1","1","22.4","22.4","87.8%"
"13","Sam Darnold","QB","CAR","2020",13,13,"ppr","13","14","23","60.9","186","8.1","2","1","3","3","26","1","2","1","21.0","21.0","3.9%"
"14","Deshaun Watson","QB","CLE","2020",13,13,"ppr","14","26","38","68.4","341","9.0","0","1","5","7","38","1","1","1","20.4","20.4","75.7%"
"15","Patrick Mahomes II","QB","KC","2020",13,13,"ppr","15","25","40","62.5","318","8.0","1","0","1","4","26","0","0","1","19.3","19.3","100.0%"
"16","Ben Roethlisberger","QB","FA","2020",13,13,"ppr","16","33","53","62.3","305","5.8","2","1","0","1","0","0","0","1","19.2","19.2","13.6%"
"17","Philip Rivers","QB","FA","2020",13,13,"ppr","17","27","35","77.1","285","8.1","2","0","3","2","-2","0","0","1","19.2","19.2","20.6%"
"18","Andy Dalton","QB","NO","2020",13,13,"ppr","18","31","48","64.6","285","5.9","2","1","1","1","2","0","0","1","18.6","18.6","12.2%"
"19","Kyler Murray","QB","ARI","2020",13,13,"ppr","19","21","39","53.8","173","4.4","3","1","2","5","15","0","1","1","17.4","17.4","62.1%"
"20","Tua Tagovailoa","QB","MIA","2020",13,13,"ppr","20","26","39","66.7","296","7.6","1","0","0","3","3","0","0","1","16.1","16.1","94.7%"
"21","Russell Wilson","QB","DEN","2020",13,13,"ppr","21","27","43","62.8","263","6.1","1","1","5","7","45","0","1","1","16.0","16.0","43.7%"
"22","Alex Smith","QB","FA","2020",13,13,"ppr","22","31","46","67.4","296","6.4","1","0","3","0","0","0","0","1","15.8","15.8","5.0%"
"23","Mike Glennon","QB","FA","2020",13,13,"ppr","23","28","42","66.7","280","6.7","1","2","2","3","9","0","1","1","14.1","14.1","1.0%"
"24","Mitch Trubisky","QB","PIT","2020",13,13,"ppr","24","26","34","76.5","267","7.9","1","0","2","3","6","0","1","1","13.3","13.3","0.8%"
"25","Matt Ryan","QB","IND","2020",13,13,"ppr","25","19","39","48.7","273","7.0","1","0","3","0","0","0","1","1","12.9","12.9","10.6%"
"26","Drew Lock","QB","SEA","2020",13,13,"ppr","26","15","28","53.6","151","5.4","2","2","0","2","9","0","0","1","12.9","12.9","0.2%"
"27","Jalen Hurts","QB","PHI","2020",13,13,"ppr","27","5","12","41.7","109","9.1","1","1","3","5","29","0","0","1","10.3","10.3","99.9%"
"28","Brandon Allen","QB","CIN","2020",13,13,"ppr","28","11","19","57.9","153","8.1","1","1","5","2","3","0","0","1","9.4","9.4","0.1%"
"29","Colt McCoy","QB","ARI","2020",13,13,"ppr","29","13","22","59.1","105","4.8","1","1","2","2","2","0","0","1","9.4","9.4","2.3%"
"30","Justin Herbert","QB","LAC","2020",13,13,"ppr","30","26","53","49.1","209","3.9","0","2","3","0","0","0","0","1","6.4","6.4","98.8%"
"31","Jarrett Stidham","QB","LV","2020",13,13,"ppr","31","2","3","66.7","61","20.3","1","0","0","2","-2","0","0","1","6.2","6.2","0.0%"
"32","Carson Wentz","QB","WAS","2020",13,13,"ppr","32","6","15","40.0","79","5.3","0","0","4","3","18","0","0","1","5.0","5.0","6.5%"
"33","Ryan Finley","QB","FA","2020",13,13,"ppr","33","6","7","85.7","40","5.7","0","1","1","0","0","0","0","1","0.6","0.6","0.0%"
"34","Jacoby Brissett","QB","CLE","2020",13,13,"ppr","34","0","0","0","0","0","0","0","0","2","1","0","0","1","0.1","0.1","4.8%"
