"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Tyler Lockett","WR","SEA","2020",3,3,"ppr","1","9","13","100","11.1","43","3","3","0","0","0","0","1","37.0","37.0","94.8%"
"2","Justin Jefferson","WR","MIN","2020",3,3,"ppr","2","7","9","175","25.0","71","8","1","0","0","0","0","1","30.5","30.5","100.0%"
"3","Keenan Allen","WR","LAC","2020",3,3,"ppr","3","13","19","132","10.2","22","2","1","0","0","0","1","1","30.2","30.2","98.1%"
"4","Allen Robinson II","WR","LAR","2020",3,3,"ppr","4","10","13","123","12.3","37","2","1","0","0","0","0","1","28.3","28.3","36.3%"
"5","Cedrick Wilson Jr.","WR","MIA","2020",3,3,"ppr","5","5","7","107","21.4","42","6","2","0","0","0","0","1","27.7","27.7","0.9%"
"6","Allen Lazard","WR","GB","2020",3,3,"ppr","6","6","8","146","24.3","72","7","1","1","-2","0","0","1","26.4","26.4","84.7%"
"7","Michael Gallup","WR","DAL","2020",3,3,"ppr","7","6","9","138","23.0","52","7","1","0","0","0","0","1","25.8","25.8","65.8%"
"8","Cooper Kupp","WR","LAR","2020",3,3,"ppr","8","9","10","107","11.9","20","2","1","0","0","0","0","1","25.7","25.7","82.7%"
"9","DeAndre Hopkins","WR","ARI","2020",3,3,"ppr","9","10","12","137","13.7","30","3","0","0","0","0","0","1","23.7","23.7","98.4%"
"10","Tyler Boyd","WR","CIN","2020",3,3,"ppr","10","10","13","125","12.5","25","1","0","0","0","0","0","1","22.5","22.5","74.0%"
"11","Robert Woods","WR","TEN","2020",3,3,"ppr","11","5","6","74","14.8","31","3","1","3","30","0","0","1","21.4","21.4","44.0%"
"12","Tyreek Hill","WR","MIA","2020",3,3,"ppr","12","5","6","77","15.4","33","3","1","2","25","0","0","1","21.2","21.2","100.0%"
"13","Brandon Aiyuk","WR","SF","2020",3,3,"ppr","13","5","8","70","14.0","20","1","0","3","31","1","0","1","21.1","21.1","91.7%"
"14","Tee Higgins","WR","CIN","2020",3,3,"ppr","14","5","9","40","8.0","16","0","2","0","0","0","0","1","21.0","21.0","99.1%"
"15","Greg Ward","WR","PHI","2020",3,3,"ppr","15","8","11","72","9.0","29","1","1","1","-6","0","0","1","20.6","20.6","0.0%"
"16","Hunter Renfrow","WR","LV","2020",3,3,"ppr","16","6","9","84","14.0","26","2","1","0","0","0","0","1","20.4","20.4","26.2%"
"17","Andy Isabella","WR","BAL","2020",3,3,"ppr","17","4","4","47","11.8","26","1","2","1","-6","0","0","1","20.1","20.1","0.0%"
"18","Randall Cobb","WR","GB","2020",3,3,"ppr","18","4","4","95","23.8","34","3","1","0","0","0","0","1","19.5","19.5","5.6%"
"19","DK Metcalf","WR","SEA","2020",3,3,"ppr","19","4","8","110","27.5","62","5","1","0","0","0","1","1","19.0","19.0","97.8%"
"20","Dontrelle Inman","WR","FA","2020",3,3,"ppr","20","3","6","38","12.7","17","0","2","0","0","0","0","1","18.8","18.8","0.0%"
"21","Mecole Hardman","WR","KC","2020",3,3,"ppr","21","4","6","81","20.3","49","3","1","0","0","0","0","1","18.1","18.1","28.0%"
"22","Kenny Golladay","WR","NYG","2020",3,3,"ppr","22","6","7","57","9.5","19","0","1","0","0","0","0","1","17.7","17.7","6.7%"
"23","Amari Cooper","WR","CLE","2020",3,3,"ppr","23","9","12","86","9.6","28","2","0","0","0","0","0","1","17.6","17.6","96.2%"
"24","Chris Godwin","WR","TB","2020",3,3,"ppr","24","5","6","64","12.8","30","2","1","0","0","0","0","1","17.4","17.4","96.0%"
"25","Calvin Ridley","WR","JAC","2020",3,3,"ppr","25","5","13","110","22.0","63","5","0","1","7","0","0","1","16.7","16.7","1.6%"
"26","Braxton Berrios","WR","NYJ","2020",3,3,"ppr","26","4","4","64","16.0","28","1","1","0","0","0","0","1","16.4","16.4","1.0%"
"27","JuJu Smith-Schuster","WR","KC","2020",3,3,"ppr","27","4","5","43","10.8","26","1","1","0","0","0","0","1","16.3","16.3","93.5%"
"28","Cole Beasley","WR","BUF","2020",3,3,"ppr","28","6","7","100","16.7","29","2","0","0","0","0","0","1","16.0","16.0","1.5%"
"29","Emmanuel Sanders","WR","FA","2020",3,3,"ppr","29","4","5","56","14.0","18","0","1","0","0","0","0","1","15.6","15.6","0.0%"
"30","William Fuller V","WR","FA","2020",3,3,"ppr","30","4","5","54","13.5","17","0","1","0","0","0","0","1","15.4","15.4","0.1%"
"31","Stefon Diggs","WR","BUF","2020",3,3,"ppr","31","4","6","49","12.3","23","1","1","0","0","0","0","1","14.9","14.9","100.0%"
"32","Kalif Raymond","WR","DET","2020",3,3,"ppr","32","3","3","118","39.3","61","7","0","1","-3","0","0","1","14.5","14.5","2.8%"
"33","Tim Patrick","WR","DEN","2020",3,3,"ppr","33","4","4","43","10.8","27","1","1","0","0","0","0","1","14.3","14.3","0.7%"
"34","Mike Evans","WR","TB","2020",3,3,"ppr","34","2","4","2","1.0","1","0","2","0","0","0","0","1","14.2","14.2","98.6%"
"35","Sammy Watkins","WR","GB","2020",3,3,"ppr","35","7","8","62","8.9","15","0","0","0","0","0","0","1","13.2","13.2","2.4%"
