"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Jimmy Graham","TE","FA","2016",9,9,"ppr","1","8","8","103","12.9","18","0","2","0","0","0","0","1","30.3","30.3","0.0%"
"2","Jason Witten","TE","FA","2016",9,9,"ppr","2","8","10","134","16.8","35","3","1","0","0","0","0","1","27.4","27.4","0.0%"
"3","Antonio Gates","TE","FA","2016",9,9,"ppr","3","5","9","75","15.0","17","0","1","0","0","0","0","1","18.5","18.5","0.2%"
"4","Zach Ertz","TE","ARI","2016",9,9,"ppr","4","8","8","97","12.1","30","2","0","0","0","0","0","1","17.7","17.7","32.6%"
"5","Vance McDonald","TE","FA","2016",9,9,"ppr","5","3","6","84","28.0","65","1","1","0","0","0","0","1","17.4","17.4","0.0%"
"6","Eric Ebron","TE","FA","2016",9,9,"ppr","6","7","8","92","13.1","23","2","0","0","0","0","0","1","16.2","16.2","0.0%"
"7","Greg Olsen","TE","FA","2016",9,9,"ppr","7","5","7","52","10.4","18","0","1","0","0","0","0","1","16.2","16.2","7.0%"
"8","Lance Kendricks","TE","FA","2016",9,9,"ppr","8","7","12","90","12.9","25","1","0","0","0","0","0","1","16.0","16.0","0.0%"
"9","Cameron Brate","TE","TB","2016",9,9,"ppr","9","5","6","43","8.6","17","0","1","0","0","0","0","1","15.3","15.3","1.6%"
"10","Delanie Walker","TE","FA","2016",9,9,"ppr","10","5","9","42","8.4","20","1","1","0","0","0","0","1","15.2","15.2","0.1%"
"11","Austin Hooper","TE","TEN","2016",9,9,"ppr","11","3","6","46","15.3","28","1","1","0","0","0","0","1","13.6","13.6","13.8%"
"12","Dominique Jones","TE","FA","2016",9,9,"ppr","12","3","4","42","14.0","24","1","1","0","0","0","0","1","13.2","13.2","0.0%"
"13","Richard Rodgers","TE","LAC","2016",9,9,"ppr","13","6","10","64","10.7","22","1","0","0","0","0","0","1","12.4","12.4","0.0%"
"14","Garrett Celek","TE","FA","2016",9,9,"ppr","14","4","6","76","19.0","31","2","0","0","0","0","0","1","11.6","11.6","0.0%"
"15","Jack Doyle","TE","FA","2016",9,9,"ppr","15","5","9","61","12.2","20","1","0","0","0","0","0","1","11.1","11.1","2.0%"
"16","Travis Kelce","TE","KC","2016",9,9,"ppr","16","5","7","58","11.6","23","1","0","0","0","0","0","1","10.8","10.8","100.0%"
"17","Levine Toilolo","TE","FA","2016",9,9,"ppr","17","1","1","32","32.0","32","1","1","0","0","0","0","1","10.2","10.2","0.0%"
"18","Trey Burton","TE","FA","2016",9,9,"ppr","18","3","3","55","18.3","32","1","0","0","0","0","0","1","8.5","8.5","0.0%"
"19","Josh Hill","TE","FA","2016",9,9,"ppr","19","4","4","40","10.0","32","1","0","0","0","0","0","1","8.0","8.0","0.0%"
"20","Rhett Ellison","TE","FA","2016",9,9,"ppr","20","1","1","4","4.0","4","0","0","1","1","1","0","1","7.5","7.5","0.0%"
"21","Will Tye","TE","FA","2016",9,9,"ppr","21","4","7","33","8.3","13","0","0","0","0","0","0","1","7.3","7.3","0.0%"
"22","Gavin Escobar","TE","FA","2016",9,9,"ppr","22","1","1","2","2.0","2","0","1","0","0","0","0","1","7.2","7.2","0.0%"
"23","Coby Fleener","TE","FA","2016",9,9,"ppr","23","3","6","42","14.0","26","1","0","0","0","0","0","1","7.2","7.2","0.0%"
"24","Kyle Rudolph","TE","TB","2016",9,9,"ppr","24","1","3","1","1.0","1","0","1","0","0","0","0","1","7.1","7.1","0.6%"
"25","Virgil Green","TE","FA","2016",9,9,"ppr","25","2","4","37","18.5","26","1","0","0","0","0","0","1","5.7","5.7","0.0%"
"26","Jerell Adams","TE","FA","2016",9,9,"ppr","26","3","4","24","8.0","10","0","0","0","0","0","0","1","5.4","5.4","0.0%"
"27","Gary Barnidge","TE","FA","2016",9,9,"ppr","27","3","3","23","7.7","9","0","0","0","0","0","0","1","5.3","5.3","0.1%"
"28","Marcedes Lewis","TE","GB","2016",9,9,"ppr","28","2","4","23","11.5","17","0","0","0","0","0","0","1","4.3","4.3","0.1%"
"29","Tyler Higbee","TE","LAR","2016",9,9,"ppr","29","1","7","31","31.0","31","1","0","0","0","0","0","1","4.1","4.1","71.9%"
"30","Julius Thomas","TE","FA","2016",9,9,"ppr","30","2","2","21","10.5","12","0","0","0","0","0","0","1","4.1","4.1","0.0%"
"31","Charles Clay","TE","FA","2016",9,9,"ppr","31","3","4","9","3.0","6","0","0","0","0","0","0","1","3.9","3.9","0.0%"
