"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Christian McCaffrey","RB","SF","2019",9,9,"ppr","1","24","146","6.1","58","4","2","3","3","20","6.7","1","0","1","37.6","37.6","100.0%"
"2","Kenyan Drake","RB","BAL","2019",9,9,"ppr","2","15","110","7.3","36","2","1","4","4","52","13.0","0","0","1","28.2","28.2","26.8%"
"3","Melvin Gordon III","RB","KC","2019",9,9,"ppr","3","20","80","4.0","16","0","2","3","4","29","9.7","0","0","1","25.9","25.9","29.3%"
"4","Derrick Henry","RB","TEN","2019",9,9,"ppr","4","13","63","4.8","12","0","1","3","3","36","12.0","1","0","1","24.9","24.9","100.0%"
"5","Josh Jacobs","RB","LV","2019",9,9,"ppr","5","28","120","4.3","17","0","2","0","2","0","0","0","0","1","24.0","24.0","99.3%"
"6","Devin Singletary","RB","BUF","2019",9,9,"ppr","6","20","95","4.8","17","0","1","3","4","45","15.0","0","0","1","23.0","23.0","91.7%"
"7","David Montgomery","RB","CHI","2019",9,9,"ppr","7","14","40","2.9","17","0","2","3","4","36","12.0","0","0","1","22.6","22.6","95.6%"
"8","Damien Williams","RB","FA","2019",9,9,"ppr","8","12","125","10.4","91","4","1","2","2","3","1.5","0","0","1","20.8","20.8","1.1%"
"9","Le'Veon Bell","RB","FA","2019",9,9,"ppr","9","17","66","3.9","14","0","0","8","9","55","6.9","0","0","1","20.1","20.1","0.1%"
"10","Jaylen Samuels","RB","FA","2019",9,9,"ppr","10","8","10","1.3","6","0","0","13","13","73","5.6","0","1","1","19.3","19.3","0.0%"
"11","Duke Johnson Jr.","RB","BUF","2019",9,9,"ppr","11","7","13","1.9","4","0","1","5","5","68","13.6","0","0","1","19.1","19.1","0.0%"
"12","Jamaal Williams","RB","DET","2019",9,9,"ppr","12","2","10","5.0","5","0","0","6","6","39","6.5","1","0","1","16.9","16.9","91.0%"
"13","James White","RB","FA","2019",9,9,"ppr","13","9","38","4.2","8","0","1","2","3","46","23.0","0","0","1","16.4","16.4","0.1%"
"14","Ronald Jones II","RB","KC","2019",9,9,"ppr","14","18","67","3.7","15","0","1","2","2","15","7.5","0","0","1","16.2","16.2","2.5%"
"15","J.D. McKissic","RB","WAS","2019",9,9,"ppr","15","4","32","8.0","13","0","0","3","4","40","13.3","1","0","1","16.2","16.2","8.4%"
"16","Dalvin Cook","RB","MIN","2019",9,9,"ppr","16","21","71","3.4","12","0","0","4","7","45","11.3","0","0","1","15.6","15.6","100.0%"
"17","Saquon Barkley","RB","NYG","2019",9,9,"ppr","17","14","28","2.0","8","0","0","6","8","67","11.2","0","0","1","15.5","15.5","100.0%"
"18","Jordan Howard","RB","FA","2019",9,9,"ppr","18","19","82","4.3","17","0","1","1","1","1","1.0","0","0","1","15.3","15.3","0.0%"
"19","Phillip Lindsay","RB","FA","2019",9,9,"ppr","19","9","92","10.2","40","5","1","0","0","0","0","0","0","1","15.2","15.2","0.4%"
"20","Mark Ingram II","RB","NO","2019",9,9,"ppr","20","15","115","7.7","53","4","0","2","3","29","14.5","0","1","1","14.4","14.4","4.3%"
"21","Carlos Hyde","RB","FA","2019",9,9,"ppr","21","19","160","8.4","58","7","0","0","0","0","0","0","1","1","14.0","14.0","0.0%"
"22","Adrian Peterson","RB","FA","2019",9,9,"ppr","22","18","108","6.0","28","1","0","1","1","22","22.0","0","0","1","14.0","14.0","2.1%"
"23","Ezekiel Elliott","RB","DAL","2019",9,9,"ppr","23","23","139","6.0","19","0","0","0","0","0","0","0","0","1","13.9","13.9","97.0%"
"24","Austin Ekeler","RB","LAC","2019",9,9,"ppr","24","12","70","5.8","16","0","0","4","4","23","5.8","0","0","1","13.3","13.3","100.0%"
"25","Chris Carson","RB","FA","2019",9,9,"ppr","25","16","105","6.6","59","4","0","2","3","28","14.0","0","1","1","13.3","13.3","0.3%"
"26","Nick Chubb","RB","CLE","2019",9,9,"ppr","26","20","65","3.3","11","0","0","4","5","26","6.5","0","0","1","13.1","13.1","99.9%"
"27","Leonard Fournette","RB","TB","2019",9,9,"ppr","27","11","40","3.6","11","0","0","5","6","32","6.4","0","0","1","12.2","12.2","96.9%"
"28","Ryquell Armstead","RB","FA","2019",9,9,"ppr","28","0","0","0","0","0","0","5","5","65","13.0","0","0","1","11.5","11.5","0.0%"
"29","Matt Breida","RB","NYG","2019",9,9,"ppr","29","15","78","5.2","31","2","0","2","2","14","7.0","0","0","1","11.2","11.2","4.5%"
"30","Miles Sanders","RB","PHI","2019",9,9,"ppr","30","10","42","4.2","11","0","0","3","3","31","10.3","0","0","1","10.3","10.3","96.5%"
"31","Jalen Richard","RB","FA","2019",9,9,"ppr","31","2","12","6.0","7","0","0","3","4","56","18.7","0","0","1","9.8","9.8","1.0%"
"32","Marlon Mack","RB","DEN","2019",9,9,"ppr","32","21","89","4.2","24","1","0","0","0","0","0","0","0","1","8.9","8.9","5.3%"
"33","Ameer Abdullah","RB","LV","2019",9,9,"ppr","33","1","2","2.0","2","0","0","1","1","16","16.0","1","0","1","8.8","8.8","3.4%"
"34","Gus Edwards","RB","BAL","2019",9,9,"ppr","34","7","27","3.9","12","0","1","0","0","0","0","0","0","1","8.7","8.7","39.7%"
"35","Dion Lewis","RB","FA","2019",9,9,"ppr","35","4","20","5.0","15","0","0","5","5","33","6.6","0","1","1","8.3","8.3","2.0%"
"36","Dare Ogunbowale","RB","HOU","2019",9,9,"ppr","36","1","1","1.0","1","0","1","1","1","12","12.0","0","0","1","8.3","8.3","3.7%"
"37","Trey Edmunds","RB","FA","2019",9,9,"ppr","37","12","73","6.1","45","3","0","0","0","0","0","0","0","1","7.3","7.3","0.0%"
"38","Mark Walton","RB","FA","2019",9,9,"ppr","38","12","29","2.4","14","0","0","3","4","12","4.0","0","0","1","7.1","7.1","2.0%"
"39","Ty Johnson","RB","NYJ","2019",9,9,"ppr","39","9","29","3.2","10","0","0","3","3","7","2.3","0","0","1","6.6","6.6","3.4%"
"40","C.J. Ham","RB","MIN","2019",9,9,"ppr","40","0","0","0","0","0","0","2","4","37","18.5","0","0","1","5.7","5.7","0.1%"
"41","Tevin Coleman","RB","SF","2019",9,9,"ppr","41","12","23","1.9","8","0","0","2","4","13","6.5","0","0","1","5.6","5.6","0.6%"
