"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","New England Patriots","DST","NE","2020",13,13,"ppr",1,3,2,0,0,0,0,2,1,31,31,"54.0%"
"2","Miami Dolphins","DST","MIA","2020",13,13,"ppr",2,6,2,0,0,0,0,0,1,14,14,"25.9%"
"3","Jacksonville Jaguars","DST","JAC","2020",13,13,"ppr",3,4,1,1,0,1,0,0,1,14,14,"3.8%"
"4","Minnesota Vikings","DST","MIN","2020",13,13,"ppr",4,2,2,2,2,0,1,0,1,13,13,"23.7%"
"5","New York Giants","DST","NYG","2020",13,13,"ppr",5,5,1,1,2,0,0,0,1,13,13,"6.2%"
"6","Indianapolis Colts","DST","IND","2020",13,13,"ppr",6,5,1,1,1,0,1,0,1,12,12,"52.4%"
"7","Los Angeles Rams","DST","LAR","2020",13,13,"ppr",7,2,1,1,1,1,0,0,1,11,11,"34.3%"
"8","Green Bay Packers","DST","GB","2020",13,13,"ppr",8,7,1,0,0,0,0,0,1,10,10,"80.7%"
"9","Seattle Seahawks","DST","SEA","2020",13,13,"ppr",9,2,1,0,0,0,1,0,1,9,9,"20.5%"
"10","Las Vegas Raiders","DST","LV","2020",13,13,"ppr",10,3,1,2,2,0,0,0,1,8,8,"14.2%"
"11","Philadelphia Eagles","DST","PHI","2020",13,13,"ppr",11,2,0,0,0,0,0,1,1,7,7,"58.2%"
"12","New Orleans Saints","DST","NO","2020",13,13,"ppr",12,3,0,1,1,0,0,0,1,6,6,"65.3%"
"13","New York Jets","DST","NYJ","2020",13,13,"ppr",13,2,1,1,2,0,0,0,1,5,5,"21.1%"
"14","Cleveland Browns","DST","CLE","2020",13,13,"ppr",14,3,1,2,3,0,0,0,1,5,5,"37.2%"
"15","Kansas City Chiefs","DST","KC","2020",13,13,"ppr",15,0,2,0,0,0,0,0,1,5,5,"47.9%"
"16","Detroit Lions","DST","DET","2020",13,13,"ppr",16,2,0,1,1,0,0,0,1,5,5,"2.5%"
"17","Atlanta Falcons","DST","ATL","2020",13,13,"ppr",17,2,0,1,2,0,0,0,1,4,4,"1.7%"
"18","Buffalo Bills","DST","BUF","2020",13,13,"ppr",18,0,2,0,0,0,0,0,1,4,4,"99.0%"
"19","Baltimore Ravens","DST","BAL","2020",13,13,"ppr",19,1,1,0,0,0,0,0,1,4,4,"89.6%"
"20","Pittsburgh Steelers","DST","PIT","2020",13,13,"ppr",20,3,0,0,1,0,0,0,1,3,3,"53.2%"
"21","Washington Commanders","DST","WAS","2020",13,13,"ppr",21,0,1,0,0,0,0,0,1,3,3,"54.8%"
"22","Houston Texans","DST","HOU","2020",13,13,"ppr",22,3,0,0,0,0,0,0,1,3,3,"0.8%"
"23","Cincinnati Bengals","DST","CIN","2020",13,13,"ppr",23,0,0,1,1,0,0,0,1,3,3,"31.6%"
"24","Chicago Bears","DST","CHI","2020",13,13,"ppr",24,2,1,0,0,0,0,0,1,3,3,"2.2%"
"25","San Francisco 49ers","DST","SF","2020",13,13,"ppr",25,1,0,1,1,0,0,0,1,2,2,"95.5%"
"26","Arizona Cardinals","DST","ARI","2020",13,13,"ppr",26,1,0,1,0,0,0,0,1,2,2,"12.3%"
"27","Denver Broncos","DST","DEN","2020",13,13,"ppr",27,1,0,0,0,0,0,0,1,1,1,"38.8%"
"28","Dallas Cowboys","DST","DAL","2020",13,13,"ppr",28,0,1,0,0,0,0,0,1,1,1,"90.0%"
"29","Tennessee Titans","DST","TEN","2020",13,13,"ppr",29,0,0,1,1,1,0,0,1,-2,-2,"26.3%"
"30","Los Angeles Chargers","DST","LAC","2020",13,13,"ppr",30,1,0,0,1,0,0,0,1,-3,-3,"30.2%"
