"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Austin Ekeler","RB","LAC","2022",4,4,"ppr","1","13","60","4.6","20","1","2","6","7","49","8.2","1","0","1","34.9","34.9","100.0%"
"2","Josh Jacobs","RB","LV","2022",4,4,"ppr","2","28","144","5.1","43","3","2","5","6","31","6.2","0","0","1","34.5","34.5","99.3%"
"3","Miles Sanders","RB","PHI","2022",4,4,"ppr","3","27","134","5.0","35","2","2","2","3","22","11.0","0","0","1","29.6","29.6","96.5%"
"4","Rashaad Penny","RB","SEA","2022",4,4,"ppr","4","17","151","8.9","41","6","2","1","1","6","6.0","0","0","1","28.7","28.7","15.7%"
"5","Dameon Pierce","RB","HOU","2022",4,4,"ppr","5","14","131","9.4","75","4","1","6","6","8","1.3","0","0","1","25.9","25.9","89.0%"
"6","Christian McCaffrey","RB","SF","2022",4,4,"ppr","6","8","27","3.4","10","0","0","9","9","81","9.0","1","0","1","25.8","25.8","100.0%"
"7","Jamaal Williams","RB","DET","2022",4,4,"ppr","7","19","108","5.7","51","4","2","1","3","1","1.0","0","0","1","23.9","23.9","91.0%"
"8","Derrick Henry","RB","TEN","2022",4,4,"ppr","8","22","114","5.2","19","0","1","3","5","33","11.0","0","0","1","23.7","23.7","100.0%"
"9","Clyde Edwards-Helaire","RB","KC","2022",4,4,"ppr","9","19","92","4.8","20","1","1","1","2","2","2.0","1","0","1","22.4","22.4","40.4%"
"10","J.K. Dobbins","RB","BAL","2022",4,4,"ppr","10","13","41","3.2","16","0","1","4","4","22","5.5","1","0","1","22.3","22.3","80.2%"
"11","Nick Chubb","RB","CLE","2022",4,4,"ppr","11","19","118","6.2","28","1","1","2","3","9","4.5","0","0","1","20.7","20.7","99.9%"
"12","Leonard Fournette","RB","TB","2022",4,4,"ppr","12","3","-3","-1.0","3","0","0","7","7","57","8.1","1","0","1","18.4","18.4","96.9%"
"13","Saquon Barkley","RB","NYG","2022",4,4,"ppr","13","31","146","4.7","29","1","0","2","2","16","8.0","0","0","1","18.2","18.2","100.0%"
"14","Joe Mixon","RB","CIN","2022",4,4,"ppr","14","24","61","2.5","7","0","1","4","4","13","3.3","0","0","1","17.4","17.4","99.9%"
"15","Breece Hall","RB","NYJ","2022",4,4,"ppr","15","17","66","3.9","16","0","1","2","6","12","6.0","0","0","1","15.8","15.8","31.7%"
"16","Damien Harris","RB","NE","2022",4,4,"ppr","16","18","86","4.8","14","0","1","1","1","-2","-2.0","0","0","1","15.4","15.4","56.6%"
"17","Rex Burkhead","RB","HOU","2022",4,4,"ppr","17","0","0","0","0","0","0","5","5","39","7.8","1","0","1","14.9","14.9","12.7%"
"18","Rachaad White","RB","TB","2022",4,4,"ppr","18","3","6","2.0","4","0","1","5","5","50","10.0","0","1","1","14.6","14.6","75.9%"
"19","Aaron Jones","RB","GB","2022",4,4,"ppr","19","16","110","6.9","20","1","0","3","4","5","1.7","0","0","1","14.5","14.5","99.6%"
"20","Latavius Murray","RB","DEN","2022",4,4,"ppr","20","11","57","5.2","10","0","1","1","1","8","8.0","0","0","1","13.5","13.5","75.6%"
"21","Jeff Wilson Jr.","RB","MIA","2022",4,4,"ppr","21","18","74","4.1","32","2","1","0","0","0","0","0","0","1","13.4","13.4","76.6%"
"22","Rhamondre Stevenson","RB","NE","2022",4,4,"ppr","22","14","66","4.7","17","0","0","4","5","23","5.8","0","0","1","12.9","12.9","97.4%"
"23","Devin Singletary","RB","BUF","2022",4,4,"ppr","23","11","49","4.5","18","0","0","4","5","47","11.8","0","1","1","11.6","11.6","91.7%"
"24","Caleb Huntley","RB","ATL","2022",4,4,"ppr","24","10","56","5.6","14","0","1","0","0","0","0","0","0","1","11.6","11.6","5.3%"
"25","Tyler Allgeier","RB","ATL","2022",4,4,"ppr","25","10","84","8.4","42","3","0","1","1","20","20.0","0","0","1","11.4","11.4","35.3%"
"26","Khalil Herbert","RB","CHI","2022",4,4,"ppr","26","19","77","4.1","15","0","0","1","1","24","24.0","0","0","1","11.1","11.1","33.3%"
"27","James Conner","RB","ARI","2022",4,4,"ppr","27","15","55","3.7","8","0","0","3","3","22","7.3","0","0","1","10.7","10.7","97.8%"
"28","Dalvin Cook","RB","MIN","2022",4,4,"ppr","28","20","76","3.8","14","0","0","2","2","10","5.0","0","0","1","10.6","10.6","100.0%"
"29","Ezekiel Elliott","RB","DAL","2022",4,4,"ppr","29","19","49","2.6","7","0","0","2","2","32","16.0","0","0","1","10.1","10.1","97.0%"
"30","Raheem Mostert","RB","MIA","2022",4,4,"ppr","30","15","69","4.6","25","1","0","2","3","12","6.0","0","0","1","10.1","10.1","81.2%"
"31","Chase Edmonds","RB","DEN","2022",4,4,"ppr","31","5","6","1.2","4","0","0","2","3","14","7.0","1","0","1","10.0","10.0","23.9%"
"32","Cordarrelle Patterson","RB","ATL","2022",4,4,"ppr","32","9","38","4.2","13","0","1","0","0","0","0","0","0","1","9.8","9.8","85.6%"
"33","AJ Dillon","RB","GB","2022",4,4,"ppr","33","17","73","4.3","13","0","0","1","2","11","11.0","0","0","1","9.4","9.4","77.4%"
"34","Antonio Gibson","RB","WAS","2022",4,4,"ppr","34","13","49","3.8","11","0","0","3","3","14","4.7","0","0","1","9.3","9.3","85.6%"
"35","Kareem Hunt","RB","CLE","2022",4,4,"ppr","35","10","49","4.9","20","1","0","2","3","19","9.5","0","0","1","8.8","8.8","76.3%"
"36","Alexander Mattison","RB","MIN","2022",4,4,"ppr","36","3","3","1.0","2","0","0","1","1","15","15.0","1","0","1","8.8","8.8","27.5%"
"37","Justin Jackson","RB","DET","2022",4,4,"ppr","37","2","3","1.5","3","0","0","2","2","4","2.0","1","0","1","8.7","8.7","1.1%"
"38","Kenneth Gainwell","RB","PHI","2022",4,4,"ppr","38","5","19","3.8","10","0","1","1","2","-2","-2.0","0","0","1","8.7","8.7","11.7%"
