"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Alvin Kamara","RB","NO","2017",12,12,"ppr","1","5","87","17.4","74","1","1","6","6","101","16.8","1","0","1","36.8","36.8","99.3%"
"2","Jamaal Williams","RB","DET","2017",12,12,"ppr","2","21","66","3.1","12","0","1","4","5","69","17.3","1","0","1","29.5","29.5","91.0%"
"3","Le'Veon Bell","RB","FA","2017",12,12,"ppr","3","20","95","4.8","14","0","0","12","14","88","7.3","0","1","1","28.3","28.3","0.1%"
"4","Joe Mixon","RB","CIN","2017",12,12,"ppr","4","23","114","5.0","19","0","1","3","3","51","17.0","0","0","1","25.5","25.5","99.9%"
"5","Tevin Coleman","RB","SF","2017",12,12,"ppr","5","19","97","5.1","20","1","2","0","0","0","0","0","0","1","21.7","21.7","0.6%"
"6","Marshawn Lynch","RB","FA","2017",12,12,"ppr","6","26","67","2.6","7","0","1","3","3","43","14.3","0","0","1","20.0","20.0","0.3%"
"7","Rex Burkhead","RB","HOU","2017",12,12,"ppr","7","13","50","3.8","22","1","1","2","2","3","1.5","1","0","1","19.3","19.3","12.7%"
"8","Todd Gurley II","RB","FA","2017",12,12,"ppr","8","17","74","4.4","14","0","0","4","7","54","13.5","0","0","1","16.8","16.8","0.1%"
"9","Samaje Perine","RB","CIN","2017",12,12,"ppr","9","24","100","4.2","16","0","0","3","4","30","10.0","0","0","1","16.0","16.0","59.4%"
"10","Frank Gore","RB","FA","2017",12,12,"ppr","10","17","62","3.6","14","0","1","2","5","17","8.5","0","0","1","15.9","15.9","12.1%"
"11","Latavius Murray","RB","DEN","2017",12,12,"ppr","11","20","84","4.2","46","1","1","0","1","0","0","0","0","1","14.4","14.4","75.6%"
"12","Adrian Peterson","RB","FA","2017",12,12,"ppr","12","20","79","4.0","10","0","0","4","5","20","5.0","0","0","1","13.9","13.9","2.1%"
"13","Carlos Hyde","RB","FA","2017",12,12,"ppr","13","16","47","2.9","14","0","0","7","13","21","3.0","0","0","1","13.8","13.8","0.0%"
"14","Alex Collins","RB","FA","2017",12,12,"ppr","14","16","60","3.8","29","1","1","2","2","-3","-1.5","0","0","1","13.7","13.7","19.0%"
"15","DeMarco Murray","RB","FA","2017",12,12,"ppr","15","12","9","0.8","12","0","1","3","4","33","11.0","0","0","1","13.2","13.2","0.1%"
"16","Lamar Miller","RB","FA","2017",12,12,"ppr","16","17","51","3.0","17","0","1","1","3","7","7.0","0","0","1","12.8","12.8","0.0%"
"17","Rod Smith","RB","FA","2017",12,12,"ppr","17","9","41","4.6","9","0","1","2","2","7","3.5","0","0","1","12.8","12.8","0.0%"
"18","Peyton Barber","RB","FA","2017",12,12,"ppr","18","5","7","1.4","3","0","2","0","0","0","0","0","0","1","12.7","12.7","1.0%"
"19","Dion Lewis","RB","FA","2017",12,12,"ppr","19","15","112","7.5","25","3","0","1","2","1","1.0","0","0","1","12.3","12.3","2.0%"
"20","LeSean McCoy","RB","FA","2017",12,12,"ppr","20","22","49","2.2","14","0","0","4","4","30","7.5","0","0","1","11.9","11.9","2.0%"
"21","Melvin Gordon III","RB","KC","2017",12,12,"ppr","21","21","65","3.1","11","0","0","3","3","23","7.7","0","0","1","11.8","11.8","29.3%"
"22","Christian McCaffrey","RB","SF","2017",12,12,"ppr","22","7","62","8.9","40","1","0","2","5","35","17.5","0","0","1","11.7","11.7","100.0%"
"23","Kenyan Drake","RB","BAL","2017",12,12,"ppr","23","9","20","2.2","13","0","0","3","4","27","9.0","1","1","1","11.7","11.7","26.8%"
"24","Isaiah Crowell","RB","FA","2017",12,12,"ppr","24","16","95","5.9","27","1","0","1","2","10","10.0","0","0","1","11.5","11.5","0.1%"
"25","Jalen Richard","RB","FA","2017",12,12,"ppr","25","2","17","8.5","9","0","0","2","2","13","6.5","1","0","1","11.0","11.0","1.0%"
"26","Duke Johnson Jr.","RB","BUF","2017",12,12,"ppr","26","6","35","5.8","13","0","0","4","5","32","8.0","0","0","1","10.7","10.7","0.0%"
"27","T.J. Yeldon","RB","FA","2017",12,12,"ppr","27","3","10","3.3","6","0","0","5","6","42","8.4","0","0","1","10.2","10.2","0.0%"
"28","Austin Ekeler","RB","LAC","2017",12,12,"ppr","28","6","15","2.5","7","0","0","3","3","55","18.3","0","0","1","10.0","10.0","100.0%"
"29","Derrick Henry","RB","TEN","2017",12,12,"ppr","29","13","79","6.1","16","0","0","1","2","10","10.0","0","0","1","9.9","9.9","100.0%"
"30","Eddie Lacy","RB","FA","2017",12,12,"ppr","30","17","46","2.7","11","0","0","3","3","15","5.0","0","0","1","9.1","9.1","0.3%"
"31","Javorius Allen","RB","FA","2017",12,12,"ppr","31","5","15","3.0","10","0","1","1","1","2","2.0","0","0","1","8.7","8.7","0.1%"
"32","Jonathan Stewart","RB","FA","2017",12,12,"ppr","32","15","26","1.7","4","0","1","0","0","0","0","0","0","1","8.6","8.6","0.0%"
"33","J.D. McKissic","RB","WAS","2017",12,12,"ppr","33","4","22","5.5","14","0","0","4","7","24","6.0","0","0","1","8.6","8.6","8.4%"
"34","Danny Woodhead","RB","FA","2017",12,12,"ppr","34","4","22","5.5","10","0","0","4","4","23","5.8","0","0","1","8.5","8.5","20.6%"
"35","Damien Williams","RB","FA","2017",12,12,"ppr","35","8","38","4.8","11","0","0","3","5","14","4.7","0","0","1","8.2","8.2","1.1%"
"36","Travaris Cadet","RB","FA","2017",12,12,"ppr","36","6","28","4.7","8","0","0","3","3","21","7.0","0","0","1","7.9","7.9","0.0%"
"37","LeGarrette Blount","RB","FA","2017",12,12,"ppr","37","15","97","6.5","35","2","0","0","0","0","0","0","1","1","7.7","7.7","0.1%"
"38","DeAndre Washington","RB","FA","2017",12,12,"ppr","38","6","23","3.8","11","0","0","3","3","23","7.7","0","0","1","7.6","7.6","11.0%"
"39","Ameer Abdullah","RB","LV","2017",12,12,"ppr","39","6","14","2.3","5","0","0","3","5","29","9.7","0","0","1","7.3","7.3","3.4%"
"40","Leonard Fournette","RB","TB","2017",12,12,"ppr","40","12","25","2.1","8","0","0","3","3","17","5.7","0","0","1","7.2","7.2","96.9%"
"41","Jerick McKinnon","RB","KC","2017",12,12,"ppr","41","13","23","1.8","16","0","0","1","3","31","31.0","0","0","1","6.4","6.4","68.7%"
"42","Wayne Gallman Jr.","RB","SEA","2017",12,12,"ppr","42","9","37","4.1","9","0","0","2","2","6","3.0","0","0","1","6.3","6.3","0.1%"
"43","Charles Sims","RB","FA","2017",12,12,"ppr","43","1","3","3.0","3","0","0","3","5","26","8.7","0","0","1","5.9","5.9","0.0%"
"44","Alfred Morris","RB","FA","2017",12,12,"ppr","44","9","36","4.0","6","0","0","1","1","13","13.0","0","0","1","5.9","5.9","0.0%"
"45","Bilal Powell","RB","FA","2017",12,12,"ppr","45","9","34","3.8","14","0","0","1","1","12","12.0","0","0","1","5.6","5.6","0.0%"
"46","Mark Ingram II","RB","NO","2017",12,12,"ppr","46","11","31","2.8","7","0","0","2","3","5","2.5","0","0","1","5.6","5.6","4.3%"
"47","Devontae Booker","RB","FA","2017",12,12,"ppr","47","6","11","1.8","4","0","0","2","2","22","11.0","0","0","1","5.3","5.3","0.0%"
"48","D.J. Foster","RB","FA","2017",12,12,"ppr","48","1","4","4.0","4","0","0","3","4","18","6.0","0","0","1","5.2","5.2","0.0%"
"49","Marlon Mack","RB","DEN","2017",12,12,"ppr","49","4","11","2.8","5","0","0","2","2","20","10.0","0","0","1","5.1","5.1","5.3%"
"50","Corey Clement","RB","ARI","2017",12,12,"ppr","50","4","27","6.8","9","0","0","1","1","12","12.0","0","0","1","4.9","4.9","0.0%"
"51","Orleans Darkwa","RB","FA","2017",12,12,"ppr","51","11","30","2.7","6","0","0","1","1","9","9.0","0","0","1","4.9","4.9","0.0%"
"52","Jacquizz Rodgers","RB","FA","2017",12,12,"ppr","52","8","31","3.9","9","0","0","1","2","6","6.0","0","0","1","4.7","4.7","0.0%"
"53","Alfred Blue","RB","FA","2017",12,12,"ppr","53","8","15","1.9","6","0","0","2","2","11","5.5","0","0","1","4.6","4.6","0.0%"
"54","Elijah McGuire","RB","FA","2017",12,12,"ppr","54","5","21","4.2","9","0","0","1","1","13","13.0","0","0","1","4.4","4.4","0.0%"
"55","Jay Ajayi","RB","FA","2017",12,12,"ppr","55","5","26","5.2","30","1","0","1","2","7","7.0","0","0","1","4.3","4.3","7.0%"
"56","Byron Marshall","RB","FA","2017",12,12,"ppr","56","4","18","4.5","11","0","0","1","2","12","12.0","0","0","1","4.0","4.0","0.1%"
"57","Theo Riddick","RB","FA","2017",12,12,"ppr","57","5","20","4.0","8","0","0","1","2","10","10.0","0","0","1","4.0","4.0","0.0%"
"58","Jordan Howard","RB","FA","2017",12,12,"ppr","58","7","6","0.9","4","0","0","2","2","13","6.5","0","0","1","3.9","3.9","0.0%"
"59","Charcandrick West","RB","FA","2017",12,12,"ppr","59","0","0","0","0","0","0","3","4","7","2.3","0","0","1","3.7","3.7","0.0%"
"60","Giovani Bernard","RB","TB","2017",12,12,"ppr","60","3","12","4.0","11","0","0","1","1","15","15.0","0","0","1","3.7","3.7","0.2%"
"61","Shane Vereen","RB","FA","2017",12,12,"ppr","61","3","18","6.0","11","0","0","1","2","9","9.0","0","0","1","3.7","3.7","0.0%"
"62","Kareem Hunt","RB","CLE","2017",12,12,"ppr","62","11","17","1.5","9","0","0","1","1","9","9.0","0","0","1","3.6","3.6","76.3%"
"63","Matt Breida","RB","NYG","2017",12,12,"ppr","63","1","12","12.0","12","0","0","1","1","12","12.0","0","0","1","3.4","3.4","4.5%"
"64","Doug Martin","RB","FA","2017",12,12,"ppr","64","7","33","4.7","10","0","0","0","0","0","0","0","0","1","3.3","3.3","0.0%"
