"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Russell Wilson","QB","DEN","2019",9,9,"ppr","1","29","43","67.4","378","8.8","5","0","3","1","21","0","0","1","39.2","39.2","43.7%"
"2","Jimmy Garoppolo","QB","SF","2019",9,9,"ppr","2","28","37","75.7","317","8.6","4","0","1","3","2","0","0","1","28.9","28.9","16.2%"
"3","Lamar Jackson","QB","BAL","2019",9,9,"ppr","3","17","23","73.9","163","7.1","1","0","1","16","61","2","0","1","28.6","28.6","96.8%"
"4","Matthew Stafford","QB","LAR","2019",9,9,"ppr","4","26","41","63.4","406","9.9","3","1","2","3","6","0","1","1","25.8","25.8","29.7%"
"5","Ryan Tannehill","QB","TEN","2019",9,9,"ppr","5","27","39","69.2","331","8.5","1","2","4","4","38","1","0","1","25.0","25.0","28.5%"
"6","Ryan Fitzpatrick","QB","FA","2019",9,9,"ppr","6","24","36","66.7","288","8.0","3","0","4","5","2","0","0","1","23.7","23.7","0.0%"
"7","Kyler Murray","QB","ARI","2019",9,9,"ppr","7","17","24","70.8","241","10.0","2","0","3","5","34","0","0","1","23.0","23.0","62.1%"
"8","Dak Prescott","QB","DAL","2019",9,9,"ppr","8","22","35","62.9","257","7.3","3","1","0","3","12","0","0","1","22.5","22.5","93.5%"
"9","Kirk Cousins","QB","MIN","2019",9,9,"ppr","9","19","38","50.0","220","5.8","3","0","1","1","5","0","0","1","21.3","21.3","87.8%"
"10","Jameis Winston","QB","NO","2019",9,9,"ppr","10","29","44","65.9","335","7.6","2","0","2","2","8","0","1","1","20.2","20.2","5.6%"
"11","Deshaun Watson","QB","CLE","2019",9,9,"ppr","11","22","28","78.6","201","7.2","2","0","1","7","37","0","0","1","19.7","19.7","75.7%"
"12","Derek Carr","QB","LV","2019",9,9,"ppr","12","20","31","64.5","289","9.3","2","0","1","0","0","0","0","1","19.6","19.6","64.3%"
"13","Josh Allen","QB","BUF","2019",9,9,"ppr","13","14","20","70.0","160","8.0","1","0","2","8","12","1","0","1","17.6","17.6","100.0%"
"14","Baker Mayfield","QB","LAR","2019",9,9,"ppr","14","27","42","64.3","273","6.5","1","0","2","3","22","0","0","1","17.1","17.1","6.6%"
"15","Brandon Allen","QB","CIN","2019",9,9,"ppr","15","12","20","60.0","193","9.7","2","0","3","5","13","0","0","1","17.0","17.0","0.1%"
"16","Brian Hoyer","QB","NE","2019",9,9,"ppr","16","17","26","65.4","168","6.5","3","1","4","1","6","0","1","1","16.3","16.3","0.1%"
"17","Kyle Allen","QB","HOU","2019",9,9,"ppr","17","17","32","53.1","232","7.3","2","1","3","3","-4","0","0","1","15.9","15.9","0.7%"
"18","Carson Wentz","QB","WAS","2019",9,9,"ppr","18","26","39","66.7","239","6.1","1","0","4","4","15","0","0","1","15.1","15.1","6.5%"
"19","Matt Moore","QB","FA","2019",9,9,"ppr","19","25","35","71.4","275","7.9","1","0","5","0","0","0","0","1","15.0","15.0","0.0%"
"20","Tom Brady","QB","TB","2019",9,9,"ppr","20","30","46","65.2","285","6.2","1","1","2","0","0","0","0","1","14.4","14.4","86.0%"
"21","Sam Darnold","QB","CAR","2019",9,9,"ppr","21","27","39","69.2","260","6.7","1","1","3","2","1","0","0","1","13.5","13.5","3.9%"
"22","Aaron Rodgers","QB","GB","2019",9,9,"ppr","22","23","35","65.7","161","4.6","1","0","3","1","5","0","0","1","12.9","12.9","75.1%"
"23","Daniel Jones","QB","NYG","2019",9,9,"ppr","23","26","41","63.4","210","5.1","1","1","5","6","54","0","2","1","12.8","12.8","58.2%"
"24","Philip Rivers","QB","FA","2019",9,9,"ppr","24","21","28","75.0","294","10.5","0","0","2","3","0","0","0","1","11.8","11.8","20.6%"
"25","Mason Rudolph","QB","PIT","2019",9,9,"ppr","25","26","35","74.3","191","5.5","1","1","1","3","5","0","0","1","11.1","11.1","0.1%"
"26","Gardner Minshew II","QB","PHI","2019",9,9,"ppr","26","27","47","57.4","309","6.6","0","2","3","4","34","0","2","1","9.8","9.8","0.2%"
"27","Dwayne Haskins","QB","FA","2019",9,9,"ppr","27","15","22","68.2","144","6.5","0","0","4","3","14","0","0","1","7.2","7.2","0.1%"
"28","Mitch Trubisky","QB","PIT","2019",9,9,"ppr","28","10","21","47.6","125","6.0","0","0","3","2","15","0","0","1","6.5","6.5","0.8%"
"29","Jacoby Brissett","QB","CLE","2019",9,9,"ppr","29","4","5","80.0","59","11.8","0","0","1","2","4","0","0","1","2.8","2.8","4.8%"
