"Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","TTL","AVG"
"Jeff Smith","WR","NYJ","-","-","-","bye","-","-","-","-","-","-","-","-","-","-","2","-","-","2","2.0"
"Mark Ingram II","RB","BAL","0","2","4","1","2","2","1","bye","3","0","4","1","2","3","2","2","-","29","1.9"
"Ian Thomas","TE","CAR","1","0","0","0","0","0","bye","1","0","0","1","2","4","10","3","3","5","30","1.9"
"Kerryon Johnson","RB","DET","2","3","1","3","bye","4","1","-","-","-","-","-","-","-","-","1","0","15","1.9"
"Ty Johnson","RB","DET","0","2","2","1","bye","0","4","4","3","1","1","2","3","1","5","0","2","31","1.9"
"Donte Moncrief","WR","CAR","10","1","-","0","-","2","bye","2","-","-","0","0","0","-","-","-","-","15","1.9"
"Foster Moreau","TE","OAK","2","0","2","3","4","-","3","2","2","0","2","1","1","3","-","-","-","25","1.9"
"Derrius Guice","RB","WAS","3","-","-","-","-","-","-","-","-","bye","2","2","2","0","-","-","-","9","1.8"
"Demetrius Harris","TE","CLE","1","1","2","0","2","0","bye","3","4","2","0","2","4","-","2","3","1","27","1.8"
"Damion Ratley","WR","CLE","2","3","5","3","2","-","bye","-","-","0","0","0","0","1","2","3","3","24","1.8"
"Logan Thomas","TE","DET","0","1","1","3","bye","1","0","1","2","2","1","2","0","4","4","3","3","28","1.8"
"Keelan Doss","WR","OAK","-","0","0","1","2","-","5","-","-","-","-","-","1","3","2","-","-","14","1.8"
"Darren Sproles","RB","PHI","3","3","1","0","1","-","-","-","2","bye","-","-","-","-","-","-","-","10","1.7"
"Jesse James","TE","DET","1","4","1","1","bye","1","4","0","2","1","0","1","0","2","5","1","3","27","1.7"
"Tavon Austin","WR","DAL","1","-","-","1","1","6","1","bye","0","0","1","1","5","2","1","2","2","24","1.7"
"Matt Breida","RB","SF","1","1","3","bye","3","4","1","1","2","2","-","-","-","1","2","0","1","22","1.7"
"Michael Crabtree","WR","ARI","0","3","2","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","5","1.7"
"Darrel Williams","RB","KC","0","0","5","4","0","2","2","0","1","1","3","bye","2","-","-","-","-","20","1.7"
"Myles Gaskin","RB","MIA","-","-","-","-","bye","-","-","-","-","1","1","1","1","2","3","3","-","12","1.7"
"Jesper Horsted","TE","CHI","-","-","-","-","-","bye","-","-","-","-","-","1","1","4","3","1","0","10","1.7"
"Adam Shaheen","TE","CHI","2","3","1","2","0","bye","2","2","1","-","-","-","-","-","-","-","-","13","1.6"
"Justin Hardy","WR","ATL","5","1","1","0","1","0","2","4","bye","0","4","0","3","1","0","1","3","26","1.6"
"Derrick Henry","RB","TEN","2","3","2","1","0","3","1","1","3","2","bye","1","3","1","1","-","0","24","1.6"
"Damion Willis","WR","CIN","5","3","0","1","4","1","0","-","bye","-","1","0","1","-","-","-","-","16","1.6"
"Justin Jackson","RB","LAC","3","1","4","-","-","-","-","-","1","-","-","bye","-","0","2","-","0","11","1.6"
"Chase Edmonds","RB","ARI","1","2","2","0","4","2","4","4","-","-","-","bye","0","2","0","0","0","21","1.6"
"Wayne Gallman Jr.","RB","NYG","3","1","1","7","0","-","0","1","1","2","bye","0","-","-","-","-","-","16","1.6"
"Matt LaCosse","TE","NE","0","2","-","0","4","0","-","-","-","bye","2","1","2","4","3","1","0","19","1.6"
"C.J. Ham","RB","MIN","0","2","2","4","1","0","1","0","4","0","1","bye","2","1","3","4","1","26","1.6"
"Anthony Firkser","TE","TEN","0","0","0","-","0","1","1","5","1","4","bye","0","4","1","4","1","2","24","1.6"
"Justin Watson","WR","TB","0","0","0","1","0","0","bye","0","0","0","0","0","1","8","2","10","4","26","1.6"
"Ricky Seals-Jones","TE","CLE","-","0","2","3","1","6","bye","0","2","-","0","1","0","1","4","2","0","22","1.6"
"Ryquell Armstead","RB","JAC","1","0","0","1","1","0","1","0","5","bye","2","1","1","2","0","0","9","24","1.5"
"Deon Cain","WR","PIT","2","1","3","5","1","-","0","-","2","-","-","1","1","1","1","2","0","20","1.5"
"Peyton Barber","RB","TB","4","1","2","1","1","0","bye","3","0","1","2","1","0","2","2","0","4","24","1.5"
"Ryan Izzo","TE","NE","2","0","1","0","2","4","-","-","-","bye","-","-","-","-","-","-","-","9","1.5"
"Jake Kumerow","WR","GB","0","1","-","-","2","3","2","4","2","2","bye","1","0","0","1","1","2","21","1.5"
"Malik Turner","WR","SEA","0","3","3","0","0","1","1","1","0","2","bye","2","0","3","3","3","-","22","1.5"
"Steven Mitchell Jr.","WR","HOU","0","-","-","-","-","-","-","0","1","bye","-","-","-","-","-","-","5","6","1.5"
"Seth DeValve","TE","JAC","0","0","0","0","0","1","2","1","5","bye","-","-","-","-","2","6","1","18","1.5"
"Nick O'Leary","TE","JAC","0","1","1","1","-","1","0","1","-","bye","-","4","4","5","0","0","-","18","1.5"
"Brandon Zylstra","WR","CAR","-","-","-","-","0","0","bye","1","0","-","-","-","-","2","0","1","8","12","1.5"
"Josh Oliver","TE","JAC","-","-","-","-","-","-","0","2","2","bye","2","-","-","-","-","-","-","6","1.5"
"Kalif Raymond","WR","TEN","-","-","-","-","-","-","-","0","3","1","bye","1","1","2","2","2","-","12","1.5"
"Eric Saubert","TE","CHI","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","2","1","3","1.5"
"Robert Tonyan","TE","GB","1","0","3","1","1","-","-","-","-","-","bye","2","1","1","2","0","3","15","1.4"
"Jordan Howard","RB","PHI","3","1","1","4","0","0","2","2","1","bye","-","-","-","-","-","-","0","14","1.4"
"J.J. Arcega-Whiteside","WR","PHI","0","4","3","0","0","0","0","0","0","bye","1","5","2","3","2","2","0","22","1.4"
"Miles Boykin","WR","BAL","1","3","1","3","0","3","2","bye","1","0","2","2","0","0","1","1","2","22","1.4"
"Nick Vannett","TE","PIT","2","1","2","2","1","1","bye","2","1","1","1","0","1","0","6","1","0","22","1.4"
"Raheem Mostert","RB","SF","1","4","1","bye","0","0","0","0","0","1","3","3","2","2","2","1","2","22","1.4"
"Taysom Hill","TE","NO","2","3","1","0","0","0","2","3","bye","1","1","1","2","1","2","2","1","22","1.4"
"Robert Foster","WR","BUF","0","2","1","-","-","bye","-","1","1","1","0","1","2","4","0","1","4","18","1.4"
"Adrian Peterson","RB","WAS","0","2","3","0","0","2","0","2","1","bye","2","1","1","0","3","2","4","23","1.4"
"Ross Dwelley","TE","SF","0","0","0","bye","2","0","3","0","4","7","5","0","0","0","0","1","0","22","1.4"
"Chris Lacy","WR","DET","0","0","-","-","bye","-","-","-","-","-","-","-","0","0","2","1","7","10","1.4"
"Mack Hollins","WR","MIA","0","8","7","2","1","2","1","0","0","-","1","0","0","1","0","0","0","23","1.4"
"Riley Ridley","WR","CHI","-","-","-","-","-","bye","-","-","-","-","-","-","0","1","2","0","4","7","1.4"
"Ameer Abdullah","RB","MIN","0","0","1","3","0","0","0","0","1","0","2","bye","0","1","2","7","4","21","1.3"
"Tony Pollard","RB","DAL","0","1","3","0","0","0","0","bye","3","0","4","4","1","-","2","0","2","20","1.3"
"Sony Michel","RB","NE","0","0","1","0","3","3","2","0","2","bye","4","0","0","1","2","2","0","20","1.3"
"C.J. Prosise","RB","SEA","0","3","5","0","-","3","0","-","-","-","bye","-","-","0","1","0","-","12","1.3"
"Andre Patton","WR","LAC","-","0","-","4","0","-","0","0","0","4","1","bye","2","0","1","2","3","17","1.3"
"Cedrick Wilson Jr.","WR","DAL","-","0","1","0","-","6","0","bye","-","-","-","-","-","1","-","-","-","8","1.3"
"Hale Hentges","TE","WAS","-","-","-","-","-","0","0","1","0","bye","3","0","1","0","0","2","7","14","1.3"
"Marcedes Lewis","TE","GB","3","1","2","2","2","2","0","1","0","0","bye","0","2","1","1","1","1","19","1.2"
"Marlon Mack","RB","IND","0","3","3","0","3","bye","3","1","0","1","0","-","-","0","0","2","1","17","1.2"
"Maxx Williams","TE","ARI","1","1","0","1","1","3","1","1","2","2","0","bye","0","1","1","2","2","19","1.2"
"Ryan Switzer","WR","PIT","6","4","0","0","0","1","bye","0","0","0","-","-","-","-","-","-","-","11","1.2"
"Derek Carrier","TE","OAK","0","5","0","0","2","-","4","0","0","0","0","1","2","0","2","2","1","19","1.2"
"Tyler Kroft","TE","BUF","0","-","-","-","-","bye","0","4","1","0","1","1","0","1","1","1","4","14","1.2"
"Marvin Hall","WR","DET","-","-","0","3","bye","1","2","1","1","0","1","2","-","-","-","-","-","11","1.2"
"Brian Hill","RB","ATL","-","-","-","0","0","-","2","0","bye","2","3","4","3","0","0","0","0","14","1.2"
"Cordarrelle Patterson","RB","CHI","3","0","1","1","0","bye","3","2","1","0","0","0","0","1","4","1","0","17","1.1"
"Dontrell Hilliard","RB","CLE","2","-","0","3","0","3","bye","4","2","0","0","0","0","0","0","1","-","15","1.1"
"Rashard Higgins","WR","CLE","3","-","-","-","-","-","bye","2","1","1","0","1","3","0","0","0","-","11","1.1"
"Ty Montgomery","RB","NYJ","0","3","1","bye","0","3","1","0","0","0","1","2","1","3","1","1","0","17","1.1"
"Rashaad Penny","RB","SEA","0","1","-","-","2","-","0","0","1","0","bye","1","5","1","-","-","-","11","1.1"
"Laquon Treadwell","WR","MIN","0","-","-","0","0","1","0","1","5","1","1","bye","2","2","0","1","2","16","1.1"
"Luke Willson","TE","SEA","0","-","-","2","1","3","1","1","2","0","bye","-","-","-","-","0","-","10","1.1"
"Blake Bell","TE","KC","1","1","1","0","0","1","1","1","1","0","-","bye","1","0","2","3","2","15","1.0"
"Frank Gore","RB","BUF","0","2","2","1","2","bye","1","0","0","1","2","0","1","0","0","0","4","16","1.0"
"Chris Herndon IV","TE","NYJ","0","-","-","bye","-","-","-","-","-","2","-","-","-","-","-","-","-","2","1.0"
"Roosevelt Nix","RB","PIT","0","-","-","-","-","-","bye","2","1","-","-","-","-","-","-","-","-","3","1.0"
"Carlos Hyde","RB","HOU","1","0","0","5","1","1","1","1","0","bye","1","0","1","3","0","1","0","16","1.0"
"Byron Pringle","WR","KC","0","0","1","1","8","4","0","0","0","0","1","bye","0","1","0","0","0","16","1.0"
"Ben Braunecker","TE","CHI","0","3","0","0","0","bye","0","0","0","1","3","4","-","-","-","-","-","11","1.0"
"Jaleel Scott","WR","BAL","-","-","-","-","-","0","0","bye","-","-","-","-","-","-","-","-","3","3","1.0"
"C.J. Board","WR","JAC","-","-","-","-","-","-","0","-","3","bye","-","-","-","-","1","-","0","4","1.0"
"Chad Williams","WR","IND","-","-","-","-","-","bye","-","-","-","-","-","-","-","1","-","-","-","1","1.0"
"Travis Fulgham","WR","DET","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","0","2","1","3","1.0"
"Codey McElroy","TE","TB","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","1","-","1","1.0"
"Alexander Mattison","RB","MIN","0","0","0","1","0","0","0","2","1","1","0","bye","5","2","-","-","-","12","0.9"
"Luke Stocker","TE","ATL","1","1","4","1","0","1","0","1","bye","0","0","1","-","1","1","1","1","14","0.9"
"Justice Hill","RB","BAL","0","2","3","2","0","0","0","bye","1","0","1","0","0","0","0","4","2","15","0.9"
"Virgil Green","TE","LAC","1","2","0","-","1","2","1","1","0","0","1","bye","1","1","0","1","1","13","0.9"
"Andy Isabella","WR","ARI","0","-","0","0","0","0","2","0","1","3","4","bye","1","1","1","0","0","13","0.9"
"Johnny Holton","WR","PIT","2","1","0","0","1","1","bye","0","1","0","7","0","0","0","2","0","0","15","0.9"
"Durham Smythe","TE","MIA","0","1","1","0","bye","0","1","0","0","0","0","2","3","1","0","2","3","14","0.9"
"DeAndre Carter","WR","HOU","1","0","0","0","0","0","0","3","1","bye","0","0","0","0","0","2","7","14","0.9"
"Wendell Smallwood","RB","WAS","0","2","0","1","0","0","1","2","3","bye","3","1","-","0","0","0","0","13","0.9"
"Stanley Morgan Jr.","WR","CIN","-","-","-","-","2","0","0","1","bye","4","0","0","2","1","0","0","-","10","0.9"
"DeAndrew White","WR","CAR","-","-","-","-","-","-","bye","1","0","0","0","0","0","0","0","3","5","9","0.9"
"Trevor Davis","WR","MIA","1","0","-","0","4","-","2","2","0","0","0","2","0","-","0","0","0","11","0.8"
"Darwin Thompson","RB","KC","1","0","0","0","-","0","-","1","-","1","-","bye","0","5","1","0","1","10","0.8"
"Braxton Berrios","WR","NYJ","0","0","6","bye","0","0","1","0","0","0","0","1","2","1","0","0","2","13","0.8"
"Trent Sherfield","WR","ARI","0","0","1","3","3","1","1","2","0","2","0","bye","0","0","0","0","0","13","0.8"
"Marcell Ateman","WR","OAK","0","-","-","-","0","-","1","-","1","0","0","1","0","0","0","0","7","10","0.8"
"Jordan Wilkins","RB","IND","0","1","0","1","0","bye","1","0","2","0","-","0","3","0","3","0","-","11","0.8"
"Danny Vitale","RB","GB","0","0","1","3","1","0","2","0","0","1","bye","1","1","1","0","1","-","12","0.8"
"Travis Homer","RB","SEA","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","8","5","13","0.8"
"Troy Fumagalli","TE","DEN","0","1","0","-","-","-","-","-","1","bye","3","0","0","1","1","0","2","9","0.8"
"Andrew Beck","TE","DEN","0","0","1","0","1","0","1","0","0","bye","0","1","1","1","3","1","2","12","0.8"
"Stephen Carlson","TE","CLE","-","-","-","-","-","-","bye","-","1","0","1","1","2","1","0","1","0","7","0.8"
"Khari Blasingame","RB","TEN","-","-","-","-","-","-","-","-","-","-","bye","0","0","2","1","1","1","5","0.8"
"Alexander Hollins","WR","MIN","-","-","-","-","-","-","-","-","-","-","-","bye","0","1","0","0","3","4","0.8"
"Mike Davis","RB","CAR","7","0","0","-","0","-","0","1","0","-","-","-","0","0","0","0","0","8","0.7"
"Chad Beebe","WR","MIN","1","1","0","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","2","0.7"
"Patrick Ricard","RB","BAL","1","1","0","0","0","1","0","bye","1","0","3","0","2","0","2","0","0","11","0.7"
"Drew Sample","TE","CIN","0","3","0","0","0","1","1","0","bye","1","-","-","-","-","-","-","-","6","0.7"
"Mo Alie-Cox","TE","IND","1","1","2","0","2","bye","0","0","1","1","0","0","0","1","0","1","1","11","0.7"
"Brandon Bolden","RB","NE","0","-","3","0","1","2","4","1","0","bye","0","0","0","0","0","0","0","11","0.7"
"Daniel Brown","TE","NYJ","0","0","0","bye","0","0","0","0","0","0","1","0","1","2","2","1","4","11","0.7"
"Bo Scarbrough","RB","DET","-","-","-","-","bye","-","-","-","-","-","0","1","0","3","-","0","0","4","0.7"
"Jalen Guyton","WR","LAC","-","-","-","-","-","-","-","-","-","-","-","bye","0","2","-","0","-","2","0.7"
"Kenjon Barner","RB","ATL","0","0","1","-","-","0","1","0","bye","0","0","2","2","0","2","0","0","8","0.6"
"Reggie Bonnafon","RB","CAR","0","0","0","0","1","0","bye","3","1","0","3","0","0","0","0","0","2","10","0.6"
"Nick Bawden","RB","DET","1","0","1","2","bye","1","0","0","0","1","0","-","-","-","-","-","-","6","0.6"
"Richie James Jr.","WR","SF","2","4","2","bye","0","0","1","0","0","0","1","0","0","0","0","0","0","10","0.6"
"Andy Janovich","RB","DEN","0","-","-","0","0","1","1","2","0","bye","1","-","-","-","-","-","-","5","0.6"
"Devontae Booker","RB","DEN","0","0","0","0","0","0","0","0","1","bye","2","0","0","2","0","2","2","9","0.6"
"Tyler Conklin","TE","MIN","0","0","0","0","0","0","0","0","0","1","3","bye","2","3","0","0","1","10","0.6"
"Austin Carr","WR","NO","0","-","0","0","0","0","2","2","bye","-","-","-","-","-","-","-","-","4","0.6"
"Trey Edmunds","RB","PIT","0","-","-","-","-","0","bye","0","0","3","3","0","0","1","0","0","0","7","0.6"
"KhaDarel Hodge","WR","CLE","0","0","0","0","0","0","bye","0","1","0","2","1","0","1","1","2","2","10","0.6"
"Jaeden Graham","TE","ATL","0","0","0","0","0","1","0","1","bye","0","2","2","4","0","0","0","0","10","0.6"
"Lance Kendricks","TE","LAC","-","-","2","3","1","0","0","-","0","1","-","bye","0","0","0","0","0","7","0.6"
"Jonathan Williams","RB","IND","-","-","-","-","0","bye","-","-","-","0","1","3","1","0","0","0","0","5","0.6"
"Tanner Hudson","TE","TB","-","-","-","-","-","-","bye","1","2","0","0","0","0","0","1","-","1","5","0.6"
"J.P. Holtz","TE","CHI","0","-","0","1","2","bye","0","0","0","0","0","0","0","3","1","1","0","8","0.5"
"MyCole Pruitt","TE","TEN","1","0","0","0","0","0","0","1","0","0","bye","1","0","1","0","2","2","8","0.5"
"Darrell Henderson Jr.","RB","LAR","0","-","-","0","0","2","1","3","bye","0","0","0","0","0","0","0","-","6","0.5"
"Gunner Olszewski","WR","NE","0","0","0","0","0","3","1","0","-","bye","-","-","-","-","-","-","-","4","0.5"
"Jordan Thomas","TE","HOU","0","-","-","-","-","-","-","-","-","bye","-","0","0","0","0","-","3","3","0.5"
"Sean Culkin","TE","LAC","0","0","1","1","-","-","-","-","-","-","-","bye","-","-","-","-","-","2","0.5"
"Jeff Wilson Jr.","RB","SF","0","0","1","bye","-","0","0","0","1","-","1","1","1","-","0","-","-","5","0.5"
"Johnny Mundt","TE","LAR","0","-","0","-","0","0","1","0","bye","1","0","0","1","0","3","0","1","7","0.5"
"Diontae Spencer","WR","DEN","0","0","0","1","0","0","1","2","3","bye","0","1","0","0","0","0","0","8","0.5"
"Andre Roberts","WR","BUF","-","-","0","1","0","bye","1","0","0","3","0","0","0","0","2","0","-","7","0.5"
"Jakob Johnson","RB","NE","-","-","0","0","2","0","-","-","-","bye","-","-","-","-","-","-","-","2","0.5"
"Devine Ozigbo","RB","JAC","-","-","-","-","0","0","-","-","0","bye","0","0","0","0","0","0","5","5","0.5"
"Olamide Zaccheaus","WR","ATL","-","-","-","-","-","0","-","0","bye","0","0","0","1","2","0","0","2","5","0.5"
"Jason Moore Jr.","WR","LAC","-","-","-","-","-","2","0","0","0","1","1","bye","-","0","0","0","1","5","0.5"
"Isaac Nauta","TE","DET","-","-","-","-","bye","-","-","-","-","-","-","0","0","1","2","0","0","3","0.5"
"Cyril Grayson Jr.","WR","TB","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","0","1","1","0.5"
"Gus Edwards","RB","BAL","0","0","2","1","1","0","0","bye","0","0","0","0","1","0","0","1","1","7","0.4"
"Tyler Ervin","RB","GB","0","0","0","0","-","-","0","0","-","-","bye","-","-","0","0","1","3","4","0.4"
"D'Ernest Johnson","RB","CLE","2","4","0","0","1","0","bye","0","0","0","0","0","0","0","0","0","0","7","0.4"
"Malcolm Brown","RB","LAR","0","1","1","1","0","0","-","-","bye","0","0","0","1","0","0","1","1","6","0.4"
"Patrick DiMarco","RB","BUF","2","1","0","0","0","bye","1","1","0","1","0","0","0","0","1","0","0","7","0.4"
"Chris Moore","WR","BAL","0","0","0","1","0","3","1","bye","0","-","-","0","0","0","0","0","0","5","0.4"
"Antony Auclair","TE","TB","0","0","1","0","0","0","bye","0","2","-","-","-","-","-","-","-","-","3","0.4"
"Deon Yelder","TE","KC","0","-","0","2","0","0","0","0","0","1","1","bye","-","-","-","-","-","4","0.4"
"Cam Sims","WR","WAS","0","-","-","-","0","-","-","-","-","bye","0","-","0","0","0","1","2","3","0.4"
"Deonte Harty","WR","NO","0","1","0","0","0","0","0","2","bye","0","-","-","0","1","1","1","0","6","0.4"
"Alec Ingold","RB","OAK","0","0","0","0","0","-","0","0","0","1","0","0","2","0","3","0","0","6","0.4"
"Michael Walker","WR","JAC","-","-","-","-","-","-","-","-","0","bye","0","0","2","1","0","0","-","3","0.4"
"Cody Hollister","WR","TEN","-","-","-","-","-","-","-","-","-","0","bye","-","2","0","0","0","-","2","0.4"
"Pharaoh Brown","TE","CLE","0","1","0","1","0","1","bye","0","-","0","0","-","-","-","-","-","-","3","0.3"
"Lee Smith","TE","BUF","0","1","1","0","1","bye","1","1","0","0","0","0","0","0","0","0","0","5","0.3"
"Derek Watt","RB","LAC","0","2","0","1","1","0","0","0","0","1","0","bye","0","0","0","0","0","5","0.3"
"Elijhaa Penny","RB","NYG","0","0","0","0","1","2","0","0","0","0","bye","0","1","0","0","0","0","4","0.3"
"Cody Core","WR","NYG","0","5","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","5","0.3"
"T.J. Logan","RB","TB","0","0","0","0","0","0","bye","0","1","1","1","0","0","-","-","-","-","3","0.3"
"Dwayne Harris","WR","OAK","1","0","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-","1","0.3"
"Jay Ajayi","RB","PHI","0","-","-","-","-","-","-","-","-","bye","-","0","0","1","-","-","-","1","0.3"
"Mike Thomas","WR","LAR","0","0","0","0","0","0","0","1","bye","0","3","0","0","0","1","0","0","5","0.3"
"Mike Boone","RB","MIN","0","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","1","3","4","0.3"
"Benny Snell Jr.","RB","PIT","0","0","0","1","0","1","bye","0","-","-","-","1","1","0","0","0","0","4","0.3"
"Keith Smith","RB","ATL","0","0","0","0","0","0","1","0","bye","0","0","0","1","0","0","1","1","4","0.3"
"Taywan Taylor","WR","CLE","-","1","0","0","-","-","bye","-","-","-","-","-","-","-","0","-","-","1","0.3"
"John Ursua","WR","SEA","-","0","-","-","-","-","-","-","-","-","bye","-","-","-","0","-","1","1","0.3"
"Darrius Shepherd","WR","GB","-","-","0","0","0","2","0","0","-","-","bye","-","-","-","-","-","-","2","0.3"
"Zach Gentry","TE","PIT","-","-","0","0","-","0","bye","-","-","-","-","-","-","-","1","-","-","1","0.3"
"Darrell Daniels","TE","ARI","-","-","0","-","0","0","0","1","0","0","1","bye","0","0","-","1","-","3","0.3"
"Paul Perkins","RB","DET","-","-","-","-","bye","0","-","0","0","1","-","-","-","-","-","-","-","1","0.3"
"Qadree Ollison","RB","ATL","-","-","-","-","-","-","-","-","bye","0","1","1","0","0","0","0","0","2","0.3"
"Charles Jones","TE","JAC","-","-","-","-","-","-","-","-","-","bye","-","0","0","0","-","-","1","1","0.3"
"Anthony Sherman","RB","KC","1","0","0","0","1","0","0","0","0","0","0","bye","1","0","0","0","0","3","0.2"
"Cethan Carter","TE","CIN","0","0","0","0","0","0","0","0","bye","0","0","0","-","0","2","0","1","3","0.2"
"Jamal Agnew","WR","DET","0","0","0","0","bye","0","0","0","0","0","0","-","-","-","0","0","2","2","0.2"
"Tyrone Swoopes","TE","SEA","0","-","-","-","-","-","-","-","-","-","bye","0","0","0","0","-","1","1","0.2"
"Troymaine Pope","RB","LAC","0","-","0","2","0","0","0","0","-","0","1","bye","0","0","0","0","0","3","0.2"
"Levine Toilolo","TE","SF","0","0","0","bye","0","1","1","0","0","0","0","-","-","-","0","0","0","2","0.2"
"Trevon Wesco","TE","NYJ","0","0","0","bye","0","0","0","0","0","1","0","0","0","0","0","1","1","3","0.2"
"Lil'Jordan Humphrey","WR","NO","-","-","0","1","-","0","0","-","bye","-","-","-","-","-","-","-","0","1","0.2"
"Ashton Dulin","WR","IND","-","-","-","0","0","bye","0","0","0","0","0","0","1","0","1","0","0","2","0.2"
"Fred Brown","WR","DEN","-","-","-","0","0","1","0","2","0","bye","0","0","0","0","0","0","0","3","0.2"
"Jace Sternberger","TE","GB","-","-","-","-","-","-","-","-","0","0","bye","-","0","1","0","-","0","1","0.2"
"Kerrith Whyte Jr.","RB","PIT","-","-","-","-","-","-","bye","-","-","-","-","0","0","1","0","0","0","1","0.2"
"Alex Armah Jr.","RB","CAR","0","0","1","0","1","0","bye","0","0","0","0","0","0","0","0","0","0","2","0.1"
"Chris Manhertz","TE","CAR","0","0","0","0","-","0","bye","0","0","0","0","0","0","1","0","0","0","1","0.1"
"Eric Tomlinson","TE","OAK","0","0","0","-","-","-","1","0","-","-","-","-","-","-","0","0","0","1","0.1"
"Dalton Schultz","TE","DAL","0","0","0","0","0","1","0","bye","0","0","0","0","0","0","0","1","0","2","0.1"
"Justin Hardee","WR","NO","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","1","0","1","0.1"
"Dwayne Washington","RB","NO","0","0","0","0","0","0","1","0","bye","0","0","0","0","0","0","0","0","1","0.1"
"Michael Burton","RB","WAS","0","-","-","-","-","-","0","0","0","bye","1","0","0","0","0","0","0","1","0.1"
"Taiwan Jones","RB","HOU","0","-","-","0","0","-","0","0","0","bye","0","0","0","-","-","0","1","1","0.1"
"Ventell Bryant","WR","DAL","-","-","-","-","0","0","0","bye","0","0","0","0","1","0","0","0","0","1","0.1"
"Senorise Perry","RB","BUF","-","-","-","-","-","bye","0","0","0","0","0","0","0","0","0","0","1","1","0.1"
"Krishawn Hogan","WR","NO","-","-","-","-","-","-","-","0","bye","0","0","0","0","0","0","1","-","1","0.1"
"Ray-Ray McCloud","WR","CAR","0","0","0","0","0","0","bye","-","-","-","-","-","-","-","-","-","-","0","0.0"
"JoJo Natson","WR","LAR","0","0","0","0","0","0","0","0","bye","0","0","0","0","-","-","-","-","0","0.0"
"Samaje Perine","RB","MIA","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","0","0","0.0"
"Rob Gronkowski","TE","NE","0","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","0","0.0"
"Lamar Miller","RB","HOU","0","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","0","0.0"
"James Develin","RB","NE","0","0","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","0","0.0"
"Logan Paulsen","TE","ATL","0","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","0","0.0"
"Jason Croom","TE","BUF","0","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","-","-","0","0.0"
"Jordan Reed","TE","WAS","0","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","0","0.0"
"A.J. Green","WR","CIN","0","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","0","0.0"
"Garrett Celek","TE","SF","0","-","-","bye","-","-","-","-","-","0","0","0","0","0","-","-","-","0","0.0"
"Rod Smith","RB","OAK","0","-","-","-","-","-","-","0","0","0","-","-","-","-","0","0","0","0","0.0"
"Equanimeous St. Brown","WR","GB","0","-","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","0","0.0"
"Corey Clement","RB","PHI","0","0","-","0","0","-","-","-","-","bye","-","-","-","-","-","-","-","0","0.0"
"Marcus Kemp","WR","KC","0","-","-","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","0","0.0"
"Matthew Slater","WR","NE","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0.0"
"Alex Collins","RB","BAL","0","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","0","0.0"
"Keith Kirkwood","WR","NO","0","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","0","0.0"
"Buddy Howell","RB","HOU","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0.0"
"Noah Brown","WR","DAL","0","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","0","0.0"
"Marshawn Lynch","RB","SEA","0","-","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","0","0","0.0"
"Corey Coleman","WR","NYG","0","-","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","0","0.0"
"James Winchester","TE","KC","0","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0.0"
"Beau Brinkley","TE","TEN","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","0.0"
"Clark Harris","TE","CIN","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0.0"
"River Cracraft","WR","DEN","0","0","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","0","0.0"
"Mason Schreck","TE","CIN","0","-","-","-","-","-","-","-","bye","-","-","-","0","-","0","-","-","0","0.0"
