"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Nick Chubb","RB","CLE","2022",2,2,"ppr","1","17","87","5.1","22","1","3","3","3","26","8.7","0","0","1","32.3","32.3","99.9%"
"2","Aaron Jones","RB","GB","2022",2,2,"ppr","2","15","132","8.8","36","2","1","3","3","38","12.7","1","0","1","32.0","32.0","99.6%"
"3","Tony Pollard","RB","DAL","2022",2,2,"ppr","3","9","43","4.8","17","0","1","4","7","55","13.8","0","0","1","19.8","19.8","96.8%"
"4","Austin Ekeler","RB","LAC","2022",2,2,"ppr","4","14","39","2.8","8","0","0","9","10","55","6.1","0","0","1","18.4","18.4","100.0%"
"5","Christian McCaffrey","RB","SF","2022",2,2,"ppr","5","15","102","6.8","49","3","0","4","5","26","6.5","0","0","1","16.8","16.8","100.0%"
"6","D'Andre Swift","RB","DET","2022",2,2,"ppr","6","5","56","11.2","50","4","0","2","5","31","15.5","1","0","1","16.7","16.7","97.8%"
"7","Damien Harris","RB","NE","2022",2,2,"ppr","7","15","71","4.7","16","0","1","2","2","16","8.0","0","0","1","16.7","16.7","56.6%"
"8","Clyde Edwards-Helaire","RB","KC","2022",2,2,"ppr","8","8","74","9.3","52","4","0","4","4","44","11.0","0","0","1","15.8","15.8","40.4%"
"9","James Robinson","RB","NYJ","2022",2,2,"ppr","9","23","64","2.8","37","2","1","2","2","14","7.0","0","0","1","15.8","15.8","39.4%"
"10","David Montgomery","RB","CHI","2022",2,2,"ppr","10","15","122","8.1","28","1","0","2","2","14","7.0","0","0","1","15.6","15.6","95.6%"
"11","Darrel Williams","RB","ARI","2022",2,2,"ppr","11","8","59","7.4","30","2","1","2","3","3","1.5","0","0","1","14.2","14.2","1.5%"
"12","Najee Harris","RB","PIT","2022",2,2,"ppr","12","15","49","3.3","8","0","0","5","6","40","8.0","0","0","1","13.9","13.9","97.4%"
"13","J.D. McKissic","RB","WAS","2022",2,2,"ppr","13","3","9","3.0","4","0","0","7","7","54","7.7","0","0","1","13.3","13.3","8.4%"
"14","Breece Hall","RB","NYJ","2022",2,2,"ppr","14","7","50","7.1","23","1","0","1","1","10","10.0","1","0","1","13.0","13.0","31.7%"
"15","Jeff Wilson Jr.","RB","MIA","2022",2,2,"ppr","15","18","84","4.7","16","0","0","2","2","19","9.5","0","0","1","12.3","12.3","76.6%"
"16","Antonio Gibson","RB","WAS","2022",2,2,"ppr","16","14","28","2.0","8","0","1","2","4","13","6.5","0","0","1","12.1","12.1","85.6%"
"17","Saquon Barkley","RB","NYG","2022",2,2,"ppr","17","21","72","3.4","16","0","0","3","4","16","5.3","0","0","1","11.8","11.8","100.0%"
"18","Miles Sanders","RB","PHI","2022",2,2,"ppr","18","17","80","4.7","12","0","0","3","3","6","2.0","0","0","1","11.6","11.6","96.5%"
"19","Joe Mixon","RB","CIN","2022",2,2,"ppr","19","19","57","3.0","10","0","0","3","4","26","8.7","0","0","1","11.3","11.3","99.9%"
"20","Raheem Mostert","RB","MIA","2022",2,2,"ppr","20","11","51","4.6","11","0","0","3","3","28","9.3","0","0","1","10.9","10.9","81.2%"
"21","Darrell Henderson Jr.","RB","FA","2022",2,2,"ppr","21","10","47","4.7","13","0","1","0","0","0","0","0","0","1","10.7","10.7","25.4%"
"22","Michael Carter","RB","NYJ","2022",2,2,"ppr","22","7","23","3.3","8","0","0","5","5","27","5.4","0","0","1","10.0","10.0","73.8%"
"23","Reggie Gilliam","RB","BUF","2022",2,2,"ppr","23","0","0","0","0","0","0","2","3","17","8.5","1","0","1","9.7","9.7","0.1%"
"24","Jerick McKinnon","RB","KC","2022",2,2,"ppr","24","4","12","3.0","5","0","0","2","2","4","2.0","1","0","1","9.6","9.6","68.7%"
"25","Javonte Williams","RB","DEN","2022",2,2,"ppr","25","15","75","5.0","17","0","0","1","4","10","10.0","0","0","1","9.5","9.5","24.5%"
"26","Leonard Fournette","RB","TB","2022",2,2,"ppr","26","24","65","2.7","13","0","0","2","4","9","4.5","0","0","1","9.4","9.4","96.9%"
"27","Kareem Hunt","RB","CLE","2022",2,2,"ppr","27","13","58","4.5","13","0","0","2","2","16","8.0","0","0","1","9.4","9.4","76.3%"
"28","Josh Jacobs","RB","LV","2022",2,2,"ppr","28","19","69","3.6","13","0","0","1","1","12","12.0","0","0","1","9.1","9.1","99.3%"
"29","Dameon Pierce","RB","HOU","2022",2,2,"ppr","29","15","69","4.6","12","0","0","1","1","8","8.0","0","0","1","8.7","8.7","89.0%"
"30","Derrick Henry","RB","TEN","2022",2,2,"ppr","30","13","25","1.9","9","0","1","0","0","0","0","0","0","1","8.5","8.5","100.0%"
"31","Travis Etienne Jr.","RB","JAC","2022",2,2,"ppr","31","9","20","2.2","6","0","0","3","3","33","11.0","0","0","1","8.3","8.3","97.9%"
"32","Travis Homer","RB","SEA","2022",2,2,"ppr","32","2","9","4.5","5","0","0","4","4","33","8.3","0","0","1","8.2","8.2","22.6%"
"33","Cam Akers","RB","LAR","2022",2,2,"ppr","33","15","44","2.9","8","0","0","2","3","18","9.0","0","0","1","8.2","8.2","67.5%"
"34","Eno Benjamin","RB","NO","2022",2,2,"ppr","34","8","31","3.9","7","0","0","3","4","20","6.7","0","0","1","8.1","8.1","11.7%"
"35","AJ Dillon","RB","GB","2022",2,2,"ppr","35","18","61","3.4","11","0","0","1","3","6","6.0","0","0","1","7.7","7.7","77.4%"
"36","Nyheim Hines","RB","BUF","2022",2,2,"ppr","36","1","0","0.0","0","0","0","4","5","37","9.3","0","0","1","7.7","7.7","29.1%"
"37","Dalvin Cook","RB","MIN","2022",2,2,"ppr","37","6","17","2.8","6","0","0","4","6","19","4.8","0","0","1","7.6","7.6","100.0%"
"38","Jonathan Taylor","RB","IND","2022",2,2,"ppr","38","9","54","6.0","21","2","0","1","1","9","9.0","0","0","1","7.3","7.3","100.0%"
"39","James Conner","RB","ARI","2022",2,2,"ppr","39","7","25","3.6","6","0","0","2","4","26","13.0","0","0","1","7.1","7.1","97.8%"
"40","Zander Horvath","RB","LAC","2022",2,2,"ppr","40","0","0","0","0","0","0","1","2","1","1.0","1","0","1","7.1","7.1","0.0%"
"41","Jamaal Williams","RB","DET","2022",2,2,"ppr","41","12","53","4.4","12","0","0","1","1","7","7.0","0","0","1","7.0","7.0","91.0%"
"42","Melvin Gordon III","RB","KC","2022",2,2,"ppr","42","10","47","4.7","9","0","0","1","1","6","6.0","0","0","1","6.3","6.3","29.3%"
"43","Mark Ingram II","RB","NO","2022",2,2,"ppr","43","10","58","5.8","12","0","0","2","2","3","1.5","0","1","1","6.1","6.1","4.3%"
"44","Rhamondre Stevenson","RB","NE","2022",2,2,"ppr","44","9","47","5.2","8","0","0","1","2","4","4.0","0","0","1","6.1","6.1","97.4%"
"45","Kyle Juszczyk","RB","SF","2022",2,2,"ppr","45","2","1","0.5","1","0","1","0","1","0","0","0","0","1","6.1","6.1","0.4%"
"46","Ezekiel Elliott","RB","DAL","2022",2,2,"ppr","46","15","53","3.5","11","0","0","1","2","-4","-4.0","0","0","1","5.9","5.9","97.0%"
"47","James Cook","RB","BUF","2022",2,2,"ppr","47","11","53","4.8","33","2","0","0","1","0","0","0","0","1","5.3","5.3","50.2%"
"48","Khalil Herbert","RB","CHI","2022",2,2,"ppr","48","4","38","9.5","27","1","0","1","1","3","3.0","0","0","1","5.1","5.1","33.3%"
"49","Chase Edmonds","RB","DEN","2022",2,2,"ppr","49","5","33","6.6","28","1","0","1","3","8","8.0","0","0","1","5.1","5.1","23.9%"
"50","Hassan Haskins","RB","TEN","2022",2,2,"ppr","50","9","37","4.1","9","0","0","1","1","0","0.0","0","0","1","4.7","4.7","0.6%"
"51","Alexander Mattison","RB","MIN","2022",2,2,"ppr","51","2","8","4.0","5","0","0","3","5","6","2.0","0","0","1","4.4","4.4","27.5%"
"52","Devin Singletary","RB","BUF","2022",2,2,"ppr","52","6","19","3.2","16","0","0","2","3","2","1.0","0","0","1","4.1","4.1","91.7%"
"53","Cordarrelle Patterson","RB","ATL","2022",2,2,"ppr","53","10","41","4.1","11","0","0","0","1","0","0","0","0","1","4.1","4.1","85.6%"
"54","Tony Jones Jr.","RB","SEA","2022",2,2,"ppr","54","2","8","4.0","6","0","0","2","2","12","6.0","0","0","1","4.0","4.0","8.3%"
"55","Craig Reynolds","RB","DET","2022",2,2,"ppr","55","3","16","5.3","11","0","0","1","1","13","13.0","0","0","1","3.9","3.9","0.5%"
"56","Alec Ingold","RB","MIA","2022",2,2,"ppr","56","1","1","1.0","1","0","0","2","2","15","7.5","0","0","1","3.6","3.6","0.1%"
"57","Joshua Kelley","RB","LAC","2022",2,2,"ppr","57","4","22","5.5","8","0","0","1","2","3","3.0","0","0","1","3.5","3.5","4.5%"
"58","Kenneth Walker III","RB","SEA","2022",2,2,"ppr","58","4","10","2.5","8","0","0","2","3","5","2.5","0","0","1","3.5","3.5","96.2%"
"59","Ameer Abdullah","RB","LV","2022",2,2,"ppr","59","0","0","0","0","0","0","1","1","23","23.0","0","0","1","3.3","3.3","3.4%"
"60","Tyrion Davis-Price","RB","SF","2022",2,2,"ppr","60","14","33","2.4","20","1","0","0","0","0","0","0","0","1","3.3","3.3","1.0%"
"61","Boston Scott","RB","PHI","2022",2,2,"ppr","61","4","19","4.8","16","0","0","1","1","2","2.0","0","0","1","3.1","3.1","1.3%"
