"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Matt Bryant","K","FA","2018",11,11,"ppr",1,4,4,100,53,0,1,0,2,1,1,1,1,17,17,"1.1%"
"2","Ka'imi Fairbairn","K","HOU","2018",11,11,"ppr",2,3,5,60,54,0,1,1,0,1,2,2,1,13,13,"2.0%"
"3","Brett Maher","K","DAL","2018",11,11,"ppr",3,3,3,100,50,0,1,0,1,1,1,2,1,13,13,"75.1%"
"4","Wil Lutz","K","NO","2018",11,11,"ppr",4,2,2,100,38,1,0,1,0,0,6,6,1,12,12,"8.0%"
"5","Justin Tucker","K","BAL","2018",11,11,"ppr",5,3,3,100,56,0,2,0,0,1,1,1,1,12,12,"99.0%"
"6","Greg Zuerlein","K","NYJ","2018",11,11,"ppr",6,2,2,100,33,0,1,1,0,0,6,7,1,12,12,"15.9%"
"7","Josh Lambo","K","FA","2018",11,11,"ppr",7,3,3,100,48,0,0,1,2,0,1,1,1,12,12,"0.0%"
"8","Michael Badgley","K","DET","2018",11,11,"ppr",8,3,3,100,46,0,0,1,2,0,1,2,1,12,12,"27.0%"
"9","Daniel Carlson","K","LV","2018",11,11,"ppr",9,3,3,100,49,0,1,1,1,0,2,2,1,12,12,"96.6%"
"10","Cody Parkey","K","FA","2018",11,11,"ppr",10,3,3,100,48,0,0,1,2,0,0,0,1,11,11,"0.0%"
"11","Sebastian Janikowski","K","FA","2018",11,11,"ppr",11,2,2,100,43,0,0,1,1,0,3,3,1,10,10,"20.0%"
"12","Matt Prater","K","ARI","2018",11,11,"ppr",12,2,2,100,54,0,0,1,0,1,2,2,1,10,10,"14.9%"
"13","Aldrick Rosas","K","FA","2018",11,11,"ppr",13,1,1,100,52,0,0,0,0,1,5,5,1,10,10,"0.0%"
"14","Harrison Butker","K","KC","2018",11,11,"ppr",14,1,1,100,21,0,1,0,0,0,6,7,1,9,9,"91.8%"
"15","Adam Vinatieri","K","FA","2018",11,11,"ppr",15,1,1,100,22,0,1,0,0,0,5,5,1,8,8,"0.2%"
"16","Dan Bailey","K","FA","2018",11,11,"ppr",16,2,2,100,36,0,0,2,0,0,0,0,1,6,6,"0.0%"
"17","Mason Crosby","K","GB","2018",11,11,"ppr",17,1,2,50,36,0,0,1,0,0,3,3,1,6,6,"3.2%"
"18","Ryan Succop","K","TB","2018",11,11,"ppr",18,1,1,100,42,0,0,0,1,0,1,1,1,5,5,"34.3%"
"19","Cairo Santos","K","CHI","2018",11,11,"ppr",19,0,0,0,0,0,0,0,0,0,5,5,1,5,5,"13.3%"
"20","Brandon McManus","K","DEN","2018",11,11,"ppr",20,1,1,100,34,0,0,1,0,0,2,2,1,5,5,"36.0%"
"21","Dustin Hopkins","K","LAC","2018",11,11,"ppr",21,0,1,0,0,0,0,0,0,0,3,3,1,3,3,"2.7%"
"22","Randy Bullock","K","TEN","2018",11,11,"ppr",22,0,1,0,0,0,0,0,0,0,3,3,1,3,3,"1.5%"
"23","Matt McCrane","K","FA","2018",11,11,"ppr",23,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"0.0%"
"24","Chris Boswell","K","PIT","2018",11,11,"ppr",24,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"14.1%"
"25","Jake Elliott","K","PHI","2018",11,11,"ppr",25,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"27.9%"
"26","Graham Gano","K","NYG","2018",11,11,"ppr",26,0,1,0,0,0,0,0,0,0,1,2,1,1,1,"61.0%"
"27","Michael Palardy","K","NE","2018",11,11,"ppr",27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
