"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Kansas City Chiefs","DST","KC","2020",7,7,"ppr",1,3,2,2,2,1,0,1,1,24,24,"47.9%"
"2","Washington Commanders","DST","WAS","2020",7,7,"ppr",2,6,1,0,2,0,1,0,1,17,17,"54.8%"
"3","San Francisco 49ers","DST","SF","2020",7,7,"ppr",3,2,4,0,1,0,0,0,1,17,17,"95.5%"
"4","Los Angeles Rams","DST","LAR","2020",7,7,"ppr",4,4,2,0,0,0,0,0,1,15,15,"34.3%"
"5","Buffalo Bills","DST","BUF","2020",7,7,"ppr",5,6,2,0,1,0,0,0,1,14,14,"99.0%"
"6","Chicago Bears","DST","CHI","2020",7,7,"ppr",6,1,0,1,2,1,0,0,1,11,11,"2.2%"
"7","Philadelphia Eagles","DST","PHI","2020",7,7,"ppr",7,3,1,2,2,0,0,0,1,9,9,"58.2%"
"8","Los Angeles Chargers","DST","LAC","2020",7,7,"ppr",8,5,0,1,0,0,0,0,1,7,7,"30.2%"
"9","Arizona Cardinals","DST","ARI","2020",7,7,"ppr",9,2,3,0,0,0,0,0,1,7,7,"12.3%"
"10","Cleveland Browns","DST","CLE","2020",7,7,"ppr",10,4,1,1,1,0,0,0,1,7,7,"37.2%"
"11","Green Bay Packers","DST","GB","2020",7,7,"ppr",11,3,0,1,2,0,0,0,1,6,6,"80.7%"
"12","Tennessee Titans","DST","TEN","2020",7,7,"ppr",12,0,3,0,2,0,0,0,1,6,6,"26.3%"
"13","Tampa Bay Buccaneers","DST","TB","2020",7,7,"ppr",13,3,1,0,1,0,0,0,1,6,6,"81.2%"
"14","New England Patriots","DST","NE","2020",7,7,"ppr",14,1,2,0,0,0,0,0,1,6,6,"54.0%"
"15","New York Giants","DST","NYG","2020",7,7,"ppr",15,3,1,0,0,0,0,0,1,5,5,"6.2%"
"16","Jacksonville Jaguars","DST","JAC","2020",7,7,"ppr",16,1,0,0,0,0,0,1,1,5,5,"3.8%"
"17","New York Jets","DST","NYJ","2020",7,7,"ppr",17,2,0,1,1,0,0,0,1,5,5,"21.1%"
"18","Detroit Lions","DST","DET","2020",7,7,"ppr",18,2,0,1,2,0,0,0,1,4,4,"2.5%"
"19","Carolina Panthers","DST","CAR","2020",7,7,"ppr",19,1,0,1,1,0,0,0,1,3,3,"14.1%"
"20","Pittsburgh Steelers","DST","PIT","2020",7,7,"ppr",20,2,0,0,0,0,0,0,1,2,2,"53.2%"
"21","Denver Broncos","DST","DEN","2020",7,7,"ppr",21,4,0,1,1,0,0,0,1,2,2,"38.8%"
"22","Dallas Cowboys","DST","DAL","2020",7,7,"ppr",22,2,0,0,0,0,0,0,1,2,2,"90.0%"
"23","Atlanta Falcons","DST","ATL","2020",7,7,"ppr",23,2,0,0,0,0,0,0,1,2,2,"1.7%"
"24","New Orleans Saints","DST","NO","2020",7,7,"ppr",24,1,0,0,0,0,0,0,1,1,1,"65.3%"
"25","Seattle Seahawks","DST","SEA","2020",7,7,"ppr",25,0,1,1,2,0,0,0,1,0,0,"20.5%"
"26","Cincinnati Bengals","DST","CIN","2020",7,7,"ppr",26,0,1,0,0,0,0,0,1,-2,-2,"31.6%"
"27","Houston Texans","DST","HOU","2020",7,7,"ppr",27,0,0,0,0,0,0,0,1,-2,-2,"0.8%"
"28","Las Vegas Raiders","DST","LV","2020",7,7,"ppr",28,0,0,0,1,0,0,0,1,-4,-4,"14.2%"
