"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Lamar Jackson","QB","BAL","2022",3,3,"ppr","1","18","29","62.1","218","7.5","4","1","4","11","107","1","0","1","40.4","40.4","96.8%"
"2","Jalen Hurts","QB","PHI","2022",3,3,"ppr","2","22","35","62.9","340","9.7","3","0","3","9","20","0","0","1","27.6","27.6","99.9%"
"3","Josh Allen","QB","BUF","2022",3,3,"ppr","3","42","63","66.7","400","6.3","2","0","4","8","47","0","1","1","26.7","26.7","100.0%"
"4","Trevor Lawrence","QB","JAC","2022",3,3,"ppr","4","28","39","71.8","262","6.7","3","0","0","3","7","0","0","1","25.2","25.2","75.8%"
"5","Joe Burrow","QB","CIN","2022",3,3,"ppr","5","23","36","63.9","275","7.6","3","0","2","5","0","0","0","1","23.0","23.0","99.4%"
"6","Derek Carr","QB","LV","2022",3,3,"ppr","6","26","44","59.1","303","6.9","2","1","1","2","17","0","0","1","20.8","20.8","64.3%"
"7","Geno Smith","QB","SEA","2022",3,3,"ppr","7","32","44","72.7","325","7.4","2","1","2","2","-1","0","0","1","19.9","19.9","87.0%"
"8","Ryan Tannehill","QB","TEN","2022",3,3,"ppr","8","19","27","70.4","264","9.8","1","1","1","4","2","1","0","1","19.8","19.8","28.5%"
"9","Mac Jones","QB","NE","2022",3,3,"ppr","9","22","32","68.8","321","10.0","0","3","3","5","31","1","0","1","18.9","18.9","14.1%"
"10","Kirk Cousins","QB","MIN","2022",3,3,"ppr","10","24","41","58.5","260","6.3","2","0","1","1","-1","0","0","1","18.3","18.3","87.8%"
"11","Patrick Mahomes II","QB","KC","2022",3,3,"ppr","11","20","35","57.1","262","7.5","1","1","1","4","26","0","0","1","18.1","18.1","100.0%"
"12","Jacoby Brissett","QB","CLE","2022",3,3,"ppr","12","21","31","67.7","220","7.1","2","0","2","3","11","0","0","1","17.9","17.9","4.8%"
"13","Aaron Rodgers","QB","GB","2022",3,3,"ppr","13","27","35","77.1","255","7.3","2","1","1","1","-1","0","0","1","17.1","17.1","75.1%"
"14","Jameis Winston","QB","NO","2022",3,3,"ppr","14","25","41","61.0","353","8.6","1","2","1","2","5","0","0","1","16.6","16.6","5.6%"
"15","Marcus Mariota","QB","ATL","2022",3,3,"ppr","15","13","20","65.0","229","11.5","1","1","3","7","4","1","1","1","16.6","16.6","19.4%"
"16","Matt Ryan","QB","IND","2022",3,3,"ppr","16","27","37","73.0","222","6.0","2","0","5","3","4","0","1","1","15.3","15.3","10.6%"
"17","Mitch Trubisky","QB","PIT","2022",3,3,"ppr","17","20","32","62.5","207","6.5","0","0","1","2","7","1","0","1","15.0","15.0","0.8%"
"18","Jared Goff","QB","DET","2022",3,3,"ppr","18","25","41","61.0","277","6.8","1","1","0","2","8","0","0","1","14.9","14.9","60.4%"
"19","Daniel Jones","QB","NYG","2022",3,3,"ppr","19","20","37","54.1","196","5.3","0","1","5","9","79","0","0","1","14.7","14.7","58.2%"
"20","Tom Brady","QB","TB","2022",3,3,"ppr","20","31","42","73.8","271","6.5","1","0","3","1","-1","0","0","1","14.7","14.7","86.0%"
"21","Justin Herbert","QB","LAC","2022",3,3,"ppr","21","25","45","55.6","297","6.6","1","1","1","1","7","0","1","1","13.6","13.6","98.8%"
"22","Kyler Murray","QB","ARI","2022",3,3,"ppr","22","37","58","63.8","314","5.4","0","0","2","2","8","0","0","1","13.4","13.4","62.1%"
"23","Cooper Rush","QB","DAL","2022",3,3,"ppr","23","21","31","67.7","215","6.9","1","0","0","2","-2","0","0","1","12.4","12.4","0.5%"
"24","Davis Mills","QB","HOU","2022",3,3,"ppr","24","20","32","62.5","245","7.7","1","2","1","0","0","0","0","1","11.8","11.8","3.4%"
"25","Tua Tagovailoa","QB","MIA","2022",3,3,"ppr","25","13","18","72.2","186","10.3","1","0","1","1","0","0","0","1","11.4","11.4","94.7%"
"26","Baker Mayfield","QB","LAR","2022",3,3,"ppr","26","12","25","48.0","170","6.8","1","0","3","1","-1","0","0","1","10.7","10.7","6.6%"
