"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Davante Adams","WR","LV","2020",1,1,"ppr","1","14","17","156","11.1","40","4","2","0","0","0","0","1","41.6","41.6","100.0%"
"2","Calvin Ridley","WR","JAC","2020",1,1,"ppr","2","9","12","130","14.4","22","1","2","1","-1","0","0","1","33.9","33.9","1.6%"
"3","Adam Thielen","WR","MIN","2020",1,1,"ppr","3","6","8","110","18.3","37","3","2","0","0","0","0","1","31.0","31.0","90.7%"
"4","DeAndre Hopkins","WR","ARI","2020",1,1,"ppr","4","14","16","151","10.8","33","2","0","0","0","0","0","1","29.1","29.1","98.4%"
"5","Darius Slayton","WR","NYG","2020",1,1,"ppr","5","6","9","102","17.0","41","3","2","0","0","0","0","1","28.2","28.2","52.9%"
"6","Robbie Anderson","WR","ARI","2020",1,1,"ppr","6","6","8","114","19.0","75","4","1","0","0","0","0","1","25.4","25.4","6.7%"
"7","JuJu Smith-Schuster","WR","KC","2020",1,1,"ppr","7","6","6","69","11.5","17","0","2","0","0","0","0","1","24.9","24.9","93.5%"
"8","Julio Jones","WR","TB","2020",1,1,"ppr","8","9","12","157","17.4","44","4","0","0","0","0","0","1","24.7","24.7","18.9%"
"9","Jamison Crowder","WR","BUF","2020",1,1,"ppr","9","7","13","115","16.4","69","5","1","0","0","0","0","1","24.5","24.5","1.3%"
"10","Sammy Watkins","WR","GB","2020",1,1,"ppr","10","7","9","82","11.7","19","0","1","1","3","0","0","1","21.5","21.5","2.4%"
"11","Russell Gage","WR","TB","2020",1,1,"ppr","11","9","12","114","12.7","24","1","0","0","0","0","0","1","20.4","20.4","17.4%"
"12","Marquez Valdes-Scantling","WR","KC","2020",1,1,"ppr","12","4","6","96","24.0","45","5","1","0","0","0","0","1","19.6","19.6","45.8%"
"13","DK Metcalf","WR","SEA","2020",1,1,"ppr","13","4","8","95","23.8","38","4","1","0","0","0","0","1","19.5","19.5","97.8%"
"14","William Fuller V","WR","FA","2020",1,1,"ppr","14","8","10","112","14.0","31","3","0","0","0","0","0","1","19.2","19.2","0.1%"
"15","John Brown","WR","BUF","2020",1,1,"ppr","15","6","10","70","11.7","20","1","1","0","0","0","0","1","19.0","19.0","0.1%"
"16","Allen Lazard","WR","GB","2020",1,1,"ppr","16","4","4","63","15.8","38","2","1","1","19","0","0","1","18.2","18.2","84.7%"
"17","Amari Cooper","WR","CLE","2020",1,1,"ppr","17","10","14","81","8.1","14","0","0","0","0","0","0","1","18.1","18.1","96.2%"
"18","Robert Woods","WR","TEN","2020",1,1,"ppr","18","6","8","105","17.5","31","5","0","1","14","0","0","1","17.9","17.9","44.0%"
"19","Anthony Miller","WR","PIT","2020",1,1,"ppr","19","4","6","76","19.0","27","1","1","0","0","0","0","1","17.6","17.6","0.0%"
"20","Tyler Lockett","WR","SEA","2020",1,1,"ppr","20","8","8","92","11.5","20","1","0","0","0","0","0","1","17.2","17.2","94.8%"
"21","Corey Davis","WR","NYJ","2020",1,1,"ppr","21","7","8","101","14.4","23","2","0","0","0","0","0","1","17.1","17.1","17.1%"
"22","Stefon Diggs","WR","BUF","2020",1,1,"ppr","22","8","9","86","10.8","22","1","0","0","0","0","0","1","16.6","16.6","100.0%"
"23","Willie Snead IV","WR","SF","2020",1,1,"ppr","23","4","4","64","16.0","20","1","1","0","0","0","0","1","16.4","16.4","0.0%"
"24","Keelan Cole Sr.","WR","LV","2020",1,1,"ppr","24","5","5","47","9.4","22","1","1","0","0","0","0","1","15.7","15.7","0.1%"
"25","Tyreek Hill","WR","MIA","2020",1,1,"ppr","25","5","6","46","9.2","15","0","1","0","0","0","0","1","15.6","15.6","100.0%"
"26","Marquise Brown","WR","ARI","2020",1,1,"ppr","26","5","6","101","20.2","47","4","0","0","0","0","0","1","15.1","15.1","88.1%"
"27","Parris Campbell","WR","IND","2020",1,1,"ppr","27","6","9","71","11.8","21","1","0","1","9","0","0","1","14.0","14.0","36.4%"
"28","Chris Godwin","WR","TB","2020",1,1,"ppr","28","6","7","79","13.2","29","2","0","0","0","0","0","1","13.9","13.9","96.0%"
"29","Laviska Shenault Jr.","WR","CAR","2020",1,1,"ppr","29","3","4","37","12.3","18","0","1","2","10","0","0","1","13.7","13.7","0.8%"
"30","Danny Amendola","WR","FA","2020",1,1,"ppr","30","5","7","81","16.2","32","2","0","0","0","0","0","1","13.1","13.1","0.0%"
"31","Julian Edelman","WR","FA","2020",1,1,"ppr","31","5","7","57","11.4","16","0","0","1","23","0","0","1","13.0","13.0","12.1%"
