"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Buffalo Bills","DST","BUF","2016",5,5,"ppr",1,4,2,1,2,1,0,0,1,17,17,"99.0%"
"2","Arizona Cardinals","DST","ARI","2016",5,5,"ppr",2,7,2,1,0,0,1,0,1,15,15,"12.3%"
"3","Tennessee Titans","DST","TEN","2016",5,5,"ppr",3,6,2,0,0,0,0,0,1,11,11,"26.3%"
"4","New England Patriots","DST","NE","2016",5,5,"ppr",4,2,1,0,1,0,1,0,1,10,10,"54.0%"
"5","Minnesota Vikings","DST","MIN","2016",5,5,"ppr",5,4,1,0,1,0,0,1,1,10,10,"23.7%"
"6","Tampa Bay Buccaneers","DST","TB","2016",5,5,"ppr",6,0,2,2,1,0,0,0,1,9,9,"81.2%"
"7","Las Vegas Raiders","DST","LV","2016",5,5,"ppr",7,2,2,2,3,0,0,0,1,9,9,"14.2%"
"8","Atlanta Falcons","DST","ATL","2016",5,5,"ppr",8,6,1,0,3,0,0,0,1,9,9,"1.7%"
"9","Green Bay Packers","DST","GB","2016",5,5,"ppr",9,4,0,1,1,0,0,0,1,7,7,"80.7%"
"10","Pittsburgh Steelers","DST","PIT","2016",5,5,"ppr",10,3,0,0,1,0,0,0,1,7,7,"53.2%"
"11","Washington Commanders","DST","WAS","2016",5,5,"ppr",11,3,0,0,0,0,0,1,1,7,7,"54.8%"
"12","Detroit Lions","DST","DET","2016",5,5,"ppr",12,3,1,1,2,0,0,0,1,7,7,"2.5%"
"13","Philadelphia Eagles","DST","PHI","2016",5,5,"ppr",13,4,0,1,0,0,0,0,1,6,6,"58.2%"
"14","Baltimore Ravens","DST","BAL","2016",5,5,"ppr",14,1,1,1,1,0,0,0,1,6,6,"89.6%"
"15","Dallas Cowboys","DST","DAL","2016",5,5,"ppr",15,4,0,0,0,0,0,0,1,5,5,"90.0%"
"16","Denver Broncos","DST","DEN","2016",5,5,"ppr",16,2,0,1,1,0,0,0,1,4,4,"38.8%"
"17","Los Angeles Chargers","DST","LAC","2016",5,5,"ppr",17,3,1,0,0,0,0,0,1,4,4,"30.2%"
"18","Chicago Bears","DST","CHI","2016",5,5,"ppr",18,5,0,0,1,0,0,0,1,4,4,"2.2%"
"19","New York Giants","DST","NYG","2016",5,5,"ppr",19,0,2,0,0,0,0,0,1,4,4,"6.2%"
"20","Carolina Panthers","DST","CAR","2016",5,5,"ppr",20,2,0,0,1,0,0,0,1,3,3,"14.1%"
"21","Los Angeles Rams","DST","LAR","2016",5,5,"ppr",21,2,0,0,0,0,0,0,1,3,3,"34.3%"
"22","New York Jets","DST","NYJ","2016",5,5,"ppr",22,1,0,1,2,0,0,0,1,2,2,"21.1%"
"23","Indianapolis Colts","DST","IND","2016",5,5,"ppr",23,0,0,1,3,0,0,0,1,2,2,"52.4%"
"24","Cincinnati Bengals","DST","CIN","2016",5,5,"ppr",24,1,0,1,1,0,0,0,1,2,2,"31.6%"
"25","Houston Texans","DST","HOU","2016",5,5,"ppr",25,2,0,0,0,0,0,0,1,1,1,"0.8%"
"26","Cleveland Browns","DST","CLE","2016",5,5,"ppr",26,1,0,0,0,0,0,0,1,0,0,"37.2%"
"27","San Francisco 49ers","DST","SF","2016",5,5,"ppr",27,1,0,0,1,0,0,0,1,0,0,"95.5%"
"28","Miami Dolphins","DST","MIA","2016",5,5,"ppr",28,0,0,0,1,0,0,1,1,0,0,"25.9%"
