"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Melvin Gordon III","RB","KC","2016",7,7,"ppr","1","22","68","3.1","13","0","2","6","7","53","8.8","1","0","1","36.1","36.1","29.3%"
"2","Matt Forte","RB","FA","2016",7,7,"ppr","2","30","100","3.3","15","0","1","4","4","54","13.5","1","1","1","29.4","29.4","19.1%"
"3","Jay Ajayi","RB","FA","2016",7,7,"ppr","3","28","214","7.6","53","1","1","1","1","2","2.0","0","0","1","28.6","28.6","7.0%"
"4","Jeremy Hill","RB","FA","2016",7,7,"ppr","4","9","168","18.7","74","3","1","2","2","24","12.0","0","0","1","27.2","27.2","0.0%"
"5","LeGarrette Blount","RB","FA","2016",7,7,"ppr","5","24","127","5.3","25","1","2","1","1","7","7.0","0","0","1","26.4","26.4","0.1%"
"6","David Johnson","RB","NO","2016",7,7,"ppr","6","33","113","3.4","14","0","0","8","13","58","7.3","0","0","1","25.1","25.1","0.1%"
"7","Le'Veon Bell","RB","FA","2016",7,7,"ppr","7","21","81","3.9","12","0","0","10","13","68","6.8","0","0","1","24.9","24.9","0.1%"
"8","Ty Montgomery","RB","NE","2016",7,7,"ppr","8","9","60","6.7","30","1","0","10","13","66","6.6","0","0","1","22.6","22.6","0.5%"
"9","DeMarco Murray","RB","FA","2016",7,7,"ppr","9","25","107","4.3","14","0","1","3","5","20","6.7","0","0","1","21.7","21.7","0.1%"
"10","Spencer Ware","RB","FA","2016",7,7,"ppr","10","17","77","4.5","12","0","0","2","2","54","27.0","1","0","1","21.1","21.1","0.0%"
"11","Latavius Murray","RB","DEN","2016",7,7,"ppr","11","18","59","3.3","10","0","2","2","5","4","2.0","0","0","1","20.3","20.3","75.6%"
"12","Frank Gore","RB","FA","2016",7,7,"ppr","12","17","61","3.6","10","0","0","5","5","22","4.4","1","0","1","19.3","19.3","12.1%"
"13","Chris Thompson","RB","FA","2016",7,7,"ppr","13","12","73","6.1","16","0","0","7","7","40","5.7","0","0","1","18.3","18.3","0.0%"
"14","Jacquizz Rodgers","RB","FA","2016",7,7,"ppr","14","26","154","5.9","45","1","0","1","1","9","9.0","0","0","1","17.3","17.3","0.0%"
"15","Isaiah Crowell","RB","FA","2016",7,7,"ppr","15","12","63","5.3","21","1","1","3","4","16","5.3","0","0","1","16.9","16.9","0.1%"
"16","C.J. Anderson","RB","FA","2016",7,7,"ppr","16","16","107","6.7","19","0","1","0","0","0","0","0","0","1","16.7","16.7","1.0%"
"17","Shaun Draughn","RB","FA","2016",7,7,"ppr","17","1","16","16.0","16","0","0","5","7","37","7.4","1","0","1","16.3","16.3","0.0%"
"18","Mark Ingram II","RB","NO","2016",7,7,"ppr","18","16","62","3.9","7","0","0","4","4","20","5.0","1","1","1","16.2","16.2","4.3%"
"19","Giovani Bernard","RB","TB","2016",7,7,"ppr","19","17","80","4.7","17","0","1","1","2","7","7.0","0","0","1","15.7","15.7","0.2%"
"20","Devontae Booker","RB","FA","2016",7,7,"ppr","20","17","83","4.9","12","0","1","1","2","4","4.0","0","0","1","15.7","15.7","0.0%"
"21","Todd Gurley II","RB","FA","2016",7,7,"ppr","21","15","57","3.8","8","0","0","6","7","35","5.8","0","0","1","15.2","15.2","0.1%"
"22","Devonta Freeman","RB","FA","2016",7,7,"ppr","22","15","58","3.9","15","0","0","5","6","42","8.4","0","0","1","15.0","15.0","0.0%"
"23","Peyton Barber","RB","FA","2016",7,7,"ppr","23","12","84","7.0","44","1","1","0","0","0","0","0","0","1","14.4","14.4","1.0%"
"24","Tevin Coleman","RB","SF","2016",7,7,"ppr","24","8","64","8.0","30","1","1","1","1","10","10.0","0","0","1","14.4","14.4","0.6%"
"25","Matt Asiata","RB","FA","2016",7,7,"ppr","25","12","55","4.6","29","1","0","6","8","25","4.2","0","0","1","14.0","14.0","0.0%"
"26","Rashad Jennings","RB","FA","2016",7,7,"ppr","26","13","25","1.9","5","0","1","2","3","24","12.0","0","0","1","12.9","12.9","0.0%"
"27","James White","RB","FA","2016",7,7,"ppr","27","0","0","0","0","0","0","2","5","32","16.0","1","0","1","11.2","11.2","0.1%"
"28","Reggie Bush","RB","FA","2016",7,7,"ppr","28","1","1","1.0","1","0","1","1","2","13","13.0","0","0","1","10.4","10.4","0.0%"
"29","Lamar Miller","RB","FA","2016",7,7,"ppr","29","11","61","5.5","25","1","0","3","4","6","2.0","0","0","1","9.7","9.7","0.0%"
"30","Zach Zenner","RB","FA","2016",7,7,"ppr","30","9","29","3.2","9","0","1","0","2","0","0","0","0","1","8.9","8.9","0.0%"
"31","Robert Kelley","RB","FA","2016",7,7,"ppr","31","4","15","3.8","5","0","0","1","1","1","1.0","1","0","1","8.6","8.6","0.0%"
"32","Christine Michael","RB","FA","2016",7,7,"ppr","32","16","52","3.3","10","0","0","3","3","3","1.0","0","0","1","8.5","8.5","0.0%"
"33","Mike Davis","RB","FA","2016",7,7,"ppr","33","7","21","3.0","8","0","1","0","0","0","0","0","0","1","8.1","8.1","1.0%"
"34","DuJuan Harris","RB","FA","2016",7,7,"ppr","34","11","39","3.5","18","0","0","2","2","18","9.0","0","0","1","7.7","7.7","0.0%"
"35","Damien Williams","RB","FA","2016",7,7,"ppr","35","4","16","4.0","12","0","1","0","1","0","0","0","0","1","7.6","7.6","1.1%"
"36","Duke Johnson Jr.","RB","BUF","2016",7,7,"ppr","36","6","15","2.5","5","0","0","4","5","18","4.5","0","0","1","7.3","7.3","0.0%"
"37","Ryan Mathews","RB","FA","2016",7,7,"ppr","37","14","56","4.0","20","1","0","1","1","27","27.0","0","1","1","7.3","7.3","0.0%"
"38","Chris Ivory","RB","FA","2016",7,7,"ppr","38","5","48","9.6","42","1","0","2","4","3","1.5","0","0","1","7.1","7.1","0.0%"
"39","Darren Sproles","RB","FA","2016",7,7,"ppr","39","3","26","8.7","17","0","0","2","3","23","11.5","0","0","1","6.9","6.9","0.1%"
"40","Justin Forsett","RB","FA","2016",7,7,"ppr","40","8","33","4.1","9","0","0","2","2","15","7.5","0","0","1","6.8","6.8","0.0%"
"41","Antone Smith","RB","FA","2016",7,7,"ppr","41","1","6","6.0","6","0","0","2","3","41","20.5","0","0","1","6.7","6.7","0.0%"
"42","Ka'Deem Carey","RB","FA","2016",7,7,"ppr","42","10","48","4.8","24","1","0","1","1","9","9.0","0","0","1","6.7","6.7","0.0%"
"43","Jerick McKinnon","RB","KC","2016",7,7,"ppr","43","11","43","3.9","9","0","0","1","1","5","5.0","0","0","1","5.8","5.8","68.7%"
