"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Jimmy Graham","TE","FA","2017",11,11,"ppr","1","7","11","58","8.3","12","0","1","0","0","0","0","1","20.8","20.8","0.0%"
"2","Ricky Seals-Jones","TE","FA","2017",11,11,"ppr","2","3","5","54","18.0","28","1","2","0","0","0","0","1","20.4","20.4","0.0%"
"3","Travis Kelce","TE","KC","2017",11,11,"ppr","3","8","14","109","13.6","32","3","0","0","0","0","0","1","16.9","16.9","100.0%"
"4","Delanie Walker","TE","FA","2017",11,11,"ppr","4","6","9","92","15.3","42","1","0","0","0","0","0","1","15.2","15.2","0.1%"
"5","O.J. Howard","TE","HOU","2017",11,11,"ppr","5","3","4","52","17.3","24","2","1","0","0","0","0","1","14.2","14.2","0.3%"
"6","Adam Shaheen","TE","MIA","2017",11,11,"ppr","6","4","4","41","10.3","22","1","1","0","0","0","0","1","14.1","14.1","0.0%"
"7","Coby Fleener","TE","FA","2017",11,11,"ppr","7","5","5","91","18.2","29","3","0","0","0","0","0","1","14.1","14.1","0.0%"
"8","Jesse James","TE","CLE","2017",11,11,"ppr","8","5","8","21","4.2","11","0","1","0","0","0","0","1","13.1","13.1","0.0%"
"9","Levine Toilolo","TE","FA","2017",11,11,"ppr","9","2","2","31","15.5","25","1","1","0","0","0","0","1","11.1","11.1","0.0%"
"10","Kyle Rudolph","TE","TB","2017",11,11,"ppr","10","5","7","58","11.6","28","1","0","0","0","0","0","1","10.8","10.8","0.6%"
"11","Marcedes Lewis","TE","GB","2017",11,11,"ppr","11","2","2","26","13.0","16","0","1","0","0","0","0","1","10.6","10.6","0.1%"
"12","Vernon Davis","TE","FA","2017",11,11,"ppr","12","3","6","67","22.3","36","2","0","0","0","0","0","1","9.7","9.7","1.6%"
"13","Tyler Kroft","TE","SF","2017",11,11,"ppr","13","2","3","12","6.0","11","0","1","0","0","0","0","1","9.2","9.2","0.0%"
"14","Eric Ebron","TE","FA","2017",11,11,"ppr","14","4","7","49","12.3","26","1","0","0","0","0","0","1","8.9","8.9","0.0%"
"15","Jeremy Sprinkle","TE","FA","2017",11,11,"ppr","15","1","1","7","7.0","7","0","1","0","0","0","0","1","7.7","7.7","0.0%"
"16","Austin Traylor","TE","FA","2017",11,11,"ppr","16","4","5","36","9.0","13","0","0","0","0","0","0","1","7.6","7.6","0.0%"
"17","Julius Thomas","TE","FA","2017",11,11,"ppr","17","4","4","30","7.5","11","0","0","0","0","0","0","1","7.0","7.0","0.0%"
"18","Rob Gronkowski","TE","FA","2017",11,11,"ppr","18","3","3","37","12.3","14","0","0","0","0","0","0","1","6.7","6.7","1.0%"
