"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Elijah Moore","WR","NYJ","2021",9,9,"ppr","1","7","8","84","12.0","26","1","2","0","0","0","0","1","27.4","27.4","40.6%"
"2","DeVonta Smith","WR","PHI","2021",9,9,"ppr","2","5","6","116","23.2","28","3","1","0","0","0","0","1","22.6","22.6","93.5%"
"3","Keenan Allen","WR","LAC","2021",9,9,"ppr","3","12","13","104","8.7","18","0","0","0","0","0","0","1","22.4","22.4","98.1%"
"4","Olamide Zaccheaus","WR","ATL","2021",9,9,"ppr","4","3","3","58","19.3","49","3","2","0","0","0","0","1","20.8","20.8","0.8%"
"5","Darnell Mooney","WR","CHI","2021",9,9,"ppr","5","3","6","41","13.7","20","1","1","1","15","1","0","1","20.6","20.6","36.9%"
"6","Marquise Brown","WR","ARI","2021",9,9,"ppr","6","9","12","116","12.9","22","3","0","0","0","0","0","1","20.6","20.6","88.1%"
"7","Cooper Kupp","WR","LAR","2021",9,9,"ppr","7","11","13","95","8.6","17","0","0","0","0","0","0","1","20.5","20.5","82.7%"
"8","Malik Turner","WR","LV","2021",9,9,"ppr","8","5","7","33","6.6","11","0","2","0","0","0","0","1","20.3","20.3","0.0%"
"9","Brandon Aiyuk","WR","SF","2021",9,9,"ppr","9","6","8","89","14.8","22","1","1","1","-2","0","1","1","18.7","18.7","91.7%"
"10","Tim Patrick","WR","DEN","2021",9,9,"ppr","10","4","5","85","21.3","44","3","1","0","0","0","0","1","18.5","18.5","0.7%"
"11","Hunter Renfrow","WR","LV","2021",9,9,"ppr","11","7","9","49","7.0","20","1","1","0","0","0","0","1","17.9","17.9","26.2%"
"12","Michael Pittman Jr.","WR","IND","2021",9,9,"ppr","12","5","6","64","12.8","19","0","1","0","0","0","0","1","17.4","17.4","97.0%"
"13","Robert Woods","WR","TEN","2021",9,9,"ppr","13","7","10","98","14.0","22","1","0","1","6","0","0","1","17.4","17.4","44.0%"
"14","Justin Jefferson","WR","MIN","2021",9,9,"ppr","14","3","5","69","23.0","50","4","1","1","11","0","0","1","17.0","17.0","100.0%"
"15","Donovan Peoples-Jones","WR","CLE","2021",9,9,"ppr","15","2","3","86","43.0","60","5","1","0","0","0","0","1","16.6","16.6","57.2%"
"16","Christian Kirk","WR","JAC","2021",9,9,"ppr","16","6","6","91","15.2","50","4","0","0","0","0","0","1","16.4","16.4","94.9%"
"17","Jaylen Waddle","WR","MIA","2021",9,9,"ppr","17","8","10","83","10.4","17","0","0","0","0","0","0","1","16.3","16.3","99.3%"
"18","Stefon Diggs","WR","BUF","2021",9,9,"ppr","18","6","8","85","14.2","28","1","0","0","0","0","0","1","14.5","14.5","100.0%"
"19","Tee Higgins","WR","CIN","2021",9,9,"ppr","19","6","8","78","13.0","20","1","0","0","0","0","0","1","13.8","13.8","99.1%"
"20","Russell Gage","WR","TB","2021",9,9,"ppr","20","7","8","64","9.1","20","1","0","0","0","0","0","1","13.4","13.4","17.4%"
"21","Jerry Jeudy","WR","DEN","2021",9,9,"ppr","21","6","8","69","11.5","25","2","0","0","0","0","0","1","12.9","12.9","89.9%"
"22","Diontae Johnson","WR","PIT","2021",9,9,"ppr","22","5","6","56","11.2","22","1","0","2","11","0","0","1","11.7","11.7","85.3%"
"23","Keelan Cole Sr.","WR","LV","2021",9,9,"ppr","23","5","8","66","13.2","18","0","0","0","0","0","0","1","11.6","11.6","0.1%"
"24","Brandin Cooks","WR","HOU","2021",9,9,"ppr","24","6","14","56","9.3","10","0","0","0","0","0","0","1","11.6","11.6","64.4%"
"25","Marquez Callaway","WR","NO","2021",9,9,"ppr","25","3","6","25","8.3","15","0","1","0","0","0","0","1","11.5","11.5","0.5%"
"26","Deebo Samuel","WR","SF","2021",9,9,"ppr","26","5","9","63","12.6","32","2","0","0","0","0","0","1","11.3","11.3","95.6%"
"27","Cole Beasley","WR","BUF","2021",9,9,"ppr","27","8","11","33","4.1","9","0","0","0","0","0","0","1","11.3","11.3","1.5%"
"28","Mack Hollins","WR","LV","2021",9,9,"ppr","28","3","6","22","7.3","10","0","1","0","0","0","0","1","11.2","11.2","24.5%"
"29","Deonte Harty","WR","NO","2021",9,9,"ppr","29","6","8","52","8.7","19","0","0","0","0","0","0","1","11.2","11.2","0.0%"
"30","Kenny Stills","WR","FA","2021",9,9,"ppr","30","2","5","30","15.0","22","1","1","0","0","0","0","1","11.0","11.0","0.0%"
"31","Allen Robinson II","WR","LAR","2021",9,9,"ppr","31","4","6","68","17.0","39","2","0","0","0","0","0","1","10.8","10.8","36.3%"
"32","Emmanuel Sanders","WR","FA","2021",9,9,"ppr","32","4","8","65","16.3","22","1","0","0","0","0","0","1","10.5","10.5","0.0%"
"33","Rashod Bateman","WR","BAL","2021",9,9,"ppr","33","5","8","52","10.4","15","0","0","0","0","0","0","1","10.2","10.2","23.4%"
"34","Davante Adams","WR","LV","2021",9,9,"ppr","34","6","14","42","7.0","14","0","0","0","0","0","0","1","10.2","10.2","100.0%"
"35","Zach Pascal","WR","PHI","2021",9,9,"ppr","35","4","7","58","14.5","31","2","0","0","0","0","0","1","9.8","9.8","0.1%"
"36","A.J. Brown","WR","PHI","2021",9,9,"ppr","36","5","11","42","8.4","16","0","0","0","0","0","0","1","9.2","9.2","99.9%"
"37","Antoine Wesley","WR","ARI","2021",9,9,"ppr","37","3","3","62","20.7","33","3","0","0","0","0","0","1","9.2","9.2","0.0%"
"38","Allen Lazard","WR","GB","2021",9,9,"ppr","38","1","1","20","20.0","20","1","1","0","0","0","0","1","9.0","9.0","84.7%"
"39","Ja'Marr Chase","WR","CIN","2021",9,9,"ppr","39","6","13","49","8.2","15","0","0","2","0","0","1","1","8.9","8.9","99.9%"
"40","Devin Duvernay","WR","BAL","2021",9,9,"ppr","40","2","2","8","4.0","5","0","1","0","0","0","0","1","8.8","8.8","36.9%"
"41","Jamison Crowder","WR","BUF","2021",9,9,"ppr","41","5","7","38","7.6","12","0","0","0","0","0","0","1","8.8","8.8","1.3%"
"42","Adam Thielen","WR","MIN","2021",9,9,"ppr","42","2","7","6","3.0","5","0","1","0","0","0","0","1","8.6","8.6","90.7%"
"43","Tre'Quan Smith","WR","NO","2021",9,9,"ppr","43","3","4","53","17.7","20","1","0","0","0","0","0","1","8.3","8.3","0.5%"
"44","Randall Cobb","WR","GB","2021",9,9,"ppr","44","3","5","50","16.7","35","2","0","0","0","0","0","1","8.0","8.0","5.6%"
"45","Danny Amendola","WR","FA","2021",9,9,"ppr","45","3","7","49","16.3","39","2","0","0","0","0","0","1","7.9","7.9","0.0%"
"46","Mike Williams","WR","LAC","2021",9,9,"ppr","46","2","5","58","29.0","49","3","0","0","0","0","0","1","7.8","7.8","95.8%"
"47","DJ Moore","WR","CAR","2021",9,9,"ppr","47","3","7","32","10.7","13","0","0","2","14","0","0","1","7.6","7.6","91.8%"
"48","Rondale Moore","WR","ARI","2021",9,9,"ppr","48","5","5","25","5.0","9","0","0","0","0","0","0","1","7.5","7.5","37.5%"
"49","Julio Jones","WR","TB","2021",9,9,"ppr","49","4","4","35","8.8","13","0","0","0","0","0","0","1","7.5","7.5","18.9%"
"50","Chase Claypool","WR","CHI","2021",9,9,"ppr","50","3","5","30","10.0","26","1","0","2","13","0","0","1","7.3","7.3","47.7%"
"51","Tyreek Hill","WR","MIA","2021",9,9,"ppr","51","4","11","37","9.3","13","0","0","1","-4","0","0","1","7.3","7.3","100.0%"
"52","Van Jefferson","WR","LAR","2021",9,9,"ppr","52","3","7","41","13.7","20","1","0","0","0","0","0","1","7.1","7.1","24.4%"
"53","Jeff Smith","WR","NYJ","2021",9,9,"ppr","53","3","4","40","13.3","14","0","0","0","0","0","0","1","7.0","7.0","0.0%"
"54","Jamal Agnew","WR","JAC","2021",9,9,"ppr","54","3","5","27","9.0","23","1","0","1","11","0","0","1","6.8","6.8","0.4%"
"55","James Washington","WR","DAL","2021",9,9,"ppr","55","1","3","42","42.0","42","3","0","2","13","0","0","1","6.5","6.5","0.7%"
"56","Kendrick Bourne","WR","NE","2021",9,9,"ppr","56","3","4","34","11.3","18","0","0","0","0","0","0","1","6.4","6.4","1.0%"
"57","Marquise Goodwin","WR","SEA","2021",9,9,"ppr","57","1","4","50","50.0","50","4","0","0","0","0","0","1","6.0","6.0","2.0%"
"58","Laviska Shenault Jr.","WR","CAR","2021",9,9,"ppr","58","4","4","24","6.0","9","0","0","1","-4","0","0","1","6.0","6.0","0.8%"
"59","Chris Conley","WR","TEN","2021",9,9,"ppr","59","2","3","38","19.0","23","1","0","0","0","0","0","1","5.8","5.8","0.1%"
"60","Amari Cooper","WR","CLE","2021",9,9,"ppr","60","2","5","37","18.5","32","2","0","0","0","0","0","1","5.7","5.7","96.2%"
"61","Nico Collins","WR","HOU","2021",9,9,"ppr","61","3","3","25","8.3","11","0","0","0","0","0","0","1","5.5","5.5","21.5%"
"62","Marvin Jones Jr.","WR","JAC","2021",9,9,"ppr","62","3","5","21","7.0","12","0","0","0","0","0","0","1","5.1","5.1","13.1%"
"63","Mecole Hardman","WR","KC","2021",9,9,"ppr","63","3","6","20","6.7","9","0","0","0","0","0","0","1","5.0","5.0","28.0%"
"64","Kendall Hinton","WR","DEN","2021",9,9,"ppr","64","1","1","40","40.0","40","3","0","0","0","0","0","1","5.0","5.0","4.6%"
"65","Kenny Golladay","WR","NYG","2021",9,9,"ppr","65","2","3","28","14.0","14","0","0","0","0","0","0","1","4.8","4.8","6.7%"
"66","Cedrick Wilson Jr.","WR","MIA","2021",9,9,"ppr","66","2","5","28","14.0","24","1","0","0","0","0","0","1","4.8","4.8","0.9%"
"67","CeeDee Lamb","WR","DAL","2021",9,9,"ppr","67","2","9","23","11.5","18","0","0","0","0","0","0","1","4.3","4.3","99.9%"
"68","Ashton Dulin","WR","IND","2021",9,9,"ppr","68","2","2","23","11.5","17","0","0","0","0","0","0","1","4.3","4.3","0.1%"
"69","Joshua Palmer","WR","LAC","2021",9,9,"ppr","69","2","2","22","11.0","15","0","0","0","0","0","0","1","4.2","4.2","69.5%"
"70","Jarvis Landry","WR","NO","2021",9,9,"ppr","70","3","5","11","3.7","7","0","0","1","0","0","0","1","4.1","4.1","21.3%"
"71","Marquez Valdes-Scantling","WR","KC","2021",9,9,"ppr","71","2","2","19","9.5","16","0","0","0","0","0","0","1","3.9","3.9","45.8%"
"72","Courtland Sutton","WR","DEN","2021",9,9,"ppr","72","1","2","9","9.0","9","0","0","0","0","0","0","1","3.9","3.9","80.1%"
"73","Zay Jones","WR","JAC","2021",9,9,"ppr","73","1","4","20","20.0","20","1","0","0","0","0","0","1","3.0","3.0","61.7%"
"74","Isaiah McKenzie","WR","BUF","2021",9,9,"ppr","74","2","2","10","5.0","9","0","0","0","0","0","0","1","3.0","3.0","32.2%"
"75","Denzel Mims","WR","NYJ","2021",9,9,"ppr","75","1","5","20","20.0","20","1","0","0","0","0","0","1","3.0","3.0","0.1%"
"76","K.J. Osborn","WR","MIN","2021",9,9,"ppr","76","1","2","20","20.0","20","1","0","0","0","0","0","1","3.0","3.0","3.3%"
"77","Quez Watkins","WR","PHI","2021",9,9,"ppr","77","2","3","9","4.5","7","0","0","0","0","0","0","1","2.9","2.9","1.3%"
"78","Jalen Guyton","WR","LAC","2021",9,9,"ppr","78","1","2","19","19.0","19","0","0","0","0","0","0","1","2.9","2.9","0.1%"
"79","Mike Thomas","WR","FA","2021",9,9,"ppr","79","1","1","16","16.0","16","0","0","0","0","0","0","1","2.6","2.6","0.1%"
"80","Braxton Berrios","WR","NYJ","2021",9,9,"ppr","80","2","3","5","2.5","5","0","0","0","0","0","0","1","2.5","2.5","1.0%"
"81","Anthony Schwartz","WR","CLE","2021",9,9,"ppr","81","1","1","15","15.0","15","0","0","0","0","0","0","1","2.5","2.5","0.1%"
"82","Nick Westbrook-Ikhine","WR","TEN","2021",9,9,"ppr","82","1","1","14","14.0","14","0","0","0","0","0","0","1","2.4","2.4","2.7%"
"83","Kirk Merritt","WR","NO","2021",9,9,"ppr","83","1","3","13","13.0","13","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"84","Tajae Sharpe","WR","FA","2021",9,9,"ppr","84","1","1","12","12.0","12","0","0","0","0","0","0","1","2.2","2.2","0.0%"
"85","Tyler Boyd","WR","CIN","2021",9,9,"ppr","85","1","2","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","74.0%"
"86","Albert Wilson","WR","LV","2021",9,9,"ppr","86","1","2","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"87","Jakobi Meyers","WR","NE","2021",9,9,"ppr","87","1","4","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","69.3%"
"88","Kadarius Toney","WR","KC","2021",9,9,"ppr","88","1","1","9","9.0","9","0","0","1","-2","0","0","1","1.7","1.7","37.2%"
"89","Dezmon Patmon","WR","IND","2021",9,9,"ppr","89","1","1","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"90","Willie Snead IV","WR","SF","2021",9,9,"ppr","90","1","2","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"91","Mohamed Sanu Sr.","WR","FA","2021",9,9,"ppr","91","1","3","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"92","Chris Moore","WR","HOU","2021",9,9,"ppr","92","1","1","4","4.0","4","0","0","0","0","0","0","1","1.4","1.4","14.6%"
