"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Derrick Henry","RB","TEN","2020",14,14,"ppr","1","26","215","8.3","47","7","2","2","2","7","3.5","0","0","1","36.2","36.2","100.0%"
"2","Jonathan Taylor","RB","IND","2020",14,14,"ppr","2","20","150","7.5","62","4","2","2","2","15","7.5","0","0","1","30.5","30.5","100.0%"
"3","Miles Sanders","RB","PHI","2020",14,14,"ppr","3","14","115","8.2","82","4","2","4","5","21","5.3","0","0","1","29.6","29.6","96.5%"
"4","Kareem Hunt","RB","CLE","2020",14,14,"ppr","4","6","33","5.5","10","0","1","6","7","77","12.8","1","0","1","29.0","29.0","76.3%"
"5","Mike Davis","RB","FA","2020",14,14,"ppr","5","11","51","4.6","10","0","2","5","6","42","8.4","0","0","1","26.3","26.3","1.0%"
"6","David Montgomery","RB","CHI","2020",14,14,"ppr","6","11","113","10.3","80","4","1","3","4","42","14.0","0","0","1","24.5","24.5","95.6%"
"7","Nick Chubb","RB","CLE","2020",14,14,"ppr","7","17","82","4.8","14","0","2","2","2","21","10.5","0","0","1","24.3","24.3","99.9%"
"8","Austin Ekeler","RB","LAC","2020",14,14,"ppr","8","15","79","5.3","13","0","0","9","9","67","7.4","0","0","1","23.6","23.6","100.0%"
"9","Alvin Kamara","RB","NO","2020",14,14,"ppr","9","11","50","4.5","16","0","1","7","10","44","6.3","0","0","1","22.4","22.4","99.3%"
"10","Cam Akers","RB","LAR","2020",14,14,"ppr","10","29","171","5.9","35","3","0","2","3","23","11.5","0","0","1","21.4","21.4","67.5%"
"11","Dalvin Cook","RB","MIN","2020",14,14,"ppr","11","22","102","4.6","14","0","1","2","4","8","4.0","0","0","1","19.0","19.0","100.0%"
"12","Chris Carson","RB","FA","2020",14,14,"ppr","12","12","76","6.3","28","1","1","3","5","22","7.3","0","0","1","18.8","18.8","0.3%"
"13","Gus Edwards","RB","BAL","2020",14,14,"ppr","13","7","49","7.0","19","0","2","1","1","4","4.0","0","0","1","18.3","18.3","39.7%"
"14","Kenyan Drake","RB","BAL","2020",14,14,"ppr","14","23","80","3.5","36","2","1","1","1","10","10.0","0","0","1","16.0","16.0","26.8%"
"15","Ronald Jones II","RB","KC","2020",14,14,"ppr","15","18","80","4.4","16","0","1","1","2","4","4.0","0","0","1","15.4","15.4","2.5%"
"16","D'Andre Swift","RB","DET","2020",14,14,"ppr","16","7","24","3.4","5","0","1","4","5","26","6.5","0","0","1","15.0","15.0","97.8%"
"17","Clyde Edwards-Helaire","RB","KC","2020",14,14,"ppr","17","16","32","2.0","12","0","0","5","6","59","11.8","0","0","1","14.1","14.1","40.4%"
"18","J.K. Dobbins","RB","BAL","2020",14,14,"ppr","18","13","53","4.1","13","0","1","0","0","0","0","0","0","1","13.3","13.3","80.2%"
"19","Tony Pollard","RB","DAL","2020",14,14,"ppr","19","11","39","3.5","17","0","0","2","2","9","4.5","1","0","1","12.8","12.8","96.8%"
"20","James Robinson","RB","NYJ","2020",14,14,"ppr","20","12","67","5.6","47","3","0","4","4","16","4.0","0","0","1","12.3","12.3","39.4%"
"21","Melvin Gordon III","RB","KC","2020",14,14,"ppr","21","13","68","5.2","15","0","0","3","3","23","7.7","0","0","1","12.1","12.1","29.3%"
"22","Nyheim Hines","RB","BUF","2020",14,14,"ppr","22","7","58","8.3","31","2","0","4","4","17","4.3","0","0","1","11.5","11.5","29.1%"
"23","J.D. McKissic","RB","WAS","2020",14,14,"ppr","23","11","68","6.2","17","0","0","2","4","18","9.0","0","0","1","10.6","10.6","8.4%"
"24","Josh Jacobs","RB","LV","2020",14,14,"ppr","24","13","49","3.8","18","0","0","3","5","25","8.3","0","0","1","10.4","10.4","99.3%"
"25","Wayne Gallman Jr.","RB","SEA","2020",14,14,"ppr","25","12","57","4.8","16","0","0","3","4","16","5.3","0","0","1","10.3","10.3","0.1%"
"26","Kyle Juszczyk","RB","SF","2020",14,14,"ppr","26","1","3","3.0","3","0","0","2","3","15","7.5","1","0","1","9.8","9.8","0.4%"
"27","Aaron Jones","RB","GB","2020",14,14,"ppr","27","15","69","4.6","11","0","0","2","3","6","3.0","0","0","1","9.5","9.5","99.6%"
"28","Jeff Wilson Jr.","RB","MIA","2020",14,14,"ppr","28","11","31","2.8","11","0","1","1","3","13","13.0","0","1","1","9.4","9.4","76.6%"
"29","Chase Edmonds","RB","DEN","2020",14,14,"ppr","29","7","32","4.6","11","0","0","4","5","21","5.3","0","0","1","9.3","9.3","23.9%"
"30","Raheem Mostert","RB","MIA","2020",14,14,"ppr","30","14","65","4.6","14","0","0","2","4","5","2.5","0","0","1","9.0","9.0","81.2%"
"31","Kerryon Johnson","RB","FA","2020",14,14,"ppr","31","2","3","1.5","2","0","1","1","1","10","10.0","0","0","1","8.3","8.3","0.0%"
"32","Jalen Richard","RB","FA","2020",14,14,"ppr","32","2","10","5.0","6","0","0","4","5","31","7.8","0","0","1","8.1","8.1","1.0%"
"33","Ezekiel Elliott","RB","DAL","2020",14,14,"ppr","33","12","48","4.0","26","1","0","2","3","11","5.5","0","0","1","7.9","7.9","97.0%"
"34","Duke Johnson Jr.","RB","BUF","2020",14,14,"ppr","34","8","26","3.3","10","0","0","2","2","53","26.5","0","1","1","7.9","7.9","0.0%"
"35","Trayveon Williams","RB","CIN","2020",14,14,"ppr","35","12","49","4.1","9","0","0","3","3","14","4.7","0","1","1","7.3","7.3","0.1%"
"36","DeAndre Washington","RB","FA","2020",14,14,"ppr","36","13","35","2.7","7","0","0","2","4","17","8.5","0","0","1","7.2","7.2","11.0%"
"37","Devine Ozigbo","RB","DEN","2020",14,14,"ppr","37","0","0","0","0","0","0","4","4","30","7.5","0","0","1","7.0","7.0","0.0%"
"38","Carlos Hyde","RB","FA","2020",14,14,"ppr","38","15","66","4.4","18","0","0","0","0","0","0","0","0","1","6.6","6.6","0.0%"
"39","Jaylen Samuels","RB","FA","2020",14,14,"ppr","39","4","15","3.8","6","0","0","3","4","18","6.0","0","0","1","6.3","6.3","0.0%"
"40","Samaje Perine","RB","CIN","2020",14,14,"ppr","40","10","32","3.2","11","0","0","2","2","9","4.5","0","0","1","6.1","6.1","59.4%"
"41","Damien Harris","RB","NE","2020",14,14,"ppr","41","11","50","4.5","12","0","0","1","2","0","0.0","0","0","1","6.0","6.0","56.6%"
"42","Peyton Barber","RB","FA","2020",14,14,"ppr","42","12","37","3.1","9","0","0","2","3","1","0.5","0","0","1","5.8","5.8","1.0%"
"43","Buddy Howell","RB","FA","2020",14,14,"ppr","43","11","42","3.8","9","0","0","1","2","3","3.0","0","0","1","5.5","5.5","0.0%"
"44","Ito Smith","RB","FA","2020",14,14,"ppr","44","11","42","3.8","8","0","0","1","1","3","3.0","0","0","1","5.5","5.5","0.0%"
"45","Le'Veon Bell","RB","FA","2020",14,14,"ppr","45","2","21","10.5","13","0","0","2","3","14","7.0","0","0","1","5.5","5.5","0.1%"
"46","Dion Lewis","RB","FA","2020",14,14,"ppr","46","2","14","7.0","13","0","1","0","0","0","0","0","1","1","5.4","5.4","2.0%"
"47","C.J. Ham","RB","MIN","2020",14,14,"ppr","47","1","0","0.0","0","0","0","3","3","22","7.3","0","0","1","5.2","5.2","0.1%"
"48","Todd Gurley II","RB","FA","2020",14,14,"ppr","48","6","19","3.2","8","0","0","2","3","12","6.0","0","0","1","5.1","5.1","0.1%"
"49","Phillip Lindsay","RB","FA","2020",14,14,"ppr","49","11","24","2.2","9","0","0","2","2","7","3.5","0","0","1","5.1","5.1","0.4%"
"50","Josh Adams","RB","FA","2020",14,14,"ppr","50","6","27","4.5","12","0","0","2","2","3","1.5","0","0","1","5.0","5.0","0.0%"
"51","Devontae Booker","RB","FA","2020",14,14,"ppr","51","4","8","2.0","6","0","0","3","3","11","3.7","0","0","1","4.9","4.9","0.0%"
"52","Justin Jackson","RB","DET","2020",14,14,"ppr","52","3","9","3.0","5","0","0","3","3","10","3.3","0","0","1","4.9","4.9","1.1%"
"53","LeSean McCoy","RB","FA","2020",14,14,"ppr","53","4","32","8.0","14","0","0","1","1","3","3.0","0","0","1","4.5","4.5","2.0%"
"54","Devin Singletary","RB","BUF","2020",14,14,"ppr","54","7","32","4.6","14","0","0","1","1","2","2.0","0","0","1","4.4","4.4","91.7%"
"55","Rodney Smith","RB","FA","2020",14,14,"ppr","55","2","10","5.0","6","0","0","2","2","14","7.0","0","0","1","4.4","4.4","0.0%"
"56","Zack Moss","RB","IND","2020",14,14,"ppr","56","13","43","3.3","13","0","0","0","1","0","0","0","0","1","4.3","4.3","1.4%"
"57","Ameer Abdullah","RB","LV","2020",14,14,"ppr","57","3","11","3.7","4","0","0","2","2","10","5.0","0","0","1","4.1","4.1","3.4%"
"58","Adrian Peterson","RB","FA","2020",14,14,"ppr","58","4","7","1.8","3","0","0","1","1","23","23.0","0","0","1","4.0","4.0","2.1%"
"59","Jamaal Williams","RB","DET","2020",14,14,"ppr","59","10","38","3.8","9","0","0","0","0","0","0","0","0","1","3.8","3.8","91.0%"
"60","Giovani Bernard","RB","TB","2020",14,14,"ppr","60","3","8","2.7","4","0","0","3","3","15","5.0","0","1","1","3.3","3.3","0.2%"
"61","Patrick Laird","RB","TB","2020",14,14,"ppr","61","4","19","4.8","9","0","0","1","1","4","4.0","0","0","1","3.3","3.3","0.0%"
"62","Kalen Ballage","RB","FA","2020",14,14,"ppr","62","7","14","2.0","5","0","0","1","2","6","6.0","0","0","1","3.0","3.0","0.0%"
"63","James White","RB","FA","2020",14,14,"ppr","63","3","16","5.3","9","0","0","1","2","2","2.0","0","0","1","2.8","2.8","0.1%"
"64","Boston Scott","RB","PHI","2020",14,14,"ppr","64","3","6","2.0","3","0","0","1","1","11","11.0","0","0","1","2.7","2.7","1.3%"
"65","Brian Hill","RB","FA","2020",14,14,"ppr","65","1","3","3.0","3","0","0","1","1","12","12.0","0","0","1","2.5","2.5","0.0%"
"66","Sony Michel","RB","LAC","2020",14,14,"ppr","66","7","22","3.1","8","0","0","0","1","0","0","0","0","1","2.2","2.2","2.2%"
"67","Dare Ogunbowale","RB","HOU","2020",14,14,"ppr","67","0","0","0","0","0","0","1","1","12","12.0","0","0","1","2.2","2.2","3.7%"
"68","Mike Boone","RB","DEN","2020",14,14,"ppr","68","2","8","4.0","5","0","0","1","1","4","4.0","0","0","1","2.2","2.2","5.3%"
"69","C.J. Prosise","RB","FA","2020",14,14,"ppr","69","1","2","2.0","2","0","0","1","1","10","10.0","0","0","1","2.2","2.2","0.0%"
"70","Frank Gore","RB","FA","2020",14,14,"ppr","70","8","23","2.9","11","0","0","1","1","8","8.0","0","1","1","2.1","2.1","12.1%"
"71","Jeremy McNichols","RB","PIT","2020",14,14,"ppr","71","11","9","0.8","6","0","0","1","1","0","0.0","0","0","1","1.9","1.9","0.0%"
"72","James Conner","RB","ARI","2020",14,14,"ppr","72","10","18","1.8","5","0","0","0","0","0","0","0","0","1","1.8","1.8","97.8%"
"73","Latavius Murray","RB","DEN","2020",14,14,"ppr","73","4","13","3.3","7","0","0","1","1","-6","-6.0","0","0","1","1.7","1.7","75.6%"
"74","Jordan Wilkins","RB","IND","2020",14,14,"ppr","74","1","3","3.0","3","0","0","1","2","4","4.0","0","0","1","1.7","1.7","0.0%"
"75","Ty Johnson","RB","NYJ","2020",14,14,"ppr","75","8","16","2.0","5","0","0","0","0","0","0","0","0","1","1.6","1.6","3.4%"
"76","Benny Snell Jr.","RB","PIT","2020",14,14,"ppr","76","3","14","4.7","7","0","0","0","0","0","0","0","0","1","1.4","1.4","1.4%"
"77","Keith Smith","RB","ATL","2020",14,14,"ppr","77","1","3","3.0","3","0","0","1","2","-2","-2.0","0","0","1","1.1","1.1","0.0%"
"78","Alex Armah Jr.","RB","WAS","2020",14,14,"ppr","78","0","0","0","0","0","0","1","1","0","0.0","0","0","1","1.0","1.0","0.0%"
"79","Alec Ingold","RB","MIA","2020",14,14,"ppr","79","0","0","0","0","0","0","1","1","0","0.0","0","0","1","1.0","1.0","0.1%"
"80","DeeJay Dallas","RB","SEA","2020",14,14,"ppr","80","4","7","1.8","4","0","0","0","0","0","0","0","0","1","0.7","0.7","4.5%"
"81","Alfred Morris","RB","FA","2020",14,14,"ppr","81","3","7","2.3","5","0","0","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"82","Darrell Henderson Jr.","RB","FA","2020",14,14,"ppr","82","2","5","2.5","3","0","0","0","0","0","0","0","0","1","0.5","0.5","25.4%"
"83","Justice Hill","RB","BAL","2020",14,14,"ppr","83","1","4","4.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","0.8%"
"84","Gabe Nabers","RB","FA","2020",14,14,"ppr","84","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"85","Jonathan Ward","RB","TEN","2020",14,14,"ppr","85","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"86","Nathan Cottrell","RB","FA","2020",14,14,"ppr","86","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"87","Jakob Johnson","RB","LV","2020",14,14,"ppr","87","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"88","Darwin Thompson","RB","SEA","2020",14,14,"ppr","88","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"89","Ryan Nall","RB","FA","2020",14,14,"ppr","89","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"90","Andrew Beck","RB","DEN","2020",14,14,"ppr","90","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"91","Reggie Gilliam","RB","BUF","2020",14,14,"ppr","91","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"92","Scottie Phillips","RB","FA","2020",14,14,"ppr","92","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"93","Rico Dowdle","RB","DAL","2020",14,14,"ppr","93","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"94","D'Ernest Johnson","RB","CLE","2020",14,14,"ppr","94","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"95","Khari Blasingame","RB","CHI","2020",14,14,"ppr","95","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"96","Javon Leake","RB","FA","2020",14,14,"ppr","96","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"97","AJ Dillon","RB","GB","2020",14,14,"ppr","97","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","77.4%"
"98","Anthony Sherman","RB","FA","2020",14,14,"ppr","98","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"99","Nick Bellore","RB","SEA","2020",14,14,"ppr","99","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"100","Taiwan Jones","RB","BUF","2020",14,14,"ppr","100","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"101","Mark Ingram II","RB","NO","2020",14,14,"ppr","101","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","4.3%"
"102","Cordarrelle Patterson","RB","ATL","2020",14,14,"ppr","102","6","26","4.3","12","0","0","0","1","0","0","0","0","1","0.0","0.0","85.6%"
