"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Baltimore Ravens","DST","BAL","2018",6,6,"ppr",1,11,0,0,1,0,0,0,1,21,21,"89.6%"
"2","Houston Texans","DST","HOU","2018",6,6,"ppr",2,2,2,1,0,1,0,0,1,19,19,"0.8%"
"3","Seattle Seahawks","DST","SEA","2018",6,6,"ppr",3,6,0,2,3,0,0,0,1,17,17,"20.5%"
"4","Arizona Cardinals","DST","ARI","2018",6,6,"ppr",4,4,1,1,1,1,0,0,1,14,14,"12.3%"
"5","Buffalo Bills","DST","BUF","2018",6,6,"ppr",5,7,2,1,3,0,0,0,1,14,14,"99.0%"
"6","New York Jets","DST","NYJ","2018",6,6,"ppr",6,0,3,1,1,1,0,0,1,13,13,"21.1%"
"7","Minnesota Vikings","DST","MIN","2018",6,6,"ppr",7,4,1,1,1,0,0,0,1,12,12,"23.7%"
"8","Dallas Cowboys","DST","DAL","2018",6,6,"ppr",8,3,1,1,1,0,0,0,1,11,11,"90.0%"
"9","Los Angeles Chargers","DST","LAC","2018",6,6,"ppr",9,5,2,0,0,0,0,0,1,10,10,"30.2%"
"10","Philadelphia Eagles","DST","PHI","2018",6,6,"ppr",10,4,1,0,1,0,0,0,1,10,10,"58.2%"
"11","Washington Commanders","DST","WAS","2018",6,6,"ppr",11,1,1,2,2,0,0,0,1,8,8,"54.8%"
"12","Green Bay Packers","DST","GB","2018",6,6,"ppr",12,2,1,2,1,0,0,0,1,7,7,"80.7%"
"13","Denver Broncos","DST","DEN","2018",6,6,"ppr",13,5,1,0,0,0,0,0,1,7,7,"38.8%"
"14","Miami Dolphins","DST","MIA","2018",6,6,"ppr",14,2,1,2,2,0,0,0,1,7,7,"25.9%"
"15","Atlanta Falcons","DST","ATL","2018",6,6,"ppr",15,2,2,0,0,0,0,0,1,5,5,"1.7%"
"16","Chicago Bears","DST","CHI","2018",6,6,"ppr",16,0,2,1,1,0,0,0,1,5,5,"2.2%"
"17","Los Angeles Rams","DST","LAR","2018",6,6,"ppr",17,2,1,0,1,0,0,0,1,5,5,"34.3%"
"18","Las Vegas Raiders","DST","LV","2018",6,6,"ppr",18,1,1,0,0,0,0,0,1,3,3,"14.2%"
"19","Pittsburgh Steelers","DST","PIT","2018",6,6,"ppr",19,3,0,0,0,0,0,0,1,3,3,"53.2%"
"20","Carolina Panthers","DST","CAR","2018",6,6,"ppr",20,3,0,0,1,0,0,0,1,3,3,"14.1%"
"21","Tennessee Titans","DST","TEN","2018",6,6,"ppr",21,0,1,0,0,0,0,0,1,2,2,"26.3%"
"22","Indianapolis Colts","DST","IND","2018",6,6,"ppr",22,2,1,1,2,0,0,0,1,2,2,"52.4%"
"23","San Francisco 49ers","DST","SF","2018",6,6,"ppr",23,3,0,0,0,0,0,0,1,2,2,"95.5%"
"24","New England Patriots","DST","NE","2018",6,6,"ppr",24,0,2,0,0,0,0,0,1,0,0,"54.0%"
"25","New York Giants","DST","NYG","2018",6,6,"ppr",25,1,0,0,1,0,0,0,1,0,0,"6.2%"
"26","Kansas City Chiefs","DST","KC","2018",6,6,"ppr",26,2,0,1,2,0,0,0,1,0,0,"47.9%"
"27","Tampa Bay Buccaneers","DST","TB","2018",6,6,"ppr",27,1,0,0,1,0,0,0,1,0,0,"81.2%"
"28","Jacksonville Jaguars","DST","JAC","2018",6,6,"ppr",28,3,0,0,0,0,0,0,1,-1,-1,"3.8%"
"29","Cincinnati Bengals","DST","CIN","2018",6,6,"ppr",29,0,0,0,1,0,0,0,1,-1,-1,"31.6%"
"30","Cleveland Browns","DST","CLE","2018",6,6,"ppr",30,1,1,0,0,0,0,0,1,-1,-1,"37.2%"
