"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Jared Cook","TE","FA","2017",9,9,"ppr","1","8","9","126","15.8","35","2","0","0","0","0","0","1","20.6","20.6","0.0%"
"2","Julius Thomas","TE","FA","2017",9,9,"ppr","2","6","8","84","14.0","27","1","1","0","0","0","0","1","20.4","20.4","0.0%"
"3","Travis Kelce","TE","KC","2017",9,9,"ppr","3","7","9","73","10.4","22","1","1","0","0","0","0","1","20.3","20.3","100.0%"
"4","Evan Engram","TE","JAC","2017",9,9,"ppr","4","4","10","70","17.5","26","2","1","0","0","0","0","1","17.0","17.0","68.5%"
"5","Jack Doyle","TE","FA","2017",9,9,"ppr","5","8","9","63","7.9","11","0","0","0","0","0","0","1","14.3","14.3","2.0%"
"6","Vernon Davis","TE","FA","2017",9,9,"ppr","6","6","9","72","12.0","23","1","0","0","0","0","0","1","13.2","13.2","1.6%"
"7","Delanie Walker","TE","FA","2017",9,9,"ppr","7","5","5","71","14.2","25","2","0","0","0","0","0","1","12.1","12.1","0.1%"
"8","Trey Burton","TE","FA","2017",9,9,"ppr","8","2","4","41","20.5","27","1","1","0","0","0","0","1","12.1","12.1","0.0%"
"9","Benjamin Watson","TE","FA","2017",9,9,"ppr","9","7","10","41","5.9","16","0","0","0","0","0","0","1","11.1","11.1","2.8%"
"10","Jimmy Graham","TE","FA","2017",9,9,"ppr","10","5","8","59","11.8","21","1","0","0","0","0","0","1","10.9","10.9","0.0%"
"11","Jermaine Gresham","TE","FA","2017",9,9,"ppr","11","2","3","23","11.5","12","0","1","0","0","0","0","1","10.3","10.3","0.0%"
"12","Tyler Kroft","TE","SF","2017",9,9,"ppr","12","2","2","79","39.5","59","2","0","0","0","0","0","1","9.9","9.9","0.0%"
"13","Luke Stocker","TE","FA","2017",9,9,"ppr","13","2","2","13","6.5","8","0","1","0","0","0","0","1","9.3","9.3","0.0%"
"14","Stephen Anderson","TE","ARI","2017",9,9,"ppr","14","4","6","44","11.0","16","0","0","0","0","0","0","1","8.4","8.4","0.0%"
"15","Luke Willson","TE","FA","2017",9,9,"ppr","15","1","2","10","10.0","10","0","1","0","0","0","0","1","8.0","8.0","0.0%"
"16","Marcedes Lewis","TE","GB","2017",9,9,"ppr","16","3","6","49","16.3","37","1","0","0","0","0","0","1","7.9","7.9","0.1%"
"17","Tyler Higbee","TE","LAR","2017",9,9,"ppr","17","1","2","8","8.0","8","0","1","0","0","0","0","1","7.8","7.8","71.9%"
"18","Nick O'Leary","TE","FA","2017",9,9,"ppr","18","4","5","51","12.8","20","1","0","0","0","0","1","1","7.1","7.1","0.0%"
"19","Brent Celek","TE","FA","2017",9,9,"ppr","19","3","4","39","13.0","15","0","0","0","0","0","0","1","6.9","6.9","0.0%"
"20","Gerald Everett","TE","LAC","2017",9,9,"ppr","20","1","2","44","44.0","44","1","0","1","13","0","0","1","6.7","6.7","84.7%"
"21","Coby Fleener","TE","FA","2017",9,9,"ppr","21","2","2","46","23.0","33","1","0","0","0","0","0","1","6.6","6.6","0.0%"
"22","Austin Hooper","TE","TEN","2017",9,9,"ppr","22","3","6","36","12.0","16","0","0","0","0","0","0","1","6.6","6.6","13.8%"
"23","Eric Ebron","TE","FA","2017",9,9,"ppr","23","3","4","35","11.7","19","0","0","0","0","0","0","1","6.5","6.5","0.0%"
"24","Maxx Williams","TE","ARI","2017",9,9,"ppr","24","3","3","29","9.7","17","0","0","0","0","0","0","1","5.9","5.9","0.0%"
"25","George Kittle","TE","SF","2017",9,9,"ppr","25","3","5","27","9.0","14","0","0","0","0","0","0","1","5.7","5.7","98.9%"
"26","Lance Kendricks","TE","FA","2017",9,9,"ppr","26","2","3","32","16.0","21","1","0","0","0","0","0","1","5.2","5.2","0.0%"
"27","Logan Thomas","TE","WAS","2017",9,9,"ppr","27","2","3","25","12.5","20","1","0","0","0","0","0","1","4.5","4.5","6.9%"
"28","Rhett Ellison","TE","FA","2017",9,9,"ppr","28","2","2","21","10.5","14","0","0","0","0","0","0","1","4.1","4.1","0.0%"
"29","Austin Seferian-Jenkins","TE","FA","2017",9,9,"ppr","29","2","2","20","10.0","18","0","0","0","0","0","0","1","4.0","4.0","0.0%"
"30","Brandon Williams","TE","FA","2017",9,9,"ppr","30","2","2","20","10.0","15","0","0","0","0","0","0","1","4.0","4.0","0.0%"
"31","Anthony Fasano","TE","FA","2017",9,9,"ppr","31","2","2","9","4.5","6","0","0","0","0","0","0","1","2.9","2.9","0.1%"
"32","Troy Niklas","TE","FA","2017",9,9,"ppr","32","1","3","16","16.0","16","0","0","0","0","0","0","1","2.6","2.6","0.0%"
"33","Garrett Celek","TE","FA","2017",9,9,"ppr","33","1","4","13","13.0","13","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"34","A.J. Derby","TE","FA","2017",9,9,"ppr","34","1","3","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"35","Darren Fells","TE","FA","2017",9,9,"ppr","35","1","1","10","10.0","10","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"36","Cameron Brate","TE","TB","2017",9,9,"ppr","36","1","4","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","1.6%"
"37","Levine Toilolo","TE","FA","2017",9,9,"ppr","37","1","1","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"38","Eric Tomlinson","TE","DEN","2017",9,9,"ppr","38","1","2","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"39","James O'Shaughnessy","TE","MIN","2017",9,9,"ppr","39","1","1","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"40","Richard Rodgers","TE","LAC","2017",9,9,"ppr","40","1","2","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"41","Derek Carrier","TE","FA","2017",9,9,"ppr","41","1","1","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"42","Jason Witten","TE","FA","2017",9,9,"ppr","42","1","1","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"43","Ross Travis","TE","FA","2017",9,9,"ppr","43","1","2","3","3.0","3","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"44","MarQueis Gray","TE","FA","2017",9,9,"ppr","44","0","0","0","0","0","0","0","1","3","0","0","1","0.3","0.3","0.0%"
"45","James Hanna","TE","FA","2017",9,9,"ppr","45","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"46","Lee Smith","TE","FA","2017",9,9,"ppr","46","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"47","Virgil Green","TE","FA","2017",9,9,"ppr","47","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"48","Jordan Matthews","TE","SF","2017",9,9,"ppr","48","6","8","46","7.7","12","0","0","0","0","0","1","1","0.0","0.0","0.0%"
"49","Demetrius Harris","TE","FA","2017",9,9,"ppr","49","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"50","Gavin Escobar","TE","FA","2017",9,9,"ppr","50","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"51","Ryan Griffin","TE","CHI","2017",9,9,"ppr","51","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"52","Clark Harris","TE","CIN","2017",9,9,"ppr","52","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"53","Ed Dickson","TE","FA","2017",9,9,"ppr","53","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"54","Michael Hoomanawanui","TE","FA","2017",9,9,"ppr","54","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"55","Zach Wood","TE","NO","2017",9,9,"ppr","55","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"56","Jeremy Sprinkle","TE","FA","2017",9,9,"ppr","56","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"57","Nick Vannett","TE","NYG","2017",9,9,"ppr","57","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"58","Jerell Adams","TE","FA","2017",9,9,"ppr","58","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"59","Jonnu Smith","TE","NE","2017",9,9,"ppr","59","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"60","Michael Roberts","TE","FA","2017",9,9,"ppr","60","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"61","Cole Hikutini","TE","FA","2017",9,9,"ppr","61","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"62","Cethan Carter","TE","MIA","2017",9,9,"ppr","62","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"63","Darrell Daniels","TE","FA","2017",9,9,"ppr","63","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"64","Eric Saubert","TE","DEN","2017",9,9,"ppr","64","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"65","Josh Hill","TE","FA","2017",9,9,"ppr","65","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"66","Kyle Nelson","TE","FA","2017",9,9,"ppr","66","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
