"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Stephen Hauschka","K","FA","2019",11,11,"ppr",1,3,3,100,51,0,1,1,0,1,4,4,1,15,15,"0.0%"
"2","Brandon McManus","K","DEN","2019",11,11,"ppr",2,3,4,75,47,0,1,0,2,0,2,2,1,13,13,"36.0%"
"3","Justin Tucker","K","BAL","2019",11,11,"ppr",3,2,3,66.7,46,0,0,1,1,0,5,5,1,12,12,"99.0%"
"4","Younghoe Koo","K","ATL","2019",11,11,"ppr",4,3,4,75,38,0,2,1,0,0,2,2,1,11,11,"46.2%"
"5","Wil Lutz","K","NO","2019",11,11,"ppr",5,2,2,100,44,0,1,0,1,0,4,4,1,11,11,"8.0%"
"6","Michael Badgley","K","DET","2019",11,11,"ppr",6,3,4,75,49,0,2,0,1,0,0,0,1,10,10,"27.0%"
"7","Nick Folk","K","NE","2019",11,11,"ppr",7,3,3,100,39,0,1,2,0,0,0,0,1,9,9,"75.5%"
"8","Zane Gonzalez","K","CAR","2019",11,11,"ppr",8,2,2,100,43,0,1,0,1,0,2,3,1,9,9,"0.1%"
"9","Brett Maher","K","DAL","2019",11,11,"ppr",9,2,2,100,34,0,0,2,0,0,3,3,1,9,9,"75.1%"
"10","Chase McLaughlin","K","IND","2019",11,11,"ppr",10,1,1,100,43,0,0,0,1,0,3,3,1,7,7,"4.0%"
"11","Matt Gay","K","LAR","2019",11,11,"ppr",11,1,1,100,55,0,0,0,0,1,2,2,1,7,7,"41.5%"
"12","Adam Vinatieri","K","FA","2019",11,11,"ppr",12,1,1,100,34,0,0,1,0,0,4,4,1,7,7,"0.2%"
"13","Harrison Butker","K","KC","2019",11,11,"ppr",13,1,1,100,41,0,0,0,1,0,3,3,1,7,7,"91.8%"
"14","Daniel Carlson","K","LV","2019",11,11,"ppr",14,1,1,100,20,0,1,0,0,0,2,2,1,5,5,"96.6%"
"15","Jake Elliott","K","PHI","2019",11,11,"ppr",15,1,1,100,42,0,0,0,1,0,1,1,1,5,5,"27.9%"
"16","Greg Zuerlein","K","NYJ","2019",11,11,"ppr",16,1,1,100,38,0,0,1,0,0,2,2,1,5,5,"15.9%"
"17","Randy Bullock","K","TEN","2019",11,11,"ppr",17,1,2,50,40,0,0,0,1,0,1,1,1,5,5,"1.5%"
"18","Dustin Hopkins","K","LAC","2019",11,11,"ppr",18,1,2,50,44,0,0,0,1,0,0,0,1,4,4,"2.7%"
"19","Sam Ficken","K","DET","2019",11,11,"ppr",19,0,1,0,0,0,0,0,0,0,4,5,1,4,4,"0.0%"
"20","Matt Prater","K","ARI","2019",11,11,"ppr",20,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"14.9%"
"21","Dan Bailey","K","FA","2019",11,11,"ppr",21,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"0.0%"
"22","Austin Seibert","K","FA","2019",11,11,"ppr",22,0,2,0,0,0,0,0,0,0,3,3,1,3,3,"0.3%"
"23","Joey Slye","K","WAS","2019",11,11,"ppr",23,1,1,100,31,0,0,1,0,0,0,0,1,3,3,"2.0%"
"24","Jason Sanders","K","MIA","2019",11,11,"ppr",24,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"13.2%"
"25","Eddy Pineiro","K","CAR","2019",11,11,"ppr",25,0,2,0,0,0,0,0,0,0,1,1,1,1,1,"2.2%"
"26","Chris Boswell","K","PIT","2019",11,11,"ppr",26,0,1,0,0,0,0,0,0,0,1,1,1,1,1,"14.1%"
"27","Ka'imi Fairbairn","K","HOU","2019",11,11,"ppr",27,0,1,0,0,0,0,0,0,0,1,1,1,1,1,"2.0%"
"28","Josh Lambo","K","FA","2019",11,11,"ppr",28,0,1,0,0,0,0,0,0,0,1,1,1,1,1,"0.0%"
"29","Ty Long","K","FA","2019",11,11,"ppr",29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.7%"
"30","Michael Palardy","K","NE","2019",11,11,"ppr",30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
