"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Devonta Freeman","RB","FA","2016",15,15,"ppr","1","20","139","7.0","34","2","3","2","2","16","8.0","0","1","1","33.5","33.5","0.0%"
"2","LeSean McCoy","RB","FA","2016",15,15,"ppr","2","19","153","8.1","24","2","2","3","3","16","5.3","0","0","1","31.9","31.9","2.0%"
"3","Ty Montgomery","RB","NE","2016",15,15,"ppr","3","16","162","10.1","61","3","2","2","3","1","0.5","0","0","1","30.3","30.3","0.5%"
"4","Ezekiel Elliott","RB","DAL","2016",15,15,"ppr","4","23","159","6.9","42","2","1","3","3","29","9.7","0","0","1","27.8","27.8","97.0%"
"5","Bilal Powell","RB","FA","2016",15,15,"ppr","5","16","84","5.3","13","0","0","11","12","78","7.1","0","0","1","27.2","27.2","0.0%"
"6","David Johnson","RB","NO","2016",15,15,"ppr","6","12","53","4.4","13","0","2","4","5","55","13.8","0","0","1","26.8","26.8","0.1%"
"7","Ryan Mathews","RB","FA","2016",15,15,"ppr","7","20","128","6.4","19","0","1","1","1","5","5.0","0","0","1","22.3","22.3","0.0%"
"8","Jordan Howard","RB","FA","2016",15,15,"ppr","8","17","90","5.3","13","0","1","4","4","23","5.8","0","0","1","21.3","21.3","0.0%"
"9","Tim Hightower","RB","FA","2016",15,15,"ppr","9","11","37","3.4","9","0","2","3","3","11","3.7","0","0","1","19.8","19.8","0.0%"
"10","Robert Turbin","RB","FA","2016",15,15,"ppr","10","7","32","4.6","12","0","2","2","2","22","11.0","0","0","1","19.4","19.4","0.0%"
"11","DeMarco Murray","RB","FA","2016",15,15,"ppr","11","18","89","4.9","12","0","0","5","6","52","10.4","0","0","1","19.1","19.1","0.1%"
"12","Le'Veon Bell","RB","FA","2016",15,15,"ppr","12","23","93","4.0","12","0","0","5","8","38","7.6","0","0","1","18.1","18.1","0.1%"
"13","Derrick Henry","RB","TEN","2016",15,15,"ppr","13","9","58","6.4","15","0","2","0","0","0","0","0","0","1","17.8","17.8","100.0%"
"14","Lamar Miller","RB","FA","2016",15,15,"ppr","14","22","63","2.9","11","0","1","2","2","26","13.0","0","0","1","16.9","16.9","0.0%"
"15","Terrance West","RB","FA","2016",15,15,"ppr","15","13","77","5.9","41","1","0","4","4","45","11.3","0","0","1","16.2","16.2","0.0%"
