"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Keenan Allen","WR","LAC","2020",11,11,"ppr","1","16","19","145","9.1","21","1","1","0","0","0","1","1","34.5","34.5","98.1%"
"2","Adam Thielen","WR","MIN","2020",11,11,"ppr","2","8","11","123","15.4","51","5","2","0","0","0","0","1","32.3","32.3","90.7%"
"3","Robert Woods","WR","TEN","2020",11,11,"ppr","3","12","15","130","10.8","35","3","1","2","-4","0","0","1","30.6","30.6","44.0%"
"4","Tyreek Hill","WR","MIA","2020",11,11,"ppr","4","11","14","102","9.3","15","0","1","2","-2","0","0","1","27.0","27.0","100.0%"
"5","Damiere Byrd","WR","ATL","2020",11,11,"ppr","5","6","7","132","22.0","42","5","1","1","11","0","0","1","26.3","26.3","0.1%"
"6","Cooper Kupp","WR","LAR","2020",11,11,"ppr","6","11","13","145","13.2","37","3","0","0","0","0","0","1","25.5","25.5","82.7%"
"7","Davante Adams","WR","LV","2020",11,11,"ppr","7","7","9","106","15.1","33","3","1","0","0","0","0","1","23.6","23.6","100.0%"
"8","Diontae Johnson","WR","PIT","2020",11,11,"ppr","8","12","16","111","9.3","23","3","0","0","0","0","0","1","23.1","23.1","85.3%"
"9","DJ Moore","WR","CAR","2020",11,11,"ppr","9","7","11","127","18.1","52","5","0","1","21","0","0","1","21.8","21.8","91.8%"
"10","Tyler Lockett","WR","SEA","2020",11,11,"ppr","10","9","9","67","7.4","11","0","1","0","0","0","0","1","21.7","21.7","94.8%"
"11","Curtis Samuel","WR","WAS","2020",11,11,"ppr","11","8","10","70","8.8","17","0","1","1","4","0","0","1","21.4","21.4","61.9%"
"12","Nelson Agholor","WR","NE","2020",11,11,"ppr","12","6","9","88","14.7","29","2","1","0","0","0","0","1","20.8","20.8","3.8%"
"13","Michael Thomas","WR","NO","2020",11,11,"ppr","13","9","12","104","11.6","23","1","0","0","0","0","0","1","19.4","19.4","26.7%"
"14","Chris Godwin","WR","TB","2020",11,11,"ppr","14","7","10","53","7.6","13","0","1","0","0","0","0","1","18.3","18.3","96.0%"
"15","DeVante Parker","WR","NE","2020",11,11,"ppr","15","6","9","61","10.2","21","1","1","0","0","0","0","1","18.1","18.1","13.6%"
"16","Justin Jefferson","WR","MIN","2020",11,11,"ppr","16","3","5","86","28.7","39","4","1","0","0","0","0","1","17.6","17.6","100.0%"
"17","Tyler Boyd","WR","CIN","2020",11,11,"ppr","17","9","11","85","9.4","14","0","0","0","0","0","0","1","17.5","17.5","74.0%"
"18","Mike Williams","WR","LAC","2020",11,11,"ppr","18","4","7","72","18.0","39","2","1","0","0","0","0","1","17.2","17.2","95.8%"
"19","Tim Patrick","WR","DEN","2020",11,11,"ppr","19","5","8","119","23.8","61","7","0","0","0","0","0","1","16.9","16.9","0.7%"
"20","CeeDee Lamb","WR","DAL","2020",11,11,"ppr","20","4","6","34","8.5","21","1","1","2","12","0","0","1","16.6","16.6","99.9%"
"21","Corey Davis","WR","NYJ","2020",11,11,"ppr","21","5","7","113","22.6","50","5","0","0","0","0","0","1","16.3","16.3","17.1%"
"22","A.J. Brown","WR","PHI","2020",11,11,"ppr","22","4","7","62","15.5","25","1","1","0","0","0","0","1","16.2","16.2","99.9%"
"23","Chase Claypool","WR","CHI","2020",11,11,"ppr","23","4","8","59","14.8","31","2","1","0","0","0","0","1","15.9","15.9","47.7%"
"24","Mike Evans","WR","TB","2020",11,11,"ppr","24","5","9","49","9.8","18","0","1","0","0","0","0","1","15.9","15.9","98.6%"
"25","Michael Pittman Jr.","WR","IND","2020",11,11,"ppr","25","3","3","66","22.0","45","3","1","0","0","0","0","1","15.6","15.6","97.0%"
"26","Larry Fitzgerald","WR","FA","2020",11,11,"ppr","26","8","10","62","7.8","18","0","0","0","0","0","0","1","14.2","14.2","0.1%"
"27","Amari Cooper","WR","CLE","2020",11,11,"ppr","27","6","7","81","13.5","32","2","0","0","0","0","0","1","14.1","14.1","96.2%"
"28","A.J. Green","WR","ARI","2020",11,11,"ppr","28","4","9","41","10.3","19","0","1","0","0","0","0","1","14.1","14.1","1.7%"
"29","William Fuller V","WR","FA","2020",11,11,"ppr","29","6","8","80","13.3","22","2","0","0","0","0","0","1","14.0","14.0","0.1%"
"30","Calvin Ridley","WR","JAC","2020",11,11,"ppr","30","5","9","90","18.0","46","3","0","0","0","0","0","1","14.0","14.0","1.6%"
"31","Antonio Brown","WR","FA","2020",11,11,"ppr","31","8","13","57","7.1","12","0","0","1","1","0","0","1","13.8","13.8","0.2%"
"32","DK Metcalf","WR","SEA","2020",11,11,"ppr","32","3","5","46","15.3","25","2","1","0","0","0","0","1","13.6","13.6","97.8%"
"33","Terry McLaurin","WR","WAS","2020",11,11,"ppr","33","5","7","84","16.8","42","4","0","0","0","0","0","1","13.4","13.4","98.1%"
"34","Breshad Perriman","WR","TB","2020",11,11,"ppr","34","2","4","54","27.0","49","3","1","0","0","0","0","1","13.4","13.4","0.2%"
"35","Russell Gage","WR","TB","2020",11,11,"ppr","35","7","12","58","8.3","17","0","0","0","0","0","0","1","12.8","12.8","17.4%"
"36","Brandin Cooks","WR","HOU","2020",11,11,"ppr","36","4","5","85","21.3","44","4","0","0","0","0","0","1","12.5","12.5","64.4%"
"37","Robbie Anderson","WR","ARI","2020",11,11,"ppr","37","7","9","46","6.6","18","0","0","0","0","0","0","1","11.6","11.6","6.7%"
"38","Emmanuel Sanders","WR","FA","2020",11,11,"ppr","38","4","5","66","16.5","44","3","0","0","0","0","0","1","10.6","10.6","0.0%"
"39","Demarcus Robinson","WR","BAL","2020",11,11,"ppr","39","6","8","44","7.3","17","0","0","0","0","0","0","1","10.4","10.4","11.1%"
"40","KhaDarel Hodge","WR","ATL","2020",11,11,"ppr","40","3","5","73","24.3","42","3","0","0","0","0","0","1","10.3","10.3","0.0%"
"41","Steven Sims Jr.","WR","PIT","2020",11,11,"ppr","41","3","3","13","4.3","7","0","1","0","0","0","0","1","10.3","10.3","0.3%"
"42","DeAndre Hopkins","WR","ARI","2020",11,11,"ppr","42","5","8","51","10.2","23","1","0","0","0","0","0","1","10.1","10.1","98.4%"
"43","Denzel Mims","WR","NYJ","2020",11,11,"ppr","43","3","7","71","23.7","27","2","0","0","0","0","0","1","10.1","10.1","0.1%"
"44","Rashard Higgins","WR","CAR","2020",11,11,"ppr","44","3","4","65","21.7","43","3","0","0","0","0","0","1","9.5","9.5","0.1%"
"45","Jalen Reagor","WR","MIN","2020",11,11,"ppr","45","4","5","52","13.0","18","0","0","0","0","0","0","1","9.2","9.2","0.1%"
"46","N'Keal Harry","WR","CHI","2020",11,11,"ppr","46","5","8","41","8.2","13","0","0","0","0","0","0","1","9.1","9.1","0.1%"
"47","Marvin Jones Jr.","WR","JAC","2020",11,11,"ppr","47","4","6","51","12.8","21","1","0","0","0","0","0","1","9.1","9.1","13.1%"
"48","Keke Coutee","WR","FA","2020",11,11,"ppr","48","2","4","10","5.0","6","0","1","0","0","0","0","1","9.0","9.0","0.0%"
"49","Christian Kirk","WR","JAC","2020",11,11,"ppr","49","4","6","50","12.5","14","0","0","0","0","0","0","1","9.0","9.0","94.9%"
"50","Randall Cobb","WR","GB","2020",11,11,"ppr","50","2","2","7","3.5","4","0","1","0","0","0","0","1","8.7","8.7","5.6%"
"51","Zach Pascal","WR","PHI","2020",11,11,"ppr","51","3","3","54","18.0","20","2","0","0","0","0","0","1","8.4","8.4","0.1%"
"52","DJ Chark Jr.","WR","DET","2020",11,11,"ppr","52","4","8","41","10.3","19","0","0","0","0","0","0","1","8.1","8.1","40.6%"
