"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Michael Badgley","K","DET","2018",14,14,"ppr",1,4,4,100,59,0,0,2,1,1,2,2,1,17,17,"27.0%"
"2","Mason Crosby","K","GB","2018",14,14,"ppr",2,2,2,100,50,0,0,0,1,1,4,4,1,13,13,"3.2%"
"3","Brett Maher","K","DAL","2018",14,14,"ppr",3,3,4,75,62,0,2,0,0,1,2,2,1,13,13,"75.1%"
"4","Randy Bullock","K","TEN","2018",14,14,"ppr",4,3,3,100,47,0,1,0,2,0,0,0,1,11,11,"1.5%"
"5","Stephen Hauschka","K","FA","2018",14,14,"ppr",5,3,5,60,36,0,1,2,0,0,2,2,1,11,11,"0.0%"
"6","Jason Myers","K","SEA","2018",14,14,"ppr",6,2,2,100,47,0,1,0,1,0,3,3,1,10,10,"55.6%"
"7","Greg Joseph","K","MIN","2018",14,14,"ppr",7,2,2,100,49,0,0,0,2,0,2,3,1,10,10,"28.3%"
"8","Aldrick Rosas","K","FA","2018",14,14,"ppr",8,2,2,100,35,0,1,1,0,0,4,5,1,10,10,"0.0%"
"9","Harrison Butker","K","KC","2018",14,14,"ppr",9,2,4,50,35,0,1,1,0,0,3,3,1,9,9,"91.8%"
"10","Stephen Gostkowski","K","FA","2018",14,14,"ppr",10,2,3,66.7,32,0,1,1,0,0,3,4,1,9,9,"0.0%"
"11","Robbie Gould","K","SF","2018",14,14,"ppr",11,2,2,100,40,0,1,0,1,0,2,2,1,9,9,"42.9%"
"12","Wil Lutz","K","NO","2018",14,14,"ppr",12,2,2,100,36,0,0,2,0,0,2,2,1,8,8,"8.0%"
"13","Chandler Catanzaro","K","FA","2018",14,14,"ppr",13,2,2,100,34,0,0,2,0,0,2,2,1,8,8,"0.0%"
"14","Greg Zuerlein","K","NYJ","2018",14,14,"ppr",14,2,3,66.7,50,0,1,0,0,1,0,0,1,8,8,"15.9%"
"15","Adam Vinatieri","K","FA","2018",14,14,"ppr",15,1,1,100,54,0,0,0,0,1,3,3,1,8,8,"0.2%"
"16","Sebastian Janikowski","K","FA","2018",14,14,"ppr",16,2,2,100,37,0,0,2,0,0,1,1,1,7,7,"20.0%"
"17","Daniel Carlson","K","LV","2018",14,14,"ppr",17,1,1,100,44,0,0,0,1,0,3,3,1,7,7,"96.6%"
"18","Cody Parkey","K","FA","2018",14,14,"ppr",18,2,3,66.7,39,0,0,2,0,0,1,1,1,7,7,"0.0%"
"19","Matt Prater","K","ARI","2018",14,14,"ppr",19,1,1,100,47,0,0,0,1,0,2,2,1,6,6,"14.9%"
"20","Ryan Succop","K","TB","2018",14,14,"ppr",20,1,1,100,33,0,0,1,0,0,3,4,1,6,6,"34.3%"
"21","Justin Tucker","K","BAL","2018",14,14,"ppr",21,1,1,100,28,0,1,0,0,0,3,3,1,6,6,"99.0%"
"22","Jake Elliott","K","PHI","2018",14,14,"ppr",22,1,1,100,26,0,1,0,0,0,2,3,1,5,5,"27.9%"
"23","Jason Sanders","K","MIA","2018",14,14,"ppr",23,0,0,0,0,0,0,0,0,0,4,4,1,4,4,"13.2%"
"24","Chris Boswell","K","PIT","2018",14,14,"ppr",24,0,2,0,0,0,0,0,0,0,3,3,1,3,3,"14.1%"
"25","Ka'imi Fairbairn","K","HOU","2018",14,14,"ppr",25,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"2.0%"
"26","Zane Gonzalez","K","CAR","2018",14,14,"ppr",26,1,2,50,22,0,1,0,0,0,0,0,1,3,3,"0.1%"
"27","Cairo Santos","K","CHI","2018",14,14,"ppr",27,0,2,0,0,0,0,0,0,0,2,2,1,2,2,"13.3%"
"28","Matt Bryant","K","FA","2018",14,14,"ppr",28,0,1,0,0,0,0,0,0,0,2,3,1,2,2,"1.1%"
"29","Brandon McManus","K","DEN","2018",14,14,"ppr",29,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"36.0%"
"30","Dan Bailey","K","FA","2018",14,14,"ppr",30,0,1,0,0,0,0,0,0,0,1,1,1,1,1,"0.0%"
"31","Josh Lambo","K","FA","2018",14,14,"ppr",31,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"0.0%"
"32","Michael Palardy","K","NE","2018",14,14,"ppr",32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
"33","Dustin Hopkins","K","LAC","2018",14,14,"ppr",33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"2.7%"
