"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Nick Folk","K","NE","2022",9,9,"ppr",1,4,4,100,49,0,1,0,3,0,2,2,1,17,17,"75.5%"
"2","Ryan Succop","K","TB","2022",9,9,"ppr",2,3,4,75,50,0,1,1,0,1,1,1,1,12,12,"34.3%"
"3","Riley Patterson","K","JAC","2022",9,9,"ppr",3,2,3,66.7,48,0,0,0,2,0,3,3,1,11,11,"2.6%"
"4","Greg Zuerlein","K","NYJ","2022",9,9,"ppr",4,2,2,100,53,0,1,0,0,1,2,2,1,10,10,"15.9%"
"5","Justin Tucker","K","BAL","2022",9,9,"ppr",5,2,2,100,41,0,0,1,1,0,3,3,1,10,10,"99.0%"
"6","Cameron Dicker","K","LAC","2022",9,9,"ppr",6,2,2,100,37,0,0,2,0,0,2,2,1,8,8,"34.1%"
"7","Greg Joseph","K","MIN","2022",9,9,"ppr",7,2,2,100,28,0,2,0,0,0,2,2,1,8,8,"28.3%"
"8","Daniel Carlson","K","LV","2022",9,9,"ppr",8,2,2,100,38,0,0,2,0,0,2,2,1,8,8,"96.6%"
"9","Jason Myers","K","SEA","2022",9,9,"ppr",9,1,1,100,49,0,0,0,1,0,4,4,1,8,8,"55.6%"
"10","Tyler Bass","K","BUF","2022",9,9,"ppr",10,1,2,50,51,0,0,0,0,1,2,2,1,7,7,"94.4%"
"11","Matt Gay","K","LAR","2022",9,9,"ppr",11,2,2,100,35,0,1,1,0,0,1,1,1,7,7,"41.5%"
"12","Wil Lutz","K","NO","2022",9,9,"ppr",12,2,2,100,37,0,0,2,0,0,1,1,1,7,7,"8.0%"
"13","Randy Bullock","K","TEN","2022",9,9,"ppr",13,1,1,100,44,0,0,0,1,0,2,2,1,6,6,"1.5%"
"14","Cairo Santos","K","CHI","2022",9,9,"ppr",14,1,1,100,32,0,0,1,0,0,3,3,1,6,6,"13.3%"
"15","Evan McPherson","K","CIN","2022",9,9,"ppr",15,0,1,0,0,0,0,0,0,0,6,6,1,6,6,"86.6%"
"16","Harrison Butker","K","KC","2022",9,9,"ppr",16,2,3,66.7,28,0,2,0,0,0,0,1,1,6,6,"91.8%"
"17","Joey Slye","K","WAS","2022",9,9,"ppr",17,1,1,100,44,0,0,0,1,0,2,2,1,6,6,"2.0%"
"18","Ka'imi Fairbairn","K","HOU","2022",9,9,"ppr",18,1,1,100,30,0,0,1,0,0,2,2,1,5,5,"2.0%"
"19","Jason Sanders","K","MIA","2022",9,9,"ppr",19,0,1,0,0,0,0,0,0,0,5,5,1,5,5,"13.2%"
"20","Younghoe Koo","K","ATL","2022",9,9,"ppr",20,1,2,50,29,0,1,0,0,0,2,2,1,5,5,"46.2%"
"21","Chase McLaughlin","K","IND","2022",9,9,"ppr",21,1,2,50,40,0,0,0,1,0,0,0,1,4,4,"4.0%"
"22","Matt Prater","K","ARI","2022",9,9,"ppr",22,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"14.9%"
"23","Mason Crosby","K","GB","2022",9,9,"ppr",23,1,1,100,25,0,1,0,0,0,0,0,1,3,3,"3.2%"
"24","Eddy Pineiro","K","CAR","2022",9,9,"ppr",24,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"2.2%"
"25","Jake Elliott","K","PHI","2022",9,9,"ppr",25,0,1,0,0,0,0,0,0,0,3,3,1,3,3,"27.9%"
"26","Michael Badgley","K","DET","2022",9,9,"ppr",26,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"27.0%"
