"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Arizona Cardinals","DST","ARI","2016",2,2,"ppr",1,3,4,1,0,1,0,0,1,23,23,"12.3%"
"2","Denver Broncos","DST","DEN","2016",2,2,"ppr",2,5,1,1,1,2,0,0,1,22,22,"38.8%"
"3","Houston Texans","DST","HOU","2016",2,2,"ppr",3,4,0,3,2,0,0,0,1,14,14,"0.8%"
"4","Carolina Panthers","DST","CAR","2016",2,2,"ppr",4,2,2,1,1,1,0,0,1,14,14,"14.1%"
"5","New York Giants","DST","NYG","2016",2,2,"ppr",5,2,0,0,0,0,0,1,1,13,13,"6.2%"
"6","Minnesota Vikings","DST","MIN","2016",2,2,"ppr",6,5,1,2,4,0,0,0,1,12,12,"23.7%"
"7","New Orleans Saints","DST","NO","2016",2,2,"ppr",7,2,0,3,3,0,0,0,1,12,12,"65.3%"
"8","Baltimore Ravens","DST","BAL","2016",2,2,"ppr",8,3,2,0,0,0,0,0,1,11,11,"89.6%"
"9","Los Angeles Rams","DST","LAR","2016",2,2,"ppr",9,2,0,1,2,0,0,0,1,11,11,"34.3%"
"10","Philadelphia Eagles","DST","PHI","2016",2,2,"ppr",10,3,1,2,2,0,0,0,1,10,10,"58.2%"
"11","Los Angeles Chargers","DST","LAC","2016",2,2,"ppr",11,2,2,1,1,0,0,0,1,9,9,"30.2%"
"12","Detroit Lions","DST","DET","2016",2,2,"ppr",12,3,1,0,0,0,1,0,1,8,8,"2.5%"
"13","New England Patriots","DST","NE","2016",2,2,"ppr",13,0,2,2,2,0,0,0,1,8,8,"54.0%"
"14","Green Bay Packers","DST","GB","2016",2,2,"ppr",14,4,0,1,1,0,0,0,1,7,7,"80.7%"
"15","Tennessee Titans","DST","TEN","2016",2,2,"ppr",15,4,1,0,0,0,0,0,1,7,7,"26.3%"
"16","Kansas City Chiefs","DST","KC","2016",2,2,"ppr",16,2,2,0,0,0,0,0,1,7,7,"47.9%"
"17","Seattle Seahawks","DST","SEA","2016",2,2,"ppr",17,3,0,0,0,0,0,0,1,7,7,"20.5%"
"18","Pittsburgh Steelers","DST","PIT","2016",2,2,"ppr",18,1,0,2,1,0,0,0,1,6,6,"53.2%"
"19","San Francisco 49ers","DST","SF","2016",2,2,"ppr",19,1,1,3,2,0,0,0,1,6,6,"95.5%"
"20","Washington Commanders","DST","WAS","2016",2,2,"ppr",20,4,0,1,2,0,0,0,1,6,6,"54.8%"
"21","Buffalo Bills","DST","BUF","2016",2,2,"ppr",21,1,0,1,2,1,0,0,1,5,5,"99.0%"
"22","Cincinnati Bengals","DST","CIN","2016",2,2,"ppr",22,1,2,0,0,0,0,0,1,5,5,"31.6%"
"23","Cleveland Browns","DST","CLE","2016",2,2,"ppr",23,0,2,0,0,0,0,0,1,4,4,"37.2%"
"24","Dallas Cowboys","DST","DAL","2016",2,2,"ppr",24,2,1,0,0,0,0,0,1,4,4,"90.0%"
"25","Indianapolis Colts","DST","IND","2016",2,2,"ppr",25,1,1,0,0,0,0,0,1,3,3,"52.4%"
"26","Miami Dolphins","DST","MIA","2016",2,2,"ppr",26,2,0,1,3,0,0,0,1,3,3,"25.9%"
"27","New York Jets","DST","NYJ","2016",2,2,"ppr",27,0,1,0,1,0,0,0,1,2,2,"21.1%"
"28","Jacksonville Jaguars","DST","JAC","2016",2,2,"ppr",28,3,0,1,1,0,0,0,1,1,1,"3.8%"
"29","Chicago Bears","DST","CHI","2016",2,2,"ppr",29,2,0,0,0,0,0,1,1,1,1,"2.2%"
"30","Atlanta Falcons","DST","ATL","2016",2,2,"ppr",30,1,0,0,0,0,0,0,1,0,0,"1.7%"
"31","Tampa Bay Buccaneers","DST","TB","2016",2,2,"ppr",31,1,0,0,0,0,0,0,1,0,0,"81.2%"
"32","Las Vegas Raiders","DST","LV","2016",2,2,"ppr",32,1,1,0,0,0,0,0,1,-1,-1,"14.2%"
