"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","New Orleans Saints","DST","NO","2021",15,15,"ppr",1,4,1,1,1,0,0,0,1,18,18,"65.3%"
"2","Dallas Cowboys","DST","DAL","2021",15,15,"ppr",2,1,3,1,1,0,0,0,1,16,16,"90.0%"
"3","Pittsburgh Steelers","DST","PIT","2021",15,15,"ppr",3,4,1,3,3,0,0,0,1,16,16,"53.2%"
"4","Minnesota Vikings","DST","MIN","2021",15,15,"ppr",4,3,0,3,3,0,0,0,1,15,15,"23.7%"
"5","Indianapolis Colts","DST","IND","2021",15,15,"ppr",5,1,2,0,1,0,0,1,1,14,14,"52.4%"
"6","New York Jets","DST","NYJ","2021",15,15,"ppr",6,1,2,1,0,1,0,0,1,12,12,"21.1%"
"7","Houston Texans","DST","HOU","2021",15,15,"ppr",7,3,0,0,0,0,0,1,1,10,10,"0.8%"
"8","Miami Dolphins","DST","MIA","2021",15,15,"ppr",8,6,0,1,1,0,0,0,1,9,9,"25.9%"
"9","Los Angeles Rams","DST","LAR","2021",15,15,"ppr",9,3,1,0,0,0,0,0,1,9,9,"34.3%"
"10","San Francisco 49ers","DST","SF","2021",15,15,"ppr",10,3,0,1,1,0,0,0,1,9,9,"95.5%"
"11","Cincinnati Bengals","DST","CIN","2021",15,15,"ppr",11,3,0,1,1,0,0,0,1,9,9,"31.6%"
"12","Detroit Lions","DST","DET","2021",15,15,"ppr",12,2,1,0,0,0,0,0,1,8,8,"2.5%"
"13","Seattle Seahawks","DST","SEA","2021",15,15,"ppr",13,4,1,0,0,0,0,0,1,7,7,"20.5%"
"14","Washington Commanders","DST","WAS","2021",15,15,"ppr",14,3,1,1,1,0,0,0,1,7,7,"54.8%"
"15","Chicago Bears","DST","CHI","2021",15,15,"ppr",15,4,1,0,1,0,0,0,1,7,7,"2.2%"
"16","Buffalo Bills","DST","BUF","2021",15,15,"ppr",16,4,1,0,1,0,0,0,1,7,7,"99.0%"
"17","Cleveland Browns","DST","CLE","2021",15,15,"ppr",17,2,1,1,2,0,0,0,1,7,7,"37.2%"
"18","Tampa Bay Buccaneers","DST","TB","2021",15,15,"ppr",18,2,0,0,1,0,0,0,1,6,6,"81.2%"
"19","New York Giants","DST","NYG","2021",15,15,"ppr",19,3,0,1,2,0,0,0,1,5,5,"6.2%"
"20","Carolina Panthers","DST","CAR","2021",15,15,"ppr",20,4,1,0,1,0,0,0,1,5,5,"14.1%"
"21","Tennessee Titans","DST","TEN","2021",15,15,"ppr",21,3,0,0,0,0,0,0,1,4,4,"26.3%"
"22","Denver Broncos","DST","DEN","2021",15,15,"ppr",22,3,0,0,0,0,0,0,1,4,4,"38.8%"
"23","Los Angeles Chargers","DST","LAC","2021",15,15,"ppr",23,1,1,1,1,0,0,0,1,4,4,"30.2%"
"24","Arizona Cardinals","DST","ARI","2021",15,15,"ppr",24,2,0,1,1,0,0,0,1,3,3,"12.3%"
"25","Philadelphia Eagles","DST","PHI","2021",15,15,"ppr",25,2,0,0,2,0,0,0,1,3,3,"58.2%"
"26","Kansas City Chiefs","DST","KC","2021",15,15,"ppr",26,0,1,1,1,0,0,0,1,3,3,"47.9%"
"27","New England Patriots","DST","NE","2021",15,15,"ppr",27,1,1,0,0,0,0,0,1,3,3,"54.0%"
"28","Baltimore Ravens","DST","BAL","2021",15,15,"ppr",28,3,0,0,0,0,0,0,1,2,2,"89.6%"
"29","Jacksonville Jaguars","DST","JAC","2021",15,15,"ppr",29,1,1,0,0,0,0,0,1,2,2,"3.8%"
"30","Las Vegas Raiders","DST","LV","2021",15,15,"ppr",30,0,0,0,0,0,0,0,1,1,1,"14.2%"
"31","Atlanta Falcons","DST","ATL","2021",15,15,"ppr",31,0,0,1,0,0,0,0,1,1,1,"1.7%"
"32","Green Bay Packers","DST","GB","2021",15,15,"ppr",32,1,0,0,0,0,0,0,1,0,0,"80.7%"
