"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Michael Badgley","K","DET","2022",13,13,"ppr",1,4,4,100,47,0,0,1,3,0,4,4,1,19,19,"27.0%"
"2","Greg Zuerlein","K","NYJ","2022",13,13,"ppr",2,5,5,100,60,0,1,2,1,1,1,1,1,19,19,"15.9%"
"3","Robbie Gould","K","SF","2022",13,13,"ppr",3,4,4,100,48,0,0,1,3,0,3,3,1,18,18,"42.9%"
"4","Matthew Wright","K","FA","2022",13,13,"ppr",4,4,4,100,48,0,0,1,3,0,1,1,1,16,16,"4.7%"
"5","Younghoe Koo","K","ATL","2022",13,13,"ppr",5,3,3,100,51,0,1,0,0,2,1,1,1,14,14,"46.2%"
"6","Brandon McManus","K","DEN","2022",13,13,"ppr",6,3,4,75,52,0,0,0,1,2,0,0,1,14,14,"36.0%"
"7","Matt Gay","K","LAR","2022",13,13,"ppr",7,3,3,100,54,0,0,1,1,1,2,2,1,14,14,"41.5%"
"8","Greg Joseph","K","MIN","2022",13,13,"ppr",8,2,2,100,51,0,0,0,1,1,3,3,1,12,12,"28.3%"
"9","Cade York","K","CLE","2022",13,13,"ppr",9,2,2,100,43,0,0,0,2,0,3,3,1,11,11,"8.8%"
"10","Daniel Carlson","K","LV","2022",13,13,"ppr",10,2,3,66.7,55,0,1,0,0,1,3,3,1,11,11,"96.6%"
"11","Evan McPherson","K","CIN","2022",13,13,"ppr",11,2,2,100,41,0,0,1,1,0,3,3,1,10,10,"86.6%"
"12","Wil Lutz","K","NO","2022",13,13,"ppr",12,3,3,100,38,0,2,1,0,0,1,1,1,10,10,"8.0%"
"13","Jason Myers","K","SEA","2022",13,13,"ppr",13,2,2,100,41,0,1,0,1,0,3,3,1,10,10,"55.6%"
"14","Chase McLaughlin","K","IND","2022",13,13,"ppr",14,2,2,100,52,0,0,1,0,1,1,1,1,9,9,"4.0%"
"15","Joey Slye","K","WAS","2022",13,13,"ppr",15,2,3,66.7,42,0,1,0,1,0,2,2,1,9,9,"2.0%"
"16","Graham Gano","K","NYG","2022",13,13,"ppr",16,2,3,66.7,48,0,1,0,1,0,2,2,1,9,9,"61.0%"
"17","Cairo Santos","K","CHI","2022",13,13,"ppr",17,2,3,66.7,40,0,1,0,1,0,1,2,1,8,8,"13.3%"
"18","Mason Crosby","K","GB","2022",13,13,"ppr",18,2,2,100,32,0,1,1,0,0,2,2,1,8,8,"3.2%"
"19","Cameron Dicker","K","LAC","2022",13,13,"ppr",19,2,3,66.7,37,0,0,2,0,0,2,2,1,8,8,"34.1%"
"20","Riley Patterson","K","JAC","2022",13,13,"ppr",20,2,2,100,42,0,0,1,1,0,0,0,1,7,7,"2.6%"
"21","Ka'imi Fairbairn","K","HOU","2022",13,13,"ppr",21,2,2,100,44,0,0,1,1,0,0,0,1,7,7,"2.0%"
"22","Tyler Bass","K","BUF","2022",13,13,"ppr",22,1,1,100,48,0,0,0,1,0,3,3,1,7,7,"94.4%"
"23","Harrison Butker","K","KC","2022",13,13,"ppr",23,1,2,50,26,0,1,0,0,0,3,3,1,6,6,"91.8%"
"24","Brett Maher","K","DAL","2022",13,13,"ppr",24,0,0,0,0,0,0,0,0,0,6,7,1,6,6,"75.1%"
"25","Jason Sanders","K","MIA","2022",13,13,"ppr",25,1,1,100,43,0,0,0,1,0,2,2,1,6,6,"13.2%"
"26","Ryan Succop","K","TB","2022",13,13,"ppr",26,1,1,100,21,0,1,0,0,0,2,2,1,5,5,"34.3%"
"27","Jake Elliott","K","PHI","2022",13,13,"ppr",27,0,0,0,0,0,0,0,0,0,5,5,1,5,5,"27.9%"
"28","Justin Tucker","K","BAL","2022",13,13,"ppr",28,1,1,100,26,0,1,0,0,0,1,1,1,4,4,"99.0%"
"29","Nick Folk","K","NE","2022",13,13,"ppr",29,1,2,50,39,0,0,1,0,0,1,1,1,4,4,"75.5%"
"30","Randy Bullock","K","TEN","2022",13,13,"ppr",30,1,1,100,36,0,0,1,0,0,1,1,1,4,4,"1.5%"
"31","Tristan Vizcaino","K","NE","2022",13,13,"ppr",31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.1%"
"32","Eddy Pineiro","K","CAR","2022",13,13,"ppr",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.2%"
"33","Taylor Bertolet","K","LAC","2022",13,13,"ppr",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.7%"
"34","Sam Ficken","K","DET","2022",13,13,"ppr",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0%"
"35","Zane Gonzalez","K","CAR","2022",13,13,"ppr",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.1%"
"36","Quinn Nordin","K","NE","2022",13,13,"ppr",36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.0%"
"37","James McCourt","K","JAC","2022",13,13,"ppr",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.1%"
"38","Caleb Shudak","K","TEN","2022",13,13,"ppr",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0%"
"39","Ramiz Ahmed","K","GB","2022",13,13,"ppr",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0%"
